ENSPEMP00000011479	ENSPEMG00000012106	Peromyscus_maniculatus_bairdii
ENSTRUP00000045084	ENSTRUG00000017590	Takifugu_rubripes
ENSPKIP00000028201	ENSPKIG00000009883	Paramormyrops_kingsleyae
ENSMICP00000014415	ENSMICG00000015807	Microcebus_murinus
ENSMAMP00000001862	ENSMAMG00000001255	Mastacembelus_armatus
ENSLCAP00010001064	ENSLCAG00010000621	Lates_calcarifer
ENSEEUP00000013179	ENSEEUG00000014385	Erinaceus_europaeus
ENSPCOP00000030775	ENSPCOG00000028130	Propithecus_coquereli
ENSLSDP00000023633	ENSLSDG00000016624	Lonchura_striata_domestica
MGP_SPRETEiJ_P0063627	MGP_SPRETEiJ_G0026711	Mus_spretus_strain_SPRET/EiJ
ENSMLUP00000005460	ENSMLUG00000005964	Myotis_lucifugus
ENSMUNP00000015971	ENSMUNG00000012300	Melopsittacus_undulatus
ENSTNIP00000013614	ENSTNIG00000010698	Tetraodon_nigroviridis
ENSSFOP00015034170	ENSSFOG00015021774	Scleropages_formosus
ENSOARP00000013202	ENSOARG00000012319	Ovis_aries
ENSPFOP00000018170	ENSPFOG00000018030	Poecilia_formosa
ENSXETP00000011088	ENSXETG00000015854	Xenopus_tropicalis
ENSMALP00000026457	ENSMALG00000018328	Monopterus_albus
ENSPANP00000044961	ENSPANG00000022216	Papio_anubis
ENSSHAP00000006823	ENSSHAG00000005927	Sarcophilus_harrisii
ENSCPGP00000019096	ENSCPGG00000013269	Calidris_pygmaea
ENSSSCP00000041761	ENSSSCG00000040109	Sus_scrofa_strain_reference
ENSNLEP00000011583	ENSNLEG00000009478	Nomascus_leucogenys
ENSMSIP00000008880	ENSMSIG00000007866	Mus_spicilegus
ENSAOCP00000031909	ENSAOCG00000023891	Amphiprion_ocellaris
ENSDARP00000111958	ENSDARG00000086933	Danio_rerio
ENSNMEP00000011640	ENSNMEG00000010945	Numida_meleagris	ENSNMET00000018292
ENSUMAP00000008545	ENSUMAG00000006497	Ursus_maritimus
ENSPVIP00000003157	ENSPVIG00000002671	Pogona_vitticeps	ENSPVIT00000004076
ENSGAFP00000001495	ENSGAFG00000000970	Gambusia_affinis
ENSPPYP00000001439	ENSPPYG00000001237	Pongo_abelii
ENSELUP00000015840	ENSELUG00000015819	Esox_lucius
ENSPTIP00000025642	ENSPTIG00000021328	Panthera_tigris_altaica
ENSLBEP00000017530	ENSLBEG00000013515	Labrus_bergylta
ENSOANP00000026797	ENSOANG00000021057	Ornithorhynchus_anatinus
ENSMOCP00000026397	ENSMOCG00000022213	Microtus_ochrogaster
ENSBBBP00000004554	ENSBBBG00000013439	Bison_bison_bison
ENSLACP00000011177	ENSLACG00000009835	Latimeria_chalumnae
ENSCHAP00000056045	ENSCHAG00000025379	Clupea_harengus
ENSOANP00000031655	ENSOANG00000030986	Ornithorhynchus_anatinus
ENSMEUP00000000331	ENSMEUG00000000353	Notamacropus_eugenii
ENSCGRP00001020939	ENSCGRG00001019929	Cricetulus_griseus_CHOK1GS_HDv1
ENSCANP00000033677	ENSCANG00000040505	Colobus_angolensis_palliatus
ENSCSEP00000022839	ENSCSEG00000014533	Cynoglossus_semilaevis
ENSCCNP00000023616	ENSCCNG00000023169	Castor_canadensis
ENSCJAP00000011898	ENSCJAG00000006412	Callithrix_jacchus
ENSPMJP00000017342	ENSPMJG00000013058	Parus_major	ENSPMJT00000022671
ENSPVAP00000002218	ENSPVAG00000002344	Pteropus_vampyrus
ENSDCDP00000047228	ENSDCDG00000029436	Denticeps_clupeoides
ENSLBEP00000023540	ENSLBEG00000018038	Labrus_bergylta
ENSMZEP00005008139	ENSMZEG00005006161	Maylandia_zebra
ENSUAMP00000013475	ENSUAMG00000010818	Ursus_americanus
ENSTGUP00000010723	ENSTGUG00000010396	Taeniopygia_guttata
ENSLAFP00000009483	ENSLAFG00000011342	Loxodonta_africana
ENSGAGP00000004259	ENSGAGG00000003539	Gopherus_agassizii
ENSECAP00000008975	ENSECAG00000010595	Equus_caballus
ENSJHYP00000013266	ENSJHYG00000010299	Junco_hyemalis	ENSJHYT00000016032
ENSPSMP00000023399	ENSPSMG00000016554	Prolemur_simus
ENSOGAP00000010360	ENSOGAG00000011573	Otolemur_garnettii
ENSONIP00000002555	ENSONIG00000002045	Oreochromis_niloticus
ENSPTRP00000001495	ENSPTRG00000000861	Pan_troglodytes
ENSKMAP00000002678	ENSKMAG00000001998	Kryptolebias_marmoratus
ENSPMGP00000020609	ENSPMGG00000016685	Periophthalmus_magnuspinnatus
ENSGACP00000015944	ENSGACG00000012036	Gasterosteus_aculeatus
ENSSPUP00000010121	ENSSPUG00000007743	Sphenodon_punctatus	ENSSPUT00000010783
ENSBMUP00000008006	ENSBMUG00000006187	Bos_mutus
ENSPPRP00000024823	ENSPPRG00000015003	Panthera_pardus
ENSOMEP00000004374	ENSOMEG00000005334	Oryzias_melastigma
ENSUPAP00010018513	ENSUPAG00010014659	Urocitellus_parryii
ENSTTRP00000003908	ENSTTRG00000004139	Tursiops_truncatus
ENSPNAP00000034769	ENSPNAG00000003819	Pygocentrus_nattereri
ENSCCAP00000008491	ENSCCAG00000021941	Cebus_capucinus_imitator
ENSBIXP00000043615	ENSBIXG00000005823	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSEASP00005011100	ENSEASG00005007798	Equus_asinus_asinus
ENSAPOP00000007040	ENSAPOG00000009013	Acanthochromis_polyacanthus
ENSBIXP00005022092	ENSBIXG00005004265	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSDUP00000009263	ENSSDUG00000006786	Seriola_dumerili
ENSAHAP00000026928	ENSAHAG00000018763	Apteryx_haastii	ENSAHAT00000029667
ENSGGOP00000016114	ENSGGOG00000016503	Gorilla_gorilla
ENSEEEP00000027786	ENSEEEG00000013381	Electrophorus_electricus
ENSTGEP00000019927	ENSTGEG00000016037	Theropithecus_gelada
ENSSTOP00000007481	ENSSTOG00000008323	Ictidomys_tridecemlineatus
ENSMMMP00000000518	ENSMMMG00000000454	Marmota_marmota_marmota
ENSMLEP00000028346	ENSMLEG00000038358	Mandrillus_leucophaeus
ENSOCUP00000002612	ENSOCUG00000003001	Oryctolagus_cuniculus
ENSMGAP00000012744	ENSMGAG00000012127	Meleagris_gallopavo	ENSMGAT00000013642
ENSCVAP00000002356	ENSCVAG00000003476	Cyprinodon_variegatus
MGP_CAROLIEiJ_P0061178	MGP_CAROLIEiJ_G0025758	Mus_caroli_strain_CAROLI_EIJ
ENSAMXP00000055058	ENSAMXG00000016703	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNYP00000008836	ENSPNYG00000006681	Pundamilia_nyererei
ENSHHUP00000067380	ENSHHUG00000039725	Hucho_hucho
ENSPTEP00000038194	ENSPTEG00000035568	Piliocolobus_tephrosceles
ENSXCOP00000013133	ENSXCOG00000009954	Xiphophorus_couchianus
ENSHGLP00100008146	ENSHGLG00100006060	Heterocephalus_glaber_HetGla_1.0
ENSBTAP00000001278	ENSBTAG00000000965	Bos_taurus
ENSSLDP00000021861	ENSSLDG00000017038	Seriola_lalandi_dorsalis
ENSLOCP00000003973	ENSLOCG00000003355	Lepisosteus_oculatus
ENSMNEP00000037115	ENSMNEG00000041607	Macaca_nemestrina
ENSAMXP00005003464	ENSAMXG00005001750	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSBSLP00000031716	ENSBSLG00000015424	Betta_splendens
ENSJJAP00000020398	ENSJJAG00000021052	Jaculus_jaculus
ENSMMOP00000000101	ENSMMOG00000000086	Mola_mola
ENSSMAP00000011950	ENSSMAG00000007328	Scophthalmus_maximus
ENSACAP00000011445	ENSACAG00000011525	Anolis_carolinensis	ENSACAT00000011684
ENSARWP00000016432	ENSARWG00000011315	Apteryx_rowi	ENSARWT00000018712
ENSPLAP00000013985	ENSPLAG00000017619	Poecilia_latipinna
ENSMMUP00000025611	ENSMMUG00000019488	Macaca_mulatta
ENSETEP00000009375	ENSETEG00000011553	Echinops_telfairi
ENSMFAP00000004229	ENSMFAG00000001777	Macaca_fascicularis
ENSRBIP00000036254	ENSRBIG00000041737	Rhinopithecus_bieti
ENSSCAP00000010981	ENSSCAG00000008178	Serinus_canaria	ENSSCAT00000012412
ENSCHOP00000005180	ENSCHOG00000005845	Choloepus_hoffmanni
MGP_PahariEiJ_P0072106	MGP_PahariEiJ_G0027209	Mus_pahari_strain_PAHARI_EIJ
ENSPSIP00000005575	ENSPSIG00000005147	Pelodiscus_sinensis
ENSECRP00000011170	ENSECRG00000007372	Erpetoichthys_calabaricus
ENSRROP00000031780	ENSRROG00000039560	Rhinopithecus_roxellana
ENSCPBP00000032175	ENSCPBG00000022569	Chrysemys_picta_bellii
ENSIPUP00000003060	ENSIPUG00000002135	Ictalurus_punctatus
ENSNPEP00000003745	ENSNPEG00000002863	Nothoprocta_perdicaria
ENSNSUP00000010718	ENSNSUG00000008120	Notechis_scutatus	ENSNSUT00000011436
ENSACIP00000016532	ENSACIG00000012847	Amphilophus_citrinellus
ENSMAUP00000017368	ENSMAUG00000016187	Mesocricetus_auratus
ENSCHIP00000009524	ENSCHIG00000012349	Capra_hircus
ENSCPUP00000022216	ENSCPUG00000015087	Calidris_pugnax
ENSFCAP00000027555	ENSFCAG00000038109	Felis_catus
ENSNGAP00000003013	ENSNGAG00000003054	Nannospalax_galili
ENSAMEP00000003593	ENSAMEG00000003381	Ailuropoda_melanoleuca
ENSABRP00000020631	ENSABRG00000017567	Anser_brachyrhynchus	ENSABRT00000029027
ENSCAFP00000030269	ENSCAFG00000020408	Canis_lupus_familiaris
ENSCGRP00000004543	ENSCGRG00000003344	Cricetulus_griseus_CriGri_1.0
ENSPREP00000015060	ENSPREG00000010127	Poecilia_reticulata
ENSGWIP00000002016	ENSGWIG00000001114	Gouania_willdenowi
ENSTGUP00000010717	ENSTGUG00000010382	Taeniopygia_guttata
ENSOPRP00000009175	ENSOPRG00000010021	Ochotona_princeps
ENSCJPP00005017884	ENSCJPG00005014532	Coturnix_japonica	ENSCJPT00005024867
