ENSPNAP00000007187	ENSPNAG00000013068	Pygocentrus_nattereri
ENSXETP00000004534	ENSXETG00000003829	Xenopus_tropicalis
ENSCPRP00005012550	ENSCPRG00005008851	Crocodylus_porosus
ENSPTEP00000025796	ENSPTEG00000026021	Piliocolobus_tephrosceles
ENSNPEP00000017879	ENSNPEG00000013309	Nothoprocta_perdicaria
ENSOMEP00000026973	ENSOMEG00000009153	Oryzias_melastigma
ENSAPEP00000013440	ENSAPEG00000009581	Amphiprion_percula
ENSCLAP00000006107	ENSCLAG00000004323	Chinchilla_lanigera
ENSCPUP00000021807	ENSCPUG00000014826	Calidris_pugnax
ENSP00000360777	ENSG00000148384	Homo_sapiens
ENSPCAP00000012620	ENSPCAG00000013458	Procavia_capensis
ENSCPGP00000014405	ENSCPGG00000010151	Calidris_pygmaea
ENSCSEP00000013543	ENSCSEG00000008722	Cynoglossus_semilaevis
ENSCGRP00000002274	ENSCGRG00000001674	Cricetulus_griseus_CriGri_1.0
ENSSPAP00000008100	ENSSPAG00000006192	Stegastes_partitus
ENSFCAP00000060270	ENSFCAG00000007225	Felis_catus
ENSGGOP00000010649	ENSGGOG00000010924	Gorilla_gorilla
ENSMZEP00005018648	ENSMZEG00005014004	Maylandia_zebra
ENSXETP00000030914	ENSXETG00000006656	Xenopus_tropicalis	ENSXETT00000020654
ENSUPAP00010008628	ENSUPAG00010006961	Urocitellus_parryii
ENSELUP00000026310	ENSELUG00000002148	Esox_lucius
ENSMNEP00000013805	ENSMNEG00000031118	Macaca_nemestrina
ENSLCRP00005058755	ENSLCRG00005021797	Larimichthys_crocea
MGP_SPRETEiJ_P0052395	MGP_SPRETEiJ_G0024233	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000033702	ENSMSIG00000028160	Mus_spicilegus
ENSSBOP00000026037	ENSSBOG00000029471	Saimiri_boliviensis_boliviensis
ENSORLP00020011361	ENSORLG00020012316	Oryzias_latipes_ASM223471v1
ENSJJAP00000020661	ENSJJAG00000021257	Jaculus_jaculus
ENSVURP00010008866	ENSVURG00010006875	Vombatus_ursinus
ENSCAPP00000011578	ENSCAPG00000012615	Cavia_aperea
ENSMUGP00000026287	ENSMUGG00000021913	Meriones_unguiculatus
ENSTBEP00000012354	ENSTBEG00000014253	Tupaia_belangeri
ENSMODP00000021922	ENSMODG00000017574	Monodelphis_domestica
ENSCCAP00000003172	ENSCCAG00000017723	Cebus_capucinus_imitator
ENSMOCP00000005561	ENSMOCG00000005052	Microtus_ochrogaster
ENSDNOP00000005481	ENSDNOG00000007074	Dasypus_novemcinctus
ENSAMXP00005032707	ENSAMXG00005015906	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSHHUP00000022474	ENSHHUG00000014020	Hucho_hucho
ENSACAP00000015955	ENSACAG00000016224	Anolis_carolinensis
ENSMALP00000009565	ENSMALG00000006773	Monopterus_albus
ENSLCAP00010012478	ENSLCAG00010005913	Lates_calcarifer
ENSSLDP00000012296	ENSSLDG00000009773	Seriola_lalandi_dorsalis
ENSRROP00000021409	ENSRROG00000034624	Rhinopithecus_roxellana
ENSCCEP00000006375	ENSCCEG00000006852	Cyanistes_caeruleus
ENSJHYP00000006929	ENSJHYG00000005572	Junco_hyemalis
ENSXETP00000021565	ENSXETG00000006410	Xenopus_tropicalis	ENSXETT00000011394
ENSXETP00000004514	ENSXETG00000003843	Xenopus_tropicalis
ENSGMOP00000020945	ENSGMOG00000019474	Gadus_morhua
ENSACIP00000002584	ENSACIG00000002077	Amphilophus_citrinellus
ENSCINP00000035907	ENSCING00000019709	Ciona_intestinalis
ENSCMIP00000034893	ENSCMIG00000014781	Callorhinchus_milii
ENSHHUP00000077138	ENSHHUG00000045045	Hucho_hucho
ENSMUNP00000013338	ENSMUNG00000010417	Melopsittacus_undulatus
ENSMGAP00000007721	ENSMGAG00000007580	Meleagris_gallopavo
ENSPANP00000015744	ENSPANG00000026132	Papio_anubis
ENSCSAVP00000012686	ENSCSAVG00000007446	Ciona_savignyi
ENSMAMP00000008270	ENSMAMG00000005627	Mastacembelus_armatus
ENSHCOP00000027940	ENSHCOG00000020188	Hippocampus_comes
ENSPMGP00000001165	ENSPMGG00000001024	Periophthalmus_magnuspinnatus
ENSSCAP00000003381	ENSSCAG00000002837	Serinus_canaria
ENSBMUP00000005243	ENSBMUG00000004106	Bos_mutus
ENSDNVP00000017404	ENSDNVG00000012164	Dromaius_novaehollandiae
ENSEEEP00000046826	ENSEEEG00000022042	Electrophorus_electricus
ENSACLP00000031411	ENSACLG00000021310	Astatotilapia_calliptera
ENSXETP00000031935	ENSXETG00000011349	Xenopus_tropicalis	ENSXETT00000021759
ENSVVUP00000037797	ENSVVUG00000026975	Vulpes_vulpes
ENSBSLP00000028648	ENSBSLG00000014010	Betta_splendens
ENSANAP00000010172	ENSANAG00000023059	Aotus_nancymaae
FBpp0075739	FBgn0036273	Drosophila_melanogaster	FBtr0076007
T25B9.10b.1	WBGene00012016	Caenorhabditis_elegans_strain_N2	T25B9.10b.1
ENSPMEP00000003340	ENSPMEG00000004454	Poecilia_mexicana
ENSPLAP00000009581	ENSPLAG00000012367	Poecilia_latipinna
ENSPPAP00000034411	ENSPPAG00000040054	Pan_paniscus
ENSNGAP00000006364	ENSNGAG00000009453	Nannospalax_galili
ENSXETP00000013981	ENSXETG00000000833	Xenopus_tropicalis
ENSBIXP00000003744	ENSBIXG00000010143	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOANP00000004003	ENSOANG00000002528	Ornithorhynchus_anatinus
ENSAMEP00000003954	ENSAMEG00000003733	Ailuropoda_melanoleuca
ENSLOCP00000004133	ENSLOCG00000003484	Lepisosteus_oculatus
ENSMVIP00005015955	ENSMVIG00005011475	Manacus_vitellinus
ENSLBEP00000035677	ENSLBEG00000026755	Labrus_bergylta
ENSEEUP00000014452	ENSEEUG00000015824	Erinaceus_europaeus
ENSCHAP00000057535	ENSCHAG00000025981	Clupea_harengus
ENSXMAP00000003281	ENSXMAG00000003267	Xiphophorus_maculatus
ENSPPYP00000022174	ENSPPYG00000019774	Pongo_abelii
ENSXETP00000025702	ENSXETG00000003558	Xenopus_tropicalis
ENSNSUP00000002523	ENSNSUG00000002089	Notechis_scutatus
ENSMPUP00000011397	ENSMPUG00000011487	Mustela_putorius_furo
ENSCHIP00000002095	ENSCHIG00000004726	Capra_hircus
ENSCINP00000023892	ENSCING00000012905	Ciona_intestinalis
ENSMAUP00000019387	ENSMAUG00000017678	Mesocricetus_auratus
ENSDORP00000004625	ENSDORG00000004941	Dipodomys_ordii
ENSORLP00000000682	ENSORLG00000000555	Oryzias_latipes_ASM223467v1
ENSARWP00000012814	ENSARWG00000008830	Apteryx_rowi
ENSMLEP00000005798	ENSMLEG00000025068	Mandrillus_leucophaeus
ENSODEP00000020864	ENSODEG00000015384	Octodon_degus
ENSPPRP00000011653	ENSPPRG00000005437	Panthera_pardus
ENSIPUP00000020838	ENSIPUG00000014120	Ictalurus_punctatus
ENSPVAP00000001271	ENSPVAG00000001351	Pteropus_vampyrus
ENSPMJP00000007739	ENSPMJG00000006224	Parus_major
ENSLAFP00000021941	ENSLAFG00000028145	Loxodonta_africana
ENSMFAP00000005902	ENSMFAG00000002592	Macaca_fascicularis
ENSTGUP00000006425	ENSTGUG00000006249	Taeniopygia_guttata
ENSRBIP00000009126	ENSRBIG00000028441	Rhinopithecus_bieti
ENSCPOP00000008613	ENSCPOG00000009596	Cavia_porcellus
ENSMMMP00000011845	ENSMMMG00000010568	Marmota_marmota_marmota
ENSECRP00000019193	ENSECRG00000012844	Erpetoichthys_calabaricus
ENSPSMP00000021869	ENSPSMG00000015450	Prolemur_simus
ENSORLP00015020671	ENSORLG00015000596	Oryzias_latipes_ASM223469v1
MGP_PahariEiJ_P0061391	MGP_PahariEiJ_G0024773	Mus_pahari_strain_PAHARI_EIJ
ENSAPOP00000033682	ENSAPOG00000022365	Acanthochromis_polyacanthus
ENSATEP00000003897	ENSATEG00000002743	Anabas_testudineus
ENSCSEP00000010830	ENSCSEG00000006938	Cynoglossus_semilaevis
ENSONIP00000013456	ENSONIG00000010704	Oreochromis_niloticus
MGP_CAROLIEiJ_P0050368	MGP_CAROLIEiJ_G0023316	Mus_caroli_strain_CAROLI_EIJ
ENSEBUP00000005189	ENSEBUG00000003570	Eptatretus_burgeri
ENSZALP00000001989	ENSZALG00000002322	Zonotrichia_albicollis
ENSPNYP00000012329	ENSPNYG00000009294	Pundamilia_nyererei
ENSAMXP00000014905	ENSAMXG00000014477	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000014905
ENSMMUP00000004143	ENSMMUG00000003105	Macaca_mulatta
ENSDARP00000135950	ENSDARG00000103926	Danio_rerio
ENSHGLP00100008450	ENSHGLG00100006287	Heterocephalus_glaber_HetGla_1.0
ENSGWIP00000044991	ENSGWIG00000022317	Gouania_willdenowi
ENSSTOP00000018610	ENSSTOG00000029032	Ictidomys_tridecemlineatus
ENSCCNP00000007494	ENSCCNG00000007972	Castor_canadensis
ENSPREP00000009717	ENSPREG00000006615	Poecilia_reticulata
ENSSMRP00000027682	ENSSMRG00000021340	Salvator_merianae
ENSXETP00000025501	ENSXETG00000003691	Xenopus_tropicalis
ENSCGOP00000035298	ENSCGOG00000016238	Cottoperca_gobio
ENSPCIP00000026011	ENSPCIG00000019557	Phascolarctos_cinereus
ENSSHAP00000008025	ENSSHAG00000006961	Sarcophilus_harrisii
ENSFALP00000001811	ENSFALG00000001740	Ficedula_albicollis
ENSFDAP00000006912	ENSFDAG00000015561	Fukomys_damarensis
ENSSSCP00000070533	ENSSSCG00000040869	Sus_scrofa_strain_reference
ENSAOCP00000023621	ENSAOCG00000009858	Amphiprion_ocellaris
ENSPEMP00000019091	ENSPEMG00000017488	Peromyscus_maniculatus_bairdii
ENSTRUP00000055163	ENSTRUG00000021076	Takifugu_rubripes
ENSCGRP00015013361	ENSCGRG00015010049	Cricetulus_griseus_CriGri-PICR
ENSUMAP00000031981	ENSUMAG00000023017	Ursus_maritimus
