ENSXCOP00000009568	ENSXCOG00000007288	Xiphophorus_couchianus
ENSSPAP00000018006	ENSSPAG00000013604	Stegastes_partitus
ENSTGUP00000005942	ENSTGUG00000005769	Taeniopygia_guttata
ENSLCAP00010012675	ENSLCAG00010006003	Lates_calcarifer
ENSTSYP00000011841	ENSTSYG00000012905	Carlito_syrichta
ENSJHYP00000001544	ENSJHYG00000001341	Junco_hyemalis
ENSVVUP00000012416	ENSVVUG00000009124	Vulpes_vulpes
ENSPMEP00000021345	ENSPMEG00000001499	Poecilia_mexicana
ENSNPEP00000009410	ENSNPEG00000007050	Nothoprocta_perdicaria
ENSTRUP00000031627	ENSTRUG00000012486	Takifugu_rubripes
ENSTBEP00000007105	ENSTBEG00000008210	Tupaia_belangeri
ENSAHAP00000016435	ENSAHAG00000011723	Apteryx_haastii
ENSEEEP00000044517	ENSEEEG00000021030	Electrophorus_electricus
ENSRROP00000007481	ENSRROG00000027532	Rhinopithecus_roxellana
ENSEEEP00000044515	ENSEEEG00000021029	Electrophorus_electricus
ENSMUNP00000005293	ENSMUNG00000004297	Melopsittacus_undulatus
ENSPNYP00000012334	ENSPNYG00000009358	Pundamilia_nyererei
ENSDARP00000113993	ENSDARG00000059466	Danio_rerio
ENSVVUP00000016511	ENSVVUG00000012157	Vulpes_vulpes
ENSPFOP00000005535	ENSPFOG00000005603	Poecilia_formosa
ENSMZEP00005008020	ENSMZEG00005006089	Maylandia_zebra
ENSJHYP00000005483	ENSJHYG00000004475	Junco_hyemalis
ENSTNIP00000012923	ENSTNIG00000010028	Tetraodon_nigroviridis
ENSLCRP00005026920	ENSLCRG00005010742	Larimichthys_crocea
ENSCAFP00000017851	ENSCAFG00000012104	Canis_lupus_familiaris
ENSMOCP00000019566	ENSMOCG00000017519	Microtus_ochrogaster
ENSLBEP00000030470	ENSLBEG00000023001	Labrus_bergylta
ENSCHIP00000028037	ENSCHIG00000023712	Capra_hircus
ENSCABP00000013131	ENSCABG00000009843	Chelonoidis_abingdonii
ENSMZEP00005024540	ENSMZEG00005018353	Maylandia_zebra
ENSRNOP00000054268	ENSRNOG00000037827	Rattus_norvegicus
ENSXETP00000028240	ENSXETG00000008529	Xenopus_tropicalis
ENSEEEP00000043332	ENSEEEG00000020465	Electrophorus_electricus
ENSTRUP00000043277	ENSTRUG00000016893	Takifugu_rubripes
ENSSMRP00000016845	ENSSMRG00000013132	Salvator_merianae
ENSAPEP00000020960	ENSAPEG00000014969	Amphiprion_percula
ENSMMUP00000062326	ENSMMUG00000014764	Macaca_mulatta
ENSPMEP00000030851	ENSPMEG00000017584	Poecilia_mexicana
ENSMUSP00000101148	ENSMUSG00000019831	Mus_musculus_strain_reference_(CL57BL6)
ENSFDAP00000014593	ENSFDAG00000001898	Fukomys_damarensis
ENSPNAP00000019212	ENSPNAG00000025726	Pygocentrus_nattereri
ENSMVIP00005022835	ENSMVIG00005016028	Manacus_vitellinus
ENSCJPP00005021270	ENSCJPG00005017022	Coturnix_japonica
ENSZALP00000014033	ENSZALG00000011657	Zonotrichia_albicollis
ENSDCDP00000054834	ENSDCDG00000032578	Denticeps_clupeoides
ENSATEP00000023480	ENSATEG00000016290	Anabas_testudineus
ENSAPEP00000026149	ENSAPEG00000018563	Amphiprion_percula
MGP_CAROLIEiJ_P0022702	MGP_CAROLIEiJ_G0015262	Mus_caroli_strain_CAROLI_EIJ
ENSRBIP00000018819	ENSRBIG00000033396	Rhinopithecus_bieti
ENSEEEP00000043625	ENSEEEG00000020622	Electrophorus_electricus
ENSOANP00000003216	ENSOANG00000002030	Ornithorhynchus_anatinus
ENSSMRP00000017033	ENSSMRG00000013275	Salvator_merianae
ENSCATP00000028573	ENSCATG00000037570	Cercocebus_atys
ENSIPUP00000017792	ENSIPUG00000012063	Ictalurus_punctatus
ENSCGOP00000027327	ENSCGOG00000012820	Cottoperca_gobio
ENSPREP00000003098	ENSPREG00000002239	Poecilia_reticulata
ENSACIP00000028191	ENSACIG00000021790	Amphilophus_citrinellus
ENSPFOP00000019434	ENSPFOG00000019318	Poecilia_formosa
ENSARWP00000015131	ENSARWG00000010461	Apteryx_rowi
ENSAMXP00000038262	ENSAMXG00000040726	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCINP00000025762	ENSCING00000014183	Ciona_intestinalis
MGP_PahariEiJ_P0060400	MGP_PahariEiJ_G0024592	Mus_pahari_strain_PAHARI_EIJ
ENSBMUP00000023091	ENSBMUG00000017364	Bos_mutus
ENSCVAP00000006068	ENSCVAG00000007577	Cyprinodon_variegatus
ENSPPYP00000001919	ENSPPYG00000001661	Pongo_abelii
ENSOANP00000014409	ENSOANG00000009051	Ornithorhynchus_anatinus
ENSMMMP00000014178	ENSMMMG00000012639	Marmota_marmota_marmota
ENSGMOP00000007262	ENSGMOG00000006825	Gadus_morhua
ENSBSLP00000000258	ENSBSLG00000000138	Betta_splendens
ENSABRP00000001544	ENSABRG00000001562	Anser_brachyrhynchus
ENSMPUP00000015491	ENSMPUG00000015601	Mustela_putorius_furo
ENSMALP00000018584	ENSMALG00000012961	Monopterus_albus
ENSCSEP00000032315	ENSCSEG00000020733	Cynoglossus_semilaevis
ENSOGAP00000019835	ENSOGAG00000033524	Otolemur_garnettii
ENSHBUP00000016964	ENSHBUG00000018965	Haplochromis_burtoni
ENSMALP00000004831	ENSMALG00000003490	Monopterus_albus
ENSSMAP00000004931	ENSSMAG00000003025	Scophthalmus_maximus
MGP_SPRETEiJ_P0096283	MGP_SPRETEiJ_G0034506	Mus_spretus_strain_SPRET/EiJ
ENSELUP00000000789	ENSELUG00000002334	Esox_lucius
ENSPPYP00000005957	ENSPPYG00000005230	Pongo_abelii
ENSPMJP00000023716	ENSPMJG00000017491	Parus_major
ENSSLDP00000003342	ENSSLDG00000002576	Seriola_lalandi_dorsalis
ENSMMOP00000003698	ENSMMOG00000002957	Mola_mola
ENSOCUP00000006959	ENSOCUG00000008051	Oryctolagus_cuniculus
ENSNGAP00000007970	ENSNGAG00000011074	Nannospalax_galili
ENSNPEP00000013356	ENSNPEG00000009982	Nothoprocta_perdicaria
ENSTTRP00000014791	ENSTTRG00000015612	Tursiops_truncatus
ENSPFOP00000007977	ENSPFOG00000008013	Poecilia_formosa
ENSBIXP00000000371	ENSBIXG00000029890	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAOWP00000021564	ENSAOWG00000014566	Apteryx_owenii
ENSVPAP00000000512	ENSVPAG00000000554	Vicugna_pacos
ENSMNEP00000008420	ENSMNEG00000028711	Macaca_nemestrina
ENSVVUP00000008590	ENSVVUG00000006446	Vulpes_vulpes
ENSNVIP00000006531	ENSNVIG00000005181	Neovison_vison
ENSPNYP00000026062	ENSPNYG00000019641	Pundamilia_nyererei
ENSPPYP00000018938	ENSPPYG00000016918	Pongo_abelii
ENSDARP00000104195	ENSDARG00000024209	Danio_rerio
ENSJHYP00000023220	ENSJHYG00000017483	Junco_hyemalis
ENSFALP00000003382	ENSFALG00000003244	Ficedula_albicollis
ENSCGRP00001018146	ENSCGRG00001017986	Cricetulus_griseus_CHOK1GS_HDv1
ENSHBUP00000026726	ENSHBUG00000009610	Haplochromis_burtoni
ENSJHYP00000023228	ENSJHYG00000017488	Junco_hyemalis
ENSPCAP00000014235	ENSPCAG00000015246	Procavia_capensis
ENSCJAP00000016987	ENSCJAG00000009264	Callithrix_jacchus
ENSGWIP00000032386	ENSGWIG00000016686	Gouania_willdenowi
ENSABRP00000002701	ENSABRG00000002634	Anser_brachyrhynchus
ENSMZEP00005027172	ENSMZEG00005020270	Maylandia_zebra
ENSONIP00000006482	ENSONIG00000005158	Oreochromis_niloticus
ENSMZEP00005000459	ENSMZEG00005000430	Maylandia_zebra
ENSLOCP00000021197	ENSLOCG00000017153	Lepisosteus_oculatus
ENSABRP00000022168	ENSABRG00000018772	Anser_brachyrhynchus
ENSACIP00000027293	ENSACIG00000021139	Amphilophus_citrinellus
ENSORLP00000011104	ENSORLG00000008849	Oryzias_latipes_ASM223467v1
ENSBTAP00000067846	ENSBTAG00000016627	Bos_taurus
ENSGAGP00000027620	ENSGAGG00000020073	Gopherus_agassizii
ENSPSMP00000031363	ENSPSMG00000021751	Prolemur_simus
ENSSFOP00015014691	ENSSFOG00015009462	Scleropages_formosus
ENSMGAP00000014208	ENSMGAG00000013450	Meleagris_gallopavo
ENSCSEP00000032792	ENSCSEG00000021056	Cynoglossus_semilaevis
MGP_PahariEiJ_P0080002	MGP_PahariEiJ_G0028914	Mus_pahari_strain_PAHARI_EIJ
ENSNLEP00000017105	ENSNLEG00000014045	Nomascus_leucogenys
ENSUPAP00010026683	ENSUPAG00010021099	Urocitellus_parryii
ENSGGOP00000007177	ENSGGOG00000007331	Gorilla_gorilla
ENSMLEP00000004135	ENSMLEG00000018449	Mandrillus_leucophaeus
ENSHBUP00000016225	ENSHBUG00000018160	Haplochromis_burtoni
ENSAPOP00000018441	ENSAPOG00000021782	Acanthochromis_polyacanthus
ENSCJPP00005019820	ENSCJPG00005016036	Coturnix_japonica
ENSTNIP00000015690	ENSTNIG00000012715	Tetraodon_nigroviridis
ENSACLP00000006086	ENSACLG00000004093	Astatotilapia_calliptera
ENSPSIP00000012060	ENSPSIG00000010814	Pelodiscus_sinensis
ENSPSIP00000016343	ENSPSIG00000014574	Pelodiscus_sinensis
ENSPCOP00000003865	ENSPCOG00000011518	Propithecus_coquereli
ENSLSDP00000016902	ENSLSDG00000012150	Lonchura_striata_domestica
ENSOARP00000013602	ENSOARG00000012699	Ovis_aries
ENSORLP00015025360	ENSORLG00015006449	Oryzias_latipes_ASM223469v1
ENSNSUP00000018267	ENSNSUG00000013377	Notechis_scutatus
ENSHGLP00100017601	ENSHGLG00100012980	Heterocephalus_glaber_HetGla_1.0
ENSCPBP00000035786	ENSCPBG00000024887	Chrysemys_picta_bellii
ENSDNVP00000019397	ENSDNVG00000013576	Dromaius_novaehollandiae
ENSCJPP00005000763	ENSCJPG00005000831	Coturnix_japonica
ENSDARP00000092197	ENSDARG00000069600	Danio_rerio
ENSPTEP00000016053	ENSPTEG00000017675	Piliocolobus_tephrosceles
ENSCJAP00000035899	ENSCJAG00000019325	Callithrix_jacchus
ENSCHIP00000029696	ENSCHIG00000024732	Capra_hircus
ENSMUSP00000016143	ENSMUSG00000029636	Mus_musculus_strain_reference_(CL57BL6)
ENSAPLP00000013455	ENSAPLG00000013641	Anas_platyrhynchos_platyrhynchos
ENSDNOP00000025013	ENSDNOG00000034536	Dasypus_novemcinctus
ENSSDUP00000020568	ENSSDUG00000014968	Seriola_dumerili
ENSOMEP00000017052	ENSOMEG00000018734	Oryzias_melastigma
ENSUMAP00000035459	ENSUMAG00000025497	Ursus_maritimus
ENSTNIP00000021795	ENSTNIG00000018620	Tetraodon_nigroviridis
ENSMSIP00000031279	ENSMSIG00000026175	Mus_spicilegus
ENSPTIP00000024615	ENSPTIG00000020649	Panthera_tigris_altaica
ENSTGEP00000002217	ENSTGEG00000001946	Theropithecus_gelada
ENSLOCP00000005592	ENSLOCG00000004668	Lepisosteus_oculatus
ENSSBOP00000011495	ENSSBOG00000022556	Saimiri_boliviensis_boliviensis
ENSANAP00000028535	ENSANAG00000032101	Aotus_nancymaae
ENSRNOP00000064342	ENSRNOG00000047476	Rattus_norvegicus
ENSMMUP00000062844	ENSMMUG00000005055	Macaca_mulatta
ENSGACP00000004120	ENSGACG00000003147	Gasterosteus_aculeatus
ENSSBOP00000019330	ENSSBOG00000026253	Saimiri_boliviensis_boliviensis
MGP_CAROLIEiJ_P0064917	MGP_CAROLIEiJ_G0026581	Mus_caroli_strain_CAROLI_EIJ
ENSCMIP00000035230	ENSCMIG00000014921	Callorhinchus_milii
ENSMUNP00000006328	ENSMUNG00000005087	Melopsittacus_undulatus
ENSGWIP00000018607	ENSGWIG00000010263	Gouania_willdenowi
ENSPFOP00000000374	ENSPFOG00000000369	Poecilia_formosa
ENSEEEP00000047217	ENSEEEG00000022230	Electrophorus_electricus
ENSCPUP00000026063	ENSCPUG00000017557	Calidris_pugnax
ENSORLP00000041169	ENSORLG00000013994	Oryzias_latipes_ASM223467v1
ENSOANP00000029015	ENSOANG00000022707	Ornithorhynchus_anatinus
ENSOGAP00000006020	ENSOGAG00000006728	Otolemur_garnettii
ENSSTOP00000002800	ENSSTOG00000003138	Ictidomys_tridecemlineatus
ENSTTRP00000013112	ENSTTRG00000013825	Tursiops_truncatus
ENSCSEP00000000595	ENSCSEG00000000430	Cynoglossus_semilaevis
ENSMMOP00000026149	ENSMMOG00000019826	Mola_mola
ENSGAGP00000002374	ENSGAGG00000001928	Gopherus_agassizii
ENSAMXP00000027690	ENSAMXG00000003687	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAPOP00000018036	ENSAPOG00000021335	Acanthochromis_polyacanthus
ENSNMEP00000008479	ENSNMEG00000008265	Numida_meleagris
ENSMEUP00000011016	ENSMEUG00000012099	Notamacropus_eugenii
ENSBIXP00005003575	ENSBIXG00005009713	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSPAP00000021842	ENSSPAG00000016506	Stegastes_partitus
ENSXETP00000036291	ENSXETG00000013595	Xenopus_tropicalis
ENSPTIP00000004447	ENSPTIG00000006946	Panthera_tigris_altaica
ENSCHAP00000022356	ENSCHAG00000011162	Clupea_harengus
ENSNBRP00000030385	ENSNBRG00000023115	Neolamprologus_brichardi
ENSFALP00000011284	ENSFALG00000010812	Ficedula_albicollis
ENSAOCP00000017934	ENSAOCG00000023080	Amphiprion_ocellaris
ENSPEMP00000010559	ENSPEMG00000011510	Peromyscus_maniculatus_bairdii
ENSPMEP00000029763	ENSPMEG00000015718	Poecilia_mexicana
ENSHCOP00000017140	ENSHCOG00000020973	Hippocampus_comes
ENSUMAP00000015569	ENSUMAG00000011424	Ursus_maritimus
ENSAOCP00000027263	ENSAOCG00000016139	Amphiprion_ocellaris
ENSCLAP00000014461	ENSCLAG00000009978	Chinchilla_lanigera
ENSSSCP00000046107	ENSSSCG00000004404	Sus_scrofa_strain_reference
ENSCABP00000000266	ENSCABG00000000246	Chelonoidis_abingdonii
ENSACAP00000003007	ENSACAG00000003083	Anolis_carolinensis
ENSMLEP00000034975	ENSMLEG00000041634	Mandrillus_leucophaeus
ENSFHEP00000000311	ENSFHEG00000001025	Fundulus_heteroclitus
ENSFALP00000000737	ENSFALG00000000708	Ficedula_albicollis
ENSDCDP00000002853	ENSDCDG00000001460	Denticeps_clupeoides
ENSSPUP00000023273	ENSSPUG00000017858	Sphenodon_punctatus
ENSACAP00000002606	ENSACAG00000002682	Anolis_carolinensis
ENSCSEP00000024946	ENSCSEG00000015926	Cynoglossus_semilaevis
ENSOGAP00000007727	ENSOGAG00000008623	Otolemur_garnettii
ENSCSEP00000029836	ENSCSEG00000019129	Cynoglossus_semilaevis
ENSPNAP00000037882	ENSPNAG00000029967	Pygocentrus_nattereri
ENSUPAP00010013944	ENSUPAG00010011212	Urocitellus_parryii
ENSNBRP00000029155	ENSNBRG00000022177	Neolamprologus_brichardi
ENSGWIP00000006488	ENSGWIG00000003769	Gouania_willdenowi
ENSTBEP00000010931	ENSTBEG00000012591	Tupaia_belangeri
ENSECAP00000008318	ENSECAG00000010268	Equus_caballus
ENSGAFP00000016344	ENSGAFG00000011032	Gambusia_affinis
ENSLOCP00000004941	ENSLOCG00000004135	Lepisosteus_oculatus
ENSLBEP00000003009	ENSLBEG00000002344	Labrus_bergylta
ENSBTAP00000067963	ENSBTAG00000018374	Bos_taurus
ENSHHUP00000061645	ENSHHUG00000036507	Hucho_hucho
ENSFDAP00000008769	ENSFDAG00000016952	Fukomys_damarensis
ENSUMAP00000023122	ENSUMAG00000016859	Ursus_maritimus
ENSACIP00000009598	ENSACIG00000007534	Amphilophus_citrinellus
ENSCSAP00000014005	ENSCSAG00000017987	Chlorocebus_sabaeus
ENSMAMP00000016204	ENSMAMG00000010924	Mastacembelus_armatus
ENSODEP00000005006	ENSODEG00000003793	Octodon_degus
ENSMOCP00000013226	ENSMOCG00000013090	Microtus_ochrogaster
ENSACAP00000010533	ENSACAG00000010686	Anolis_carolinensis
ENSSBOP00000017069	ENSSBOG00000025202	Saimiri_boliviensis_boliviensis
ENSGAFP00000010755	ENSGAFG00000007290	Gambusia_affinis
ENSPMJP00000016125	ENSPMJG00000012209	Parus_major
ENSOANP00000031773	ENSOANG00000030442	Ornithorhynchus_anatinus
ENSCGRP00000019758	ENSCGRG00000014391	Cricetulus_griseus_CriGri_1.0
ENSMMOP00000022144	ENSMMOG00000016819	Mola_mola
ENSMEUP00000013018	ENSMEUG00000014265	Notamacropus_eugenii
ENSCPRP00005010374	ENSCPRG00005007391	Crocodylus_porosus
ENSSARP00000004630	ENSSARG00000005108	Sorex_araneus
ENSKMAP00000012131	ENSKMAG00000009131	Kryptolebias_marmoratus
ENSGGOP00000017831	ENSGGOG00000004436	Gorilla_gorilla
ENSOMEP00000007453	ENSOMEG00000008554	Oryzias_melastigma
ENSVURP00010009426	ENSVURG00010007302	Vombatus_ursinus
ENSCGRP00000011367	ENSCGRG00000008263	Cricetulus_griseus_CriGri_1.0
ENSORLP00020005910	ENSORLG00020006743	Oryzias_latipes_ASM223471v1
ENSCGOP00000038945	ENSCGOG00000017824	Cottoperca_gobio
R06C1.3a.1	WBGene00006958	Caenorhabditis_elegans_strain_N2	R06C1.3a.1
ENSPVIP00000007531	ENSPVIG00000006152	Pogona_vitticeps
ENSDNVP00000007355	ENSDNVG00000005249	Dromaius_novaehollandiae
ENSLCOP00000004970	ENSLCOG00000003733	Lepidothrix_coronata
ENSPVAP00000008012	ENSPVAG00000008485	Pteropus_vampyrus
ENSSFOP00015029094	ENSSFOG00015018692	Scleropages_formosus
ENSEEUP00000009990	ENSEEUG00000010954	Erinaceus_europaeus
ENSCAFP00020032482	ENSCAFG00020025318	Canis_lupus_dingo
ENSCAPP00000017520	ENSCAPG00000017152	Cavia_aperea
ENSCGRP00000016094	ENSCGRG00000011683	Cricetulus_griseus_CriGri_1.0
ENSPRNP00000056019	ENSPRNG00000026218	Parambassis_ranga
ENSCAFP00020028571	ENSCAFG00020022369	Canis_lupus_dingo
ENSSPAP00000009010	ENSSPAG00000006854	Stegastes_partitus
