ENSCGOP00000014101	ENSCGOG00000006903	Cottoperca_gobio
ENSONIP00000010539	ENSONIG00000008383	Oreochromis_niloticus
ENSMMUP00000071890	ENSMMUG00000011531	Macaca_mulatta	ENSMMUT00000084125
ENSMPUP00000016275	ENSMPUG00000016378	Mustela_putorius_furo
ENSNMEP00000012193	ENSNMEG00000011330	Numida_meleagris
ENSPKIP00000024467	ENSPKIG00000007715	Paramormyrops_kingsleyae
ENSSMAP00000007817	ENSSMAG00000004809	Scophthalmus_maximus
ENSARWP00000023496	ENSARWG00000016016	Apteryx_rowi
ENSOCUP00000011493	ENSOCUG00000013355	Oryctolagus_cuniculus	ENSOCUT00000013353
ENSIPUP00000001071	ENSIPUG00000000750	Ictalurus_punctatus
ENSMNEP00000035501	ENSMNEG00000040902	Macaca_nemestrina	ENSMNET00000059958
ENSTTRP00000013984	ENSTTRG00000014748	Tursiops_truncatus
ENSAHAP00000010426	ENSAHAG00000007551	Apteryx_haastii
ENSDCDP00000040605	ENSDCDG00000026652	Denticeps_clupeoides
ENSCGRP00000003518	ENSCGRG00000002587	Cricetulus_griseus_CriGri_1.0
ENSLOCP00000014586	ENSLOCG00000011860	Lepisosteus_oculatus
ENSVPAP00000002424	ENSVPAG00000002622	Vicugna_pacos
ENSBIXP00000005895	ENSBIXG00000006085	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAMXP00005002393	ENSAMXG00005001334	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGAGP00000023977	ENSGAGG00000017537	Gopherus_agassizii
ENSTRUP00000053842	ENSTRUG00000003121	Takifugu_rubripes
ENSRBIP00000040356	ENSRBIG00000043604	Rhinopithecus_bieti
ENSAPOP00000004773	ENSAPOG00000006408	Acanthochromis_polyacanthus
ENSLCOP00000008990	ENSLCOG00000006581	Lepidothrix_coronata
ENSCANP00000019507	ENSCANG00000033187	Colobus_angolensis_palliatus
ENSHBUP00000019718	ENSHBUG00000021950	Haplochromis_burtoni
ENSECAP00000030217	ENSECAG00000020771	Equus_caballus
ENSDNOP00000001233	ENSDNOG00000001589	Dasypus_novemcinctus	ENSDNOT00000001588
ENSPFOP00000000382	ENSPFOG00000000404	Poecilia_formosa
ENSMOCP00000006309	ENSMOCG00000005926	Microtus_ochrogaster
ENSCHOP00000011505	ENSCHOG00000012988	Choloepus_hoffmanni
ENSPSIP00000017525	ENSPSIG00000015552	Pelodiscus_sinensis
ENSPTRP00000024866	ENSPTRG00000014438	Pan_troglodytes	ENSPTRT00000026973
ENSCSAVP00000012888	ENSCSAVG00000007565	Ciona_savignyi
ENSDARP00000135836	ENSDARG00000103285	Danio_rerio
ENSTGEP00000008738	ENSTGEG00000007178	Theropithecus_gelada	ENSTGET00000010540
ENSPVIP00000033975	ENSPVIG00000024848	Pogona_vitticeps
ENSCAFP00000001439	ENSCAFG00000001018	Canis_lupus_familiaris
ENSNLEP00000018971	ENSNLEG00000015642	Nomascus_leucogenys	ENSNLET00000019926
ENSPANP00000013428	ENSPANG00000013694	Papio_anubis	ENSPANT00000007427
ENSGAFP00000025989	ENSGAFG00000017535	Gambusia_affinis
ENSSHAP00000013462	ENSSHAG00000011506	Sarcophilus_harrisii
ENSKMAP00000018965	ENSKMAG00000014095	Kryptolebias_marmoratus
ENSLSDP00000003155	ENSLSDG00000002428	Lonchura_striata_domestica
ENSHGLP00100013933	ENSHGLG00100010309	Heterocephalus_glaber_HetGla_1.0
ENSAPLP00000003314	ENSAPLG00000003824	Anas_platyrhynchos_platyrhynchos
ENSCGRP00001019723	ENSCGRG00001019080	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCNP00000000143	ENSCCNG00000000203	Castor_canadensis
ENSCMIP00000014047	ENSCMIG00000006994	Callorhinchus_milii
ENSNVIP00000028974	ENSNVIG00000022338	Neovison_vison
ENSFALP00000012352	ENSFALG00000011831	Ficedula_albicollis
ENSORLP00000018346	ENSORLG00000014639	Oryzias_latipes_ASM223467v1
ENSVURP00010001813	ENSVURG00010001519	Vombatus_ursinus	ENSVURT00010002077
ENSPCIP00000035714	ENSPCIG00000026402	Phascolarctos_cinereus	ENSPCIT00000043982
ENSEASP00005001865	ENSEASG00005001482	Equus_asinus_asinus
ENSGALP00000019418	ENSGALG00000011918	Gallus_gallus
ENSSDAP00000011842	ENSSDAG00000010672	Spermophilus_dauricus
ENSPTEP00000025213	ENSPTEG00000025561	Piliocolobus_tephrosceles
ENSCATP00000036339	ENSCATG00000040974	Cercocebus_atys	ENSCATT00000060629
ENSPNAP00000024559	ENSPNAG00000001292	Pygocentrus_nattereri
ENSMMMP00000003880	ENSMMMG00000003517	Marmota_marmota_marmota
ENSGWIP00000008190	ENSGWIG00000004822	Gouania_willdenowi
ENSPCAP00000006012	ENSPCAG00000006467	Procavia_capensis
ENSMUNP00000019006	ENSMUNG00000014565	Melopsittacus_undulatus
ENSPRNP00000023303	ENSPRNG00000011907	Parambassis_ranga
ENSFCAP00000053208	ENSFCAG00000037479	Felis_catus
ENSMALP00000002204	ENSMALG00000001651	Monopterus_albus
ENSSSCP00000039446	ENSSSCG00000035565	Sus_scrofa_strain_reference
ENSHHUP00000062857	ENSHHUG00000037141	Hucho_hucho
