ENSCPUP00000017484	ENSCPUG00000012042	Calidris_pugnax
ENSMLEP00000039160	ENSMLEG00000043617	Mandrillus_leucophaeus
ENSCATP00000042146	ENSCATG00000043674	Cercocebus_atys
ENSTGEP00000029925	ENSTGEG00000024032	Theropithecus_gelada
ENSPANP00000044660	ENSPANG00000007735	Papio_anubis
ENSMFAP00000016132	ENSMFAG00000031250	Macaca_fascicularis
ENSMMUP00000021972	ENSMMUG00000016715	Macaca_mulatta
ENSMNEP00000009244	ENSMNEG00000029081	Macaca_nemestrina
ENSCSAP00000006779	ENSCSAG00000010629	Chlorocebus_sabaeus
ENSPTEP00000017260	ENSPTEG00000018788	Piliocolobus_tephrosceles
ENSCANP00000024839	ENSCANG00000035826	Colobus_angolensis_palliatus
ENSRROP00000045462	ENSRROG00000045626	Rhinopithecus_roxellana
ENSRBIP00000040247	ENSRBIG00000043551	Rhinopithecus_bieti
ENSCPOP00000014383	ENSCPOG00000002839	Cavia_porcellus
ENSCAPP00000008124	ENSCAPG00000009870	Cavia_aperea
ENSCLAP00000003743	ENSCLAG00000002669	Chinchilla_lanigera
ENSODEP00000020467	ENSODEG00000015097	Octodon_degus
ENSHGLP00100010678	ENSHGLG00100007928	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005992	ENSHGLG00000004382	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019155	ENSFDAG00000009332	Fukomys_damarensis
ENSUPAP00010028999	ENSUPAG00010022870	Urocitellus_parryii
ENSSTOP00000012432	ENSSTOG00000013872	Ictidomys_tridecemlineatus
ENSMMMP00000006590	ENSMMMG00000005879	Marmota_marmota_marmota
ENSSDAP00000001514	ENSSDAG00000001472	Spermophilus_dauricus
ENSCCNP00000010840	ENSCCNG00000011231	Castor_canadensis
ENSDORP00000015484	ENSDORG00000016457	Dipodomys_ordii
MGP_SPRETEiJ_P0086663	MGP_SPRETEiJ_G0031808	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032913	ENSMSIG00000027540	Mus_spicilegus
ENSMUSP00000026580	ENSMUSG00000025507	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0083246	MGP_CAROLIEiJ_G0030697	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020017	MGP_PahariEiJ_G0013896	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065320	ENSRNOG00000049179	Rattus_norvegicus
ENSRNOP00000025291	ENSRNOG00000018710	Rattus_norvegicus
ENSMUGP00000014604	ENSMUGG00000012629	Meriones_unguiculatus
ENSCGRP00015036148	ENSCGRG00015027104	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000009882	ENSCGRG00000007237	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023370	ENSCGRG00001021612	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022305	ENSMAUG00000019772	Mesocricetus_auratus
ENSPEMP00000015861	ENSPEMG00000015266	Peromyscus_maniculatus_bairdii
ENSMOCP00000009411	ENSMOCG00000009564	Microtus_ochrogaster
ENSNGAP00000022500	ENSNGAG00000021340	Nannospalax_galili
ENSJJAP00000013871	ENSJJAG00000016475	Jaculus_jaculus
ENSBIXP00000002052	ENSBIXG00000008593	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005044465	ENSBIXG00005028339	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000026157	ENSBTAG00000019634	Bos_taurus
ENSBMUP00000007347	ENSBMUG00000005777	Bos_mutus
ENSCHIP00000023138	ENSCHIG00000020681	Capra_hircus
ENSBBBP00000008074	ENSBBBG00000016074	Bison_bison_bison
ENSOARP00000006108	ENSOARG00000005691	Ovis_aries
ENSTTRP00000011794	ENSTTRG00000012423	Tursiops_truncatus
ENSSSCP00000030708	ENSSSCG00000012843	Sus_scrofa_strain_reference
ENSEASP00005010499	ENSEASG00005007441	Equus_asinus_asinus
ENSECAP00000032416	ENSECAG00000033171	Equus_caballus
ENSUAMP00000028667	ENSUAMG00000022063	Ursus_americanus
ENSUMAP00000007517	ENSUMAG00000005768	Ursus_maritimus
ENSAMEP00000007311	ENSAMEG00000006940	Ailuropoda_melanoleuca
ENSMPUP00000008961	ENSMPUG00000009033	Mustela_putorius_furo
ENSNVIP00000007821	ENSNVIG00000006195	Neovison_vison
ENSCAFP00020022383	ENSCAFG00020017688	Canis_lupus_dingo
ENSCAFP00000066239	ENSCAFG00000009512	Canis_lupus_familiaris
ENSVVUP00000000090	ENSVVUG00000000083	Vulpes_vulpes
ENSPPRP00000006333	ENSPPRG00000001799	Panthera_pardus
ENSPTIP00000023508	ENSPTIG00000019941	Panthera_tigris_altaica
ENSFCAP00000055190	ENSFCAG00000019385	Felis_catus
ENSLAFP00000018636	ENSLAFG00000013028	Loxodonta_africana
ENSPCAP00000010495	ENSPCAG00000011210	Procavia_capensis
ENSSARP00000002861	ENSSARG00000003106	Sorex_araneus
ENSOPRP00000009315	ENSOPRG00000010188	Ochotona_princeps
ENSPMGP00000000500	ENSPMGG00000000428	Periophthalmus_magnuspinnatus
ENSGAFP00000030853	ENSGAFG00000020798	Gambusia_affinis
ENSPKIP00000035715	ENSPKIG00000014512	Paramormyrops_kingsleyae
ENSPMAP00000007996	ENSPMAG00000007265	Petromyzon_marinus
ENSEBUP00000002663	ENSEBUG00000002036	Eptatretus_burgeri
