ENSPMAP00000009920	ENSPMAG00000009018	Petromyzon_marinus	ENSPMAT00000009963
ENSEBUP00000018583	ENSEBUG00000011600	Eptatretus_burgeri	ENSEBUT00000019159
ENSELUP00000035678	ENSELUG00000000539	Esox_lucius
ENSGALP00000022479	ENSGALG00000013889	Gallus_gallus
ENSCJPP00005008560	ENSCJPG00005007597	Coturnix_japonica
ENSMGAP00000008821	ENSMGAG00000008595	Meleagris_gallopavo
ENSNMEP00000005538	ENSNMEG00000005696	Numida_meleagris
ENSABRP00000008904	ENSABRG00000008000	Anser_brachyrhynchus
ENSAPLP00000006304	ENSAPLG00000006690	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005011780	ENSMVIG00005008628	Manacus_vitellinus
ENSMVIP00005012411	ENSMVIG00005009037	Manacus_vitellinus
ENSLCOP00000022493	ENSLCOG00000015826	Lepidothrix_coronata
ENSTGUP00000009756	ENSTGUG00000009450	Taeniopygia_guttata
ENSTGUP00000014371	ENSTGUG00000013961	Taeniopygia_guttata
ENSLSDP00000019635	ENSLSDG00000013951	Lonchura_striata_domestica
ENSSCAP00000010387	ENSSCAG00000007883	Serinus_canaria
ENSCCEP00000002886	ENSCCEG00000003210	Cyanistes_caeruleus
ENSPMJP00000019117	ENSPMJG00000014354	Parus_major
ENSFALP00000006763	ENSFALG00000006486	Ficedula_albicollis
ENSJHYP00000020689	ENSJHYG00000015660	Junco_hyemalis
ENSZALP00000022169	ENSZALG00000017239	Zonotrichia_albicollis
ENSCPUP00000009292	ENSCPUG00000006623	Calidris_pugnax
ENSCPGP00000004765	ENSCPGG00000003446	Calidris_pygmaea
ENSMUNP00000004236	ENSMUNG00000003534	Melopsittacus_undulatus
ENSCPRP00005010656	ENSCPRG00005007613	Crocodylus_porosus
ENSGAGP00000033430	ENSGAGG00000023821	Gopherus_agassizii
ENSCABP00000022749	ENSCABG00000016734	Chelonoidis_abingdonii
ENSCPBP00000041442	ENSCPBG00000028408	Chrysemys_picta_bellii
ENSPSIP00000008009	ENSPSIG00000007297	Pelodiscus_sinensis
ENSVURP00010025464	ENSVURG00010019491	Vombatus_ursinus
ENSPCIP00000015738	ENSPCIG00000012221	Phascolarctos_cinereus
ENSMEUP00000004902	ENSMEUG00000005362	Notamacropus_eugenii
ENSSHAP00000018208	ENSSHAG00000015457	Sarcophilus_harrisii
ENSMODP00000026752	ENSMODG00000021415	Monodelphis_domestica
ENSCHIP00000000606	ENSCHIG00000000428	Capra_hircus
ENSOARP00000002319	ENSOARG00000002195	Ovis_aries
ENSBIXP00005003650	ENSBIXG00005005689	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000003202	ENSBIXG00000009607	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000012047	ENSBTAG00000009142	Bos_taurus
ENSBMUP00000012564	ENSBMUG00000009611	Bos_mutus
ENSBBBP00000005023	ENSBBBG00000002980	Bison_bison_bison
ENSTTRP00000015509	ENSTTRG00000016364	Tursiops_truncatus
ENSSSCP00000064866	ENSSSCG00000025855	Sus_scrofa_strain_reference
ENSEASP00005002542	ENSEASG00005001980	Equus_asinus_asinus
ENSECAP00000055058	ENSECAG00000018523	Equus_caballus
ENSMPUP00000004279	ENSMPUG00000004312	Mustela_putorius_furo
ENSNVIP00000009473	ENSNVIG00000007487	Neovison_vison
ENSUMAP00000034542	ENSUMAG00000024862	Ursus_maritimus
ENSUAMP00000002780	ENSUAMG00000002542	Ursus_americanus
ENSAMEP00000018725	ENSAMEG00000017718	Ailuropoda_melanoleuca
ENSCAFP00020027657	ENSCAFG00020021706	Canis_lupus_dingo
ENSCAFP00000041111	ENSCAFG00000014973	Canis_lupus_familiaris
ENSCAFP00020028898	ENSCAFG00020022597	Canis_lupus_dingo
ENSCAFP00000050690	ENSCAFG00000006360	Canis_lupus_familiaris
ENSVVUP00000019679	ENSVVUG00000014550	Vulpes_vulpes
ENSPTIP00000003297	ENSPTIG00000006070	Panthera_tigris_altaica
ENSPPRP00000017047	ENSPPRG00000009157	Panthera_pardus
ENSFCAP00000052248	ENSFCAG00000018237	Felis_catus
ENSPVAP00000005876	ENSPVAG00000006213	Pteropus_vampyrus
ENSMLUP00000012297	ENSMLUG00000013513	Myotis_lucifugus
ENSEEUP00000006960	ENSEEUG00000007657	Erinaceus_europaeus
ENSSARP00000006571	ENSSARG00000007255	Sorex_araneus
ENSCCNP00000024594	ENSCCNG00000024070	Castor_canadensis
ENSDORP00000015730	ENSDORG00000016722	Dipodomys_ordii
ENSMUSP00000009679	ENSMUSG00000009535	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0048952	MGP_SPRETEiJ_G0023290	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023310	ENSMSIG00000019780	Mus_spicilegus
MGP_CAROLIEiJ_P0047002	MGP_CAROLIEiJ_G0022378	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039577	MGP_PahariEiJ_G0019107	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022410	ENSRNOG00000016698	Rattus_norvegicus
ENSMUGP00000018146	ENSMUGG00000015365	Meriones_unguiculatus
ENSPEMP00000026774	ENSPEMG00000022773	Peromyscus_maniculatus_bairdii
ENSMOCP00000010912	ENSMOCG00000011156	Microtus_ochrogaster
ENSCGRP00001026963	ENSCGRG00001024115	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022446	ENSCGRG00015017108	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003561	ENSCGRG00000002625	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000001300	ENSMAUG00000000955	Mesocricetus_auratus
ENSNGAP00000013347	ENSNGAG00000014958	Nannospalax_galili
ENSJJAP00000024872	ENSJJAG00000024212	Jaculus_jaculus
ENSSTOP00000004790	ENSSTOG00000005341	Ictidomys_tridecemlineatus
ENSUPAP00010021715	ENSUPAG00010017265	Urocitellus_parryii
ENSSDAP00000019696	ENSSDAG00000017949	Spermophilus_dauricus
ENSMMMP00000022393	ENSMMMG00000019677	Marmota_marmota_marmota
ENSMMMP00000013773	ENSMMMG00000012290	Marmota_marmota_marmota
ENSCLAP00000000019	ENSCLAG00000000043	Chinchilla_lanigera
ENSCLAP00000000708	ENSCLAG00000000563	Chinchilla_lanigera
ENSODEP00000001115	ENSODEG00000000884	Octodon_degus
ENSCPOP00000029377	ENSCPOG00000034466	Cavia_porcellus
ENSCAPP00000002833	ENSCAPG00000005746	Cavia_aperea
ENSHGLP00100014685	ENSHGLG00100010872	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017484	ENSHGLG00000012521	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000000829	ENSHGLG00000000688	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000593	ENSHGLG00100000497	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019403	ENSFDAG00000009165	Fukomys_damarensis
ENSOCUP00000004870	ENSOCUG00000005610	Oryctolagus_cuniculus
ENSOPRP00000014120	ENSOPRG00000015458	Ochotona_princeps
ENSTBEP00000004826	ENSTBEG00000005594	Tupaia_belangeri
ENSPPAP00000006021	ENSPPAG00000024176	Pan_paniscus
ENSPTRP00000049526	ENSPTRG00000009890	Pan_troglodytes
ENSP00000466111	ENSG00000101654	Homo_sapiens
ENSGGOP00000005408	ENSGGOG00000005524	Gorilla_gorilla
ENSPPYP00000010074	ENSPPYG00000008979	Pongo_abelii
ENSNLEP00000011272	ENSNLEG00000009222	Nomascus_leucogenys
ENSPTEP00000028200	ENSPTEG00000027903	Piliocolobus_tephrosceles
ENSCANP00000020339	ENSCANG00000033574	Colobus_angolensis_palliatus
ENSRROP00000033536	ENSRROG00000040339	Rhinopithecus_roxellana
ENSRBIP00000037945	ENSRBIG00000042520	Rhinopithecus_bieti
ENSMMUP00000004648	ENSMMUG00000003485	Macaca_mulatta
ENSCSAP00000013518	ENSCSAG00000017487	Chlorocebus_sabaeus
ENSCATP00000015317	ENSCATG00000031622	Cercocebus_atys
ENSTGEP00000010185	ENSTGEG00000008355	Theropithecus_gelada
ENSMFAP00000030499	ENSMFAG00000042388	Macaca_fascicularis
ENSMNEP00000032048	ENSMNEG00000039385	Macaca_nemestrina
ENSPANP00000015063	ENSPANG00000010248	Papio_anubis
ENSMLEP00000022135	ENSMLEG00000035261	Mandrillus_leucophaeus
ENSSBOP00000023361	ENSSBOG00000028188	Saimiri_boliviensis_boliviensis
ENSCJAP00000072165	ENSCJAG00000041136	Callithrix_jacchus
ENSCCAP00000020192	ENSCCAG00000027896	Cebus_capucinus_imitator
ENSANAP00000027660	ENSANAG00000031680	Aotus_nancymaae
ENSTSYP00000007734	ENSTSYG00000008413	Carlito_syrichta
ENSMICP00000001293	ENSMICG00000001422	Microcebus_murinus
ENSPCOP00000020022	ENSPCOG00000021970	Propithecus_coquereli
ENSPSMP00000032491	ENSPSMG00000022476	Prolemur_simus
ENSOGAP00000001182	ENSOGAG00000001325	Otolemur_garnettii
ENSLAFP00000020854	ENSLAFG00000006349	Loxodonta_africana
ENSPCAP00000001388	ENSPCAG00000001488	Procavia_capensis
ENSETEP00000012435	ENSETEG00000015343	Echinops_telfairi
ENSCHOP00000004701	ENSCHOG00000005313	Choloepus_hoffmanni
ENSDNOP00000005838	ENSDNOG00000007547	Dasypus_novemcinctus
ENSVPAP00000007452	ENSVPAG00000008012	Vicugna_pacos
ENSOANP00000013196	ENSOANG00000008302	Ornithorhynchus_anatinus
ENSOANP00000033248	ENSOANG00000028368	Ornithorhynchus_anatinus
ENSXETP00000018462	ENSXETG00000001726	Xenopus_tropicalis
ENSLACP00000016486	ENSLACG00000014527	Latimeria_chalumnae
ENSCMIP00000046948	ENSCMIG00000019277	Callorhinchus_milii
ENSCINP00000000584	ENSCING00000000315	Ciona_intestinalis
ENSCSAVP00000006082	ENSCSAVG00000003633	Ciona_savignyi
C25A1.3.1	WBGene00006447	Caenorhabditis_elegans_strain_N2
FBpp0080257	FBgn0286027	Drosophila_melanogaster
ENSBTAP00000066927	ENSBTAG00000053069	Bos_taurus
YBR236C_mRNA	YBR236C	Saccharomyces_cerevisiae_strain_S288C
