ENSPSMP00000035309	ENSPSMG00000024324	Prolemur_simus
ENSMAUP00000018001	ENSMAUG00000016710	Mesocricetus_auratus
ENSLSDP00000012792	ENSLSDG00000009332	Lonchura_striata_domestica
ENSNMEP00000024196	ENSNMEG00000020565	Numida_meleagris
ENSACLP00000017939	ENSACLG00000012269	Astatotilapia_calliptera
ENSTSYP00000008657	ENSTSYG00000009444	Carlito_syrichta
ENSFDAP00000011378	ENSFDAG00000018941	Fukomys_damarensis
ENSMOCP00000016030	ENSMOCG00000015045	Microtus_ochrogaster
ENSBBBP00000010258	ENSBBBG00000018413	Bison_bison_bison
ENSECRP00000017500	ENSECRG00000011684	Erpetoichthys_calabaricus
ENSSLDP00000025552	ENSSLDG00000019881	Seriola_lalandi_dorsalis
ENSRROP00000011531	ENSRROG00000030108	Rhinopithecus_roxellana
ENSCPGP00000006128	ENSCPGG00000004392	Calidris_pygmaea
ENSPFOP00000007021	ENSPFOG00000007049	Poecilia_formosa
ENSPEMP00000010253	ENSPEMG00000011301	Peromyscus_maniculatus_bairdii
ENSCABP00000009324	ENSCABG00000007013	Chelonoidis_abingdonii
ENSSPUP00000011033	ENSSPUG00000008479	Sphenodon_punctatus
ENSXETP00000002713	ENSXETG00000005474	Xenopus_tropicalis
ENSAMXP00005003059	ENSAMXG00005001903	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNYP00000026736	ENSPNYG00000020160	Pundamilia_nyererei
ENSPKIP00000011902	ENSPKIG00000018325	Paramormyrops_kingsleyae
ENSCPUP00000001371	ENSCPUG00000001051	Calidris_pugnax
ENSDCDP00000047568	ENSDCDG00000029645	Denticeps_clupeoides
ENSMODP00000054660	ENSMODG00000040905	Monodelphis_domestica
ENSMALP00000010311	ENSMALG00000007351	Monopterus_albus
ENSMMMP00000014855	ENSMMMG00000013219	Marmota_marmota_marmota
ENSPMEP00000012827	ENSPMEG00000015065	Poecilia_mexicana
ENSLCAP00010052620	ENSLCAG00010024491	Lates_calcarifer
ENSXMAP00000037906	ENSXMAG00000024646	Xiphophorus_maculatus
MGP_SPRETEiJ_P0021307	MGP_SPRETEiJ_G0015486	Mus_spretus_strain_SPRET/EiJ
ENSPNAP00000019148	ENSPNAG00000025652	Pygocentrus_nattereri
ENSPNAP00000021951	ENSPNAG00000029176	Pygocentrus_nattereri
ENSDCDP00000049203	ENSDCDG00000030302	Denticeps_clupeoides
ENSCPBP00000014159	ENSCPBG00000010544	Chrysemys_picta_bellii
ENSPMGP00000011184	ENSPMGG00000009220	Periophthalmus_magnuspinnatus
ENSMPUP00000004477	ENSMPUG00000004513	Mustela_putorius_furo
ENSVURP00010012929	ENSVURG00010009957	Vombatus_ursinus
ENSCSAP00000009527	ENSCSAG00000013367	Chlorocebus_sabaeus
ENSPVIP00000001271	ENSPVIG00000001190	Pogona_vitticeps
ENSAHAP00000020146	ENSAHAG00000014199	Apteryx_haastii
ENSBMUP00000027818	ENSBMUG00000020851	Bos_mutus
ENSHBUP00000002687	ENSHBUG00000003893	Haplochromis_burtoni
ENSCGRP00000018082	ENSCGRG00000013153	Cricetulus_griseus_CriGri_1.0
ENSOPRP00000006424	ENSOPRG00000007022	Ochotona_princeps
ENSHCOP00000019099	ENSHCOG00000000701	Hippocampus_comes
ENSMICP00000038789	ENSMICG00000038367	Microcebus_murinus
ENSORLP00020008892	ENSORLG00020009829	Oryzias_latipes_ASM223471v1
ENSSMAP00000030294	ENSSMAG00000018578	Scophthalmus_maximus
ENSNBRP00000028578	ENSNBRG00000021769	Neolamprologus_brichardi
ENSODEP00000012923	ENSODEG00000009567	Octodon_degus
ENSACIP00000024396	ENSACIG00000018931	Amphilophus_citrinellus
ENSLACP00000003059	ENSLACG00000002738	Latimeria_chalumnae
ENSATEP00000030726	ENSATEG00000021218	Anabas_testudineus
ENSTRUP00000052416	ENSTRUG00000021667	Takifugu_rubripes
ENSAMXP00000035158	ENSAMXG00000038455	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSKMAP00000006548	ENSKMAG00000004972	Kryptolebias_marmoratus
ENSPMJP00000008055	ENSPMJG00000006584	Parus_major
ENSAMEP00000016823	ENSAMEG00000015942	Ailuropoda_melanoleuca
ENSOANP00000004695	ENSOANG00000002959	Ornithorhynchus_anatinus
ENSMZEP00005012717	ENSMZEG00005009553	Maylandia_zebra
ENSAMXP00005042439	ENSAMXG00005019828	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPCIP00000038970	ENSPCIG00000028638	Phascolarctos_cinereus
ENSAMXP00005042433	ENSAMXG00005019822	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAPOP00000019167	ENSAPOG00000022552	Acanthochromis_polyacanthus
ENSOMEP00000029544	ENSOMEG00000013262	Oryzias_melastigma
ENSMUNP00000018214	ENSMUNG00000013936	Melopsittacus_undulatus
ENSATEP00000001637	ENSATEG00000001177	Anabas_testudineus
ENSELUP00000003242	ENSELUG00000004488	Esox_lucius
ENSSDUP00000029600	ENSSDUG00000021341	Seriola_dumerili
ENSGGOP00000001631	ENSGGOG00000001657	Gorilla_gorilla
ENSCHIP00000032234	ENSCHIG00000026279	Capra_hircus
ENSHHUP00000065452	ENSHHUG00000038636	Hucho_hucho
ENSLBEP00000012623	ENSLBEG00000009696	Labrus_bergylta
ENSORLP00015022891	ENSORLG00015002534	Oryzias_latipes_ASM223469v1
ENSSLDP00000022783	ENSSLDG00000017780	Seriola_lalandi_dorsalis
ENSLCRP00005037050	ENSLCRG00005014429	Larimichthys_crocea
ENSNVIP00000024987	ENSNVIG00000019350	Neovison_vison
ENSXCOP00000006600	ENSXCOG00000005112	Xiphophorus_couchianus
ENSGWIP00000013862	ENSGWIG00000007863	Gouania_willdenowi
ENSCPOP00000033107	ENSCPOG00000031215	Cavia_porcellus
ENSCHAP00000034253	ENSCHAG00000016294	Clupea_harengus
ENSGAFP00000022234	ENSGAFG00000015013	Gambusia_affinis
ENSORLP00020003396	ENSORLG00020004180	Oryzias_latipes_ASM223471v1
ENSDNVP00000000067	ENSDNVG00000000036	Dromaius_novaehollandiae
ENSSARP00000006605	ENSSARG00000007285	Sorex_araneus
ENSHHUP00000065235	ENSHHUG00000038508	Hucho_hucho
ENSLBEP00000004846	ENSLBEG00000003749	Labrus_bergylta
ENSAPOP00000029772	ENSAPOG00000000901	Acanthochromis_polyacanthus
ENSACAP00000019417	ENSACAG00000023546	Anolis_carolinensis
ENSTNIP00000009730	ENSTNIG00000006931	Tetraodon_nigroviridis
ENSCSEP00000015565	ENSCSEG00000010007	Cynoglossus_semilaevis
ENSOCUP00000011069	ENSOCUG00000012867	Oryctolagus_cuniculus
ENSDORP00000017175	ENSDORG00000028550	Dipodomys_ordii
ENSGALP00000071154	ENSGALG00000053210	Gallus_gallus
ENSHGLP00000008983	ENSHGLG00000006457	Heterocephalus_glaber_HetGla_female_1.0
ENSLAFP00000007614	ENSLAFG00000009082	Loxodonta_africana
ENSPPAP00000041131	ENSPPAG00000043188	Pan_paniscus
ENSXCOP00000009944	ENSXCOG00000007541	Xiphophorus_couchianus
ENSSPAP00000005119	ENSSPAG00000003961	Stegastes_partitus
ENSBIXP00005027647	ENSBIXG00005030326	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPLAP00000006797	ENSPLAG00000009006	Poecilia_latipinna
ENSAOCP00000024782	ENSAOCG00000011889	Amphiprion_ocellaris
ENSTTRP00000012105	ENSTTRG00000012763	Tursiops_truncatus
ENSJHYP00000000326	ENSJHYG00000000317	Junco_hyemalis
ENSEEEP00000025194	ENSEEEG00000012216	Electrophorus_electricus
ENSAMXP00000018199	ENSAMXG00000017672	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSACLP00000037337	ENSACLG00000025277	Astatotilapia_calliptera
ENSGAFP00000017428	ENSGAFG00000011796	Gambusia_affinis
ENSARWP00000005217	ENSARWG00000003751	Apteryx_rowi
ENSSBOP00000001422	ENSSBOG00000007109	Saimiri_boliviensis_boliviensis
ENSLCAP00010046662	ENSLCAG00010021622	Lates_calcarifer
ENSCJPP00005027338	ENSCJPG00005021207	Coturnix_japonica
ENSPMGP00000022503	ENSPMGG00000018210	Periophthalmus_magnuspinnatus
ENSPPRP00000025552	ENSPPRG00000015829	Panthera_pardus
ENSCGRP00001009693	ENSCGRG00001011756	Cricetulus_griseus_CHOK1GS_HDv1
ENSGWIP00000052445	ENSGWIG00000025311	Gouania_willdenowi
MGP_CAROLIEiJ_P0020246	MGP_CAROLIEiJ_G0014679	Mus_caroli_strain_CAROLI_EIJ
ENSNPEP00000006082	ENSNPEG00000004588	Nothoprocta_perdicaria
ENSNSUP00000021883	ENSNSUG00000015901	Notechis_scutatus
ENSFHEP00000005931	ENSFHEG00000006926	Fundulus_heteroclitus
ENSGMOP00000009834	ENSGMOG00000009203	Gadus_morhua
ENSORLP00015003791	ENSORLG00015004542	Oryzias_latipes_ASM223469v1
ENSSHAP00000013069	ENSSHAG00000011177	Sarcophilus_harrisii
ENSMLEP00000037547	ENSMLEG00000042866	Mandrillus_leucophaeus
ENSPREP00000008244	ENSPREG00000005649	Poecilia_reticulata
ENSHCOP00000021431	ENSHCOG00000008254	Hippocampus_comes	ENSHCOT00000003655
ENSHBUP00000012502	ENSHBUG00000014211	Haplochromis_burtoni
ENSMAMP00000002837	ENSMAMG00000001988	Mastacembelus_armatus
ENSCLAP00000014556	ENSCLAG00000010047	Chinchilla_lanigera
ENSPCAP00000013899	ENSPCAG00000014915	Procavia_capensis
ENSUPAP00010022703	ENSUPAG00010018013	Urocitellus_parryii
ENSOARP00000010436	ENSOARG00000009731	Ovis_aries
ENSPRNP00000037964	ENSPRNG00000018862	Parambassis_ranga
ENSAPEP00000022982	ENSAPEG00000016374	Amphiprion_percula
ENSUAMP00000016836	ENSUAMG00000013375	Ursus_americanus
ENSP00000442837	ENSG00000127074	Homo_sapiens
ENSHGLP00100005232	ENSHGLG00100003967	Heterocephalus_glaber_HetGla_1.0
ENSCSEP00000002801	ENSCSEG00000001854	Cynoglossus_semilaevis
ENSMZEP00005021020	ENSMZEG00005015776	Maylandia_zebra
ENSMALP00000032099	ENSMALG00000022130	Monopterus_albus
ENSPTRP00000051398	ENSPTRG00000001791	Pan_troglodytes
ENSSFOP00015018717	ENSSFOG00015012027	Scleropages_formosus
ENSPTEP00000043372	ENSPTEG00000039510	Piliocolobus_tephrosceles
ENSLOCP00000008875	ENSLOCG00000007328	Lepisosteus_oculatus
ENSCGOP00000044177	ENSCGOG00000019867	Cottoperca_gobio
ENSIPUP00000012804	ENSIPUG00000008733	Ictalurus_punctatus
ENSKMAP00000016152	ENSKMAG00000012066	Kryptolebias_marmoratus	ENSKMAT00000016382
ENSLCRP00005018634	ENSLCRG00005007668	Larimichthys_crocea
ENSGMOP00000014087	ENSGMOG00000013171	Gadus_morhua
ENSMFAP00000020099	ENSMFAG00000033037	Macaca_fascicularis
ENSNLEP00000021922	ENSNLEG00000018045	Nomascus_leucogenys
ENSCATP00000034598	ENSCATG00000040203	Cercocebus_atys
MGP_PahariEiJ_P0075533	MGP_PahariEiJ_G0027915	Mus_pahari_strain_PAHARI_EIJ
ENSMEUP00000008042	ENSMEUG00000008811	Notamacropus_eugenii
ENSDARP00000122086	ENSDARG00000017653	Danio_rerio
ENSHCOP00000021426	ENSHCOG00000008249	Hippocampus_comes
ENSRNOP00000005163	ENSRNOG00000003888	Rattus_norvegicus
ENSTBEP00000009987	ENSTBEG00000011575	Tupaia_belangeri
ENSSSCP00000047956	ENSSSCG00000040300	Sus_scrofa_strain_reference
ENSMMOP00000024443	ENSMMOG00000018597	Mola_mola
ENSSTOP00000017181	ENSSTOG00000019657	Ictidomys_tridecemlineatus
ENSGACP00000007715	ENSGACG00000005823	Gasterosteus_aculeatus
ENSUMAP00000028182	ENSUMAG00000020472	Ursus_maritimus
ENSBIXP00000010731	ENSBIXG00000016155	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOMEP00000027756	ENSOMEG00000010405	Oryzias_melastigma
ENSLCOP00000014745	ENSLCOG00000010559	Lepidothrix_coronata
ENSSDUP00000012459	ENSSDUG00000009072	Seriola_dumerili
ENSCINP00000034416	ENSCING00000023211	Ciona_intestinalis
ENSMMUP00000076372	ENSMMUG00000059086	Macaca_mulatta
ENSMUGP00000029920	ENSMUGG00000024854	Meriones_unguiculatus
ENSORLP00000013710	ENSORLG00000010931	Oryzias_latipes_ASM223467v1
ENSVPAP00000010505	ENSVPAG00000011282	Vicugna_pacos
ENSOGAP00000008388	ENSOGAG00000009364	Otolemur_garnettii
ENSCVAP00000014067	ENSCVAG00000016642	Cyprinodon_variegatus
ENSDARP00000134501	ENSDARG00000100835	Danio_rerio
ENSCGOP00000017588	ENSCGOG00000008437	Cottoperca_gobio
ENSDNOP00000020546	ENSDNOG00000037315	Dasypus_novemcinctus
ENSAOWP00000016067	ENSAOWG00000010942	Apteryx_owenii
ENSKMAP00000016173	ENSKMAG00000012080	Kryptolebias_marmoratus
ENSBTAP00000063677	ENSBTAG00000013849	Bos_taurus
ENSCANP00000024346	ENSCANG00000035585	Colobus_angolensis_palliatus
ENSCCNP00000022381	ENSCCNG00000022030	Castor_canadensis
ENSHHUP00000053495	ENSHHUG00000032118	Hucho_hucho
ENSNGAP00000000684	ENSNGAG00000000520	Nannospalax_galili
ENSANAP00000019242	ENSANAG00000027433	Aotus_nancymaae
ENSTGEP00000030730	ENSTGEG00000024655	Theropithecus_gelada
ENSDCDP00000020457	ENSDCDG00000016287	Denticeps_clupeoides
ENSCCEP00000025370	ENSCCEG00000022389	Cyanistes_caeruleus
ENSONIP00000023392	ENSONIG00000018583	Oreochromis_niloticus
ENSACIP00000013010	ENSACIG00000010124	Amphilophus_citrinellus
ENSBSLP00000019354	ENSBSLG00000010069	Betta_splendens
ENSFCAP00000050687	ENSFCAG00000039326	Felis_catus
ENSCCAP00000027119	ENSCCAG00000031369	Cebus_capucinus_imitator
ENSMUSP00000107572	ENSMUSG00000051079	Mus_musculus_strain_reference_(CL57BL6)
