ENSABRP00000021099	ENSABRG00000017915	Anser_brachyrhynchus	ENSABRT00000029659
ENSAPLP00000015699	ENSAPLG00000015826	Anas_platyrhynchos_platyrhynchos
ENSVURP00010024849	ENSVURG00010019035	Vombatus_ursinus
ENSSHAP00000008029	ENSSHAG00000006964	Sarcophilus_harrisii
ENSMODP00000003587	ENSMODG00000002949	Monodelphis_domestica
ENSOARP00000000705	ENSOARG00000000685	Ovis_aries
ENSCHIP00000004671	ENSCHIG00000008852	Capra_hircus
ENSBIXP00000041594	ENSBIXG00000005264	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003469	ENSBIXG00005009614	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000015761	ENSBTAG00000011879	Bos_taurus
ENSBMUP00000003935	ENSBMUG00000003091	Bos_mutus
ENSBBBP00000000857	ENSBBBG00000009998	Bison_bison_bison
ENSTTRP00000001212	ENSTTRG00000001292	Tursiops_truncatus
ENSSSCP00000056373	ENSSSCG00000026793	Sus_scrofa_strain_reference
ENSCAFP00020021928	ENSCAFG00020017330	Canis_lupus_dingo
ENSCAFP00000041996	ENSCAFG00000004833	Canis_lupus_familiaris
ENSVVUP00000010824	ENSVVUG00000007986	Vulpes_vulpes
ENSMPUP00000013488	ENSMPUG00000013591	Mustela_putorius_furo
ENSNVIP00000023268	ENSNVIG00000018128	Neovison_vison
ENSUAMP00000034811	ENSUAMG00000026456	Ursus_americanus
ENSUMAP00000033760	ENSUMAG00000024329	Ursus_maritimus
ENSAMEP00000001127	ENSAMEG00000001074	Ailuropoda_melanoleuca
ENSPPRP00000020639	ENSPPRG00000011667	Panthera_pardus
ENSPTIP00000010860	ENSPTIG00000011479	Panthera_tigris_altaica
ENSFCAP00000046719	ENSFCAG00000006491	Felis_catus
ENSECAP00000021715	ENSECAG00000024265	Equus_caballus
ENSEASP00005002302	ENSEASG00005001799	Equus_asinus_asinus
ENSMLUP00000005831	ENSMLUG00000006383	Myotis_lucifugus
ENSPVAP00000008957	ENSPVAG00000009507	Pteropus_vampyrus
ENSCCNP00000004364	ENSCCNG00000004611	Castor_canadensis
ENSDORP00000005118	ENSDORG00000005473	Dipodomys_ordii
ENSMSIP00000017560	ENSMSIG00000014985	Mus_spicilegus
MGP_SPRETEiJ_P0066452	MGP_SPRETEiJ_G0027336	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000030266	ENSMUSG00000028541	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0063957	MGP_CAROLIEiJ_G0026364	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0079053	MGP_PahariEiJ_G0028695	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026591	ENSRNOG00000019609	Rattus_norvegicus
ENSMUGP00000024805	ENSMUGG00000020710	Meriones_unguiculatus
ENSMOCP00000017237	ENSMOCG00000015900	Microtus_ochrogaster
ENSPEMP00000006358	ENSPEMG00000008605	Peromyscus_maniculatus_bairdii
ENSCGRP00015000502	ENSCGRG00015000502	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001013403	ENSCGRG00001014544	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010100	ENSCGRG00000007365	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000010356	ENSMAUG00000011263	Mesocricetus_auratus
ENSNGAP00000020983	ENSNGAG00000020315	Nannospalax_galili
ENSJJAP00000005262	ENSJJAG00000010224	Jaculus_jaculus
ENSSTOP00000027121	ENSSTOG00000004430	Ictidomys_tridecemlineatus
ENSUPAP00010026807	ENSUPAG00010021200	Urocitellus_parryii
ENSSDAP00000013513	ENSSDAG00000012195	Spermophilus_dauricus
ENSMMMP00000000436	ENSMMMG00000000415	Marmota_marmota_marmota
ENSCLAP00000006056	ENSCLAG00000004286	Chinchilla_lanigera
ENSODEP00000003665	ENSODEG00000002805	Octodon_degus
ENSCAPP00000000468	ENSCAPG00000000365	Cavia_aperea
ENSCPOP00000029033	ENSCPOG00000007511	Cavia_porcellus
ENSHGLP00100021559	ENSHGLG00100015865	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003475	ENSHGLG00000002567	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000259	ENSFDAG00000010557	Fukomys_damarensis
ENSOCUP00000005109	ENSOCUG00000005897	Oryctolagus_cuniculus
ENSCCAP00000009463	ENSCCAG00000022461	Cebus_capucinus_imitator
ENSCJAP00000017055	ENSCJAG00000009313	Callithrix_jacchus
ENSSBOP00000001711	ENSSBOG00000008747	Saimiri_boliviensis_boliviensis
ENSANAP00000021224	ENSANAG00000028407	Aotus_nancymaae
ENSPTRP00000085598	ENSPTRG00000000649	Pan_troglodytes
ENSPPAP00000034141	ENSPPAG00000039923	Pan_paniscus
ENSP00000310696	ENSG00000117411	Homo_sapiens
ENSGGOP00000016932	ENSGGOG00000003641	Gorilla_gorilla
ENSPPYP00000001665	ENSPPYG00000001437	Pongo_abelii
ENSRROP00000004276	ENSRROG00000017412	Rhinopithecus_roxellana
ENSRBIP00000040559	ENSRBIG00000043689	Rhinopithecus_bieti
ENSCANP00000024765	ENSCANG00000035785	Colobus_angolensis_palliatus
ENSMNEP00000014517	ENSMNEG00000031402	Macaca_nemestrina
ENSMFAP00000039126	ENSMFAG00000042908	Macaca_fascicularis
ENSTGEP00000035063	ENSTGEG00000027950	Theropithecus_gelada
ENSPANP00000033214	ENSPANG00000023944	Papio_anubis
ENSCATP00000039824	ENSCATG00000042508	Cercocebus_atys
ENSMLEP00000024373	ENSMLEG00000036335	Mandrillus_leucophaeus
ENSMMUP00000019869	ENSMMUG00000015155	Macaca_mulatta
ENSCSAP00000016821	ENSCSAG00000001193	Chlorocebus_sabaeus
ENSPTEP00000037577	ENSPTEG00000035122	Piliocolobus_tephrosceles
ENSNLEP00000043743	ENSNLEG00000033611	Nomascus_leucogenys
ENSTSYP00000024652	ENSTSYG00000035970	Carlito_syrichta
ENSPCOP00000023139	ENSPCOG00000023700	Propithecus_coquereli
ENSPSMP00000005562	ENSPSMG00000004235	Prolemur_simus
ENSMICP00000026936	ENSMICG00000029762	Microcebus_murinus
ENSOGAP00000001058	ENSOGAG00000001179	Otolemur_garnettii
ENSLAFP00000024340	ENSLAFG00000025925	Loxodonta_africana
ENSPCAP00000011781	ENSPCAG00000012631	Procavia_capensis
ENSEEUP00000013297	ENSEEUG00000014584	Erinaceus_europaeus
ENSSARP00000005628	ENSSARG00000006218	Sorex_araneus
ENSETEP00000014930	ENSETEG00000018368	Echinops_telfairi
ENSDNOP00000000887	ENSDNOG00000001154	Dasypus_novemcinctus
ENSOANP00000025537	ENSOANG00000013787	Ornithorhynchus_anatinus
ENSXETP00000052366	ENSXETG00000019439	Xenopus_tropicalis
ENSLACP00000008948	ENSLACG00000007902	Latimeria_chalumnae
ENSPKIP00000030072	ENSPKIG00000011065	Paramormyrops_kingsleyae
ENSSFOP00015032799	ENSSFOG00015020963	Scleropages_formosus
ENSHHUP00000067521	ENSHHUG00000039807	Hucho_hucho
ENSHHUP00000004395	ENSHHUG00000002740	Hucho_hucho
ENSELUP00000033651	ENSELUG00000011960	Esox_lucius
ENSXMAP00000017058	ENSXMAG00000017019	Xiphophorus_maculatus
ENSXCOP00000023026	ENSXCOG00000017208	Xiphophorus_couchianus
ENSGAFP00000032521	ENSGAFG00000021902	Gambusia_affinis
ENSPFOP00000007402	ENSPFOG00000007417	Poecilia_formosa
ENSPREP00000024761	ENSPREG00000016706	Poecilia_reticulata
ENSFHEP00000031644	ENSFHEG00000017678	Fundulus_heteroclitus
ENSCVAP00000000538	ENSCVAG00000001450	Cyprinodon_variegatus
ENSKMAP00000003580	ENSKMAG00000002711	Kryptolebias_marmoratus
ENSORLP00020005416	ENSORLG00020006252	Oryzias_latipes_ASM223471v1
ENSORLP00000031513	ENSORLG00000027171	Oryzias_latipes_ASM223467v1
ENSORLP00015005157	ENSORLG00015005984	Oryzias_latipes_ASM223469v1
ENSOMEP00000027466	ENSOMEG00000009955	Oryzias_melastigma
ENSSPAP00000026678	ENSSPAG00000020116	Stegastes_partitus
ENSSMAP00000028199	ENSSMAG00000017247	Scophthalmus_maximus
ENSGACP00000022732	ENSGACG00000017213	Gasterosteus_aculeatus
ENSCGOP00000034745	ENSCGOG00000016078	Cottoperca_gobio
ENSMMOP00000015120	ENSMMOG00000011552	Mola_mola
ENSMZEP00005030087	ENSMZEG00005022434	Maylandia_zebra
ENSAOCP00000012554	ENSAOCG00000017072	Amphiprion_ocellaris
ENSAPEP00000034773	ENSAPEG00000024686	Amphiprion_percula
ENSAPOP00000010670	ENSAPOG00000013158	Acanthochromis_polyacanthus
ENSPRNP00000048895	ENSPRNG00000023365	Parambassis_ranga
ENSACLP00000021725	ENSACLG00000014772	Astatotilapia_calliptera
ENSPNYP00000022705	ENSPNYG00000017125	Pundamilia_nyererei
ENSHBUP00000009353	ENSHBUG00000010889	Haplochromis_burtoni
ENSNBRP00000010865	ENSNBRG00000008463	Neolamprologus_brichardi
ENSONIP00000011703	ENSONIG00000009307	Oreochromis_niloticus
ENSACIP00000025134	ENSACIG00000019463	Amphilophus_citrinellus
ENSLCRP00005024413	ENSLCRG00005009793	Larimichthys_crocea
ENSSDUP00000021405	ENSSDUG00000015568	Seriola_dumerili
ENSSLDP00000019242	ENSSLDG00000015087	Seriola_lalandi_dorsalis
ENSLCAP00010001598	ENSLCAG00010000924	Lates_calcarifer
ENSMALP00000030016	ENSMALG00000020773	Monopterus_albus
ENSMAMP00000026213	ENSMAMG00000017603	Mastacembelus_armatus
ENSATEP00000003647	ENSATEG00000002533	Anabas_testudineus
ENSLBEP00000021916	ENSLBEG00000016841	Labrus_bergylta
ENSCSEP00000019005	ENSCSEG00000012148	Cynoglossus_semilaevis
ENSTRUP00000034795	ENSTRUG00000013621	Takifugu_rubripes
ENSTNIP00000017202	ENSTNIG00000014190	Tetraodon_nigroviridis
ENSBSLP00000035274	ENSBSLG00000017203	Betta_splendens
ENSGWIP00000028007	ENSGWIG00000014652	Gouania_willdenowi
ENSGWIP00000051175	ENSGWIG00000024813	Gouania_willdenowi
ENSPMEP00000029282	ENSPMEG00000000320	Poecilia_mexicana
ENSPMGP00000000043	ENSPMGG00000000037	Periophthalmus_magnuspinnatus
ENSHCOP00000011453	ENSHCOG00000000684	Hippocampus_comes
ENSGMOP00000006943	ENSGMOG00000006538	Gadus_morhua
ENSCHAP00000048888	ENSCHAG00000022497	Clupea_harengus
ENSDCDP00000040033	ENSDCDG00000026440	Denticeps_clupeoides
ENSEEEP00000033614	ENSEEEG00000015992	Electrophorus_electricus
ENSIPUP00000029798	ENSIPUG00000020132	Ictalurus_punctatus
ENSAMXP00000012525	ENSAMXG00000012181	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001797	ENSPNAG00000000943	Pygocentrus_nattereri
ENSDARP00000116525	ENSDARG00000077994	Danio_rerio
ENSLOCP00000003099	ENSLOCG00000002636	Lepisosteus_oculatus
ENSECRP00000013821	ENSECRG00000009213	Erpetoichthys_calabaricus
ENSCMIP00000023234	ENSCMIG00000010409	Callorhinchus_milii
ENSPMAP00000006966	ENSPMAG00000006310	Petromyzon_marinus
ENSEBUP00000013497	ENSEBUG00000008524	Eptatretus_burgeri
