ENSAPLP00000023206	ENSAPLG00000030157	Anas_platyrhynchos_platyrhynchos
ENSSMRP00000017864	ENSSMRG00000013933	Salvator_merianae
ENSCSEP00000008629	ENSCSEG00000005508	Cynoglossus_semilaevis
ENSPSMP00000035325	ENSPSMG00000024339	Prolemur_simus
ENSCGRP00015014171	ENSCGRG00015010906	Cricetulus_griseus_CriGri-PICR
ENSBIXP00005014772	ENSBIXG00005018690	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOMEP00000000712	ENSOMEG00000001592	Oryzias_melastigma
ENSCATP00000005007	ENSCATG00000016923	Cercocebus_atys
ENSBSLP00000032400	ENSBSLG00000015877	Betta_splendens
ENSSFOP00015036769	ENSSFOG00015023385	Scleropages_formosus
ENSPCOP00000021907	ENSPCOG00000023010	Propithecus_coquereli
ENSMUSP00000146473	ENSMUSG00000051515	Mus_musculus_strain_reference_(CL57BL6)
ENSPPYP00000004665	ENSPPYG00000004087	Pongo_abelii
ENSCVAP00000029902	ENSCVAG00000018020	Cyprinodon_variegatus
ENSNGAP00000004009	ENSNGAG00000005012	Nannospalax_galili
ENSCJAP00000042161	ENSCJAG00000014709	Callithrix_jacchus
ENSMEUP00000010007	ENSMEUG00000010969	Notamacropus_eugenii
ENSNSUP00000025902	ENSNSUG00000018617	Notechis_scutatus
ENSMMOP00000000376	ENSMMOG00000000309	Mola_mola
ENSPPYP00000006927	ENSPPYG00000006091	Pongo_abelii
ENSSSCP00000054260	ENSSSCG00000040253	Sus_scrofa_strain_reference
ENSLACP00000002951	ENSLACG00000002640	Latimeria_chalumnae	ENSLACT00000002976
ENSGACP00000010729	ENSGACG00000008113	Gasterosteus_aculeatus	ENSGACT00000010751
ENSMMUP00000016280	ENSMMUG00000012398	Macaca_mulatta
ENSPTRP00000011369	ENSPTRG00000006667	Pan_troglodytes
MGP_SPRETEiJ_P0034711	MGP_SPRETEiJ_G0018894	Mus_spretus_strain_SPRET/EiJ
ENSPVAP00000012994	ENSPVAG00000013779	Pteropus_vampyrus
ENSPTRP00000047762	ENSPTRG00000028459	Pan_troglodytes
ENSMMUP00000076928	ENSMMUG00000061566	Macaca_mulatta
ENSGALP00000073772	ENSGALG00000053106	Gallus_gallus
ENSMMMP00000000950	ENSMMMG00000000893	Marmota_marmota_marmota
ENSP00000267594	ENSG00000140067	Homo_sapiens
ENSPNAP00000004365	ENSPNAG00000010800	Pygocentrus_nattereri
ENSMNEP00000010610	ENSMNEG00000029720	Macaca_nemestrina
ENSGACP00000015962	ENSGACG00000012067	Gasterosteus_aculeatus
ENSPEMP00000037080	ENSPEMG00000000363	Peromyscus_maniculatus_bairdii
ENSECAP00000046963	ENSECAG00000042516	Equus_caballus
ENSXCOP00000008462	ENSXCOG00000006489	Xiphophorus_couchianus
ENSCAFP00000038753	ENSCAFG00000028722	Canis_lupus_familiaris
ENSPEMP00000006593	ENSPEMG00000008785	Peromyscus_maniculatus_bairdii
ENSXMAP00000020280	ENSXMAG00000020233	Xiphophorus_maculatus
ENSPCAP00000009321	ENSPCAG00000010021	Procavia_capensis
ENSPLAP00000012177	ENSPLAG00000015423	Poecilia_latipinna
ENSSDUP00000018277	ENSSDUG00000013352	Seriola_dumerili
ENSCGRP00001007141	ENSCGRG00001009594	Cricetulus_griseus_CHOK1GS_HDv1
ENSBIXP00000008736	ENSBIXG00000001746	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSRROP00000010416	ENSRROG00000029614	Rhinopithecus_roxellana
ENSNLEP00000020143	ENSNLEG00000016614	Nomascus_leucogenys
ENSBTAP00000008954	ENSBTAG00000006812	Bos_taurus
ENSAPOP00000019238	ENSAPOG00000022653	Acanthochromis_polyacanthus
ENSPNYP00000012768	ENSPNYG00000009689	Pundamilia_nyererei
ENSCHOP00000009614	ENSCHOG00000010868	Choloepus_hoffmanni
ENSEASP00005018510	ENSEASG00005012761	Equus_asinus_asinus
ENSMLUP00000021786	ENSMLUG00000005098	Myotis_lucifugus
ENSSHAP00000006845	ENSSHAG00000005948	Sarcophilus_harrisii
ENSAMXP00005011055	ENSAMXG00005006105	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMUGP00000006924	ENSMUGG00000006392	Meriones_unguiculatus
ENSCCAP00000003177	ENSCCAG00000017722	Cebus_capucinus_imitator
ENSORLP00015019934	ENSORLG00015000588	Oryzias_latipes_ASM223469v1
ENSCCNP00000011505	ENSCCNG00000011939	Castor_canadensis
ENSODEP00000015708	ENSODEG00000011589	Octodon_degus
ENSDCDP00000022512	ENSDCDG00000017285	Denticeps_clupeoides
ENSAOCP00000025117	ENSAOCG00000012466	Amphiprion_ocellaris
ENSHHUP00000017238	ENSHHUG00000010756	Hucho_hucho
MGP_CAROLIEiJ_P0033184	MGP_CAROLIEiJ_G0018049	Mus_caroli_strain_CAROLI_EIJ
ENSXETP00000015562	ENSXETG00000000187	Xenopus_tropicalis
ENSPTEP00000009634	ENSPTEG00000010938	Piliocolobus_tephrosceles
ENSTGUP00000012999	ENSTGUG00000012631	Taeniopygia_guttata	ENSTGUT00000013147
ENSCSAP00000007231	ENSCSAG00000011011	Chlorocebus_sabaeus
ENSTGEP00000005056	ENSTGEG00000004230	Theropithecus_gelada
ENSBIXP00005037804	ENSBIXG00005019693	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSVVUP00000025421	ENSVVUG00000018655	Vulpes_vulpes
ENSRBIP00000003484	ENSRBIG00000016527	Rhinopithecus_bieti
ENSCJAP00000017662	ENSCJAG00000009639	Callithrix_jacchus
ENSTRUP00000035287	ENSTRUG00000013809	Takifugu_rubripes
ENSRNOP00000014284	ENSRNOG00000010763	Rattus_norvegicus
ENSCABP00000030618	ENSCABG00000022376	Chelonoidis_abingdonii
ENSGWIP00000018512	ENSGWIG00000010224	Gouania_willdenowi
ENSMLUP00000014064	ENSMLUG00000015438	Myotis_lucifugus
ENSJJAP00000012116	ENSJJAG00000015258	Jaculus_jaculus
ENSLAFP00000020573	ENSLAFG00000026366	Loxodonta_africana
ENSDNOP00000031698	ENSDNOG00000045964	Dasypus_novemcinctus
ENSGGOP00000030748	ENSGGOG00000015423	Gorilla_gorilla
ENSLOCP00000022298	ENSLOCG00000018197	Lepisosteus_oculatus
ENSORLP00000003522	ENSORLG00000002825	Oryzias_latipes_ASM223467v1
ENSECAP00000032849	ENSECAG00000030706	Equus_caballus
ENSCLAP00000022122	ENSCLAG00000015167	Chinchilla_lanigera
ENSPMJP00000001305	ENSPMJG00000001078	Parus_major
ENSUPAP00010014559	ENSUPAG00010011665	Urocitellus_parryii
ENSHGLP00000028328	ENSHGLG00000020566	Heterocephalus_glaber_HetGla_female_1.0
ENSPMGP00000019860	ENSPMGG00000016089	Periophthalmus_magnuspinnatus
ENSMICP00000044542	ENSMICG00000046022	Microcebus_murinus
ENSNBRP00000002640	ENSNBRG00000002127	Neolamprologus_brichardi
ENSPRNP00000024353	ENSPRNG00000012397	Parambassis_ranga
ENSKMAP00000005769	ENSKMAG00000004379	Kryptolebias_marmoratus
ENSRBIP00000004049	ENSRBIG00000019105	Rhinopithecus_bieti
ENSANAP00000007038	ENSANAG00000021593	Aotus_nancymaae
ENSANAP00000013999	ENSANAG00000024917	Aotus_nancymaae
ENSPTIP00000016516	ENSPTIG00000015271	Panthera_tigris_altaica
ENSDORP00000016530	ENSDORG00000010022	Dipodomys_ordii
ENSNGAP00000005097	ENSNGAG00000007129	Nannospalax_galili
ENSNLEP00000020921	ENSNLEG00000017226	Nomascus_leucogenys
ENSPMEP00000008073	ENSPMEG00000009780	Poecilia_mexicana
ENSMAMP00000017808	ENSMAMG00000012027	Mastacembelus_armatus
ENSFALP00000002586	ENSFALG00000002486	Ficedula_albicollis	ENSFALT00000002598
ENSOCUP00000032736	ENSOCUG00000029928	Oryctolagus_cuniculus
MGP_PahariEiJ_P0083300	MGP_PahariEiJ_G0029808	Mus_pahari_strain_PAHARI_EIJ
ENSELUP00000024251	ENSELUG00000023042	Esox_lucius
ENSHGLP00100023989	ENSHGLG00100017620	Heterocephalus_glaber_HetGla_1.0
ENSPPRP00000026334	ENSPPRG00000016990	Panthera_pardus
ENSCHIP00000002340	ENSCHIG00000005426	Capra_hircus
ENSRNOP00000067135	ENSRNOG00000046677	Rattus_norvegicus
ENSGGOP00000002470	ENSGGOG00000002509	Gorilla_gorilla
ENSPANP00000018054	ENSPANG00000020377	Papio_anubis
ENSABRP00000010314	ENSABRG00000009251	Anser_brachyrhynchus
ENSGALP00000073742	ENSGALG00000054735	Gallus_gallus
ENSHGLP00000009574	ENSHGLG00000006866	Heterocephalus_glaber_HetGla_female_1.0
ENSEEUP00000006793	ENSEEUG00000007478	Erinaceus_europaeus
ENSRROP00000024452	ENSRROG00000036026	Rhinopithecus_roxellana
ENSTNIP00000020504	ENSTNIG00000017366	Tetraodon_nigroviridis	ENSTNIT00000020736
ENSVURP00010008595	ENSVURG00010006678	Vombatus_ursinus
ENSCGRP00015028930	ENSCGRG00015021904	Cricetulus_griseus_CriGri-PICR
ENSP00000365295	ENSG00000182103	Homo_sapiens
ENSACAP00000020801	ENSACAG00000023211	Anolis_carolinensis
ENSLBEP00000001335	ENSLBEG00000001050	Labrus_bergylta
ENSRNOP00000067372	ENSRNOG00000048412	Rattus_norvegicus
ENSLSDP00000001105	ENSLSDG00000000877	Lonchura_striata_domestica
ENSCHAP00000044403	ENSCHAG00000020647	Clupea_harengus
ENSSSCP00000015818	ENSSSCG00000014897	Sus_scrofa_strain_reference
ENSPFOP00000020417	ENSPFOG00000020291	Poecilia_formosa	ENSPFOT00000020441
ENSOGAP00000020632	ENSOGAG00000026917	Otolemur_garnettii
ENSPPAP00000019316	ENSPPAG00000032837	Pan_paniscus
ENSOGAP00000008466	ENSOGAG00000009460	Otolemur_garnettii
ENSLCAP00010008592	ENSLCAG00010004137	Lates_calcarifer
ENSCSAP00000017392	ENSCSAG00000000614	Chlorocebus_sabaeus
ENSPKIP00000005554	ENSPKIG00000022186	Paramormyrops_kingsleyae
ENSPPAP00000036491	ENSPPAG00000041003	Pan_paniscus
ENSMAUP00000023655	ENSMAUG00000020753	Mesocricetus_auratus
ENSBTAP00000054587	ENSBTAG00000046590	Bos_taurus
ENSHCOP00000008476	ENSHCOG00000010721	Hippocampus_comes
ENSCVAP00000004507	ENSCVAG00000005800	Cyprinodon_variegatus	ENSCVAT00000008229
ENSPFOP00000020842	ENSPFOG00000020718	Poecilia_formosa
ENSFHEP00000029316	ENSFHEG00000013980	Fundulus_heteroclitus
ENSPSMP00000013460	ENSPSMG00000009675	Prolemur_simus
ENSUPAP00010000522	ENSUPAG00010000461	Urocitellus_parryii
ENSUAMP00000018316	ENSUAMG00000014533	Ursus_americanus
ENSMODP00000032880	ENSMODG00000024078	Monodelphis_domestica
ENSACIP00000030913	ENSACIG00000023911	Amphilophus_citrinellus
ENSPTEP00000036734	ENSPTEG00000034464	Piliocolobus_tephrosceles
ENSMSIP00000037083	ENSMSIG00000030904	Mus_spicilegus
ENSPPYP00000004258	ENSPPYG00000003728	Pongo_abelii
ENSORLP00020014325	ENSORLG00020015325	Oryzias_latipes_ASM223471v1
ENSMOCP00000022863	ENSMOCG00000019765	Microtus_ochrogaster
ENSCPGP00000011942	ENSCPGG00000008507	Calidris_pygmaea
