ENSPMAP00000002302	ENSPMAG00000002105	Petromyzon_marinus	ENSPMAT00000002313
ENSEBUP00000021133	ENSEBUG00000013062	Eptatretus_burgeri	ENSEBUT00000021709
ENSSLDP00000033306	ENSSLDG00000025491	Seriola_lalandi_dorsalis
ENSAHAP00000012048	ENSAHAG00000008665	Apteryx_haastii
ENSLCOP00000023144	ENSLCOG00000016235	Lepidothrix_coronata
ENSMVIP00005025485	ENSMVIG00005017807	Manacus_vitellinus
ENSCCEP00000016023	ENSCCEG00000015061	Cyanistes_caeruleus
ENSPMJP00000018264	ENSPMJG00000013675	Parus_major
ENSFALP00000011951	ENSFALG00000011450	Ficedula_albicollis
ENSTGUP00000012157	ENSTGUG00000011798	Taeniopygia_guttata
ENSLSDP00000022618	ENSLSDG00000015988	Lonchura_striata_domestica
ENSSCAP00000019602	ENSSCAG00000014151	Serinus_canaria
ENSJHYP00000021819	ENSJHYG00000016501	Junco_hyemalis
ENSZALP00000020540	ENSZALG00000016143	Zonotrichia_albicollis
ENSCPGP00000018495	ENSCPGG00000012927	Calidris_pygmaea
ENSCPUP00000026411	ENSCPUG00000017790	Calidris_pugnax
ENSMUNP00000016455	ENSMUNG00000012673	Melopsittacus_undulatus
ENSGALP00000023911	ENSGALG00000014841	Gallus_gallus
ENSMGAP00000014032	ENSMGAG00000013282	Meleagris_gallopavo
ENSCJPP00005010525	ENSCJPG00005009155	Coturnix_japonica
ENSNMEP00000026181	ENSNMEG00000022103	Numida_meleagris
ENSABRP00000009009	ENSABRG00000008038	Anser_brachyrhynchus
ENSAPLP00000031902	ENSAPLG00000003198	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005007036	ENSCPRG00005004992	Crocodylus_porosus
ENSCPBP00000003564	ENSCPBG00000002896	Chrysemys_picta_bellii
ENSCABP00000001364	ENSCABG00000001126	Chelonoidis_abingdonii
ENSCABP00000030700	ENSCABG00000022445	Chelonoidis_abingdonii
ENSGAGP00000031645	ENSGAGG00000022731	Gopherus_agassizii
ENSCPBP00000026140	ENSCPBG00000018553	Chrysemys_picta_bellii
ENSPSIP00000014051	ENSPSIG00000012609	Pelodiscus_sinensis
ENSVURP00010030304	ENSVURG00010023177	Vombatus_ursinus
ENSPCIP00000015662	ENSPCIG00000012159	Phascolarctos_cinereus
ENSVURP00010007851	ENSVURG00010006054	Vombatus_ursinus
ENSVURP00010008126	ENSVURG00010006287	Vombatus_ursinus
ENSPCIP00000038686	ENSPCIG00000028455	Phascolarctos_cinereus
ENSMEUP00000008986	ENSMEUG00000009859	Notamacropus_eugenii
ENSSHAP00000017670	ENSSHAG00000015003	Sarcophilus_harrisii
ENSMODP00000022080	ENSMODG00000017712	Monodelphis_domestica
ENSGGOP00000027741	ENSGGOG00000006074	Gorilla_gorilla
ENSP00000381220	ENSG00000111906	Homo_sapiens
ENSPPAP00000021334	ENSPPAG00000033871	Pan_paniscus
ENSPTRP00000092171	ENSPTRG00000018573	Pan_troglodytes
ENSPPYP00000019020	ENSPPYG00000016986	Pongo_abelii
ENSNLEP00000016951	ENSNLEG00000013960	Nomascus_leucogenys
ENSPANP00000005921	ENSPANG00000016874	Papio_anubis
ENSTGEP00000008295	ENSTGEG00000006781	Theropithecus_gelada
ENSCATP00000032297	ENSCATG00000039225	Cercocebus_atys
ENSMLEP00000040196	ENSMLEG00000044115	Mandrillus_leucophaeus
ENSMFAP00000009335	ENSMFAG00000000882	Macaca_fascicularis
ENSMNEP00000035952	ENSMNEG00000041109	Macaca_nemestrina
ENSMMUP00000047119	ENSMMUG00000015317	Macaca_mulatta
ENSCSAP00000012378	ENSCSAG00000016309	Chlorocebus_sabaeus
ENSRBIP00000001661	ENSRBIG00000008334	Rhinopithecus_bieti
ENSRROP00000019173	ENSRROG00000033611	Rhinopithecus_roxellana
ENSCANP00000008070	ENSCANG00000026565	Colobus_angolensis_palliatus
ENSPTEP00000011005	ENSPTEG00000012416	Piliocolobus_tephrosceles
ENSSBOP00000030698	ENSSBOG00000031623	Saimiri_boliviensis_boliviensis
ENSCJAP00000078177	ENSCJAG00000003773	Callithrix_jacchus
ENSCCAP00000026349	ENSCCAG00000030967	Cebus_capucinus_imitator
ENSANAP00000028632	ENSANAG00000032147	Aotus_nancymaae
ENSTSYP00000010244	ENSTSYG00000011164	Carlito_syrichta
ENSPCOP00000014196	ENSPCOG00000018777	Propithecus_coquereli
ENSPSMP00000005184	ENSPSMG00000004002	Prolemur_simus
ENSMICP00000012807	ENSMICG00000014059	Microcebus_murinus
ENSMICP00000027941	ENSMICG00000030077	Microcebus_murinus
ENSOGAP00000013809	ENSOGAG00000015421	Otolemur_garnettii
ENSTBEP00000010217	ENSTBEG00000011826	Tupaia_belangeri
ENSCGRP00001022336	ENSCGRG00001020909	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014463	ENSCGRG00015011113	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000350	ENSCGRG00000000325	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017470	ENSMAUG00000016324	Mesocricetus_auratus
ENSMOCP00000023674	ENSMOCG00000020320	Microtus_ochrogaster
ENSPEMP00000022305	ENSPEMG00000019710	Peromyscus_maniculatus_bairdii
ENSMSIP00000006375	ENSMSIG00000005699	Mus_spicilegus
MGP_SPRETEiJ_P0023725	MGP_SPRETEiJ_G0016025	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0022587	MGP_CAROLIEiJ_G0015216	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000000304	ENSMUSG00000000295	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0056649	MGP_PahariEiJ_G0023838	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034339	ENSRNOG00000021442	Rattus_norvegicus
ENSMUGP00000026052	ENSMUGG00000021731	Meriones_unguiculatus
ENSMUGP00000025903	ENSMUGG00000021617	Meriones_unguiculatus
ENSNGAP00000012837	ENSNGAG00000014584	Nannospalax_galili
ENSJJAP00000001876	ENSJJAG00000002843	Jaculus_jaculus
ENSHGLP00100003115	ENSHGLG00100002382	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001644	ENSHGLG00000001251	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000005493	ENSFDAG00000014439	Fukomys_damarensis
ENSCPOP00000011838	ENSCPOG00000013151	Cavia_porcellus
ENSCAPP00000017657	ENSCAPG00000017265	Cavia_aperea
ENSODEP00000006728	ENSODEG00000005034	Octodon_degus
ENSCLAP00000013272	ENSCLAG00000009168	Chinchilla_lanigera
ENSCCNP00000019984	ENSCCNG00000020009	Castor_canadensis
ENSDORP00000002867	ENSDORG00000003052	Dipodomys_ordii
ENSUPAP00010025874	ENSUPAG00010020462	Urocitellus_parryii
ENSMMMP00000018525	ENSMMMG00000016409	Marmota_marmota_marmota
ENSSDAP00000004030	ENSSDAG00000003799	Spermophilus_dauricus
ENSSTOP00000025912	ENSSTOG00000031268	Ictidomys_tridecemlineatus
ENSOCUP00000010194	ENSOCUG00000011863	Oryctolagus_cuniculus
ENSOPRP00000000303	ENSOPRG00000000343	Ochotona_princeps
ENSPVAP00000005178	ENSPVAG00000005470	Pteropus_vampyrus
ENSMLUP00000000716	ENSMLUG00000000786	Myotis_lucifugus
ENSECAP00000010082	ENSECAG00000012184	Equus_caballus
ENSEASP00005013429	ENSEASG00005009371	Equus_asinus_asinus
ENSMPUP00000014417	ENSMPUG00000014527	Mustela_putorius_furo
ENSNVIP00000002269	ENSNVIG00000001857	Neovison_vison
ENSCAFP00020027738	ENSCAFG00020021778	Canis_lupus_dingo
ENSCAFP00000030799	ENSCAFG00000001030	Canis_lupus_familiaris
ENSVVUP00000000721	ENSVVUG00000000563	Vulpes_vulpes
ENSUAMP00000014293	ENSUAMG00000011484	Ursus_americanus
ENSUMAP00000001328	ENSUMAG00000001255	Ursus_maritimus
ENSAMEP00000010114	ENSAMEG00000009635	Ailuropoda_melanoleuca
ENSPPRP00000021243	ENSPPRG00000012113	Panthera_pardus
ENSPTIP00000017832	ENSPTIG00000016152	Panthera_tigris_altaica
ENSFCAP00000021010	ENSFCAG00000031276	Felis_catus
ENSEEUP00000012119	ENSEEUG00000013314	Erinaceus_europaeus
ENSSARP00000005868	ENSSARG00000006483	Sorex_araneus
ENSBIXP00005031642	ENSBIXG00005001234	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032974	ENSBIXG00000000893	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000004334	ENSBTAG00000003340	Bos_taurus
ENSBMUP00000017617	ENSBMUG00000013326	Bos_mutus
ENSBBBP00000017872	ENSBBBG00000010455	Bison_bison_bison
ENSCHIP00000013094	ENSCHIG00000014646	Capra_hircus
ENSOARP00000008532	ENSOARG00000007948	Ovis_aries
ENSTTRP00000002110	ENSTTRG00000002258	Tursiops_truncatus
ENSSSCP00000004562	ENSSSCG00000004224	Sus_scrofa_strain_reference
ENSLAFP00000001338	ENSLAFG00000001602	Loxodonta_africana
ENSPCAP00000005784	ENSPCAG00000006244	Procavia_capensis
ENSETEP00000002826	ENSETEG00000003449	Echinops_telfairi
ENSDNOP00000000836	ENSDNOG00000001095	Dasypus_novemcinctus
ENSOANP00000025551	ENSOANG00000020120	Ornithorhynchus_anatinus
ENSXETP00000010242	ENSXETG00000010975	Xenopus_tropicalis
ENSLACP00000020643	ENSLACG00000018138	Latimeria_chalumnae
ENSCMIP00000026833	ENSCMIG00000011707	Callorhinchus_milii
ENSCSAVP00000001655	ENSCSAVG00000000956	Ciona_savignyi
ENSCINP00000013201	ENSCING00000006407	Ciona_intestinalis
FBpp0078921	FBgn0031836	Drosophila_melanogaster
F45F2.9b.1	WBGene00018481	Caenorhabditis_elegans_strain_N2
YBR242W_mRNA	YBR242W	Saccharomyces_cerevisiae_strain_S288C
YGL101W_mRNA	YGL101W	Saccharomyces_cerevisiae_strain_S288C
