ENSACAP00000004635	ENSACAG00000004676	Anolis_carolinensis	ENSACAT00000004741
ENSPVIP00000027355	ENSPVIG00000020333	Pogona_vitticeps	ENSPVIT00000033638
ENSNSUP00000008907	ENSNSUG00000006848	Notechis_scutatus	ENSNSUT00000009533
ENSSMRP00000028311	ENSSMRG00000021770	Salvator_merianae
ENSPKIP00000039357	ENSPKIG00000016674	Paramormyrops_kingsleyae
ENSCHAP00000034552	ENSCHAG00000015952	Clupea_harengus
ENSDCDP00000056719	ENSDCDG00000033280	Denticeps_clupeoides
ENSAMXP00000033742	ENSAMXG00000034993	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007650	ENSAMXG00005004544	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034925	ENSPNAG00000024558	Pygocentrus_nattereri
ENSIPUP00000005777	ENSIPUG00000004019	Ictalurus_punctatus
ENSEEEP00000031265	ENSEEEG00000014974	Electrophorus_electricus
ENSDARP00000126679	ENSDARG00000062667	Danio_rerio
ENSSDUP00000031565	ENSSDUG00000022679	Seriola_dumerili
ENSSLDP00000023977	ENSSLDG00000018653	Seriola_lalandi_dorsalis
ENSLCAP00010033381	ENSLCAG00010015695	Lates_calcarifer
ENSSMAP00000030087	ENSSMAG00000018408	Scophthalmus_maximus
ENSATEP00000030194	ENSATEG00000020833	Anabas_testudineus
ENSBSLP00000016725	ENSBSLG00000008760	Betta_splendens
ENSMAMP00000021248	ENSMAMG00000014251	Mastacembelus_armatus
ENSAPEP00000026257	ENSAPEG00000018633	Amphiprion_percula
ENSAPEP00000031143	ENSAPEG00000022078	Amphiprion_percula
ENSPRNP00000042576	ENSPRNG00000020805	Parambassis_ranga
ENSMZEP00005019967	ENSMZEG00005014985	Maylandia_zebra
ENSACLP00000016974	ENSACLG00000011529	Astatotilapia_calliptera
ENSHBUP00000021396	ENSHBUG00000023765	Haplochromis_burtoni
ENSPNYP00000014198	ENSPNYG00000010760	Pundamilia_nyererei
ENSNBRP00000016526	ENSNBRG00000012709	Neolamprologus_brichardi
ENSONIP00000020731	ENSONIG00000016460	Oreochromis_niloticus
ENSACIP00000017127	ENSACIG00000013248	Amphilophus_citrinellus
ENSGWIP00000007514	ENSGWIG00000003882	Gouania_willdenowi
ENSFHEP00000014534	ENSFHEG00000016154	Fundulus_heteroclitus
ENSCVAP00000017650	ENSCVAG00000020842	Cyprinodon_variegatus
ENSXMAP00000016974	ENSXMAG00000016920	Xiphophorus_maculatus
ENSXCOP00000000210	ENSXCOG00000000204	Xiphophorus_couchianus
ENSGAFP00000001603	ENSGAFG00000001104	Gambusia_affinis
ENSPLAP00000008822	ENSPLAG00000011461	Poecilia_latipinna
ENSPMEP00000006893	ENSPMEG00000000841	Poecilia_mexicana
ENSPFOP00000015618	ENSPFOG00000015572	Poecilia_formosa
ENSPREP00000033847	ENSPREG00000022926	Poecilia_reticulata
ENSKMAP00000027872	ENSKMAG00000020675	Kryptolebias_marmoratus
ENSORLP00000042880	ENSORLG00000005415	Oryzias_latipes_ASM223467v1
ENSORLP00020032115	ENSORLG00020017535	Oryzias_latipes_ASM223471v1
ENSORLP00015031250	ENSORLG00015015473	Oryzias_latipes_ASM223469v1
ENSOMEP00000020851	ENSOMEG00000022763	Oryzias_melastigma
ENSLCRP00005054206	ENSLCRG00005020251	Larimichthys_crocea
ENSCGOP00000038484	ENSCGOG00000017270	Cottoperca_gobio
ENSGACP00000009149	ENSGACG00000006899	Gasterosteus_aculeatus
ENSLBEP00000026724	ENSLBEG00000020280	Labrus_bergylta
ENSTRUP00000014508	ENSTRUG00000005965	Takifugu_rubripes
ENSTNIP00000022106	ENSTNIG00000018919	Tetraodon_nigroviridis
ENSMMOP00000000980	ENSMMOG00000000834	Mola_mola
ENSAPOP00000028141	ENSAPOG00000013207	Acanthochromis_polyacanthus
ENSAOCP00000016196	ENSAOCG00000021099	Amphiprion_ocellaris
ENSSPAP00000011768	ENSSPAG00000008921	Stegastes_partitus
ENSSLDP00000013479	ENSSLDG00000010744	Seriola_lalandi_dorsalis
ENSHCOP00000014241	ENSHCOG00000017555	Hippocampus_comes
ENSPMGP00000023636	ENSPMGG00000019112	Periophthalmus_magnuspinnatus
ENSMALP00000031259	ENSMALG00000021579	Monopterus_albus
ENSGMOP00000019001	ENSGMOG00000017660	Gadus_morhua
ENSELUP00000003492	ENSELUG00000004710	Esox_lucius
ENSHHUP00000003714	ENSHHUG00000002170	Hucho_hucho
ENSDCDP00000011894	ENSDCDG00000005365	Denticeps_clupeoides
ENSCHAP00000028538	ENSCHAG00000013278	Clupea_harengus
ENSAMXP00000046695	ENSAMXG00000015095	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007956	ENSAMXG00005004508	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001870	ENSPNAG00000008434	Pygocentrus_nattereri
ENSIPUP00000023327	ENSIPUG00000015775	Ictalurus_punctatus
ENSEEEP00000005791	ENSEEEG00000003066	Electrophorus_electricus
ENSDARP00000129002	ENSDARG00000015184	Danio_rerio
ENSMALP00000012097	ENSMALG00000008569	Monopterus_albus
ENSBSLP00000034064	ENSBSLG00000016378	Betta_splendens
ENSMMOP00000022000	ENSMMOG00000016724	Mola_mola
ENSTNIP00000017992	ENSTNIG00000014945	Tetraodon_nigroviridis
ENSCGOP00000052158	ENSCGOG00000022997	Cottoperca_gobio
ENSGACP00000012589	ENSGACG00000009540	Gasterosteus_aculeatus
ENSLBEP00000009464	ENSLBEG00000007259	Labrus_bergylta
ENSLCRP00005017883	ENSLCRG00005007308	Larimichthys_crocea
ENSAPEP00000002582	ENSAPEG00000001839	Amphiprion_percula
ENSAOCP00000021544	ENSAOCG00000006459	Amphiprion_ocellaris
ENSAPOP00000001898	ENSAPOG00000003259	Acanthochromis_polyacanthus
ENSSMAP00000018463	ENSSMAG00000011253	Scophthalmus_maximus
ENSCSEP00000016009	ENSCSEG00000010278	Cynoglossus_semilaevis
ENSLCAP00010051505	ENSLCAG00010023956	Lates_calcarifer
ENSSDUP00000031182	ENSSDUG00000022409	Seriola_dumerili
ENSSLDP00000030723	ENSSLDG00000023618	Seriola_lalandi_dorsalis
ENSFHEP00000019140	ENSFHEG00000021036	Fundulus_heteroclitus
ENSCVAP00000031315	ENSCVAG00000020542	Cyprinodon_variegatus
ENSXMAP00000025782	ENSXMAG00000008287	Xiphophorus_maculatus
ENSXCOP00000023402	ENSXCOG00000017470	Xiphophorus_couchianus
ENSGAFP00000004459	ENSGAFG00000003018	Gambusia_affinis
ENSPFOP00000008571	ENSPFOG00000008101	Poecilia_formosa
ENSPLAP00000031711	ENSPLAG00000023818	Poecilia_latipinna
ENSPMEP00000000061	ENSPMEG00000024407	Poecilia_mexicana
ENSPREP00000013888	ENSPREG00000009425	Poecilia_reticulata
ENSKMAP00000014001	ENSKMAG00000010453	Kryptolebias_marmoratus
ENSORLP00020027652	ENSORLG00020010742	Oryzias_latipes_ASM223471v1
ENSORLP00015002874	ENSORLG00015003599	Oryzias_latipes_ASM223469v1
ENSORLP00000032849	ENSORLG00000002793	Oryzias_latipes_ASM223467v1
ENSOMEP00000019154	ENSOMEG00000020973	Oryzias_melastigma
ENSACLP00000000078	ENSACLG00000000062	Astatotilapia_calliptera
ENSMZEP00005030881	ENSMZEG00005023002	Maylandia_zebra
ENSHBUP00000006407	ENSHBUG00000007938	Haplochromis_burtoni
ENSPNYP00000017457	ENSPNYG00000013196	Pundamilia_nyererei
ENSONIP00000001052	ENSONIG00000000827	Oreochromis_niloticus
ENSACIP00000010466	ENSACIG00000008139	Amphilophus_citrinellus
ENSSPAP00000006889	ENSSPAG00000005270	Stegastes_partitus
ENSPRNP00000015352	ENSPRNG00000008246	Parambassis_ranga
ENSGWIP00000049759	ENSGWIG00000024254	Gouania_willdenowi
ENSATEP00000033874	ENSATEG00000023295	Anabas_testudineus
ENSNBRP00000004491	ENSNBRG00000003561	Neolamprologus_brichardi
ENSOMEP00000031346	ENSOMEG00000016081	Oryzias_melastigma
ENSTRUP00000042524	ENSTRUG00000016624	Takifugu_rubripes
ENSTNIP00000022725	ENSTNIG00000019505	Tetraodon_nigroviridis
ENSPMGP00000016494	ENSPMGG00000013555	Periophthalmus_magnuspinnatus
ENSMAMP00000032720	ENSMAMG00000022016	Mastacembelus_armatus
ENSHCOP00000002755	ENSHCOG00000004051	Hippocampus_comes
ENSGMOP00000009509	ENSGMOG00000008887	Gadus_morhua
ENSHHUP00000044749	ENSHHUG00000027359	Hucho_hucho
ENSHHUP00000008477	ENSHHUG00000005188	Hucho_hucho
ENSELUP00000016205	ENSELUG00000016081	Esox_lucius
ENSSFOP00015024058	ENSSFOG00015015439	Scleropages_formosus
ENSPKIP00000005801	ENSPKIG00000022310	Paramormyrops_kingsleyae
ENSLOCP00000014320	ENSLOCG00000011654	Lepisosteus_oculatus
ENSECRP00000028532	ENSECRG00000019318	Erpetoichthys_calabaricus
ENSCMIP00000019472	ENSCMIG00000009065	Callorhinchus_milii
