ENSCLAP00000000934	ENSCLAG00000000727	Chinchilla_lanigera	ENSCLAT00000000971
ENSODEP00000000252	ENSODEG00000000225	Octodon_degus	ENSODET00000000267
ENSCAPP00000008898	ENSCAPG00000010496	Cavia_aperea	ENSCAPT00000012607
ENSCPOP00000012888	ENSCPOG00000014306	Cavia_porcellus	ENSCPOT00000014448
ENSHGLP00000026889	ENSHGLG00000019120	Heterocephalus_glaber_HetGla_female_1.0
ENSCAFP00020006938	ENSCAFG00020005629	Canis_lupus_dingo
ENSVVUP00000004552	ENSVVUG00000003571	Vulpes_vulpes
ENSPPRP00000026715	ENSPPRG00000017640	Panthera_pardus
ENSPTIP00000025020	ENSPTIG00000020937	Panthera_tigris_altaica
ENSFCAP00000011764	ENSFCAG00000012687	Felis_catus
ENSPVAP00000011235	ENSPVAG00000011921	Pteropus_vampyrus
ENSEEUP00000010328	ENSEEUG00000011341	Erinaceus_europaeus
ENSEASP00005009482	ENSEASG00005006763	Equus_asinus_asinus
ENSECAP00000000424	ENSECAG00000000552	Equus_caballus
ENSCHOP00000000578	ENSCHOG00000000648	Choloepus_hoffmanni
ENSCHOP00000006858	ENSCHOG00000007745	Choloepus_hoffmanni
ENSDNOP00000010839	ENSDNOG00000013974	Dasypus_novemcinctus
ENSLAFP00000012435	ENSLAFG00000014850	Loxodonta_africana
ENSPCAP00000008763	ENSPCAG00000009416	Procavia_capensis
ENSPCIP00000021358	ENSPCIG00000016205	Phascolarctos_cinereus
ENSVURP00010013180	ENSVURG00010010111	Vombatus_ursinus
ENSMEUP00000013480	ENSMEUG00000014770	Notamacropus_eugenii
ENSSHAP00000000128	ENSSHAG00000000113	Sarcophilus_harrisii
ENSMODP00000030485	ENSMODG00000008884	Monodelphis_domestica
ENSMLUP00000004000	ENSMLUG00000004402	Myotis_lucifugus
ENSOANP00000006967	ENSOANG00000004400	Ornithorhynchus_anatinus
