ENSOARP00000003593	ENSOARG00000003361	Ovis_aries	ENSOART00000003657
ENSCHIP00000020735	ENSCHIG00000019289	Capra_hircus	ENSCHIT00000028571
ENSBTAP00000011388	ENSBTAG00000008635	Bos_taurus	ENSBTAT00000011388
ENSBIXP00000002179	ENSBIXG00000008658	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTBEP00000013642	ENSTBEG00000015711	Tupaia_belangeri
ENSMMMP00000027031	ENSMMMG00000023639	Marmota_marmota_marmota
ENSFDAP00000007269	ENSFDAG00000015814	Fukomys_damarensis
ENSNGAP00000009023	ENSNGAG00000011841	Nannospalax_galili
ENSCCNP00000000281	ENSCCNG00000000323	Castor_canadensis
ENSDORP00000006565	ENSDORG00000007003	Dipodomys_ordii
ENSMUSP00000101980	ENSMUSG00000030711	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0085593	MGP_SPRETEiJ_G0031571	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018491	ENSMSIG00000015694	Mus_spicilegus
MGP_CAROLIEiJ_P0082189	MGP_CAROLIEiJ_G0030457	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0018980	MGP_PahariEiJ_G0013667	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026186	ENSRNOG00000019342	Rattus_norvegicus
ENSMUGP00000013806	ENSMUGG00000011972	Meriones_unguiculatus
ENSCGRP00000008548	ENSCGRG00000006234	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001019419	ENSCGRG00001018863	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034026	ENSCGRG00015025669	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010459	ENSMAUG00000011339	Mesocricetus_auratus
ENSMOCP00000005708	ENSMOCG00000005225	Microtus_ochrogaster
ENSPEMP00000009718	ENSPEMG00000010934	Peromyscus_maniculatus_bairdii
ENSPEMP00000013774	ENSPEMG00000013756	Peromyscus_maniculatus_bairdii
ENSJJAP00000016864	ENSJJAG00000018594	Jaculus_jaculus
ENSUPAP00010015231	ENSUPAG00010012208	Urocitellus_parryii
ENSSDAP00000008643	ENSSDAG00000007875	Spermophilus_dauricus
ENSSTOP00000019965	ENSSTOG00000025698	Ictidomys_tridecemlineatus
ENSUPAP00010015153	ENSUPAG00010011945	Urocitellus_parryii
ENSSTOP00000016132	ENSSTOG00000020854	Ictidomys_tridecemlineatus
ENSSTOP00000011898	ENSSTOG00000027156	Ictidomys_tridecemlineatus
ENSSDAP00000008622	ENSSDAG00000007859	Spermophilus_dauricus
ENSMMMP00000027138	ENSMMMG00000023645	Marmota_marmota_marmota
ENSSDAP00000025584	ENSSDAG00000022914	Spermophilus_dauricus
ENSUPAP00010012056	ENSUPAG00010009779	Urocitellus_parryii
ENSSTOP00000012129	ENSSTOG00000026583	Ictidomys_tridecemlineatus
ENSSDAP00000008577	ENSSDAG00000007749	Spermophilus_dauricus
ENSMMMP00000027033	ENSMMMG00000023642	Marmota_marmota_marmota
ENSODEP00000018377	ENSODEG00000013542	Octodon_degus
ENSODEP00000019714	ENSODEG00000014553	Octodon_degus
ENSCLAP00000015128	ENSCLAG00000010427	Chinchilla_lanigera
ENSCPOP00000022251	ENSCPOG00000003910	Cavia_porcellus
ENSCAPP00000011959	ENSCAPG00000012919	Cavia_aperea
ENSOPRP00000008506	ENSOPRG00000009295	Ochotona_princeps
ENSOCUP00000049485	ENSOCUG00000001536	Oryctolagus_cuniculus
ENSLAFP00000015015	ENSLAFG00000017912	Loxodonta_africana
ENSPCAP00000003200	ENSPCAG00000003406	Procavia_capensis
ENSDNOP00000028754	ENSDNOG00000006489	Dasypus_novemcinctus
ENSCHOP00000012257	ENSCHOG00000013841	Choloepus_hoffmanni
ENSVURP00010011002	ENSVURG00010008499	Vombatus_ursinus
ENSPCIP00000033991	ENSPCIG00000025199	Phascolarctos_cinereus
ENSMEUP00000005695	ENSMEUG00000006240	Notamacropus_eugenii
ENSMODP00000019535	ENSMODG00000015650	Monodelphis_domestica
ENSSHAP00000013161	ENSSHAG00000011250	Sarcophilus_harrisii
ENSOANP00000015389	ENSOANG00000009695	Ornithorhynchus_anatinus
