ENSGWIP00000030815	ENSGWIG00000015999	Gouania_willdenowi
ENSCGOP00000056932	ENSCGOG00000024711	Cottoperca_gobio
ENSSDAP00000016046	ENSSDAG00000014530	Spermophilus_dauricus
ENSMALP00000000778	ENSMALG00000000593	Monopterus_albus
MGP_CAROLIEiJ_P0074439	MGP_CAROLIEiJ_G0028527	Mus_caroli_strain_CAROLI_EIJ
ENSCPUP00000014670	ENSCPUG00000010284	Calidris_pugnax
ENSATEP00000019918	ENSATEG00000013886	Anabas_testudineus
ENSHGLP00000013354	ENSHGLG00000009545	Heterocephalus_glaber_HetGla_female_1.0
ENSMMUP00000036430	ENSMMUG00000023758	Macaca_mulatta
ENSCPOP00000014337	ENSCPOG00000024548	Cavia_porcellus
ENSCINP00000027241	ENSCING00000015328	Ciona_intestinalis
ENSGGOP00000041160	ENSGGOG00000027896	Gorilla_gorilla
ENSMAMP00000010230	ENSMAMG00000006902	Mastacembelus_armatus
ENSPRNP00000048825	ENSPRNG00000023340	Parambassis_ranga
ENSPTIP00000013579	ENSPTIG00000013270	Panthera_tigris_altaica
ENSHCOP00000012068	ENSHCOG00000015019	Hippocampus_comes
ENSCCAP00000031438	ENSCCAG00000033770	Cebus_capucinus_imitator
ENSAPEP00000031649	ENSAPEG00000022446	Amphiprion_percula
ENSECAP00000009017	ENSECAG00000011079	Equus_caballus
ENSMMMP00000005809	ENSMMMG00000005228	Marmota_marmota_marmota
ENSEASP00005015363	ENSEASG00005010729	Equus_asinus_asinus
ENSBIXP00005035329	ENSBIXG00005016457	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSACIP00000012256	ENSACIG00000009562	Amphilophus_citrinellus
ENSAPOP00000028785	ENSAPOG00000014228	Acanthochromis_polyacanthus
ENSDNVP00000011506	ENSDNVG00000008117	Dromaius_novaehollandiae
ENSPVAP00000002442	ENSPVAG00000002582	Pteropus_vampyrus
ENSLCAP00010039854	ENSLCAG00010018614	Lates_calcarifer
ENSTRUP00000018050	ENSTRUG00000007313	Takifugu_rubripes
ENSNVIP00000025607	ENSNVIG00000019794	Neovison_vison
ENSPMEP00000029471	ENSPMEG00000015212	Poecilia_mexicana
ENSAMEP00000018419	ENSAMEG00000017428	Ailuropoda_melanoleuca
ENSCAPP00000016158	ENSCAPG00000016113	Cavia_aperea
ENSUAMP00000024300	ENSUAMG00000019005	Ursus_americanus
ENSCCAP00000001833	ENSCCAG00000011694	Cebus_capucinus_imitator
ENSCHAP00000055973	ENSCHAG00000025333	Clupea_harengus
ENSELUP00000036795	ENSELUG00000016189	Esox_lucius
ENSTGEP00000023316	ENSTGEG00000018884	Theropithecus_gelada
ENSABRP00000002564	ENSABRG00000002517	Anser_brachyrhynchus
ENSSMRP00000027361	ENSSMRG00000021100	Salvator_merianae	ENSSMRT00000031970
ENSTSYP00000000189	ENSTSYG00000000205	Carlito_syrichta
ENSSTOP00000002567	ENSSTOG00000002873	Ictidomys_tridecemlineatus
ENSMOCP00000020944	ENSMOCG00000018466	Microtus_ochrogaster
MGP_PahariEiJ_P0050510	MGP_PahariEiJ_G0022262	Mus_pahari_strain_PAHARI_EIJ
ENSFALP00000001681	ENSFALG00000001615	Ficedula_albicollis
ENSGMOP00000014651	ENSGMOG00000013706	Gadus_morhua
ENSANAP00000037133	ENSANAG00000036067	Aotus_nancymaae
ENSPCAP00000001597	ENSPCAG00000001730	Procavia_capensis
ENSPREP00000008688	ENSPREG00000005939	Poecilia_reticulata
ENSCSEP00000000493	ENSCSEG00000000349	Cynoglossus_semilaevis
ENSRNOP00000009308	ENSRNOG00000006968	Rattus_norvegicus
ENSCMIP00000024381	ENSCMIG00000010812	Callorhinchus_milii
ENSDORP00000006574	ENSDORG00000007011	Dipodomys_ordii
ENSXMAP00000003402	ENSXMAG00000003388	Xiphophorus_maculatus
ENSGALP00000048944	ENSGALG00000016731	Gallus_gallus	ENSGALT00000058814
ENSSSCP00000064268	ENSSSCG00000021007	Sus_scrofa_strain_reference
ENSGAGP00000026012	ENSGAGG00000019003	Gopherus_agassizii
ENSVPAP00000011297	ENSVPAG00000012147	Vicugna_pacos
ENSACLP00000031456	ENSACLG00000021351	Astatotilapia_calliptera
ENSMNEP00000031220	ENSMNEG00000039037	Macaca_nemestrina
ENSOPRP00000001774	ENSOPRG00000001929	Ochotona_princeps
ENSEEEP00000044879	ENSEEEG00000021181	Electrophorus_electricus
ENSPPAP00000034774	ENSPPAG00000040229	Pan_paniscus
ENSCGRP00001002309	ENSCGRG00001002468	Cricetulus_griseus_CHOK1GS_HDv1
ENSEBUP00000012023	ENSEBUG00000007688	Eptatretus_burgeri
ENSCPBP00000030775	ENSCPBG00000021644	Chrysemys_picta_bellii
ENSUMAP00000007683	ENSUMAG00000005915	Ursus_maritimus
ENSMFAP00000024783	ENSMFAG00000043946	Macaca_fascicularis
ENSORLP00000016322	ENSORLG00000013027	Oryzias_latipes_ASM223467v1
ENSMEUP00000011468	ENSMEUG00000012588	Notamacropus_eugenii
ENSCCEP00000000918	ENSCCEG00000001175	Cyanistes_caeruleus
ENSCSAP00000011915	ENSCSAG00000015841	Chlorocebus_sabaeus
ENSBBBP00000013885	ENSBBBG00000005745	Bison_bison_bison
ENSMLEP00000016194	ENSMLEG00000032283	Mandrillus_leucophaeus
ENSGAFP00000019106	ENSGAFG00000012901	Gambusia_affinis
ENSXCOP00000005503	ENSXCOG00000004297	Xiphophorus_couchianus
ENSUPAP00010020577	ENSUPAG00010016294	Urocitellus_parryii
