ENSCGRP00001007338	ENSCGRG00001009764	Cricetulus_griseus_CHOK1GS_HDv1
ENSBIXP00000039520	ENSBIXG00000023451	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000056519	ENSBTAG00000046936	Bos_taurus
ENSBMUP00000008751	ENSBMUG00000006817	Bos_mutus
ENSBBBP00000028712	ENSBBBG00000025475	Bison_bison_bison
ENSTTRP00000012726	ENSTTRG00000013413	Tursiops_truncatus
ENSFCAP00000033215	ENSFCAG00000000623	Felis_catus
ENSPPRP00000019506	ENSPPRG00000010856	Panthera_pardus
ENSPTEP00000018349	ENSPTEG00000019785	Piliocolobus_tephrosceles
ENSTGEP00000012138	ENSTGEG00000009900	Theropithecus_gelada
ENSTSYP00000032365	ENSTSYG00000028019	Carlito_syrichta
ENSTGEP00000031102	ENSTGEG00000024919	Theropithecus_gelada
ENSSBOP00000034269	ENSSBOG00000033309	Saimiri_boliviensis_boliviensis
ENSCCAP00000034449	ENSCCAG00000035190	Cebus_capucinus_imitator
ENSCCAP00000004739	ENSCCAG00000019962	Cebus_capucinus_imitator
ENSCJAP00000066380	ENSCJAG00000058500	Callithrix_jacchus
ENSANAP00000002845	ENSANAG00000019265	Aotus_nancymaae
ENSPTRP00000027367	ENSPTRG00000015888	Pan_troglodytes
ENSPPAP00000001547	ENSPPAG00000007021	Pan_paniscus
ENSCANP00000001847	ENSCANG00000006869	Colobus_angolensis_palliatus
ENSPTEP00000042807	ENSPTEG00000039069	Piliocolobus_tephrosceles
ENSP00000318154	ENSG00000178988	Homo_sapiens
ENSGGOP00000017109	ENSGGOG00000038267	Gorilla_gorilla
ENSPPYP00000016291	ENSPPYG00000014581	Pongo_abelii
ENSNLEP00000014340	ENSNLEG00000011799	Nomascus_leucogenys
ENSRBIP00000003842	ENSRBIG00000018194	Rhinopithecus_bieti
ENSRROP00000003467	ENSRROG00000013722	Rhinopithecus_roxellana
ENSMFAP00000010882	ENSMFAG00000011252	Macaca_fascicularis
ENSMNEP00000003853	ENSMNEG00000017988	Macaca_nemestrina
ENSMMUP00000028819	ENSMMUG00000021886	Macaca_mulatta
ENSCATP00000006109	ENSCATG00000019249	Cercocebus_atys
ENSMLEP00000006291	ENSMLEG00000026396	Mandrillus_leucophaeus
ENSPANP00000009279	ENSPANG00000033893	Papio_anubis
ENSCSAP00000012141	ENSCSAG00000016085	Chlorocebus_sabaeus
ENSPCOP00000003718	ENSPCOG00000011164	Propithecus_coquereli
ENSDNOP00000020934	ENSDNOG00000032491	Dasypus_novemcinctus
ENSCHOP00000001772	ENSCHOG00000002014	Choloepus_hoffmanni
ENSDNOP00000021133	ENSDNOG00000040292	Dasypus_novemcinctus
ENSDNOP00000021679	ENSDNOG00000003906	Dasypus_novemcinctus
ENSRBIP00000005117	ENSRBIG00000023201	Rhinopithecus_bieti
ENSRROP00000004861	ENSRROG00000020151	Rhinopithecus_roxellana
ENSPTEP00000042778	ENSPTEG00000039025	Piliocolobus_tephrosceles
ENSMMUP00000064971	ENSMMUG00000064424	Macaca_mulatta
ENSMNEP00000004797	ENSMNEG00000021899	Macaca_nemestrina
ENSTGEP00000031158	ENSTGEG00000024970	Theropithecus_gelada
ENSMLEP00000003920	ENSMLEG00000017347	Mandrillus_leucophaeus
ENSPANP00000038483	ENSPANG00000035451	Papio_anubis
ENSCATP00000005407	ENSCATG00000017778	Cercocebus_atys
ENSPPAP00000039141	ENSPPAG00000042290	Pan_paniscus
ENSPTRP00000069343	ENSPTRG00000047908	Pan_troglodytes
ENSP00000493540	ENSG00000170846	Homo_sapiens
ENSGGOP00000049507	ENSGGOG00000036653	Gorilla_gorilla
ENSPPYP00000016294	ENSPPYG00000014584	Pongo_abelii
ENSNLEP00000022967	ENSNLEG00000019117	Nomascus_leucogenys
ENSSBOP00000001671	ENSSBOG00000008810	Saimiri_boliviensis_boliviensis
ENSCCAP00000003551	ENSCCAG00000018562	Cebus_capucinus_imitator
ENSCJAP00000040684	ENSCJAG00000022014	Callithrix_jacchus
ENSANAP00000001837	ENSANAG00000015684	Aotus_nancymaae
ENSANAP00000027240	ENSANAG00000031446	Aotus_nancymaae
ENSPSMP00000022734	ENSPSMG00000016080	Prolemur_simus
ENSEASP00005007054	ENSEASG00005005194	Equus_asinus_asinus
ENSECAP00000001750	ENSECAG00000002632	Equus_caballus
ENSCAFP00020018904	ENSCAFG00020015008	Canis_lupus_dingo
ENSVVUP00000000524	ENSVVUG00000000473	Vulpes_vulpes
ENSUAMP00000030212	ENSUAMG00000023187	Ursus_americanus
ENSMPUP00000019669	ENSMPUG00000019797	Mustela_putorius_furo
ENSNVIP00000008201	ENSNVIG00000006512	Neovison_vison
ENSFCAP00000047039	ENSFCAG00000043532	Felis_catus
ENSFCAP00000043929	ENSFCAG00000046639	Felis_catus
ENSPPRP00000026457	ENSPPRG00000017187	Panthera_pardus
ENSSSCP00000031587	ENSSSCG00000038829	Sus_scrofa_strain_reference
ENSTBEP00000003011	ENSTBEG00000003488	Tupaia_belangeri
ENSVPAP00000010168	ENSVPAG00000010921	Vicugna_pacos
ENSDNOP00000030436	ENSDNOG00000031919	Dasypus_novemcinctus
ENSOGAP00000016944	ENSOGAG00000031496	Otolemur_garnettii
ENSOGAP00000019176	ENSOGAG00000026959	Otolemur_garnettii
ENSPSMP00000022752	ENSPSMG00000016096	Prolemur_simus
ENSPCAP00000016014	ENSPCAG00000018844	Procavia_capensis
ENSPCAP00000010081	ENSPCAG00000018775	Procavia_capensis
ENSLAFP00000013710	ENSLAFG00000016333	Loxodonta_africana
