ENSVURP00010006859	ENSVURG00010005315	Vombatus_ursinus	ENSVURT00010007738
ENSPCIP00000006822	ENSPCIG00000005815	Phascolarctos_cinereus	ENSPCIT00000008632
ENSMEUP00000002929	ENSMEUG00000003205	Notamacropus_eugenii	ENSMEUT00000003219
ENSSHAP00000020775	ENSSHAG00000017621	Sarcophilus_harrisii	ENSSHAT00000020942
ENSMODP00000009234	ENSMODG00000007442	Monodelphis_domestica	ENSMODT00000009415
ENSPTRP00000073753	ENSPTRG00000050097	Pan_troglodytes	ENSPTRT00000101005
ENSPPAP00000028950	ENSPPAG00000037497	Pan_paniscus	ENSPPAT00000051798
ENSP00000495413	ENSG00000166436	Homo_sapiens	ENST00000646038
ENSGGOP00000016201	ENSGGOG00000016600	Gorilla_gorilla
ENSSDAP00000024606	ENSSDAG00000022368	Spermophilus_dauricus
ENSUPAP00010029559	ENSUPAG00010023256	Urocitellus_parryii
ENSMMMP00000018344	ENSMMMG00000016240	Marmota_marmota_marmota
ENSMSIP00000032492	ENSMSIG00000027247	Mus_spicilegus
ENSMUSP00000102352	ENSMUSG00000031026	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0084861	MGP_SPRETEiJ_G0031422	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0081475	MGP_CAROLIEiJ_G0030308	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0018285	MGP_PahariEiJ_G0013520	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019368	ENSRNOG00000014373	Rattus_norvegicus
ENSMUGP00000024211	ENSMUGG00000020187	Meriones_unguiculatus
ENSPEMP00000011276	ENSPEMG00000011933	Peromyscus_maniculatus_bairdii
ENSMOCP00000024991	ENSMOCG00000021236	Microtus_ochrogaster
ENSCGRP00001016528	ENSCGRG00001016807	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000024774	ENSCGRG00000017950	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015005266	ENSCGRG00015004049	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022976	ENSMAUG00000020247	Mesocricetus_auratus
ENSNGAP00000004884	ENSNGAG00000006436	Nannospalax_galili
ENSJJAP00000024992	ENSJJAG00000024295	Jaculus_jaculus
ENSDORP00000020252	ENSDORG00000006608	Dipodomys_ordii
ENSOCUP00000004718	ENSOCUG00000005433	Oryctolagus_cuniculus
ENSOPRP00000004322	ENSOPRG00000004675	Ochotona_princeps
ENSTBEP00000001528	ENSTBEG00000001707	Tupaia_belangeri
ENSBIXP00000013296	ENSBIXG00000000702	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000027831	ENSBTAG00000020890	Bos_taurus
ENSBIXP00005036548	ENSBIXG00005007053	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000002004	ENSBMUG00000001528	Bos_mutus
ENSBBBP00000019627	ENSBBBG00000013158	Bison_bison_bison
ENSCHIP00000011185	ENSCHIG00000013414	Capra_hircus
ENSOARP00000015715	ENSOARG00000014647	Ovis_aries
ENSTTRP00000004369	ENSTTRG00000004599	Tursiops_truncatus
ENSSARP00000004678	ENSSARG00000005151	Sorex_araneus
ENSSSCP00000015497	ENSSSCG00000014567	Sus_scrofa_strain_reference
ENSUAMP00000034172	ENSUAMG00000026019	Ursus_americanus
ENSUMAP00000019049	ENSUMAG00000013954	Ursus_maritimus
ENSAMEP00000004469	ENSAMEG00000004220	Ailuropoda_melanoleuca
ENSNVIP00000015127	ENSNVIG00000011806	Neovison_vison
ENSMPUP00000012386	ENSMPUG00000012480	Mustela_putorius_furo
ENSCAFP00000010288	ENSCAFG00000006919	Canis_lupus_familiaris
ENSCAFP00020012952	ENSCAFG00020010385	Canis_lupus_dingo
ENSVVUP00000039073	ENSVVUG00000027859	Vulpes_vulpes
ENSPPRP00000018024	ENSPPRG00000009841	Panthera_pardus
ENSPTIP00000014292	ENSPTIG00000013740	Panthera_tigris_altaica
ENSFCAP00000007796	ENSFCAG00000008406	Felis_catus
ENSECAP00000019034	ENSECAG00000021487	Equus_caballus
ENSEASP00005004357	ENSEASG00005003294	Equus_asinus_asinus
ENSPVAP00000002723	ENSPVAG00000002883	Pteropus_vampyrus
ENSMLUP00000001248	ENSMLUG00000001357	Myotis_lucifugus
ENSEEUP00000001469	ENSEEUG00000001614	Erinaceus_europaeus
ENSCHOP00000005665	ENSCHOG00000006395	Choloepus_hoffmanni
ENSDNOP00000015320	ENSDNOG00000019758	Dasypus_novemcinctus
ENSLAFP00000000363	ENSLAFG00000000423	Loxodonta_africana
ENSETEP00000001756	ENSETEG00000002165	Echinops_telfairi
ENSPCAP00000005748	ENSPCAG00000006081	Procavia_capensis
ENSOANP00000010485	ENSOANG00000006570	Ornithorhynchus_anatinus
ENSABRP00000015632	ENSABRG00000013700	Anser_brachyrhynchus
ENSAPLP00000003706	ENSAPLG00000004186	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005004839	ENSCJPG00005004687	Coturnix_japonica
ENSMGAP00000006513	ENSMGAG00000006473	Meleagris_gallopavo
ENSNMEP00000011091	ENSNMEG00000010439	Numida_meleagris
ENSCPGP00000005168	ENSCPGG00000003733	Calidris_pygmaea
ENSCPUP00000025974	ENSCPUG00000017505	Calidris_pugnax
ENSMUNP00000018747	ENSMUNG00000014349	Melopsittacus_undulatus
ENSJHYP00000003453	ENSJHYG00000002853	Junco_hyemalis
ENSSCAP00000006906	ENSSCAG00000005363	Serinus_canaria
ENSTGUP00000015007	ENSTGUG00000014641	Taeniopygia_guttata
ENSTGUP00000008629	ENSTGUG00000008369	Taeniopygia_guttata
ENSLSDP00000025781	ENSLSDG00000018013	Lonchura_striata_domestica
ENSPMJP00000007615	ENSPMJG00000006259	Parus_major
ENSCCEP00000018564	ENSCCEG00000016991	Cyanistes_caeruleus
ENSFALP00000000958	ENSFALG00000000917	Ficedula_albicollis
ENSLCOP00000021724	ENSLCOG00000015339	Lepidothrix_coronata
ENSAOWP00000018846	ENSAOWG00000012826	Apteryx_owenii
ENSAHAP00000012135	ENSAHAG00000008778	Apteryx_haastii
ENSARWP00000016253	ENSARWG00000011211	Apteryx_rowi
ENSDNVP00000009501	ENSDNVG00000006713	Dromaius_novaehollandiae
ENSNPEP00000016024	ENSNPEG00000011947	Nothoprocta_perdicaria
ENSCPRP00005002074	ENSCPRG00005001523	Crocodylus_porosus
ENSGAGP00000027813	ENSGAGG00000020215	Gopherus_agassizii
ENSCABP00000005100	ENSCABG00000003850	Chelonoidis_abingdonii
ENSCPBP00000032468	ENSCPBG00000022765	Chrysemys_picta_bellii
ENSPSIP00000009531	ENSPSIG00000008676	Pelodiscus_sinensis
ENSPVIP00000033083	ENSPVIG00000024217	Pogona_vitticeps
ENSACAP00000009851	ENSACAG00000010014	Anolis_carolinensis
ENSSMRP00000019264	ENSSMRG00000015010	Salvator_merianae
ENSSPUP00000020270	ENSSPUG00000015488	Sphenodon_punctatus
ENSXETP00000016666	ENSXETG00000003021	Xenopus_tropicalis
ENSLACP00000018735	ENSLACG00000016493	Latimeria_chalumnae
ENSIPUP00000005699	ENSIPUG00000003979	Ictalurus_punctatus
ENSEEEP00000029727	ENSEEEG00000014241	Electrophorus_electricus
ENSPNAP00000010683	ENSPNAG00000016260	Pygocentrus_nattereri
ENSAMXP00000054917	ENSAMXG00000040117	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000119465	ENSDARG00000054332	Danio_rerio
ENSDCDP00000061320	ENSDCDG00000035010	Denticeps_clupeoides
ENSHHUP00000013369	ENSHHUG00000008241	Hucho_hucho
ENSHHUP00000027044	ENSHHUG00000017137	Hucho_hucho
ENSELUP00000007665	ENSELUG00000008419	Esox_lucius
ENSAPOP00000022671	ENSAPOG00000003993	Acanthochromis_polyacanthus
ENSSPAP00000020086	ENSSPAG00000015149	Stegastes_partitus
ENSGWIP00000000246	ENSGWIG00000000157	Gouania_willdenowi
ENSPMEP00000009946	ENSPMEG00000011830	Poecilia_mexicana
ENSPFOP00000008040	ENSPFOG00000008009	Poecilia_formosa
ENSXMAP00000031871	ENSXMAG00000027254	Xiphophorus_maculatus
ENSPREP00000034047	ENSPREG00000023056	Poecilia_reticulata
ENSGAFP00000025095	ENSGAFG00000016940	Gambusia_affinis
ENSCVAP00000003427	ENSCVAG00000004596	Cyprinodon_variegatus
ENSFHEP00000007029	ENSFHEG00000008095	Fundulus_heteroclitus
ENSKMAP00000005799	ENSKMAG00000004407	Kryptolebias_marmoratus
ENSORLP00000008644	ENSORLG00000006881	Oryzias_latipes_ASM223467v1
ENSORLP00015027544	ENSORLG00015009681	Oryzias_latipes_ASM223469v1
ENSORLP00020028186	ENSORLG00020011526	Oryzias_latipes_ASM223471v1
ENSOMEP00000020188	ENSOMEG00000022034	Oryzias_melastigma
ENSACLP00000040224	ENSACLG00000027111	Astatotilapia_calliptera
ENSMZEP00005020339	ENSMZEG00005015236	Maylandia_zebra
ENSPNYP00000010684	ENSPNYG00000008112	Pundamilia_nyererei
ENSNBRP00000016620	ENSNBRG00000012810	Neolamprologus_brichardi
ENSONIP00000007693	ENSONIG00000006104	Oreochromis_niloticus
ENSACIP00000001650	ENSACIG00000001310	Amphilophus_citrinellus
ENSAOCP00000004837	ENSAOCG00000008272	Amphiprion_ocellaris
ENSHBUP00000014787	ENSHBUG00000016636	Haplochromis_burtoni
ENSLCAP00010017830	ENSLCAG00010008489	Lates_calcarifer
ENSMAMP00000032475	ENSMAMG00000021850	Mastacembelus_armatus
ENSATEP00000010104	ENSATEG00000007117	Anabas_testudineus
ENSMALP00000028738	ENSMALG00000019890	Monopterus_albus
ENSCGOP00000018548	ENSCGOG00000008887	Cottoperca_gobio
ENSSDUP00000032268	ENSSDUG00000023187	Seriola_dumerili
ENSSMAP00000035037	ENSSMAG00000021411	Scophthalmus_maximus
ENSCSEP00000015197	ENSCSEG00000009769	Cynoglossus_semilaevis
ENSLBEP00000033714	ENSLBEG00000025367	Labrus_bergylta
ENSTRUP00000044551	ENSTRUG00000017390	Takifugu_rubripes
ENSTNIP00000003156	ENSTNIG00000000247	Tetraodon_nigroviridis
ENSMMOP00000022551	ENSMMOG00000017140	Mola_mola
ENSLCRP00005040300	ENSLCRG00005015550	Larimichthys_crocea
ENSSLDP00000018984	ENSSLDG00000014895	Seriola_lalandi_dorsalis
ENSGACP00000020648	ENSGACG00000015655	Gasterosteus_aculeatus
ENSBSLP00000027862	ENSBSLG00000013878	Betta_splendens
ENSHCOP00000017930	ENSHCOG00000002109	Hippocampus_comes
ENSGMOP00000001531	ENSGMOG00000001391	Gadus_morhua
ENSPKIP00000038694	ENSPKIG00000016352	Paramormyrops_kingsleyae
ENSSFOP00015019995	ENSSFOG00015012870	Scleropages_formosus
ENSLOCP00000003947	ENSLOCG00000003340	Lepisosteus_oculatus
ENSECRP00000019613	ENSECRG00000013112	Erpetoichthys_calabaricus
ENSCMIP00000034367	ENSCMIG00000014590	Callorhinchus_milii
