ENSMOCP00000014702	ENSMOCG00000014122	Microtus_ochrogaster
ENSPKIP00000038323	ENSPKIG00000016143	Paramormyrops_kingsleyae
ENSCGOP00000044692	ENSCGOG00000020050	Cottoperca_gobio
ENSSDAP00000013207	ENSSDAG00000011911	Spermophilus_dauricus
ENSSPUP00000019654	ENSSPUG00000015148	Sphenodon_punctatus
ENSGALP00000004192	ENSGALG00000002667	Gallus_gallus
ENSCANP00000029717	ENSCANG00000038493	Colobus_angolensis_palliatus
ENSPMEP00000027918	ENSPMEG00000012653	Poecilia_mexicana
ENSAOCP00000025831	ENSAOCG00000013669	Amphiprion_ocellaris
ENSPPAP00000010656	ENSPPAG00000028533	Pan_paniscus
ENSEEUP00000007850	ENSEEUG00000008598	Erinaceus_europaeus
ENSTSYP00000015391	ENSTSYG00000037167	Carlito_syrichta
ENSLSDP00000012843	ENSLSDG00000009366	Lonchura_striata_domestica
ENSXCOP00000013312	ENSXCOG00000010092	Xiphophorus_couchianus
ENSPKIP00000024276	ENSPKIG00000007598	Paramormyrops_kingsleyae
ENSFDAP00000017690	ENSFDAG00000006223	Fukomys_damarensis
ENSPPYP00000000687	ENSPPYG00000000588	Pongo_abelii
ENSMAUP00000007555	ENSMAUG00000009203	Mesocricetus_auratus
ENSGMOP00000019427	ENSGMOG00000018053	Gadus_morhua
ENSECRP00000009306	ENSECRG00000006233	Erpetoichthys_calabaricus
ENSPMGP00000019610	ENSPMGG00000015915	Periophthalmus_magnuspinnatus
ENSHGLP00000004054	ENSHGLG00000002985	Heterocephalus_glaber_HetGla_female_1.0
ENSCCEP00000025355	ENSCCEG00000022372	Cyanistes_caeruleus
ENSMALP00000027589	ENSMALG00000019152	Monopterus_albus
ENSOPRP00000001748	ENSOPRG00000001878	Ochotona_princeps
MGP_SPRETEiJ_P0022138	MGP_SPRETEiJ_G0015647	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0076334	MGP_PahariEiJ_G0028080	Mus_pahari_strain_PAHARI_EIJ
ENSAMXP00000031163	ENSAMXG00000032993	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSKMAP00000001526	ENSKMAG00000001218	Kryptolebias_marmoratus
ENSAHAP00000020019	ENSAHAG00000014094	Apteryx_haastii
ENSPLAP00000013418	ENSPLAG00000016911	Poecilia_latipinna
ENSSLDP00000029075	ENSSLDG00000022429	Seriola_lalandi_dorsalis
ENSEEEP00000004570	ENSEEEG00000002377	Electrophorus_electricus
ENSACIP00000001201	ENSACIG00000000986	Amphilophus_citrinellus
ENSCATP00000005005	ENSCATG00000016884	Cercocebus_atys
ENSOANP00000015448	ENSOANG00000009736	Ornithorhynchus_anatinus
ENSLCAP00010033937	ENSLCAG00010015948	Lates_calcarifer
ENSPMGP00000017504	ENSPMGG00000014328	Periophthalmus_magnuspinnatus
ENSTBEP00000013865	ENSTBEG00000015961	Tupaia_belangeri
ENSCVAP00000014613	ENSCVAG00000017284	Cyprinodon_variegatus
ENSSLDP00000020889	ENSSLDG00000016333	Seriola_lalandi_dorsalis
ENSBIXP00005038371	ENSBIXG00005020387	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLBEP00000024196	ENSLBEG00000018537	Labrus_bergylta
ENSGAFP00000010313	ENSGAFG00000007001	Gambusia_affinis
ENSORLP00015029195	ENSORLG00015012188	Oryzias_latipes_ASM223469v1
ENSAMXP00005023648	ENSAMXG00005012142	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNSUP00000015053	ENSNSUG00000011128	Notechis_scutatus
ENSBIXP00000025056	ENSBIXG00000027179	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCGRP00000005347	ENSCGRG00000003910	Cricetulus_griseus_CriGri_1.0
ENSEEEP00000039372	ENSEEEG00000018702	Electrophorus_electricus
ENSORLP00020015573	ENSORLG00020016591	Oryzias_latipes_ASM223471v1
ENSLCRP00005029772	ENSLCRG00005011836	Larimichthys_crocea
ENSLCAP00010024868	ENSLCAG00010011637	Lates_calcarifer
ENSHHUP00000008268	ENSHHUG00000005073	Hucho_hucho
ENSUAMP00000001406	ENSUAMG00000001324	Ursus_americanus
ENSCAFP00000019266	ENSCAFG00000013079	Canis_lupus_familiaris
ENSDNOP00000006558	ENSDNOG00000008474	Dasypus_novemcinctus
ENSSSCP00000052062	ENSSSCG00000006345	Sus_scrofa_strain_reference
ENSECRP00000028554	ENSECRG00000019340	Erpetoichthys_calabaricus
ENSCCAP00000025998	ENSCCAG00000030794	Cebus_capucinus_imitator
ENSORLP00020018695	ENSORLG00020019649	Oryzias_latipes_ASM223471v1
ENSGWIP00000028146	ENSGWIG00000014723	Gouania_willdenowi
ENSFCAP00000013094	ENSFCAG00000014119	Felis_catus
ENSAPOP00000006061	ENSAPOG00000007834	Acanthochromis_polyacanthus
ENSCAPP00000015815	ENSCAPG00000015854	Cavia_aperea
ENSIPUP00000002030	ENSIPUG00000001454	Ictalurus_punctatus
ENSBMUP00000012350	ENSBMUG00000009461	Bos_mutus
ENSCAFP00020001829	ENSCAFG00020001593	Canis_lupus_dingo
ENSCGRP00001024824	ENSCGRG00001022621	Cricetulus_griseus_CHOK1GS_HDv1
ENSTGEP00000010955	ENSTGEG00000008955	Theropithecus_gelada
ENSPFOP00000026561	ENSPFOG00000006875	Poecilia_formosa
ENSSBOP00000009579	ENSSBOG00000021662	Saimiri_boliviensis_boliviensis
ENSAOCP00000008305	ENSAOCG00000012303	Amphiprion_ocellaris
ENSGAGP00000031840	ENSGAGG00000022862	Gopherus_agassizii	ENSGAGT00000036112
ENSTRUP00000015693	ENSTRUG00000006413	Takifugu_rubripes
ENSXMAP00000013259	ENSXMAG00000013228	Xiphophorus_maculatus
ENSACLP00000001804	ENSACLG00000001262	Astatotilapia_calliptera
ENSCSAP00000015320	ENSCSAG00000002725	Chlorocebus_sabaeus
ENSKMAP00000012425	ENSKMAG00000009333	Kryptolebias_marmoratus
ENSPNAP00000031799	ENSPNAG00000019378	Pygocentrus_nattereri
ENSDARP00000123342	ENSDARG00000005716	Danio_rerio
ENSRNOP00000004117	ENSRNOG00000003018	Rattus_norvegicus
ENSTNIP00000013599	ENSTNIG00000010683	Tetraodon_nigroviridis
ENSORLP00000020852	ENSORLG00000016665	Oryzias_latipes_ASM223467v1
ENSCPOP00000009275	ENSCPOG00000010328	Cavia_porcellus
ENSLCOP00000014764	ENSLCOG00000010568	Lepidothrix_coronata
ENSPPRP00000005453	ENSPPRG00000001221	Panthera_pardus
ENSSMAP00000012952	ENSSMAG00000007985	Scophthalmus_maximus
ENSPLAP00000027993	ENSPLAG00000017055	Poecilia_latipinna
ENSAPEP00000015110	ENSAPEG00000010760	Amphiprion_percula
ENSGAFP00000000410	ENSGAFG00000000324	Gambusia_affinis
ENSARWP00000005185	ENSARWG00000003729	Apteryx_rowi
ENSPVIP00000000177	ENSPVIG00000000173	Pogona_vitticeps
ENSNBRP00000004030	ENSNBRG00000003220	Neolamprologus_brichardi
ENSFCAP00000051600	ENSFCAG00000050768	Felis_catus
ENSSFOP00015009777	ENSSFOG00015006369	Scleropages_formosus
ENSGWIP00000001170	ENSGWIG00000000701	Gouania_willdenowi
ENSCHIP00000033754	ENSCHIG00000027176	Capra_hircus
ENSECAP00000007669	ENSECAG00000009623	Equus_caballus
ENSAMXP00005005214	ENSAMXG00005003255	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00015008725	ENSCGRG00015006754	Cricetulus_griseus_CriGri-PICR
ENSBSLP00000052413	ENSBSLG00000024746	Betta_splendens
ENSXMAP00000037325	ENSXMAG00000018729	Xiphophorus_maculatus
ENSCPGP00000006474	ENSCPGG00000004656	Calidris_pygmaea
ENSFHEP00000034842	ENSFHEG00000022791	Fundulus_heteroclitus
ENSONIP00000020875	ENSONIG00000016576	Oreochromis_niloticus
ENSUPAP00010008221	ENSUPAG00010006603	Urocitellus_parryii
ENSSPAP00000024296	ENSSPAG00000018374	Stegastes_partitus
ENSACIP00000017786	ENSACIG00000013871	Amphilophus_citrinellus
ENSCPUP00000001296	ENSCPUG00000000999	Calidris_pugnax
ENSCPBP00000014624	ENSCPBG00000010873	Chrysemys_picta_bellii
ENSHBUP00000006065	ENSHBUG00000007445	Haplochromis_burtoni
ENSSMAP00000002361	ENSSMAG00000001466	Scophthalmus_maximus
ENSMMOP00000027104	ENSMMOG00000020505	Mola_mola
ENSLACP00000013097	ENSLACG00000011537	Latimeria_chalumnae
ENSAPOP00000020823	ENSAPOG00000024434	Acanthochromis_polyacanthus
ENSMVIP00005021682	ENSMVIG00005015228	Manacus_vitellinus
ENSPCAP00000004098	ENSPCAG00000004386	Procavia_capensis
ENSMLEP00000037822	ENSMLEG00000042987	Mandrillus_leucophaeus
ENSMUSP00000047291	ENSMUSG00000038463	Mus_musculus_strain_reference_(CL57BL6)
ENSHHUP00000070652	ENSHHUG00000041531	Hucho_hucho
ENSDARP00000113441	ENSDARG00000021480	Danio_rerio
ENSFALP00000003663	ENSFALG00000003509	Ficedula_albicollis
ENSSMRP00000014007	ENSSMRG00000010897	Salvator_merianae
ENSRROP00000002956	ENSRROG00000011837	Rhinopithecus_roxellana
ENSPNAP00000001567	ENSPNAG00000000812	Pygocentrus_nattereri
ENSGACP00000019603	ENSGACG00000014845	Gasterosteus_aculeatus
ENSOCUP00000003115	ENSOCUG00000003594	Oryctolagus_cuniculus
ENSAPEP00000034115	ENSAPEG00000024224	Amphiprion_percula
ENSATEP00000005514	ENSATEG00000003912	Anabas_testudineus
ENSMPUP00000003494	ENSMPUG00000003524	Mustela_putorius_furo
ENSETEP00000003435	ENSETEG00000004188	Echinops_telfairi
ENSFHEP00000000706	ENSFHEG00000001437	Fundulus_heteroclitus
ENSMMUP00000030337	ENSMMUG00000023042	Macaca_mulatta
ENSPANP00000008675	ENSPANG00000013118	Papio_anubis
ENSATEP00000004506	ENSATEG00000003154	Anabas_testudineus
ENSMSIP00000015146	ENSMSIG00000013009	Mus_spicilegus
ENSONIP00000002656	ENSONIG00000002131	Oreochromis_niloticus
ENSVURP00010002703	ENSVURG00010002221	Vombatus_ursinus
ENSPVAP00000003598	ENSPVAG00000003800	Pteropus_vampyrus
ENSIPUP00000035768	ENSIPUG00000023975	Ictalurus_punctatus
ENSPSMP00000004736	ENSPSMG00000003729	Prolemur_simus
ENSCJAP00000008280	ENSCJAG00000004556	Callithrix_jacchus
ENSABRP00000027581	ENSABRG00000022960	Anser_brachyrhynchus
ENSSCAP00000024165	ENSSCAG00000017295	Serinus_canaria
ENSMMMP00000025012	ENSMMMG00000021911	Marmota_marmota_marmota
ENSDCDP00000029805	ENSDCDG00000021064	Denticeps_clupeoides
ENSOARP00000011286	ENSOARG00000010519	Ovis_aries
ENSSPUP00000019669	ENSSPUG00000015155	Sphenodon_punctatus
ENSPNYP00000017225	ENSPNYG00000013033	Pundamilia_nyererei
ENSPREP00000021434	ENSPREG00000014496	Poecilia_reticulata
ENSANAP00000010814	ENSANAG00000023374	Aotus_nancymaae
ENSMZEP00005014357	ENSMZEG00005010815	Maylandia_zebra
ENSGACP00000015497	ENSGACG00000011711	Gasterosteus_aculeatus
ENSZALP00000019718	ENSZALG00000015544	Zonotrichia_albicollis
ENSPEMP00000005759	ENSPEMG00000008167	Peromyscus_maniculatus_bairdii
ENSGWIP00000044219	ENSGWIG00000022024	Gouania_willdenowi
ENSPTEP00000023975	ENSPTEG00000024574	Piliocolobus_tephrosceles
ENSAMXP00000005517	ENSAMXG00000005386	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMICP00000000039	ENSMICG00000000040	Microcebus_murinus
ENSP00000356917	ENSG00000162745	Homo_sapiens
ENSPRNP00000002265	ENSPRNG00000001364	Parambassis_ranga
ENSDNVP00000000088	ENSDNVG00000000054	Dromaius_novaehollandiae
ENSACLP00000036440	ENSACLG00000024696	Astatotilapia_calliptera
ENSODEP00000010009	ENSODEG00000007482	Octodon_degus
ENSHHUP00000022350	ENSHHUG00000013995	Hucho_hucho
ENSOMEP00000032158	ENSOMEG00000017421	Oryzias_melastigma
ENSNLEP00000017698	ENSNLEG00000014543	Nomascus_leucogenys
ENSPMEP00000023707	ENSPMEG00000005474	Poecilia_mexicana
ENSJJAP00000003170	ENSJJAG00000006072	Jaculus_jaculus
ENSSDUP00000010795	ENSSDUG00000007900	Seriola_dumerili
ENSSFOP00015008803	ENSSFOG00015005756	Scleropages_formosus
ENSHBUP00000003213	ENSHBUG00000004532	Haplochromis_burtoni
ENSRBIP00000029203	ENSRBIG00000038485	Rhinopithecus_bieti
ENSSDUP00000018512	ENSSDUG00000013527	Seriola_dumerili
ENSNGAP00000009108	ENSNGAG00000011890	Nannospalax_galili
ENSCPRP00005001378	ENSCPRG00005001039	Crocodylus_porosus
ENSPCOP00000002096	ENSPCOG00000006456	Propithecus_coquereli
ENSHCOP00000015451	ENSHCOG00000019099	Hippocampus_comes
ENSCABP00000010592	ENSCABG00000007924	Chelonoidis_abingdonii
ENSCJPP00005027353	ENSCJPG00005021218	Coturnix_japonica
ENSLAFP00000007473	ENSLAFG00000008905	Loxodonta_africana
ENSGGOP00000008666	ENSGGOG00000008860	Gorilla_gorilla
ENSNBRP00000002736	ENSNBRG00000002199	Neolamprologus_brichardi
ENSCSEP00000028390	ENSCSEG00000018165	Cynoglossus_semilaevis
ENSNPEP00000005882	ENSNPEG00000004435	Nothoprocta_perdicaria
ENSCMIP00000009510	ENSCMIG00000005045	Callorhinchus_milii
ENSHGLP00100010431	ENSHGLG00100007755	Heterocephalus_glaber_HetGla_1.0
MGP_CAROLIEiJ_P0021072	MGP_CAROLIEiJ_G0014843	Mus_caroli_strain_CAROLI_EIJ
ENSXETP00000031814	ENSXETG00000011454	Xenopus_tropicalis
ENSMFAP00000007877	ENSMFAG00000040313	Macaca_fascicularis
ENSUMAP00000031553	ENSUMAG00000022785	Ursus_maritimus
ENSBTAP00000015933	ENSBTAG00000034147	Bos_taurus
ENSAMEP00000001703	ENSAMEG00000001604	Ailuropoda_melanoleuca
ENSDORP00000005747	ENSDORG00000006141	Dipodomys_ordii
ENSMAMP00000002801	ENSMAMG00000001964	Mastacembelus_armatus
ENSCLAP00000017995	ENSCLAG00000012343	Chinchilla_lanigera
ENSCHAP00000017498	ENSCHAG00000009203	Clupea_harengus
ENSPTRP00000002670	ENSPTRG00000001597	Pan_troglodytes
ENSCSEP00000000316	ENSCSEG00000000234	Cynoglossus_semilaevis
ENSELUP00000011128	ENSELUG00000011552	Esox_lucius
ENSMODP00000001186	ENSMODG00000000995	Monodelphis_domestica
ENSEASP00005019943	ENSEASG00005013764	Equus_asinus_asinus
ENSAOWP00000016182	ENSAOWG00000011025	Apteryx_owenii
ENSJHYP00000000634	ENSJHYG00000000597	Junco_hyemalis
ENSMLUP00000014338	ENSMLUG00000015732	Myotis_lucifugus
ENSXCOP00000010631	ENSXCOG00000008034	Xiphophorus_couchianus
ENSNVIP00000031508	ENSNVIG00000024221	Neovison_vison
ENSMAMP00000017734	ENSMAMG00000011975	Mastacembelus_armatus
