ENSCANP00000000376	ENSCANG00000000820	Colobus_angolensis_palliatus
ENSFDAP00000021349	ENSFDAG00000007773	Fukomys_damarensis
ENSOCUP00000012374	ENSOCUG00000014380	Oryctolagus_cuniculus
ENSOPRP00000010611	ENSOPRG00000011602	Ochotona_princeps
ENSSARP00000010186	ENSSARG00000011220	Sorex_araneus
ENSEEUP00000001978	ENSEEUG00000002148	Erinaceus_europaeus
ENSECAP00000024129	ENSECAG00000022556	Equus_caballus
ENSEASP00005027354	ENSEASG00005018575	Equus_asinus_asinus
ENSPVAP00000001854	ENSPVAG00000001964	Pteropus_vampyrus
ENSMLUP00000005048	ENSMLUG00000005514	Myotis_lucifugus
ENSOARP00000015453	ENSOARG00000014385	Ovis_aries
ENSCHIP00000010316	ENSCHIG00000012837	Capra_hircus
ENSBIXP00000012170	ENSBIXG00000017408	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019419	ENSBIXG00005005065	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000034166	ENSBMUG00000025147	Bos_mutus
ENSBTAP00000009089	ENSBTAG00000006921	Bos_taurus
ENSBBBP00000015748	ENSBBBG00000023805	Bison_bison_bison
ENSSSCP00000025996	ENSSSCG00000017256	Sus_scrofa_strain_reference
ENSVPAP00000000102	ENSVPAG00000000111	Vicugna_pacos
ENSUAMP00000033557	ENSUAMG00000025567	Ursus_americanus	ENSUAMT00000037376
ENSUAMP00000033558	ENSUAMG00000025568	Ursus_americanus
ENSUAMP00000033652	ENSUAMG00000025636	Ursus_americanus	ENSUAMT00000037485
ENSUMAP00000010012	ENSUMAG00000006225	Ursus_maritimus	ENSUMAT00000011950
ENSAMEP00000010998	ENSAMEG00000010449	Ailuropoda_melanoleuca	ENSAMET00000011468
ENSNVIP00000011357	ENSNVIG00000008989	Neovison_vison
ENSNVIP00000011389	ENSNVIG00000009027	Neovison_vison
ENSNVIP00000011375	ENSNVIG00000009015	Neovison_vison
ENSMPUP00000014234	ENSMPUG00000014343	Mustela_putorius_furo
ENSVVUP00000010589	ENSVVUG00000007823	Vulpes_vulpes
ENSVVUP00000010586	ENSVVUG00000007817	Vulpes_vulpes
ENSCAFP00020026480	ENSCAFG00020020718	Canis_lupus_dingo
ENSVVUP00000010549	ENSVVUG00000007790	Vulpes_vulpes
ENSPTIP00000008363	ENSPTIG00000009709	Panthera_tigris_altaica
ENSPPRP00000024156	ENSPPRG00000014446	Panthera_pardus
ENSFCAP00000014540	ENSFCAG00000015679	Felis_catus
ENSFCAP00000050681	ENSFCAG00000051480	Felis_catus
ENSNLEP00000026191	ENSNLEG00000035957	Nomascus_leucogenys
ENSEASP00005027360	ENSEASG00005018642	Equus_asinus_asinus
ENSLAFP00000000069	ENSLAFG00000000080	Loxodonta_africana
ENSPCAP00000009865	ENSPCAG00000010381	Procavia_capensis
ENSETEP00000005005	ENSETEG00000006161	Echinops_telfairi
ENSCHOP00000008317	ENSCHOG00000009377	Choloepus_hoffmanni
ENSDNOP00000007494	ENSDNOG00000009641	Dasypus_novemcinctus
