ENSVVUP00000029069	ENSVVUG00000020620	Vulpes_vulpes
ENSNSUP00000025051	ENSNSUG00000018060	Notechis_scutatus
ENSTTRP00000015150	ENSTTRG00000015980	Tursiops_truncatus
ENSPVAP00000007342	ENSPVAG00000007778	Pteropus_vampyrus
ENSSHAP00000009772	ENSSHAG00000008456	Sarcophilus_harrisii
ENSAMXP00000018186	ENSAMXG00000017646	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000018186
ENSPCOP00000004843	ENSPCOG00000013208	Propithecus_coquereli
ENSSDUP00000022605	ENSSDUG00000016416	Seriola_dumerili
ENSTBEP00000013020	ENSTBEG00000014922	Tupaia_belangeri
ENSBMUP00000017410	ENSBMUG00000013018	Bos_mutus
ENSLCAP00010029711	ENSLCAG00010013972	Lates_calcarifer
ENSNGAP00000003805	ENSNGAG00000004387	Nannospalax_galili
ENSOARP00000004255	ENSOARG00000003966	Ovis_aries
MGP_CAROLIEiJ_P0043882	MGP_CAROLIEiJ_G0021377	Mus_caroli_strain_CAROLI_EIJ
ENSTRUP00000009824	ENSTRUG00000004154	Takifugu_rubripes
ENSMMOP00000015146	ENSMMOG00000011571	Mola_mola
ENSUPAP00010001250	ENSUPAG00010001075	Urocitellus_parryii
ENSPNAP00000010858	ENSPNAG00000016457	Pygocentrus_nattereri
ENSACIP00000009108	ENSACIG00000007139	Amphilophus_citrinellus
ENSLAFP00000024985	ENSLAFG00000031040	Loxodonta_africana
ENSACIP00000009028	ENSACIG00000007077	Amphilophus_citrinellus
ENSPANP00000010773	ENSPANG00000016653	Papio_anubis
ENSOANP00000022345	ENSOANG00000014170	Ornithorhynchus_anatinus
ENSSPAP00000030303	ENSSPAG00000022755	Stegastes_partitus
ENSUAMP00000036642	ENSUAMG00000027713	Ursus_americanus
ENSP00000263388	ENSG00000074181	Homo_sapiens
ENSCANP00000019362	ENSCANG00000033112	Colobus_angolensis_palliatus
ENSHGLP00000008876	ENSHGLG00000006380	Heterocephalus_glaber_HetGla_female_1.0
ENSCATP00000041998	ENSCATG00000043609	Cercocebus_atys
ENSBIXP00000024599	ENSBIXG00000026844	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSDORP00000018747	ENSDORG00000014382	Dipodomys_ordii
ENSMODP00000018163	ENSMODG00000014540	Monodelphis_domestica
ENSPEMP00000002834	ENSPEMG00000003368	Peromyscus_maniculatus_bairdii
ENSAOCP00000021135	ENSAOCG00000006028	Amphiprion_ocellaris
ENSLCAP00010055479	ENSLCAG00010025861	Lates_calcarifer
ENSSTOP00000003054	ENSSTOG00000003378	Ictidomys_tridecemlineatus
ENSEASP00005004587	ENSEASG00005003135	Equus_asinus_asinus
ENSPPRP00000023726	ENSPPRG00000014001	Panthera_pardus
ENSOANP00000010709	ENSOANG00000006704	Ornithorhynchus_anatinus
ENSLOCP00000008636	ENSLOCG00000007129	Lepisosteus_oculatus
ENSMMMP00000025545	ENSMMMG00000022356	Marmota_marmota_marmota
ENSMALP00000022403	ENSMALG00000015585	Monopterus_albus
ENSCGOP00000026839	ENSCGOG00000010613	Cottoperca_gobio
ENSLACP00000003701	ENSLACG00000003294	Latimeria_chalumnae
ENSCABP00000018407	ENSCABG00000013600	Chelonoidis_abingdonii
ENSAPOP00000025840	ENSAPOG00000009362	Acanthochromis_polyacanthus
ENSMSIP00000006675	ENSMSIG00000005867	Mus_spicilegus
ENSORLP00015015352	ENSORLG00015016260	Oryzias_latipes_ASM223469v1
ENSCMIP00000011229	ENSCMIG00000005776	Callorhinchus_milii
ENSGGOP00000002228	ENSGGOG00000002258	Gorilla_gorilla
ENSMEUP00000004749	ENSMEUG00000005154	Notamacropus_eugenii
ENSCGRP00000018293	ENSCGRG00000013309	Cricetulus_griseus_CriGri_1.0
ENSAPEP00000014023	ENSAPEG00000010014	Amphiprion_percula
ENSELUP00000005125	ENSELUG00000006223	Esox_lucius
ENSPCIP00000035898	ENSPCIG00000026508	Phascolarctos_cinereus
ENSPPYP00000010835	ENSPPYG00000009668	Pongo_abelii
ENSNSUP00000025053	ENSNSUG00000018061	Notechis_scutatus
ENSCCNP00000027278	ENSCCNG00000026397	Castor_canadensis
ENSDARP00000068420	ENSDARG00000052139	Danio_rerio
ENSLACP00000000182	ENSLACG00000000165	Latimeria_chalumnae
ENSNSUP00000010490	ENSNSUG00000007964	Notechis_scutatus
ENSACIP00000009088	ENSACIG00000007123	Amphilophus_citrinellus
ENSGMOP00000009795	ENSGMOG00000009129	Gadus_morhua
ENSTSYP00000011625	ENSTSYG00000012664	Carlito_syrichta
ENSRNOP00000037570	ENSRNOG00000004346	Rattus_norvegicus
ENSMZEP00005025035	ENSMZEG00005018681	Maylandia_zebra
ENSCLAP00000015038	ENSCLAG00000010364	Chinchilla_lanigera
ENSOARP00000021561	ENSOARG00000020080	Ovis_aries
ENSCGRP00001021305	ENSCGRG00001020179	Cricetulus_griseus_CHOK1GS_HDv1
ENSXCOP00000014572	ENSXCOG00000011053	Xiphophorus_couchianus
ENSCSAP00000002446	ENSCSAG00000006147	Chlorocebus_sabaeus
