ENSCGRP00015026544	ENSCGRG00015020113	Cricetulus_griseus_CriGri-PICR
MGP_SPRETEiJ_P0038405	MGP_SPRETEiJ_G0020150	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0084799	MGP_PahariEiJ_G0030279	Mus_pahari_strain_PAHARI_EIJ
ENSACLP00000016257	ENSACLG00000011074	Astatotilapia_calliptera
ENSBSLP00000020245	ENSBSLG00000010368	Betta_splendens
ENSPREP00000007007	ENSPREG00000004806	Poecilia_reticulata
ENSAOCP00000013976	ENSAOCG00000018617	Amphiprion_ocellaris
ENSCATP00000017133	ENSCATG00000032482	Cercocebus_atys
ENSPPAP00000016836	ENSPPAG00000031512	Pan_paniscus
ENSCGRP00001012856	ENSCGRG00001014156	Cricetulus_griseus_CHOK1GS_HDv1
ENSCLAP00000016188	ENSCLAG00000011137	Chinchilla_lanigera
ENSMSIP00000019227	ENSMSIG00000016353	Mus_spicilegus
ENSBMUP00000024319	ENSBMUG00000018267	Bos_mutus
ENSRNOP00000017753	ENSRNOG00000012791	Rattus_norvegicus
ENSCVAP00000005800	ENSCVAG00000007253	Cyprinodon_variegatus
ENSPMEP00000028989	ENSPMEG00000014419	Poecilia_mexicana
ENSHBUP00000033331	ENSHBUG00000020192	Haplochromis_burtoni
ENSGWIP00000026206	ENSGWIG00000013756	Gouania_willdenowi
ENSOPRP00000015284	ENSOPRG00000016730	Ochotona_princeps
ENSPEMP00000021626	ENSPEMG00000019210	Peromyscus_maniculatus_bairdii
ENSMPUP00000007059	ENSMPUG00000007116	Mustela_putorius_furo
ENSGGOP00000014181	ENSGGOG00000014539	Gorilla_gorilla
ENSMZEP00005028087	ENSMZEG00005020956	Maylandia_zebra
ENSBBBP00000015646	ENSBBBG00000023373	Bison_bison_bison
ENSLAFP00000026563	ENSLAFG00000026749	Loxodonta_africana
ENSGMOP00000016994	ENSGMOG00000015801	Gadus_morhua
ENSCAFP00020009473	ENSCAFG00020007676	Canis_lupus_dingo
ENSPTEP00000018024	ENSPTEG00000019505	Piliocolobus_tephrosceles
ENSBIXP00000019675	ENSBIXG00000023234	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNLEP00000018102	ENSNLEG00000014877	Nomascus_leucogenys
ENSMMMP00000015389	ENSMMMG00000013718	Marmota_marmota_marmota
ENSSMAP00000009602	ENSSMAG00000005913	Scophthalmus_maximus
ENSCPOP00000017474	ENSCPOG00000023158	Cavia_porcellus
ENSPPYP00000006424	ENSPPYG00000005652	Pongo_abelii
ENSNBRP00000030808	ENSNBRG00000023426	Neolamprologus_brichardi
ENSXMAP00000001583	ENSXMAG00000001581	Xiphophorus_maculatus
ENSVVUP00000027023	ENSVVUG00000019846	Vulpes_vulpes
ENSMUGP00000012627	ENSMUGG00000010975	Meriones_unguiculatus
ENSHHUP00000082523	ENSHHUG00000047956	Hucho_hucho
MGP_CAROLIEiJ_P0036683	MGP_CAROLIEiJ_G0019260	Mus_caroli_strain_CAROLI_EIJ
ENSCAFP00000016587	ENSCAFG00000011267	Canis_lupus_familiaris
ENSVURP00010026897	ENSVURG00010020619	Vombatus_ursinus
ENSUMAP00000019181	ENSUMAG00000014092	Ursus_maritimus
ENSLBEP00000002028	ENSLBEG00000001589	Labrus_bergylta
ENSETEP00000014559	ENSETEG00000017920	Echinops_telfairi
ENSEASP00005016880	ENSEASG00005011699	Equus_asinus_asinus
ENSRROP00000032961	ENSRROG00000040110	Rhinopithecus_roxellana
ENSDARP00000100146	ENSDARG00000077842	Danio_rerio
ENSDORP00000018962	ENSDORG00000023447	Dipodomys_ordii
ENSPPRP00000019766	ENSPPRG00000011047	Panthera_pardus
ENSONIP00000022622	ENSONIG00000017951	Oreochromis_niloticus
ENSMICP00000008374	ENSMICG00000009193	Microcebus_murinus
ENSOCUP00000015651	ENSOCUG00000001058	Oryctolagus_cuniculus
ENSPTIP00000013359	ENSPTIG00000013120	Panthera_tigris_altaica
ENSPKIP00000023397	ENSPKIG00000007050	Paramormyrops_kingsleyae
ENSMODP00000041500	ENSMODG00000034930	Monodelphis_domestica
ENSDNOP00000022575	ENSDNOG00000045223	Dasypus_novemcinctus
ENSECRP00000007322	ENSECRG00000004870	Erpetoichthys_calabaricus
ENSCVAP00000008070	ENSCVAG00000009826	Cyprinodon_variegatus
ENSMLEP00000000483	ENSMLEG00000001372	Mandrillus_leucophaeus
ENSSFOP00015009949	ENSSFOG00015006472	Scleropages_formosus
ENSCSEP00000006755	ENSCSEG00000004370	Cynoglossus_semilaevis
