ENSVURP00010017755	ENSVURG00010013571	Vombatus_ursinus	ENSVURT00010020171
ENSPCIP00000007087	ENSPCIG00000006027	Phascolarctos_cinereus	ENSPCIT00000008995
ENSMEUP00000005562	ENSMEUG00000006073	Notamacropus_eugenii	ENSMEUT00000006105
ENSMODP00000018523	ENSMODG00000014810	Monodelphis_domestica	ENSMODT00000018856
ENSSHAP00000004338	ENSSHAG00000003819	Sarcophilus_harrisii	ENSSHAT00000004382
ENSLAFP00000014631	ENSLAFG00000017444	Loxodonta_africana
ENSOPRP00000015028	ENSOPRG00000016463	Ochotona_princeps
ENSPTRP00000016022	ENSPTRG00000009433	Pan_troglodytes
ENSPPAP00000038308	ENSPPAG00000041869	Pan_paniscus
ENSP00000240316	ENSG00000121058	Homo_sapiens
ENSPPYP00000009267	ENSPPYG00000008248	Pongo_abelii
ENSNLEP00000009792	ENSNLEG00000008026	Nomascus_leucogenys
ENSGGOP00000036366	ENSGGOG00000043813	Gorilla_gorilla
ENSGGOP00000033335	ENSGGOG00000026761	Gorilla_gorilla
ENSRBIP00000021013	ENSRBIG00000034489	Rhinopithecus_bieti
ENSRROP00000003546	ENSRROG00000014024	Rhinopithecus_roxellana
ENSCANP00000015558	ENSCANG00000031225	Colobus_angolensis_palliatus
ENSMLEP00000010091	ENSMLEG00000029225	Mandrillus_leucophaeus
ENSCATP00000017126	ENSCATG00000032480	Cercocebus_atys
ENSPANP00000020335	ENSPANG00000022320	Papio_anubis
ENSTGEP00000029534	ENSTGEG00000023752	Theropithecus_gelada
ENSMFAP00000018693	ENSMFAG00000032397	Macaca_fascicularis
ENSCSAP00000001911	ENSCSAG00000005604	Chlorocebus_sabaeus
ENSPTEP00000043304	ENSPTEG00000039453	Piliocolobus_tephrosceles
ENSMNEP00000032542	ENSMNEG00000039590	Macaca_nemestrina
ENSCCAP00000018425	ENSCCAG00000027052	Cebus_capucinus_imitator
ENSCJAP00000025671	ENSCJAG00000013960	Callithrix_jacchus
ENSANAP00000019605	ENSANAG00000027595	Aotus_nancymaae
ENSRROP00000020144	ENSRROG00000034029	Rhinopithecus_roxellana
ENSRBIP00000008008	ENSRBIG00000027908	Rhinopithecus_bieti
ENSCANP00000013745	ENSCANG00000030304	Colobus_angolensis_palliatus
ENSMFAP00000029285	ENSMFAG00000041922	Macaca_fascicularis
ENSMNEP00000035904	ENSMNEG00000041089	Macaca_nemestrina
ENSCATP00000008457	ENSCATG00000025483	Cercocebus_atys
ENSPANP00000040938	ENSPANG00000032008	Papio_anubis
ENSPPAP00000009116	ENSPPAG00000027777	Pan_paniscus
ENSPTRP00000073054	ENSPTRG00000047881	Pan_troglodytes
ENSCATP00000026358	ENSCATG00000036593	Cercocebus_atys
ENSMLEP00000026658	ENSMLEG00000037521	Mandrillus_leucophaeus
ENSMNEP00000002751	ENSMNEG00000012758	Macaca_nemestrina
ENSNLEP00000029326	ENSNLEG00000031943	Nomascus_leucogenys
ENSSBOP00000039910	ENSSBOG00000035968	Saimiri_boliviensis_boliviensis
ENSCCAP00000034954	ENSCCAG00000035408	Cebus_capucinus_imitator
ENSPANP00000026184	ENSPANG00000032002	Papio_anubis
ENSPANP00000032138	ENSPANG00000032494	Papio_anubis
ENSCATP00000020542	ENSCATG00000034038	Cercocebus_atys
ENSTSYP00000004908	ENSTSYG00000005348	Carlito_syrichta
ENSPCOP00000010656	ENSPCOG00000016808	Propithecus_coquereli
ENSMICP00000000610	ENSMICG00000000676	Microcebus_murinus
ENSPSMP00000029465	ENSPSMG00000020468	Prolemur_simus
ENSOGAP00000016362	ENSOGAG00000024125	Otolemur_garnettii
ENSTBEP00000007707	ENSTBEG00000008882	Tupaia_belangeri
ENSOANP00000026430	ENSOANG00000020778	Ornithorhynchus_anatinus
ENSPVIP00000001258	ENSPVIG00000001170	Pogona_vitticeps
ENSACAP00000009066	ENSACAG00000009248	Anolis_carolinensis
ENSSMRP00000028146	ENSSMRG00000021655	Salvator_merianae
ENSNSUP00000002331	ENSNSUG00000001962	Notechis_scutatus
ENSSPUP00000006952	ENSSPUG00000005378	Sphenodon_punctatus
ENSCABP00000006908	ENSCABG00000005234	Chelonoidis_abingdonii
ENSGAGP00000017122	ENSGAGG00000012791	Gopherus_agassizii
ENSCPBP00000005708	ENSCPBG00000004559	Chrysemys_picta_bellii
ENSPSIP00000011732	ENSPSIG00000010602	Pelodiscus_sinensis
ENSLCOP00000001166	ENSLCOG00000000948	Lepidothrix_coronata
ENSMVIP00005015760	ENSMVIG00005011332	Manacus_vitellinus
ENSLSDP00000021541	ENSLSDG00000015238	Lonchura_striata_domestica
ENSSCAP00000019838	ENSSCAG00000014287	Serinus_canaria
ENSJHYP00000017149	ENSJHYG00000013088	Junco_hyemalis
ENSZALP00000022575	ENSZALG00000017544	Zonotrichia_albicollis
ENSFALP00000002371	ENSFALG00000002278	Ficedula_albicollis
ENSPMJP00000024624	ENSPMJG00000018078	Parus_major
ENSCCEP00000018403	ENSCCEG00000016873	Cyanistes_caeruleus
ENSCPGP00000000545	ENSCPGG00000000459	Calidris_pygmaea
ENSCPUP00000002472	ENSCPUG00000001910	Calidris_pugnax
ENSABRP00000014162	ENSABRG00000012525	Anser_brachyrhynchus
ENSAPLP00000031859	ENSAPLG00000023080	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000000467	ENSMUNG00000000449	Melopsittacus_undulatus
ENSAHAP00000015395	ENSAHAG00000011053	Apteryx_haastii
ENSAOWP00000004487	ENSAOWG00000003127	Apteryx_owenii
ENSARWP00000011185	ENSARWG00000007769	Apteryx_rowi
ENSDNVP00000016661	ENSDNVG00000011669	Dromaius_novaehollandiae
ENSGALP00000066576	ENSGALG00000049473	Gallus_gallus
ENSCJPP00005027644	ENSCJPG00005021400	Coturnix_japonica
ENSMGAP00000008454	ENSMGAG00000008247	Meleagris_gallopavo
ENSNMEP00000006392	ENSNMEG00000006577	Numida_meleagris
ENSNPEP00000007441	ENSNPEG00000005445	Nothoprocta_perdicaria
ENSTGUP00000009840	ENSTGUG00000009544	Taeniopygia_guttata
ENSCPRP00005002848	ENSCPRG00005002085	Crocodylus_porosus
ENSLACP00000005795	ENSLACG00000005144	Latimeria_chalumnae
ENSPFOP00000019705	ENSPFOG00000019583	Poecilia_formosa
ENSPMEP00000004803	ENSPMEG00000006086	Poecilia_mexicana
ENSFHEP00000001331	ENSFHEG00000002085	Fundulus_heteroclitus
ENSPREP00000010515	ENSPREG00000007173	Poecilia_reticulata
ENSPLAP00000012026	ENSPLAG00000015255	Poecilia_latipinna
ENSXMAP00000022502	ENSXMAG00000026861	Xiphophorus_maculatus
ENSXCOP00000013072	ENSXCOG00000009906	Xiphophorus_couchianus
ENSGAFP00000009391	ENSGAFG00000006401	Gambusia_affinis
ENSNBRP00000011883	ENSNBRG00000009265	Neolamprologus_brichardi
ENSACIP00000017064	ENSACIG00000013311	Amphilophus_citrinellus
ENSGWIP00000033761	ENSGWIG00000017436	Gouania_willdenowi
ENSAPEP00000030342	ENSAPEG00000021555	Amphiprion_percula
ENSORLP00015027947	ENSORLG00015010322	Oryzias_latipes_ASM223469v1
ENSORLP00020016953	ENSORLG00020000782	Oryzias_latipes_ASM223471v1
ENSORLP00000021606	ENSORLG00000017269	Oryzias_latipes_ASM223467v1
ENSOMEP00000029004	ENSOMEG00000012365	Oryzias_melastigma
ENSKMAP00000018740	ENSKMAG00000013928	Kryptolebias_marmoratus
ENSMZEP00005031034	ENSMZEG00005023140	Maylandia_zebra
ENSACLP00000005635	ENSACLG00000003803	Astatotilapia_calliptera
ENSPNYP00000030132	ENSPNYG00000022723	Pundamilia_nyererei
ENSHBUP00000026823	ENSHBUG00000009661	Haplochromis_burtoni
ENSONIP00000007828	ENSONIG00000006214	Oreochromis_niloticus
ENSPRNP00000037611	ENSPRNG00000018735	Parambassis_ranga
ENSPRNP00000033134	ENSPRNG00000016727	Parambassis_ranga
ENSPMGP00000005923	ENSPMGG00000004974	Periophthalmus_magnuspinnatus
ENSMAMP00000002237	ENSMAMG00000001579	Mastacembelus_armatus
ENSTNIP00000016996	ENSTNIG00000013989	Tetraodon_nigroviridis
ENSAPOP00000006009	ENSAPOG00000007773	Acanthochromis_polyacanthus
ENSAOCP00000025855	ENSAOCG00000013735	Amphiprion_ocellaris
ENSSPAP00000011179	ENSSPAG00000008504	Stegastes_partitus
ENSACIP00000017049	ENSACIG00000013292	Amphilophus_citrinellus
ENSMALP00000002443	ENSMALG00000001832	Monopterus_albus
ENSCGOP00000001119	ENSCGOG00000000688	Cottoperca_gobio
ENSATEP00000013218	ENSATEG00000009248	Anabas_testudineus
ENSMMOP00000007148	ENSMMOG00000005539	Mola_mola
ENSHCOP00000005645	ENSHCOG00000007341	Hippocampus_comes
ENSSDUP00000032547	ENSSDUG00000023389	Seriola_dumerili
ENSSLDP00000014785	ENSSLDG00000011775	Seriola_lalandi_dorsalis
ENSLCAP00010044515	ENSLCAG00010020687	Lates_calcarifer
ENSLCAP00010054816	ENSLCAG00010025576	Lates_calcarifer
ENSLCAP00010053723	ENSLCAG00010024991	Lates_calcarifer
ENSSMAP00000026929	ENSSMAG00000016462	Scophthalmus_maximus
ENSLBEP00000028914	ENSLBEG00000021904	Labrus_bergylta
ENSGACP00000007064	ENSGACG00000005339	Gasterosteus_aculeatus
ENSLCRP00005013994	ENSLCRG00005006040	Larimichthys_crocea
ENSTRUP00000056928	ENSTRUG00000021308	Takifugu_rubripes
ENSCSEP00000021836	ENSCSEG00000013943	Cynoglossus_semilaevis
ENSHHUP00000070840	ENSHHUG00000041643	Hucho_hucho
ENSDCDP00000022051	ENSDCDG00000017053	Denticeps_clupeoides
ENSCHAP00000017610	ENSCHAG00000009249	Clupea_harengus
ENSEEEP00000010326	ENSEEEG00000005233	Electrophorus_electricus
ENSIPUP00000001803	ENSIPUG00000001290	Ictalurus_punctatus
ENSAMXP00000033984	ENSAMXG00000033981	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005012657	ENSAMXG00005006819	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008503	ENSPNAG00000014104	Pygocentrus_nattereri
ENSDARP00000109892	ENSDARG00000040070	Danio_rerio
ENSELUP00000033113	ENSELUG00000011281	Esox_lucius
ENSPKIP00000025834	ENSPKIG00000008553	Paramormyrops_kingsleyae
ENSLOCP00000017037	ENSLOCG00000013816	Lepisosteus_oculatus
ENSECRP00000023445	ENSECRG00000015863	Erpetoichthys_calabaricus
ENSCMIP00000006260	ENSCMIG00000003599	Callorhinchus_milii
ENSPMAP00000010498	ENSPMAG00000009551	Petromyzon_marinus
ENSCINP00000029374	ENSCING00000017293	Ciona_intestinalis
