ENSLSDP00000008696	ENSLSDG00000006493	Lonchura_striata_domestica
ENSJJAP00000003958	ENSJJAG00000008007	Jaculus_jaculus
ENSCAPP00000007569	ENSCAPG00000009466	Cavia_aperea
ENSCPOP00000012994	ENSCPOG00000014427	Cavia_porcellus
ENSODEP00000008779	ENSODEG00000006562	Octodon_degus
ENSCLAP00000005765	ENSCLAG00000004087	Chinchilla_lanigera
ENSHGLP00100005180	ENSHGLG00100003927	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020787	ENSHGLG00000014870	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015229	ENSFDAG00000002974	Fukomys_damarensis
ENSSTOP00000010754	ENSSTOG00000011986	Ictidomys_tridecemlineatus
ENSSDAP00000008476	ENSSDAG00000007719	Spermophilus_dauricus
ENSUPAP00010004666	ENSUPAG00010003773	Urocitellus_parryii
ENSMMMP00000001243	ENSMMMG00000001152	Marmota_marmota_marmota
ENSOCUP00000007499	ENSOCUG00000008687	Oryctolagus_cuniculus
ENSOPRP00000001942	ENSOPRG00000002115	Ochotona_princeps
ENSTSYP00000000733	ENSTSYG00000000795	Carlito_syrichta
ENSMLUP00000004800	ENSMLUG00000005264	Myotis_lucifugus
ENSPVAP00000012724	ENSPVAG00000013489	Pteropus_vampyrus
ENSECAP00000017127	ENSECAG00000019674	Equus_caballus
ENSEASP00005033855	ENSEASG00005023159	Equus_asinus_asinus
ENSCAFP00020002282	ENSCAFG00020001956	Canis_lupus_dingo
ENSCAFP00000062124	ENSCAFG00000013056	Canis_lupus_familiaris
ENSVVUP00000020430	ENSVVUG00000015014	Vulpes_vulpes
ENSNVIP00000024710	ENSNVIG00000019139	Neovison_vison
ENSUAMP00000011367	ENSUAMG00000009298	Ursus_americanus
ENSUMAP00000030505	ENSUMAG00000022033	Ursus_maritimus
ENSAMEP00000001832	ENSAMEG00000001752	Ailuropoda_melanoleuca
ENSPTIP00000024120	ENSPTIG00000020325	Panthera_tigris_altaica
ENSPPRP00000001407	ENSPPRG00000024151	Panthera_pardus
ENSFCAP00000001087	ENSFCAG00000001173	Felis_catus
ENSBIXP00005014824	ENSBIXG00005018723	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000036652	ENSBIXG00000000453	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000009860	ENSBTAG00000007498	Bos_taurus
ENSBMUP00000023206	ENSBMUG00000017440	Bos_mutus
ENSBBBP00000023607	ENSBBBG00000018356	Bison_bison_bison
ENSCHIP00000032114	ENSCHIG00000026209	Capra_hircus
ENSOARP00000010858	ENSOARG00000010128	Ovis_aries
ENSTTRP00000011593	ENSTTRG00000012223	Tursiops_truncatus
ENSSSCP00000028003	ENSSSCG00000036595	Sus_scrofa_strain_reference
ENSEEUP00000005462	ENSEEUG00000005990	Erinaceus_europaeus
ENSP00000488802	ENSG00000273154	Homo_sapiens
ENSOANP00000007818	ENSOANG00000004932	Ornithorhynchus_anatinus
ENSLACP00000002975	ENSLACG00000002661	Latimeria_chalumnae
ENSSFOP00015000979	ENSSFOG00015000739	Scleropages_formosus
ENSPKIP00000031662	ENSPKIG00000012056	Paramormyrops_kingsleyae
ENSDCDP00000032098	ENSDCDG00000022143	Denticeps_clupeoides
ENSCHAP00000021524	ENSCHAG00000010827	Clupea_harengus
ENSEEEP00000009044	ENSEEEG00000004658	Electrophorus_electricus
ENSIPUP00000019001	ENSIPUG00000012890	Ictalurus_punctatus
ENSAMXP00005013622	ENSAMXG00005007304	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000019138	ENSAMXG00000018583	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027272	ENSPNAG00000012769	Pygocentrus_nattereri
ENSDARP00000030077	ENSDARG00000027403	Danio_rerio
ENSTRUP00000055043	ENSTRUG00000010488	Takifugu_rubripes
ENSTNIP00000006786	ENSTNIG00000004165	Tetraodon_nigroviridis
ENSCSEP00000003519	ENSCSEG00000002301	Cynoglossus_semilaevis
ENSBSLP00000044492	ENSBSLG00000021208	Betta_splendens
ENSGWIP00000013342	ENSGWIG00000007629	Gouania_willdenowi
ENSLCRP00005039943	ENSLCRG00005015426	Larimichthys_crocea
ENSMMOP00000019695	ENSMMOG00000014951	Mola_mola
ENSCGOP00000050968	ENSCGOG00000022585	Cottoperca_gobio
ENSGACP00000006148	ENSGACG00000004662	Gasterosteus_aculeatus
ENSLBEP00000021142	ENSLBEG00000016259	Labrus_bergylta
ENSMAMP00000012224	ENSMAMG00000008266	Mastacembelus_armatus
ENSMALP00000009250	ENSMALG00000006584	Monopterus_albus
ENSATEP00000004737	ENSATEG00000003346	Anabas_testudineus
ENSSLDP00000024968	ENSSLDG00000019446	Seriola_lalandi_dorsalis
ENSSDUP00000020186	ENSSDUG00000014684	Seriola_dumerili
ENSSMAP00000010789	ENSSMAG00000006646	Scophthalmus_maximus
ENSLCAP00010013451	ENSLCAG00010006396	Lates_calcarifer
ENSAPEP00000009124	ENSAPEG00000006555	Amphiprion_percula
ENSAOCP00000010230	ENSAOCG00000014437	Amphiprion_ocellaris
ENSAPOP00000000537	ENSAPOG00000001732	Acanthochromis_polyacanthus
ENSSPAP00000029873	ENSSPAG00000022473	Stegastes_partitus
ENSPRNP00000054782	ENSPRNG00000025736	Parambassis_ranga
ENSMZEP00005028982	ENSMZEG00005021620	Maylandia_zebra
ENSPNYP00000017494	ENSPNYG00000013216	Pundamilia_nyererei
ENSACLP00000020285	ENSACLG00000013778	Astatotilapia_calliptera
ENSHBUP00000008877	ENSHBUG00000010362	Haplochromis_burtoni
ENSONIP00000011768	ENSONIG00000009365	Oreochromis_niloticus
ENSNBRP00000028281	ENSNBRG00000021521	Neolamprologus_brichardi
ENSACIP00000020582	ENSACIG00000015939	Amphilophus_citrinellus
ENSFHEP00000008762	ENSFHEG00000009966	Fundulus_heteroclitus
ENSCVAP00000005826	ENSCVAG00000007255	Cyprinodon_variegatus
ENSXMAP00000004772	ENSXMAG00000004759	Xiphophorus_maculatus
ENSGAFP00000029889	ENSGAFG00000020149	Gambusia_affinis
ENSPFOP00000010278	ENSPFOG00000010326	Poecilia_formosa
ENSPLAP00000001152	ENSPLAG00000002135	Poecilia_latipinna
ENSPMEP00000016413	ENSPMEG00000019064	Poecilia_mexicana
ENSPREP00000016158	ENSPREG00000010919	Poecilia_reticulata
ENSKMAP00000008683	ENSKMAG00000006523	Kryptolebias_marmoratus
ENSORLP00020003539	ENSORLG00020004339	Oryzias_latipes_ASM223471v1
ENSORLP00000001074	ENSORLG00000000880	Oryzias_latipes_ASM223467v1
ENSORLP00015017515	ENSORLG00015018532	Oryzias_latipes_ASM223469v1
ENSOMEP00000013204	ENSOMEG00000014655	Oryzias_melastigma
ENSHCOP00000019349	ENSHCOG00000004674	Hippocampus_comes
ENSPMGP00000018156	ENSPMGG00000014856	Periophthalmus_magnuspinnatus
ENSGMOP00000006998	ENSGMOG00000006577	Gadus_morhua
ENSHHUP00000016455	ENSHHUG00000010245	Hucho_hucho
ENSELUP00000002376	ENSELUG00000003733	Esox_lucius
ENSLOCP00000001916	ENSLOCG00000001659	Lepisosteus_oculatus
ENSECRP00000010279	ENSECRG00000006855	Erpetoichthys_calabaricus
ENSCMIP00000030369	ENSCMIG00000013071	Callorhinchus_milii
ENSEBUP00000014295	ENSEBUG00000009006	Eptatretus_burgeri
