ENSMAMP00000005684	ENSMAMG00000003847	Mastacembelus_armatus
ENSTGEP00000025735	ENSTGEG00000020723	Theropithecus_gelada
ENSCJPP00005021723	ENSCJPG00005017351	Coturnix_japonica
ENSSPAP00000022694	ENSSPAG00000017131	Stegastes_partitus
ENSFHEP00000020896	ENSFHEG00000022865	Fundulus_heteroclitus
ENSAPLP00000010915	ENSAPLG00000011163	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000014209	ENSNPEG00000010632	Nothoprocta_perdicaria
ENSOCUP00000011847	ENSOCUG00000013772	Oryctolagus_cuniculus
ENSONIP00000006927	ENSONIG00000005513	Oreochromis_niloticus
ENSLCAP00010015171	ENSLCAG00010007190	Lates_calcarifer
ENSBIXP00000028202	ENSBIXG00000009319	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSANAP00000035154	ENSANAG00000035138	Aotus_nancymaae
ENSMEUP00000011235	ENSMEUG00000012325	Notamacropus_eugenii
ENSPPRP00000015263	ENSPPRG00000007962	Panthera_pardus
MGP_PahariEiJ_P0035714	MGP_PahariEiJ_G0018046	Mus_pahari_strain_PAHARI_EIJ
ENSTGUP00000007874	ENSTGUG00000007642	Taeniopygia_guttata
ENSPKIP00000032561	ENSPKIG00000012615	Paramormyrops_kingsleyae
ENSBBBP00000003964	ENSBBBG00000013008	Bison_bison_bison
ENSMVIP00005020304	ENSMVIG00005014345	Manacus_vitellinus
ENSNSUP00000012392	ENSNSUG00000009288	Notechis_scutatus
ENSAOCP00000000418	ENSAOCG00000003256	Amphiprion_ocellaris
ENSCJAP00000045011	ENSCJAG00000001458	Callithrix_jacchus
ENSLACP00000013346	ENSLACG00000011751	Latimeria_chalumnae
ENSMFAP00000028190	ENSMFAG00000045455	Macaca_fascicularis
ENSLOCP00000004595	ENSLOCG00000003847	Lepisosteus_oculatus
ENSCHOP00000012191	ENSCHOG00000013774	Choloepus_hoffmanni
ENSCABP00000011025	ENSCABG00000008240	Chelonoidis_abingdonii
ENSCMIP00000041829	ENSCMIG00000017425	Callorhinchus_milii
ENSMUSP00000020821	ENSMUSG00000020513	Mus_musculus_strain_reference_(CL57BL6)
ENSMMOP00000005555	ENSMMOG00000004372	Mola_mola
ENSUAMP00000021071	ENSUAMG00000016575	Ursus_americanus
ENSARWP00000023481	ENSARWG00000015980	Apteryx_rowi
ENSPVIP00000026903	ENSPVIG00000020019	Pogona_vitticeps
ENSTBEP00000005194	ENSTBEG00000006018	Tupaia_belangeri
ENSCATP00000045766	ENSCATG00000045241	Cercocebus_atys
ENSAMEP00000012035	ENSAMEG00000011431	Ailuropoda_melanoleuca
ENSABRP00000006075	ENSABRG00000005528	Anser_brachyrhynchus
ENSPCAP00000007390	ENSPCAG00000007900	Procavia_capensis
ENSGGOP00000007092	ENSGGOG00000007246	Gorilla_gorilla
ENSPMJP00000027220	ENSPMJG00000019825	Parus_major
ENSDORP00000010801	ENSDORG00000011492	Dipodomys_ordii
ENSPSMP00000018431	ENSPSMG00000012993	Prolemur_simus
ENSCPGP00000023581	ENSCPGG00000016324	Calidris_pygmaea
ENSDNOP00000000832	ENSDNOG00000001091	Dasypus_novemcinctus
ENSMZEP00005016432	ENSMZEG00005012335	Maylandia_zebra
ENSKMAP00000000306	ENSKMAG00000000289	Kryptolebias_marmoratus
ENSPMEP00000028212	ENSPMEG00000013191	Poecilia_mexicana
ENSLSDP00000012059	ENSLSDG00000008830	Lonchura_striata_domestica
ENSCLAP00000021719	ENSCLAG00000014867	Chinchilla_lanigera
ENSCSEP00000003041	ENSCSEG00000001994	Cynoglossus_semilaevis
ENSCSAP00000002184	ENSCSAG00000005884	Chlorocebus_sabaeus
ENSSBOP00000007056	ENSSBOG00000020501	Saimiri_boliviensis_boliviensis
ENSOANP00000003528	ENSOANG00000002225	Ornithorhynchus_anatinus
ENSCPUP00000029510	ENSCPUG00000019769	Calidris_pugnax
ENSBIXP00005021898	ENSBIXG00005024920	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPNYP00000014427	ENSPNYG00000010942	Pundamilia_nyererei
ENSP00000320797	ENSG00000108423	Homo_sapiens
ENSXETP00000047291	ENSXETG00000020759	Xenopus_tropicalis
ENSXCOP00000000412	ENSXCOG00000000360	Xiphophorus_couchianus
ENSUPAP00010027334	ENSUPAG00010021608	Urocitellus_parryii
ENSPMAP00000003405	ENSPMAG00000003124	Petromyzon_marinus
ENSEASP00005002991	ENSEASG00005002295	Equus_asinus_asinus
MGP_CAROLIEiJ_P0028995	MGP_CAROLIEiJ_G0016916	Mus_caroli_strain_CAROLI_EIJ
ENSOMEP00000004069	ENSOMEG00000005007	Oryzias_melastigma
ENSMSIP00000011369	ENSMSIG00000009818	Mus_spicilegus
ENSNLEP00000000836	ENSNLEG00000000693	Nomascus_leucogenys
ENSGMOP00000009596	ENSGMOG00000008987	Gadus_morhua
ENSTRUP00000012850	ENSTRUG00000005354	Takifugu_rubripes
ENSMICP00000007240	ENSMICG00000007950	Microcebus_murinus
ENSPCOP00000028162	ENSPCOG00000026669	Propithecus_coquereli
ENSPANP00000020398	ENSPANG00000022250	Papio_anubis
ENSCHAP00000013374	ENSCHAG00000007337	Clupea_harengus
ENSCGOP00000019891	ENSCGOG00000009591	Cottoperca_gobio
ENSELUP00000039195	ENSELUG00000019274	Esox_lucius
ENSPTEP00000008406	ENSPTEG00000009574	Piliocolobus_tephrosceles
ENSACAP00000012671	ENSACAG00000012853	Anolis_carolinensis
ENSUPAP00010005977	ENSUPAG00010004800	Urocitellus_parryii
ENSSCAP00000014733	ENSSCAG00000010818	Serinus_canaria
ENSCAPP00000013665	ENSCAPG00000014237	Cavia_aperea
ENSXMAP00000017013	ENSXMAG00000016973	Xiphophorus_maculatus
ENSFALP00000005791	ENSFALG00000005556	Ficedula_albicollis
ENSSFOP00015004283	ENSSFOG00015002798	Scleropages_formosus
ENSPFOP00000005503	ENSPFOG00000005581	Poecilia_formosa
ENSCCEP00000015886	ENSCCEG00000014950	Cyanistes_caeruleus
ENSCAFP00020034151	ENSCAFG00020026511	Canis_lupus_dingo
ENSVVUP00000024714	ENSVVUG00000018135	Vulpes_vulpes
ENSMPUP00000015077	ENSMPUG00000015186	Mustela_putorius_furo
ENSVPAP00000008716	ENSVPAG00000009368	Vicugna_pacos
ENSRBIP00000019761	ENSRBIG00000033859	Rhinopithecus_bieti
ENSORLP00000015867	ENSORLG00000012665	Oryzias_latipes_ASM223467v1
ENSMGAP00000007524	ENSMGAG00000007384	Meleagris_gallopavo
ENSPEMP00000003366	ENSPEMG00000004702	Peromyscus_maniculatus_bairdii
ENSUMAP00000031441	ENSUMAG00000022706	Ursus_maritimus
ENSLAFP00000011934	ENSLAFG00000014254	Loxodonta_africana
ENSGAGP00000033713	ENSGAGG00000024000	Gopherus_agassizii
ENSEEUP00000011832	ENSEEUG00000012996	Erinaceus_europaeus
ENSDARP00000121428	ENSDARG00000058219	Danio_rerio
ENSANAP00000031476	ENSANAG00000033464	Aotus_nancymaae
MGP_SPRETEiJ_P0030408	MGP_SPRETEiJ_G0017761	Mus_spretus_strain_SPRET/EiJ
ENSPPYP00000009888	ENSPPYG00000008808	Pongo_abelii
ENSECRP00000014790	ENSECRG00000009859	Erpetoichthys_calabaricus
ENSCCNP00000013589	ENSCCNG00000014063	Castor_canadensis
ENSAMXP00005002796	ENSAMXG00005001682	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLCOP00000013088	ENSLCOG00000009440	Lepidothrix_coronata
ENSCCAP00000033442	ENSCCAG00000034726	Cebus_capucinus_imitator
ENSCGRP00015010277	ENSCGRG00015007927	Cricetulus_griseus_CriGri-PICR
ENSAPEP00000028702	ENSAPEG00000020380	Amphiprion_percula
ENSPSIP00000009771	ENSPSIG00000008881	Pelodiscus_sinensis
ENSRROP00000045672	ENSRROG00000045723	Rhinopithecus_roxellana
ENSSARP00000007986	ENSSARG00000008824	Sorex_araneus
ENSFCAP00000003488	ENSFCAG00000003784	Felis_catus
ENSCINP00000032155	ENSCING00000021815	Ciona_intestinalis
ENSAPOP00000011752	ENSAPOG00000014374	Acanthochromis_polyacanthus
ENSPTRP00000042080	ENSPTRG00000009476	Pan_troglodytes
ENSPPAP00000015082	ENSPPAG00000030695	Pan_paniscus
ENSJJAP00000011342	ENSJJAG00000014684	Jaculus_jaculus
ENSMOCP00000001354	ENSMOCG00000000998	Microtus_ochrogaster
ENSCPRP00005016604	ENSCPRG00005011576	Crocodylus_porosus
ENSORLP00015034468	ENSORLG00015020483	Oryzias_latipes_ASM223469v1
ENSPNAP00000018684	ENSPNAG00000025143	Pygocentrus_nattereri
ENSZALP00000017190	ENSZALG00000013927	Zonotrichia_albicollis
ENSNMEP00000005245	ENSNMEG00000005471	Numida_meleagris
ENSORLP00020028663	ENSORLG00020012214	Oryzias_latipes_ASM223471v1
ENSOGAP00000006993	ENSOGAG00000007811	Otolemur_garnettii
ENSACLP00000004403	ENSACLG00000002918	Astatotilapia_calliptera
ENSETEP00000014674	ENSETEG00000018060	Echinops_telfairi
ENSCHIP00000018065	ENSCHIG00000017656	Capra_hircus
ENSSDAP00000021805	ENSSDAG00000019795	Spermophilus_dauricus
ENSPRNP00000003290	ENSPRNG00000001979	Parambassis_ranga
ENSSHAP00000019040	ENSSHAG00000016164	Sarcophilus_harrisii
ENSSMAP00000006695	ENSSMAG00000004126	Scophthalmus_maximus
ENSSTOP00000014533	ENSSTOG00000016233	Ictidomys_tridecemlineatus
ENSMODP00000017902	ENSMODG00000014323	Monodelphis_domestica
ENSHGLP00100018247	ENSHGLG00100013450	Heterocephalus_glaber_HetGla_1.0
ENSAOWP00000023319	ENSAOWG00000015740	Apteryx_owenii
ENSPTEP00000017551	ENSPTEG00000019079	Piliocolobus_tephrosceles
ENSRNOP00000073829	ENSRNOG00000053309	Rattus_norvegicus
ENSODEP00000019804	ENSODEG00000014625	Octodon_degus
ENSMLUP00000003336	ENSMLUG00000003662	Myotis_lucifugus
ENSSSCP00000052478	ENSSSCG00000017669	Sus_scrofa_strain_reference
ENSPTEP00000041928	ENSPTEG00000038322	Piliocolobus_tephrosceles
ENSAMXP00000002081	ENSAMXG00000037376	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000002081
ENSEBUP00000015021	ENSEBUG00000009456	Eptatretus_burgeri
ENSNGAP00000017315	ENSNGAG00000017771	Nannospalax_galili
