ENSEASP00005004649	ENSEASG00005003526	Equus_asinus_asinus
ENSPVIP00000021015	ENSPVIG00000015984	Pogona_vitticeps
ENSMUNP00000017267	ENSMUNG00000013260	Melopsittacus_undulatus
ENSMUNP00000017264	ENSMUNG00000013257	Melopsittacus_undulatus
ENSTBEP00000006330	ENSTBEG00000007317	Tupaia_belangeri
ENSACAP00000001093	ENSACAG00000001203	Anolis_carolinensis
ENSP00000355893	ENSG00000196660	Homo_sapiens
ENSCGRP00000018468	ENSCGRG00000013442	Cricetulus_griseus_CriGri_1.0
ENSSFOP00015011644	ENSSFOG00015007527	Scleropages_formosus
ENSSSCP00000042805	ENSSSCG00000039095	Sus_scrofa_strain_reference
ENSCLAP00000005801	ENSCLAG00000004112	Chinchilla_lanigera
ENSUPAP00010012003	ENSUPAG00010009741	Urocitellus_parryii
ENSMUSP00000053181	ENSMUSG00000026614	Mus_musculus_strain_reference_(CL57BL6)
ENSSCAP00000007364	ENSSCAG00000005689	Serinus_canaria
ENSSCAP00000007366	ENSSCAG00000005691	Serinus_canaria
ENSLACP00000013094	ENSLACG00000011534	Latimeria_chalumnae
ENSAHAP00000025111	ENSAHAG00000017511	Apteryx_haastii
ENSIPUP00000032495	ENSIPUG00000021851	Ictalurus_punctatus
ENSHGLP00100005233	ENSHGLG00100003968	Heterocephalus_glaber_HetGla_1.0
ENSAHAP00000025116	ENSAHAG00000017515	Apteryx_haastii
ENSJHYP00000010559	ENSJHYG00000008287	Junco_hyemalis
ENSMMUP00000074080	ENSMMUG00000061301	Macaca_mulatta
ENSLOCP00000020758	ENSLOCG00000016795	Lepisosteus_oculatus
ENSEEUP00000000895	ENSEEUG00000001003	Erinaceus_europaeus
ENSCPBP00000001164	ENSCPBG00000000937	Chrysemys_picta_bellii
ENSEEEP00000044591	ENSEEEG00000021054	Electrophorus_electricus
ENSEEEP00000024105	ENSEEEG00000011694	Electrophorus_electricus
ENSBMUP00000007886	ENSBMUG00000006201	Bos_mutus
ENSLACP00000012543	ENSLACG00000011052	Latimeria_chalumnae
ENSECRP00000002693	ENSECRG00000001837	Erpetoichthys_calabaricus	ENSECRT00000002734
ENSCHAP00000029309	ENSCHAG00000014109	Clupea_harengus
ENSAMXP00000044387	ENSAMXG00000043169	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHGLP00000002353	ENSHGLG00000001788	Heterocephalus_glaber_HetGla_female_1.0
ENSNMEP00000016821	ENSNMEG00000014774	Numida_meleagris
ENSZALP00000002028	ENSZALG00000002346	Zonotrichia_albicollis
ENSFALP00000012737	ENSFALG00000012198	Ficedula_albicollis
ENSDORP00000005159	ENSDORG00000005519	Dipodomys_ordii
ENSMSIP00000000930	ENSMSIG00000000953	Mus_spicilegus
ENSAPLP00000018565	ENSAPLG00000022144	Anas_platyrhynchos_platyrhynchos
ENSCHOP00000007393	ENSCHOG00000008366	Choloepus_hoffmanni
ENSGGOP00000009289	ENSGGOG00000009511	Gorilla_gorilla
ENSPPRP00000022073	ENSPPRG00000012707	Panthera_pardus
ENSPCOP00000014185	ENSPCOG00000018770	Propithecus_coquereli
ENSMLEP00000028039	ENSMLEG00000038237	Mandrillus_leucophaeus
ENSCAFP00000045904	ENSCAFG00000010842	Canis_lupus_familiaris
MGP_CAROLIEiJ_P0021814	MGP_CAROLIEiJ_G0015024	Mus_caroli_strain_CAROLI_EIJ
ENSCJAP00000007459	ENSCJAG00000004103	Callithrix_jacchus
ENSCABP00000007663	ENSCABG00000005782	Chelonoidis_abingdonii
ENSMUGP00000012586	ENSMUGG00000010934	Meriones_unguiculatus
ENSDCDP00000009028	ENSDCDG00000004536	Denticeps_clupeoides
ENSMMMP00000027704	ENSMMMG00000024195	Marmota_marmota_marmota
