ENSPMAP00000006002	ENSPMAG00000005449	Petromyzon_marinus	ENSPMAT00000006030
ENSEBUP00000009310	ENSEBUG00000005986	Eptatretus_burgeri	ENSEBUT00000009832
ENSMVIP00005004468	ENSMVIG00005003460	Manacus_vitellinus
ENSSHAP00000011868	ENSSHAG00000010187	Sarcophilus_harrisii
ENSMODP00000059753	ENSMODG00000018289	Monodelphis_domestica
ENSCHOP00000004652	ENSCHOG00000005246	Choloepus_hoffmanni
ENSDNOP00000033586	ENSDNOG00000032165	Dasypus_novemcinctus
ENSLAFP00000006821	ENSLAFG00000008130	Loxodonta_africana
ENSPCAP00000013653	ENSPCAG00000014598	Procavia_capensis
ENSETEP00000014633	ENSETEG00000018008	Echinops_telfairi
ENSEEUP00000010663	ENSEEUG00000011671	Erinaceus_europaeus
ENSSARP00000009475	ENSSARG00000010486	Sorex_araneus
ENSPVAP00000016388	ENSPVAG00000017371	Pteropus_vampyrus
ENSBIXP00000034280	ENSBIXG00000007440	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046673	ENSBIXG00005031409	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003532	ENSBTAG00000002725	Bos_taurus
ENSBMUP00000028150	ENSBMUG00000021097	Bos_mutus
ENSBBBP00000025605	ENSBBBG00000020949	Bison_bison_bison
ENSOARP00000013831	ENSOARG00000012911	Ovis_aries
ENSCHIP00000019531	ENSCHIG00000018488	Capra_hircus
ENSTTRP00000013218	ENSTTRG00000013936	Tursiops_truncatus
ENSSSCP00000044017	ENSSSCG00000004311	Sus_scrofa_strain_reference
ENSVPAP00000003876	ENSVPAG00000004172	Vicugna_pacos
ENSECAP00000044531	ENSECAG00000012605	Equus_caballus
ENSEASP00005007793	ENSEASG00005005683	Equus_asinus_asinus
ENSAMEP00000000420	ENSAMEG00000000368	Ailuropoda_melanoleuca
ENSUMAP00000014266	ENSUMAG00000010518	Ursus_maritimus
ENSMPUP00000009276	ENSMPUG00000009351	Mustela_putorius_furo
ENSNVIP00000002951	ENSNVIG00000002336	Neovison_vison
ENSCAFP00020020134	ENSCAFG00020015945	Canis_lupus_dingo
ENSCAFP00000057692	ENSCAFG00000003089	Canis_lupus_familiaris
ENSVVUP00000013856	ENSVVUG00000010152	Vulpes_vulpes
ENSPTIP00000002431	ENSPTIG00000005384	Panthera_tigris_altaica
ENSPPRP00000003920	ENSPPRG00000000245	Panthera_pardus
ENSFCAP00000018802	ENSFCAG00000030695	Felis_catus
ENSCGRP00001026373	ENSCGRG00001023707	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008690	ENSCGRG00015006710	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017444	ENSCGRG00000012687	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011899	ENSCGRG00001013438	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000014726	ENSCGRG00000010662	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000024233	ENSMAUG00000021153	Mesocricetus_auratus
ENSMOCP00000001220	ENSMOCG00000000920	Microtus_ochrogaster
ENSPEMP00000020568	ENSPEMG00000018487	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0064126	MGP_SPRETEiJ_G0026824	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000014253	ENSMSIG00000011442	Mus_spicilegus
ENSMUSP00000103788	ENSMUSG00000028274	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0061696	MGP_CAROLIEiJ_G0025875	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0057360	MGP_PahariEiJ_G0023998	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010614	ENSRNOG00000007867	Rattus_norvegicus
ENSMUGP00000031876	ENSMUGG00000026486	Meriones_unguiculatus
ENSNGAP00000022738	ENSNGAG00000021517	Nannospalax_galili
ENSJJAP00000018593	ENSJJAG00000019822	Jaculus_jaculus
ENSDORP00000010497	ENSDORG00000011171	Dipodomys_ordii
ENSODEP00000009765	ENSODEG00000007302	Octodon_degus
ENSCLAP00000015525	ENSCLAG00000010675	Chinchilla_lanigera
ENSCPOP00000004610	ENSCPOG00000005124	Cavia_porcellus
ENSCAPP00000011478	ENSCAPG00000012521	Cavia_aperea
ENSHGLP00000001624	ENSHGLG00000001236	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005161	ENSHGLG00100003913	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019793	ENSFDAG00000008903	Fukomys_damarensis
ENSSTOP00000006391	ENSSTOG00000007145	Ictidomys_tridecemlineatus
ENSUPAP00010021653	ENSUPAG00010017229	Urocitellus_parryii
ENSMMMP00000010766	ENSMMMG00000009561	Marmota_marmota_marmota
ENSOCUP00000014680	ENSOCUG00000017081	Oryctolagus_cuniculus
ENSOPRP00000000845	ENSOPRG00000000916	Ochotona_princeps
ENSTBEP00000000760	ENSTBEG00000000862	Tupaia_belangeri
ENSPTRP00000031457	ENSPTRG00000018413	Pan_troglodytes
ENSPPAP00000006318	ENSPPAG00000024828	Pan_paniscus
ENSP00000358497	ENSG00000111880	Homo_sapiens
ENSGGOP00000007691	ENSGGOG00000007863	Gorilla_gorilla
ENSPPYP00000018847	ENSPPYG00000016834	Pongo_abelii
ENSNLEP00000015866	ENSNLEG00000013064	Nomascus_leucogenys
ENSTGEP00000023956	ENSTGEG00000019377	Theropithecus_gelada
ENSPANP00000041438	ENSPANG00000010454	Papio_anubis
ENSCATP00000045264	ENSCATG00000045048	Cercocebus_atys
ENSMLEP00000024681	ENSMLEG00000036501	Mandrillus_leucophaeus
ENSMMUP00000072178	ENSMMUG00000020097	Macaca_mulatta
ENSMNEP00000035218	ENSMNEG00000040764	Macaca_nemestrina
ENSCSAP00000013368	ENSCSAG00000017333	Chlorocebus_sabaeus
ENSPTEP00000015193	ENSPTEG00000016886	Piliocolobus_tephrosceles
ENSCANP00000027775	ENSCANG00000037275	Colobus_angolensis_palliatus
ENSRROP00000013377	ENSRROG00000030932	Rhinopithecus_roxellana
ENSRBIP00000014580	ENSRBIG00000031371	Rhinopithecus_bieti
ENSCJAP00000001372	ENSCJAG00000000780	Callithrix_jacchus
ENSSBOP00000010265	ENSSBOG00000021985	Saimiri_boliviensis_boliviensis
ENSCCAP00000025760	ENSCCAG00000030653	Cebus_capucinus_imitator
ENSANAP00000008198	ENSANAG00000022118	Aotus_nancymaae
ENSTSYP00000006298	ENSTSYG00000006886	Carlito_syrichta
ENSPSMP00000014750	ENSPSMG00000010573	Prolemur_simus
ENSPCOP00000011365	ENSPCOG00000017200	Propithecus_coquereli
ENSMICP00000049036	ENSMICG00000006070	Microcebus_murinus
ENSMLUP00000003005	ENSMLUG00000003302	Myotis_lucifugus
ENSUAMP00000011301	ENSUAMG00000008784	Ursus_americanus
ENSOGAP00000001509	ENSOGAG00000001690	Otolemur_garnettii
ENSMFAP00000015548	ENSMFAG00000030988	Macaca_fascicularis
ENSOANP00000000849	ENSOANG00000000533	Ornithorhynchus_anatinus
ENSXETP00000010372	ENSXETG00000016758	Xenopus_tropicalis
ENSAMXP00000051416	ENSAMXG00000031342	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000039434
ENSAMXP00000039861	ENSAMXG00000043201	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000039308
ENSAMXP00005045434	ENSAMXG00005020988	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007971	ENSPNAG00000004948	Pygocentrus_nattereri
ENSEEEP00000011925	ENSEEEG00000006007	Electrophorus_electricus
ENSIPUP00000011469	ENSIPUG00000007731	Ictalurus_punctatus
ENSDARP00000040679	ENSDARG00000032261	Danio_rerio
ENSCHAP00000053081	ENSCHAG00000023930	Clupea_harengus	ENSCHAT00000057260
ENSDCDP00000035033	ENSDCDG00000022957	Denticeps_clupeoides	ENSDCDT00000044714
ENSHHUP00000049046	ENSHHUG00000029712	Hucho_hucho
ENSHHUP00000063283	ENSHHUG00000037388	Hucho_hucho
ENSELUP00000037446	ENSELUG00000017127	Esox_lucius
ENSTRUP00000050390	ENSTRUG00000017802	Takifugu_rubripes
ENSTNIP00000019507	ENSTNIG00000016410	Tetraodon_nigroviridis
ENSCSEP00000006271	ENSCSEG00000004052	Cynoglossus_semilaevis
ENSGWIP00000011002	ENSGWIG00000005846	Gouania_willdenowi
ENSHCOP00000005513	ENSHCOG00000007195	Hippocampus_comes
ENSMAMP00000005917	ENSMAMG00000003970	Mastacembelus_armatus
ENSMALP00000032245	ENSMALG00000022213	Monopterus_albus
ENSBSLP00000015270	ENSBSLG00000007959	Betta_splendens
ENSSDUP00000005810	ENSSDUG00000004268	Seriola_dumerili
ENSSLDP00000031550	ENSSLDG00000024223	Seriola_lalandi_dorsalis
ENSSMAP00000002827	ENSSMAG00000001713	Scophthalmus_maximus
ENSLCAP00010037881	ENSLCAG00010017709	Lates_calcarifer
ENSLCRP00005005772	ENSLCRG00005002814	Larimichthys_crocea
ENSMMOP00000020558	ENSMMOG00000015633	Mola_mola
ENSGACP00000011018	ENSGACG00000008281	Gasterosteus_aculeatus
ENSGACP00000011036	ENSGACG00000008340	Gasterosteus_aculeatus
ENSCGOP00000037176	ENSCGOG00000017091	Cottoperca_gobio
ENSXCOP00000002137	ENSXCOG00000001703	Xiphophorus_couchianus
ENSAPEP00000012518	ENSAPEG00000008877	Amphiprion_percula
ENSAOCP00000013869	ENSAOCG00000018488	Amphiprion_ocellaris
ENSAPOP00000025634	ENSAPOG00000008897	Acanthochromis_polyacanthus
ENSSPAP00000017900	ENSSPAG00000013510	Stegastes_partitus
ENSPRNP00000044284	ENSPRNG00000021523	Parambassis_ranga
ENSXMAP00000017008	ENSXMAG00000016967	Xiphophorus_maculatus
ENSGAFP00000002572	ENSGAFG00000001721	Gambusia_affinis
ENSPFOP00000018655	ENSPFOG00000018533	Poecilia_formosa
ENSPLAP00000029279	ENSPLAG00000019396	Poecilia_latipinna
ENSPMEP00000010406	ENSPMEG00000012393	Poecilia_mexicana
ENSPREP00000013648	ENSPREG00000009255	Poecilia_reticulata
ENSFHEP00000018992	ENSFHEG00000020946	Fundulus_heteroclitus
ENSCVAP00000001899	ENSCVAG00000002956	Cyprinodon_variegatus
ENSKMAP00000026593	ENSKMAG00000019710	Kryptolebias_marmoratus
ENSORLP00015011382	ENSORLG00015000359	Oryzias_latipes_ASM223469v1
ENSORLP00000045759	ENSORLG00000011486	Oryzias_latipes_ASM223467v1
ENSORLP00020016255	ENSORLG00020017311	Oryzias_latipes_ASM223471v1
ENSOMEP00000035451	ENSOMEG00000022737	Oryzias_melastigma
ENSPNYP00000031024	ENSPNYG00000023388	Pundamilia_nyererei
ENSHBUP00000035564	ENSHBUG00000023823	Haplochromis_burtoni
ENSMZEP00005002844	ENSMZEG00005002182	Maylandia_zebra
ENSACLP00000037163	ENSACLG00000025133	Astatotilapia_calliptera
ENSNBRP00000029616	ENSNBRG00000022540	Neolamprologus_brichardi
ENSONIP00000007391	ENSONIG00000005870	Oreochromis_niloticus
ENSATEP00000026008	ENSATEG00000018015	Anabas_testudineus
ENSLBEP00000015511	ENSLBEG00000012044	Labrus_bergylta
ENSACIP00000012249	ENSACIG00000009532	Amphilophus_citrinellus
ENSHHUP00000055510	ENSHHUG00000033195	Hucho_hucho
ENSPMGP00000016704	ENSPMGG00000013700	Periophthalmus_magnuspinnatus
ENSSFOP00015034408	ENSSFOG00015021884	Scleropages_formosus
ENSPKIP00000041367	ENSPKIG00000017946	Paramormyrops_kingsleyae
ENSLOCP00000020934	ENSLOCG00000016935	Lepisosteus_oculatus
ENSECRP00000005306	ENSECRG00000003594	Erpetoichthys_calabaricus
ENSCMIP00000029737	ENSCMIG00000012813	Callorhinchus_milii
ENSCSAVP00000016895	ENSCSAVG00000009934	Ciona_savignyi
ENSCINP00000002175	ENSCING00000001150	Ciona_intestinalis
FBpp0073739	FBgn0030556	Drosophila_melanogaster	FBtr0073922
C03D6.3a.1	WBGene00000466	Caenorhabditis_elegans_strain_N2	C03D6.3a.1
YGL130W_mRNA	YGL130W	Saccharomyces_cerevisiae_strain_S288C
