ENSARWP00000007371	ENSARWG00000005153	Apteryx_rowi
ENSMMUP00000061240	ENSMMUG00000060342	Macaca_mulatta
ENSMMMP00000023458	ENSMMMG00000020518	Marmota_marmota_marmota
ENSCGOP00000052708	ENSCGOG00000023191	Cottoperca_gobio	ENSCGOT00000056179
ENSACIP00000030251	ENSACIG00000023347	Amphilophus_citrinellus
ENSSHAP00000012495	ENSSHAG00000010697	Sarcophilus_harrisii
MGP_PahariEiJ_P0031875	MGP_PahariEiJ_G0017090	Mus_pahari_strain_PAHARI_EIJ
ENSMAUP00000013833	ENSMAUG00000013726	Mesocricetus_auratus
ENSVVUP00000016557	ENSVVUG00000012188	Vulpes_vulpes
ENSORLP00015027777	ENSORLG00015010024	Oryzias_latipes_ASM223469v1
ENSSDUP00000005537	ENSSDUG00000004094	Seriola_dumerili
ENSPNAP00000024868	ENSPNAG00000009655	Pygocentrus_nattereri
ENSNBRP00000023254	ENSNBRG00000017792	Neolamprologus_brichardi
ENSCJAP00000054263	ENSCJAG00000018396	Callithrix_jacchus
ENSCATP00000000977	ENSCATG00000004601	Cercocebus_atys
ENSPPAP00000019540	ENSPPAG00000032952	Pan_paniscus
ENSACIP00000001698	ENSACIG00000001202	Amphilophus_citrinellus
ENSPREP00000018433	ENSPREG00000012489	Poecilia_reticulata
ENSGACP00000018844	ENSGACG00000014273	Gasterosteus_aculeatus
ENSCSAP00000001313	ENSCSAG00000004992	Chlorocebus_sabaeus
ENSJHYP00000009666	ENSJHYG00000007584	Junco_hyemalis
ENSAHAP00000025183	ENSAHAG00000017262	Apteryx_haastii
ENSCVAP00000025855	ENSCVAG00000010951	Cyprinodon_variegatus
ENSLCRP00005040723	ENSLCRG00005015456	Larimichthys_crocea
ENSELUP00000009100	ENSELUG00000009687	Esox_lucius
ENSGMOP00000011043	ENSGMOG00000010319	Gadus_morhua
ENSPTIP00000017664	ENSPTIG00000015998	Panthera_tigris_altaica
ENSCCNP00000005401	ENSCCNG00000005712	Castor_canadensis
ENSCPOP00000010258	ENSCPOG00000011411	Cavia_porcellus
ENSTGUP00000007975	ENSTGUG00000007686	Taeniopygia_guttata
ENSORLP00020026276	ENSORLG00020008680	Oryzias_latipes_ASM223471v1
ENSHHUP00000059568	ENSHHUG00000035303	Hucho_hucho
ENSPMEP00000016505	ENSPMEG00000019170	Poecilia_mexicana
ENSPCIP00000007854	ENSPCIG00000006562	Phascolarctos_cinereus
ENSPNYP00000014615	ENSPNYG00000010935	Pundamilia_nyererei
ENSORLP00020013145	ENSORLG00020014089	Oryzias_latipes_ASM223471v1
ENSABRP00000000112	ENSABRG00000000133	Anser_brachyrhynchus
ENSCHAP00000025286	ENSCHAG00000012047	Clupea_harengus
ENSRNOP00000003050	ENSRNOG00000002227	Rattus_norvegicus
ENSMEUP00000003181	ENSMEUG00000003474	Notamacropus_eugenii
ENSCLAP00000009253	ENSCLAG00000006440	Chinchilla_lanigera
ENSPANP00000018706	ENSPANG00000025525	Papio_anubis
ENSGAFP00000012200	ENSGAFG00000008227	Gambusia_affinis
MGP_SPRETEiJ_P0071338	MGP_SPRETEiJ_G0028304	Mus_spretus_strain_SPRET/EiJ
ENSSPAP00000023312	ENSSPAG00000017583	Stegastes_partitus
ENSPFOP00000015107	ENSPFOG00000014822	Poecilia_formosa
ENSPVIP00000003841	ENSPVIG00000003145	Pogona_vitticeps
ENSNBRP00000004663	ENSNBRG00000003427	Neolamprologus_brichardi
ENSGWIP00000013659	ENSGWIG00000007650	Gouania_willdenowi
ENSPSIP00000009260	ENSPSIG00000008233	Pelodiscus_sinensis
ENSPCOP00000023779	ENSPCOG00000024040	Propithecus_coquereli
ENSORLP00015025515	ENSORLG00015006694	Oryzias_latipes_ASM223469v1
ENSAPOP00000019640	ENSAPOG00000023087	Acanthochromis_polyacanthus
ENSCMIP00000029371	ENSCMIG00000012689	Callorhinchus_milii
ENSGACP00000021042	ENSGACG00000015944	Gasterosteus_aculeatus
ENSHCOP00000025390	ENSHCOG00000015807	Hippocampus_comes	ENSHCOT00000019647
ENSHHUP00000032909	ENSHHUG00000020826	Hucho_hucho
ENSBTAP00000003498	ENSBTAG00000002699	Bos_taurus
ENSMUNP00000008220	ENSMUNG00000006564	Melopsittacus_undulatus
ENSLCAP00010059252	ENSLCAG00010027617	Lates_calcarifer
ENSMALP00000001504	ENSMALG00000000984	Monopterus_albus
ENSMICP00000000745	ENSMICG00000000829	Microcebus_murinus
ENSDCDP00000039440	ENSDCDG00000025735	Denticeps_clupeoides
ENSBSLP00000024591	ENSBSLG00000012404	Betta_splendens
ENSOMEP00000031022	ENSOMEG00000015661	Oryzias_melastigma
ENSAOCP00000030209	ENSAOCG00000021020	Amphiprion_ocellaris
ENSMAMP00000022223	ENSMAMG00000014929	Mastacembelus_armatus	ENSMAMT00000022793
ENSCHOP00000005717	ENSCHOG00000006451	Choloepus_hoffmanni
ENSDORP00000006862	ENSDORG00000007317	Dipodomys_ordii
ENSZALP00000005795	ENSZALG00000000322	Zonotrichia_albicollis
ENSCCAP00000031076	ENSCCAG00000033583	Cebus_capucinus_imitator
ENSOGAP00000008546	ENSOGAG00000009550	Otolemur_garnettii
ENSOANP00000006034	ENSOANG00000003803	Ornithorhynchus_anatinus
ENSDARP00000044029	ENSDARG00000056133	Danio_rerio
ENSHGLP00000008489	ENSHGLG00000006129	Heterocephalus_glaber_HetGla_female_1.0
ENSLCRP00005031529	ENSLCRG00005012510	Larimichthys_crocea
ENSXETP00000030352	ENSXETG00000010961	Xenopus_tropicalis
ENSCHAP00000013070	ENSCHAG00000006618	Clupea_harengus
ENSUMAP00000007146	ENSUMAG00000003838	Ursus_maritimus
ENSIPUP00000015030	ENSIPUG00000010216	Ictalurus_punctatus
ENSNMEP00000011842	ENSNMEG00000011122	Numida_meleagris
ENSPMGP00000026820	ENSPMGG00000021645	Periophthalmus_magnuspinnatus
ENSPTRP00000027637	ENSPTRG00000016067	Pan_troglodytes
ENSBIXP00005003277	ENSBIXG00005009446	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSTOP00000000677	ENSSTOG00000000752	Ictidomys_tridecemlineatus
ENSLBEP00000038647	ENSLBEG00000028818	Labrus_bergylta
ENSUPAP00010026260	ENSUPAG00010020754	Urocitellus_parryii
ENSACLP00000023341	ENSACLG00000015839	Astatotilapia_calliptera
ENSHHUP00000002595	ENSHHUG00000001674	Hucho_hucho
ENSPMEP00000017902	ENSPMEG00000020794	Poecilia_mexicana
ENSHGLP00000018719	ENSHGLG00000013408	Heterocephalus_glaber_HetGla_female_1.0
ENSRROP00000034352	ENSRROG00000040734	Rhinopithecus_roxellana
ENSLSDP00000010618	ENSLSDG00000007809	Lonchura_striata_domestica
ENSCJPP00005012566	ENSCJPG00005010681	Coturnix_japonica
ENSGALP00000051217	ENSGALG00000038634	Gallus_gallus
ENSMZEP00005031947	ENSMZEG00005023827	Maylandia_zebra
ENSNGAP00000014334	ENSNGAG00000015645	Nannospalax_galili
ENSCHIP00000025751	ENSCHIG00000022287	Capra_hircus
ENSGGOP00000015071	ENSGGOG00000015440	Gorilla_gorilla
ENSPRNP00000032830	ENSPRNG00000016330	Parambassis_ranga
ENSSSCP00000066488	ENSSSCG00000008842	Sus_scrofa_strain_reference
ENSODEP00000017290	ENSODEG00000012738	Octodon_degus
ENSNVIP00000017971	ENSNVIG00000014054	Neovison_vison
ENSHBUP00000013338	ENSHBUG00000015115	Haplochromis_burtoni
ENSSMRP00000006323	ENSSMRG00000005119	Salvator_merianae
ENSOARP00000000081	ENSOARG00000000078	Ovis_aries
ENSETEP00000007086	ENSETEG00000008715	Echinops_telfairi
ENSTSYP00000004104	ENSTSYG00000004428	Carlito_syrichta
ENSPEMP00000010243	ENSPEMG00000011261	Peromyscus_maniculatus_bairdii
ENSATEP00000021662	ENSATEG00000015042	Anabas_testudineus	ENSATET00000022024
ENSAPLP00000003686	ENSAPLG00000004054	Anas_platyrhynchos_platyrhynchos
ENSPLAP00000028433	ENSPLAG00000017839	Poecilia_latipinna
ENSCPGP00000028004	ENSCPGG00000019302	Calidris_pygmaea
ENSMNEP00000018461	ENSMNEG00000033149	Macaca_nemestrina
ENSMFAP00000007152	ENSMFAG00000041033	Macaca_fascicularis
ENSMMOP00000008389	ENSMMOG00000006416	Mola_mola	ENSMMOT00000008541
ENSCAPP00000011767	ENSCAPG00000012754	Cavia_aperea
ENSMSIP00000022857	ENSMSIG00000019425	Mus_spicilegus
ENSACLP00000015358	ENSACLG00000010468	Astatotilapia_calliptera
ENSSFOP00015027242	ENSSFOG00015017500	Scleropages_formosus
ENSPPYP00000016492	ENSPPYG00000014766	Pongo_abelii
ENSOMEP00000030980	ENSOMEG00000015560	Oryzias_melastigma
ENSPFOP00000017654	ENSPFOG00000017402	Poecilia_formosa
ENSANAP00000025420	ENSANAG00000030367	Aotus_nancymaae
ENSCAFP00020001944	ENSCAFG00020001613	Canis_lupus_dingo
ENSTNIP00000006719	ENSTNIG00000004103	Tetraodon_nigroviridis
ENSAMEP00000019452	ENSAMEG00000018372	Ailuropoda_melanoleuca
ENSEASP00005028654	ENSEASG00005019490	Equus_asinus_asinus
ENSSHAP00000012604	ENSSHAG00000010786	Sarcophilus_harrisii
ENSFDAP00000006399	ENSFDAG00000015176	Fukomys_damarensis
ENSMLEP00000031791	ENSMLEG00000040087	Mandrillus_leucophaeus
ENSAMXP00005048588	ENSAMXG00005021657	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTTRP00000014574	ENSTTRG00000015378	Tursiops_truncatus
ENSLAFP00000017394	ENSLAFG00000022078	Loxodonta_africana
ENSXCOP00000011441	ENSXCOG00000008641	Xiphophorus_couchianus
ENSKMAP00000029644	ENSKMAG00000021945	Kryptolebias_marmoratus
ENSLCAP00010011675	ENSLCAG00010005500	Lates_calcarifer
ENSMUGP00000032731	ENSMUGG00000027172	Meriones_unguiculatus
ENSCABP00000011494	ENSCABG00000008559	Chelonoidis_abingdonii
ENSKMAP00000007693	ENSKMAG00000005784	Kryptolebias_marmoratus
ENSHGLP00100010529	ENSHGLG00100007827	Heterocephalus_glaber_HetGla_1.0
ENSELUP00000003166	ENSELUG00000004435	Esox_lucius
ENSTRUP00000038816	ENSTRUG00000015193	Takifugu_rubripes	ENSTRUT00000038955
ENSAPOP00000032832	ENSAPOG00000020993	Acanthochromis_polyacanthus
ENSRBIP00000028376	ENSRBIG00000038068	Rhinopithecus_bieti
ENSPNAP00000023389	ENSPNAG00000007877	Pygocentrus_nattereri
ENSCPRP00005014675	ENSCPRG00005010319	Crocodylus_porosus
ENSBMUP00000027429	ENSBMUG00000020553	Bos_mutus
ENSEEEP00000041356	ENSEEEG00000019569	Electrophorus_electricus
ENSCSEP00000010234	ENSCSEG00000006569	Cynoglossus_semilaevis
ENSSBOP00000031024	ENSSBOG00000031748	Saimiri_boliviensis_boliviensis
ENSNPEP00000007512	ENSNPEG00000005603	Nothoprocta_perdicaria
ENSGWIP00000000585	ENSGWIG00000000374	Gouania_willdenowi
ENSEEEP00000016157	ENSEEEG00000007995	Electrophorus_electricus
ENSORLP00000029524	ENSORLG00000000569	Oryzias_latipes_ASM223467v1
ENSCSEP00000005487	ENSCSEG00000003542	Cynoglossus_semilaevis
ENSSPUP00000022686	ENSSPUG00000017400	Sphenodon_punctatus
ENSBBBP00000024444	ENSBBBG00000009185	Bison_bison_bison
ENSOPRP00000012288	ENSOPRG00000013457	Ochotona_princeps
ENSVPAP00000005969	ENSVPAG00000006432	Vicugna_pacos
ENSBSLP00000002722	ENSBSLG00000001473	Betta_splendens	ENSBSLT00000003181
ENSCGRP00001012206	ENSCGRG00001013653	Cricetulus_griseus_CHOK1GS_HDv1
ENSSDAP00000000591	ENSSDAG00000000550	Spermophilus_dauricus
ENSCGOP00000041912	ENSCGOG00000017978	Cottoperca_gobio
ENSORLP00000005520	ENSORLG00000004401	Oryzias_latipes_ASM223467v1
ENSPLAP00000024585	ENSPLAG00000010947	Poecilia_latipinna
ENSPCAP00000007199	ENSPCAG00000007657	Procavia_capensis
ENSPREP00000029034	ENSPREG00000019556	Poecilia_reticulata
ENSMGAP00000012432	ENSMGAG00000011800	Meleagris_gallopavo
ENSCVAP00000000042	ENSCVAG00000023436	Cyprinodon_variegatus
ENSPVAP00000007615	ENSPVAG00000008064	Pteropus_vampyrus
ENSMZEP00005027113	ENSMZEG00005020225	Maylandia_zebra
ENSAMXP00000002774	ENSAMXG00000002687	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNYP00000021110	ENSPNYG00000015929	Pundamilia_nyererei
ENSEEUP00000011516	ENSEEUG00000012595	Erinaceus_europaeus
ENSPPRP00000010879	ENSPPRG00000004930	Panthera_pardus
ENSMALP00000018521	ENSMALG00000012736	Monopterus_albus	ENSMALT00000018880
ENSHCOP00000025566	ENSHCOG00000015818	Hippocampus_comes
ENSPTEP00000029190	ENSPTEG00000028644	Piliocolobus_tephrosceles
ENSFCAP00000002867	ENSFCAG00000003112	Felis_catus
ENSPMGP00000021003	ENSPMGG00000017022	Periophthalmus_magnuspinnatus
ENSDCDP00000029386	ENSDCDG00000020603	Denticeps_clupeoides
ENSBIXP00000022500	ENSBIXG00000005180	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAPEP00000021339	ENSAPEG00000015242	Amphiprion_percula
ENSACAP00000010084	ENSACAG00000009902	Anolis_carolinensis
ENSCGRP00015009199	ENSCGRG00015007061	Cricetulus_griseus_CriGri-PICR
ENSGMOP00000005177	ENSGMOG00000004868	Gadus_morhua
ENSMAUP00000009932	ENSMAUG00000010958	Mesocricetus_auratus
ENSTNIP00000003543	ENSTNIG00000017656	Tetraodon_nigroviridis
MGP_CAROLIEiJ_P0068693	MGP_CAROLIEiJ_G0027310	Mus_caroli_strain_CAROLI_EIJ
