ENSJHYP00000023848	ENSJHYG00000017928	Junco_hyemalis
ENSPEMP00000036953	ENSPEMG00000025725	Peromyscus_maniculatus_bairdii
ENSMOCP00000019637	ENSMOCG00000017565	Microtus_ochrogaster
ENSNGAP00000025625	ENSNGAG00000023518	Nannospalax_galili
ENSJJAP00000024031	ENSJJAG00000023611	Jaculus_jaculus
ENSDORP00000001894	ENSDORG00000002024	Dipodomys_ordii
ENSCCNP00000015652	ENSCCNG00000016050	Castor_canadensis
ENSBIXP00000001138	ENSBIXG00000028908	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024541	ENSBIXG00005027105	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000032334	ENSBMUG00000024116	Bos_mutus
ENSBBBP00000016829	ENSBBBG00000025045	Bison_bison_bison
ENSBTAP00000067964	ENSBTAG00000007880	Bos_taurus
ENSCHIP00000026086	ENSCHIG00000022579	Capra_hircus
ENSOARP00000013407	ENSOARG00000012511	Ovis_aries
ENSTTRP00000008748	ENSTTRG00000009228	Tursiops_truncatus
ENSSSCP00000057634	ENSSSCG00000033792	Sus_scrofa_strain_reference
ENSEASP00005026693	ENSEASG00005018214	Equus_asinus_asinus
ENSECAP00000006939	ENSECAG00000008919	Equus_caballus
ENSSARP00000009726	ENSSARG00000010779	Sorex_araneus
ENSLAFP00000014223	ENSLAFG00000016968	Loxodonta_africana
ENSETEP00000004318	ENSETEG00000005311	Echinops_telfairi
ENSPCAP00000014731	ENSPCAG00000015786	Procavia_capensis
ENSOPRP00000011746	ENSOPRG00000012876	Ochotona_princeps
ENSVURP00010001941	ENSVURG00010001620	Vombatus_ursinus
ENSOANP00000009954	ENSOANG00000006224	Ornithorhynchus_anatinus
ENSPKIP00000028411	ENSPKIG00000010063	Paramormyrops_kingsleyae
ENSSFOP00015015978	ENSSFOG00015010300	Scleropages_formosus
ENSDARP00000081481	ENSDARG00000061208	Danio_rerio
ENSPKIP00000001479	ENSPKIG00000019755	Paramormyrops_kingsleyae
ENSLOCP00000008329	ENSLOCG00000006888	Lepisosteus_oculatus
ENSECRP00000020388	ENSECRG00000013693	Erpetoichthys_calabaricus
ENSAMXP00000002651	ENSAMXG00000002591	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005022818	ENSAMXG00005011763	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005450	ENSPNAG00000011670	Pygocentrus_nattereri
ENSEEEP00000045460	ENSEEEG00000021456	Electrophorus_electricus
ENSIPUP00000020771	ENSIPUG00000014058	Ictalurus_punctatus
ENSDCDP00000024244	ENSDCDG00000018265	Denticeps_clupeoides
ENSCHAP00000044118	ENSCHAG00000020478	Clupea_harengus
ENSFHEP00000031371	ENSFHEG00000017212	Fundulus_heteroclitus
ENSCVAP00000003584	ENSCVAG00000004795	Cyprinodon_variegatus
ENSXMAP00000013170	ENSXMAG00000013138	Xiphophorus_maculatus
ENSXCOP00000024516	ENSXCOG00000018313	Xiphophorus_couchianus
ENSPFOP00000005309	ENSPFOG00000005322	Poecilia_formosa
ENSPMEP00000027037	ENSPMEG00000011165	Poecilia_mexicana
ENSPLAP00000030060	ENSPLAG00000020814	Poecilia_latipinna
ENSPREP00000020200	ENSPREG00000013667	Poecilia_reticulata
ENSGAFP00000007819	ENSGAFG00000005315	Gambusia_affinis
ENSKMAP00000009893	ENSKMAG00000007435	Kryptolebias_marmoratus
ENSGWIP00000029964	ENSGWIG00000015620	Gouania_willdenowi
ENSTNIP00000014234	ENSTNIG00000011295	Tetraodon_nigroviridis
ENSTRUP00000005036	ENSTRUG00000002192	Takifugu_rubripes
ENSSMAP00000023891	ENSSMAG00000014585	Scophthalmus_maximus
ENSAOCP00000007242	ENSAOCG00000002654	Amphiprion_ocellaris
ENSAPEP00000007749	ENSAPEG00000005574	Amphiprion_percula
ENSAPOP00000026423	ENSAPOG00000010224	Acanthochromis_polyacanthus
ENSSPAP00000007048	ENSSPAG00000005406	Stegastes_partitus
ENSNBRP00000011745	ENSNBRG00000009150	Neolamprologus_brichardi
ENSONIP00000011889	ENSONIG00000009462	Oreochromis_niloticus
ENSACLP00000028123	ENSACLG00000019102	Astatotilapia_calliptera
ENSMZEP00005003096	ENSMZEG00005002405	Maylandia_zebra
ENSHBUP00000016881	ENSHBUG00000018881	Haplochromis_burtoni
ENSPNYP00000012826	ENSPNYG00000009720	Pundamilia_nyererei
ENSACIP00000023678	ENSACIG00000018394	Amphilophus_citrinellus
ENSLBEP00000009229	ENSLBEG00000007129	Labrus_bergylta
ENSLCRP00005006940	ENSLCRG00005003472	Larimichthys_crocea
ENSMMOP00000026619	ENSMMOG00000020160	Mola_mola
ENSSDUP00000032460	ENSSDUG00000023319	Seriola_dumerili
ENSSLDP00000013953	ENSSLDG00000011124	Seriola_lalandi_dorsalis
ENSLCAP00010031316	ENSLCAG00010014692	Lates_calcarifer
ENSMAMP00000028852	ENSMAMG00000019415	Mastacembelus_armatus
ENSMALP00000030490	ENSMALG00000021067	Monopterus_albus
ENSBSLP00000004945	ENSBSLG00000002669	Betta_splendens
ENSATEP00000028091	ENSATEG00000019399	Anabas_testudineus
ENSPRNP00000018144	ENSPRNG00000009570	Parambassis_ranga
ENSORLP00020016344	ENSORLG00020017384	Oryzias_latipes_ASM223471v1
ENSORLP00000001313	ENSORLG00000001064	Oryzias_latipes_ASM223467v1
ENSORLP00015007736	ENSORLG00015008547	Oryzias_latipes_ASM223469v1
ENSOMEP00000013852	ENSOMEG00000015316	Oryzias_melastigma
ENSCSEP00000013657	ENSCSEG00000008781	Cynoglossus_semilaevis
ENSHCOP00000006042	ENSHCOG00000000260	Hippocampus_comes
ENSPMGP00000008355	ENSPMGG00000006918	Periophthalmus_magnuspinnatus
ENSGMOP00000010174	ENSGMOG00000009498	Gadus_morhua
ENSELUP00000012571	ENSELUG00000012789	Esox_lucius
ENSHHUP00000074868	ENSHHUG00000043885	Hucho_hucho
ENSXMAP00000004668	ENSXMAG00000004660	Xiphophorus_maculatus
ENSGAFP00000019078	ENSGAFG00000012880	Gambusia_affinis
ENSPMEP00000015359	ENSPMEG00000017876	Poecilia_mexicana
ENSPFOP00000006321	ENSPFOG00000006359	Poecilia_formosa
ENSPLAP00000011028	ENSPLAG00000014071	Poecilia_latipinna
ENSPREP00000000641	ENSPREG00000000479	Poecilia_reticulata
ENSCVAP00000016072	ENSCVAG00000018972	Cyprinodon_variegatus
ENSFHEP00000020781	ENSFHEG00000022727	Fundulus_heteroclitus
ENSORLP00000016344	ENSORLG00000013043	Oryzias_latipes_ASM223467v1
ENSORLP00020035426	ENSORLG00020022253	Oryzias_latipes_ASM223471v1
ENSORLP00015036018	ENSORLG00015022910	Oryzias_latipes_ASM223469v1
ENSOMEP00000027977	ENSOMEG00000010770	Oryzias_melastigma
ENSGWIP00000044190	ENSGWIG00000022013	Gouania_willdenowi
ENSAOCP00000011160	ENSAOCG00000015431	Amphiprion_ocellaris
ENSAPEP00000028373	ENSAPEG00000020137	Amphiprion_percula
ENSAPOP00000013016	ENSAPOG00000015787	Acanthochromis_polyacanthus
ENSSPAP00000023398	ENSSPAG00000017649	Stegastes_partitus
ENSPRNP00000032385	ENSPRNG00000016305	Parambassis_ranga
ENSKMAP00000028630	ENSKMAG00000021228	Kryptolebias_marmoratus
ENSMZEP00005012084	ENSMZEG00005009079	Maylandia_zebra
ENSACLP00000026542	ENSACLG00000018049	Astatotilapia_calliptera
ENSHBUP00000018270	ENSHBUG00000020360	Haplochromis_burtoni
ENSNBRP00000028212	ENSNBRG00000021497	Neolamprologus_brichardi
ENSONIP00000023729	ENSONIG00000018845	Oreochromis_niloticus
ENSACIP00000008111	ENSACIG00000006363	Amphilophus_citrinellus
ENSTRUP00000056005	ENSTRUG00000019623	Takifugu_rubripes
ENSTNIP00000015046	ENSTNIG00000012082	Tetraodon_nigroviridis
ENSMMOP00000009749	ENSMMOG00000007552	Mola_mola
ENSGACP00000025433	ENSGACG00000019241	Gasterosteus_aculeatus
ENSSMAP00000010845	ENSSMAG00000006688	Scophthalmus_maximus
ENSLCRP00005012206	ENSLCRG00005005404	Larimichthys_crocea
ENSLBEP00000013287	ENSLBEG00000010218	Labrus_bergylta
ENSCSEP00000016624	ENSCSEG00000010690	Cynoglossus_semilaevis
ENSSLDP00000012731	ENSSLDG00000010124	Seriola_lalandi_dorsalis
ENSSDUP00000029480	ENSSDUG00000021256	Seriola_dumerili
ENSLCAP00010007620	ENSLCAG00010003725	Lates_calcarifer
ENSCGOP00000000194	ENSCGOG00000000192	Cottoperca_gobio
ENSMALP00000005086	ENSMALG00000003660	Monopterus_albus
ENSMAMP00000013962	ENSMAMG00000009467	Mastacembelus_armatus
ENSATEP00000030562	ENSATEG00000021114	Anabas_testudineus
ENSBSLP00000009457	ENSBSLG00000004590	Betta_splendens
ENSHCOP00000012997	ENSHCOG00000016094	Hippocampus_comes
ENSPMGP00000008807	ENSPMGG00000007296	Periophthalmus_magnuspinnatus
ENSGMOP00000004404	ENSGMOG00000004162	Gadus_morhua
ENSHHUP00000053315	ENSHHUG00000032014	Hucho_hucho
ENSHHUP00000018917	ENSHHUG00000011790	Hucho_hucho
ENSELUP00000001824	ENSELUG00000003246	Esox_lucius
ENSXETP00000040329	ENSXETG00000002548	Xenopus_tropicalis	ENSXETT00000041601
ENSLACP00000016573	ENSLACG00000014606	Latimeria_chalumnae	ENSLACT00000016687
ENSCMIP00000024197	ENSCMIG00000010748	Callorhinchus_milii
