ENSCJPP00005012248	ENSCJPG00005010434	Coturnix_japonica
ENSBIXP00000019124	ENSBIXG00000022802	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNLEP00000047983	ENSNLEG00000013411	Nomascus_leucogenys
ENSCSEP00000000929	ENSCSEG00000000654	Cynoglossus_semilaevis
ENSFDAP00000015605	ENSFDAG00000003587	Fukomys_damarensis
ENSRROP00000028340	ENSRROG00000037958	Rhinopithecus_roxellana
ENSCSAP00000014325	ENSCSAG00000018312	Chlorocebus_sabaeus
ENSSTOP00000020448	ENSSTOG00000028692	Ictidomys_tridecemlineatus
ENSCCAP00000024594	ENSCCAG00000030097	Cebus_capucinus_imitator
ENSBMUP00000013929	ENSBMUG00000010609	Bos_mutus
ENSPTEP00000019944	ENSPTEG00000021244	Piliocolobus_tephrosceles
ENSMLUP00000018206	ENSMLUG00000029333	Myotis_lucifugus
ENSRBIP00000026539	ENSRBIG00000037144	Rhinopithecus_bieti
ENSBIXP00000016507	ENSBIXG00000020675	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSANAP00000000074	ENSANAG00000000718	Aotus_nancymaae
ENSBMUP00000013423	ENSBMUG00000010234	Bos_mutus
ENSSBOP00000025172	ENSSBOG00000029039	Saimiri_boliviensis_boliviensis
ENSLCRP00005016707	ENSLCRG00005006930	Larimichthys_crocea
ENSMVIP00005009090	ENSMVIG00005006740	Manacus_vitellinus
ENSMLUP00000017229	ENSMLUG00000025687	Myotis_lucifugus
ENSPPRP00000005008	ENSPPRG00000000919	Panthera_pardus
ENSSARP00000009767	ENSSARG00000010806	Sorex_araneus
ENSFCAP00000037779	ENSFCAG00000025296	Felis_catus
ENSMOCP00000015168	ENSMOCG00000014451	Microtus_ochrogaster
ENSSFOP00015015372	ENSSFOG00015009888	Scleropages_formosus
ENSSPAP00000021418	ENSSPAG00000016161	Stegastes_partitus
ENSCAPP00000012129	ENSCAPG00000013045	Cavia_aperea
ENSDNOP00000034418	ENSDNOG00000033842	Dasypus_novemcinctus
ENSGACP00000024775	ENSGACG00000018720	Gasterosteus_aculeatus
Y43B11AR.4.1	WBGene00004473	Caenorhabditis_elegans_strain_N2	Y43B11AR.4.1
ENSCAFP00020030525	ENSCAFG00020023805	Canis_lupus_dingo
ENSBMUP00000019549	ENSBMUG00000014754	Bos_mutus
ENSCCAP00000001798	ENSCCAG00000011272	Cebus_capucinus_imitator
ENSSBOP00000002624	ENSSBOG00000013560	Saimiri_boliviensis_boliviensis
ENSPTRP00000075413	ENSPTRG00000052228	Pan_troglodytes
ENSHGLP00100005049	ENSHGLG00100003826	Heterocephalus_glaber_HetGla_1.0
ENSPPAP00000033824	ENSPPAG00000039737	Pan_paniscus
ENSLBEP00000002248	ENSLBEG00000001762	Labrus_bergylta
ENSCSAVP00000008862	ENSCSAVG00000005259	Ciona_savignyi
ENSSHAP00000009327	ENSSHAG00000008068	Sarcophilus_harrisii
ENSORLP00000012015	ENSORLG00000009584	Oryzias_latipes_ASM223467v1
ENSCJAP00000074503	ENSCJAG00000065832	Callithrix_jacchus
ENSRNOP00000067969	ENSRNOG00000003201	Rattus_norvegicus
ENSTBEP00000002512	ENSTBEG00000002918	Tupaia_belangeri
ENSDNOP00000028355	ENSDNOG00000040849	Dasypus_novemcinctus
ENSEEEP00000021796	ENSEEEG00000010561	Electrophorus_electricus
ENSECAP00000002215	ENSECAG00000003269	Equus_caballus
ENSCAFP00000037235	ENSCAFG00000014234	Canis_lupus_familiaris
ENSACLP00000028044	ENSACLG00000019047	Astatotilapia_calliptera
ENSBBBP00000021738	ENSBBBG00000003491	Bison_bison_bison
ENSAPEP00000020743	ENSAPEG00000014819	Amphiprion_percula
ENSCPBP00000010923	ENSCPBG00000008375	Chrysemys_picta_bellii
ENSNVIP00000031727	ENSNVIG00000024409	Neovison_vison
ENSVURP00010003351	ENSVURG00010002703	Vombatus_ursinus
ENSGAGP00000036211	ENSGAGG00000025649	Gopherus_agassizii
ENSOCUP00000020306	ENSOCUG00000025875	Oryctolagus_cuniculus
ENSOARP00000011590	ENSOARG00000010814	Ovis_aries
ENSCANP00000002790	ENSCANG00000010215	Colobus_angolensis_palliatus
ENSNGAP00000008685	ENSNGAG00000011593	Nannospalax_galili
ENSCCNP00000024370	ENSCCNG00000023869	Castor_canadensis
ENSPTRP00000090115	ENSPTRG00000047077	Pan_troglodytes
FBpp0312080	FBgn0011284	Drosophila_melanogaster	FBtr0346390
ENSPTRP00000037867	ENSPTRG00000022025	Pan_troglodytes
ENSUAMP00000001378	ENSUAMG00000001312	Ursus_americanus
ENSXETP00000027056	ENSXETG00000009391	Xenopus_tropicalis
ENSODEP00000002959	ENSODEG00000002268	Octodon_degus
ENSPANP00000036921	ENSPANG00000016608	Papio_anubis
ENSPSMP00000016710	ENSPSMG00000011919	Prolemur_simus
ENSBTAP00000025024	ENSBTAG00000018800	Bos_taurus
ENSMNEP00000044707	ENSMNEG00000044917	Macaca_nemestrina
ENSHGLP00000028444	ENSHGLG00000020714	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000024016	ENSCPOG00000020207	Cavia_porcellus
ENSCCEP00000022102	ENSCCEG00000019990	Cyanistes_caeruleus
ENSDCDP00000009016	ENSDCDG00000004529	Denticeps_clupeoides
ENSMNEP00000035875	ENSMNEG00000041053	Macaca_nemestrina
ENSCPOP00000029461	ENSCPOG00000020843	Cavia_porcellus
ENSTSYP00000002875	ENSTSYG00000003137	Carlito_syrichta
ENSCAFP00020030930	ENSCAFG00020024147	Canis_lupus_dingo
ENSMICP00000026023	ENSMICG00000048115	Microcebus_murinus
ENSUAMP00000023503	ENSUAMG00000018417	Ursus_americanus
ENSMFAP00000040843	ENSMFAG00000041199	Macaca_fascicularis
ENSBBBP00000003682	ENSBBBG00000012721	Bison_bison_bison
ENSATEP00000020253	ENSATEG00000014116	Anabas_testudineus
ENSFHEP00000017792	ENSFHEG00000019585	Fundulus_heteroclitus
ENSBTAP00000057163	ENSBTAG00000033289	Bos_taurus
ENSBIXP00000039656	ENSBIXG00000004681	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNLEP00000028706	ENSNLEG00000034659	Nomascus_leucogenys
ENSPPYP00000012462	ENSPPYG00000011154	Pongo_abelii
ENSPPYP00000012463	ENSPPYG00000011155	Pongo_abelii
ENSTTRP00000005830	ENSTTRG00000006164	Tursiops_truncatus
ENSCAFP00020008432	ENSCAFG00020006857	Canis_lupus_dingo
ENSGAFP00000010889	ENSGAFG00000007375	Gambusia_affinis
ENSVURP00010023583	ENSVURG00010018074	Vombatus_ursinus
ENSPCIP00000035013	ENSPCIG00000031057	Phascolarctos_cinereus
ENSCAFP00020027160	ENSCAFG00020021317	Canis_lupus_dingo
ENSDNOP00000025016	ENSDNOG00000044866	Dasypus_novemcinctus
ENSNPEP00000007734	ENSNPEG00000005791	Nothoprocta_perdicaria
ENSGGOP00000033501	ENSGGOG00000038240	Gorilla_gorilla
ENSOARP00000005685	ENSOARG00000005298	Ovis_aries
ENSPTEP00000009487	ENSPTEG00000010760	Piliocolobus_tephrosceles
ENSCGRP00015003953	ENSCGRG00015003131	Cricetulus_griseus_CriGri-PICR
ENSTGEP00000017811	ENSTGEG00000014404	Theropithecus_gelada
ENSMODP00000013861	ENSMODG00000011070	Monodelphis_domestica
ENSPPRP00000006673	ENSPPRG00000002043	Panthera_pardus
ENSHHUP00000009533	ENSHHUG00000005784	Hucho_hucho
ENSCHIP00000000893	ENSCHIG00000001076	Capra_hircus
ENSPPAP00000033813	ENSPPAG00000039740	Pan_paniscus
ENSGMOP00000020430	ENSGMOG00000019004	Gadus_morhua
ENSMZEP00005026774	ENSMZEG00005019963	Maylandia_zebra
ENSCPGP00000016921	ENSCPGG00000011865	Calidris_pygmaea
ENSOARP00000015555	ENSOARG00000014497	Ovis_aries
ENSCJAP00000004084	ENSCJAG00000039543	Callithrix_jacchus
ENSRROP00000003216	ENSRROG00000012772	Rhinopithecus_roxellana
ENSCHIP00000027306	ENSCHIG00000023292	Capra_hircus
ENSPTEP00000001505	ENSPTEG00000001669	Piliocolobus_tephrosceles
ENSNVIP00000000514	ENSNVIG00000000441	Neovison_vison
ENSMLEP00000014514	ENSMLEG00000031391	Mandrillus_leucophaeus
ENSHGLP00000014029	ENSHGLG00000010018	Heterocephalus_glaber_HetGla_female_1.0
ENSTSYP00000025258	ENSTSYG00000026253	Carlito_syrichta
ENSPEMP00000012202	ENSPEMG00000012614	Peromyscus_maniculatus_bairdii
ENSPCAP00000000685	ENSPCAG00000000761	Procavia_capensis
ENSCHIP00000003470	ENSCHIG00000007648	Capra_hircus
ENSJJAP00000016424	ENSJJAG00000018258	Jaculus_jaculus
ENSVVUP00000035463	ENSVVUG00000025510	Vulpes_vulpes
ENSP00000250784	ENSG00000129824	Homo_sapiens
ENSJJAP00000022364	ENSJJAG00000022439	Jaculus_jaculus
ENSUPAP00010021014	ENSUPAG00010016687	Urocitellus_parryii
ENSLAFP00000002218	ENSLAFG00000002654	Loxodonta_africana
ENSMICP00000046758	ENSMICG00000045071	Microcebus_murinus
ENSOGAP00000010565	ENSOGAG00000011808	Otolemur_garnettii
ENSPKIP00000001792	ENSPKIG00000019937	Paramormyrops_kingsleyae
ENSNLEP00000033199	ENSNLEG00000032397	Nomascus_leucogenys
ENSCMIP00000006333	ENSCMIG00000003554	Callorhinchus_milii
ENSPPRP00000028418	ENSPPRG00000020501	Panthera_pardus
ENSMMOP00000019162	ENSMMOG00000014506	Mola_mola
ENSMNEP00000005747	ENSMNEG00000026112	Macaca_nemestrina
ENSMPUP00000019863	ENSMPUG00000019994	Mustela_putorius_furo
ENSCPUP00000011505	ENSCPUG00000008164	Calidris_pugnax
ENSP00000362744	ENSG00000198034	Homo_sapiens
ENSSBOP00000033558	ENSSBOG00000032946	Saimiri_boliviensis_boliviensis
ENSGGOP00000033983	ENSGGOG00000040695	Gorilla_gorilla
ENSCHIP00000012577	ENSCHIG00000014292	Capra_hircus
ENSHGLP00000008462	ENSHGLG00000006115	Heterocephalus_glaber_HetGla_female_1.0
ENSBTAP00000052226	ENSBTAG00000025617	Bos_taurus
ENSPVAP00000012149	ENSPVAG00000012882	Pteropus_vampyrus
ENSMLEP00000031096	ENSMLEG00000039713	Mandrillus_leucophaeus
ENSMFAP00000003890	ENSMFAG00000001668	Macaca_fascicularis
ENSDARP00000108089	ENSDARG00000014690	Danio_rerio
ENSSMRP00000002401	ENSSMRG00000002071	Salvator_merianae
ENSBMUP00000006328	ENSBMUG00000004970	Bos_mutus
ENSPPAP00000039986	ENSPPAG00000042658	Pan_paniscus
ENSPSMP00000000112	ENSPSMG00000000119	Prolemur_simus
ENSANAP00000025511	ENSANAG00000030469	Aotus_nancymaae
ENSHGLP00100013600	ENSHGLG00100010057	Heterocephalus_glaber_HetGla_1.0
ENSOGAP00000022018	ENSOGAG00000025236	Otolemur_garnettii
ENSUMAP00000006160	ENSUMAG00000004859	Ursus_maritimus
ENSPPYP00000022909	ENSPPYG00000020462	Pongo_abelii
ENSMOCP00000006138	ENSMOCG00000005725	Microtus_ochrogaster
ENSAMEP00000006130	ENSAMEG00000005805	Ailuropoda_melanoleuca
ENSMSIP00000007960	ENSMSIG00000007066	Mus_spicilegus
ENSORLP00020017692	ENSORLG00020018683	Oryzias_latipes_ASM223471v1
ENSMUSP00000138884	ENSMUSG00000098559	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00000020820	ENSCGRG00000015131	Cricetulus_griseus_CriGri_1.0
ENSPSMP00000010756	ENSPSMG00000007766	Prolemur_simus
ENSMICP00000034666	ENSMICG00000045223	Microcebus_murinus
ENSCCAP00000014707	ENSCCAG00000025159	Cebus_capucinus_imitator
ENSCAPP00000011546	ENSCAPG00000012593	Cavia_aperea
ENSTGEP00000031189	ENSTGEG00000024992	Theropithecus_gelada
ENSANAP00000004065	ENSANAG00000020112	Aotus_nancymaae
ENSNMEP00000012279	ENSNMEG00000011389	Numida_meleagris
ENSGGOP00000050612	ENSGGOG00000028424	Gorilla_gorilla
ENSPSIP00000004417	ENSPSIG00000004146	Pelodiscus_sinensis
ENSRROP00000001762	ENSRROG00000007078	Rhinopithecus_roxellana
MGP_CAROLIEiJ_P0092377	MGP_CAROLIEiJ_G0033298	Mus_caroli_strain_CAROLI_EIJ
ENSPANP00000031638	ENSPANG00000018387	Papio_anubis
ENSPMAP00000008125	ENSPMAG00000007292	Petromyzon_marinus
ENSRBIP00000018625	ENSRBIG00000033298	Rhinopithecus_bieti
ENSGGOP00000019621	ENSGGOG00000023079	Gorilla_gorilla
ENSGGOP00000047199	ENSGGOG00000023596	Gorilla_gorilla
ENSCGRP00000026184	ENSCGRG00000019234	Cricetulus_griseus_CriGri_1.0
ENSBMUP00000030885	ENSBMUG00000023078	Bos_mutus
ENSUMAP00000020060	ENSUMAG00000014710	Ursus_maritimus
ENSTGEP00000031619	ENSTGEG00000025303	Theropithecus_gelada
ENSBBBP00000012718	ENSBBBG00000000593	Bison_bison_bison
ENSSDAP00000001721	ENSSDAG00000001691	Spermophilus_dauricus
ENSCCAP00000029621	ENSCCAG00000032856	Cebus_capucinus_imitator
ENSABRP00000003090	ENSABRG00000002948	Anser_brachyrhynchus
ENSMFAP00000037914	ENSMFAG00000038135	Macaca_fascicularis
ENSNLEP00000045644	ENSNLEG00000034819	Nomascus_leucogenys
MGP_PahariEiJ_P0089991	MGP_PahariEiJ_G0031836	Mus_pahari_strain_PAHARI_EIJ
ENSSPAP00000029898	ENSSPAG00000022492	Stegastes_partitus
ENSSCAP00000020685	ENSSCAG00000014912	Serinus_canaria
ENSCATP00000022730	ENSCATG00000034986	Cercocebus_atys
ENSPSMP00000032870	ENSPSMG00000022704	Prolemur_simus
ENSPTRP00000093264	ENSPTRG00000047093	Pan_troglodytes
ENSAPLP00000006464	ENSAPLG00000006829	Anas_platyrhynchos_platyrhynchos
ENSNLEP00000022016	ENSNLEG00000018121	Nomascus_leucogenys
ENSCANP00000028783	ENSCANG00000037867	Colobus_angolensis_palliatus
ENSDNOP00000027762	ENSDNOG00000038139	Dasypus_novemcinctus
ENSPSMP00000030647	ENSPSMG00000021277	Prolemur_simus
ENSPEMP00000030382	ENSPEMG00000029133	Peromyscus_maniculatus_bairdii
ENSEBUP00000008950	ENSEBUG00000005786	Eptatretus_burgeri	ENSEBUT00000009465
ENSMODP00000033656	ENSMODG00000039434	Monodelphis_domestica
ENSMPUP00000019901	ENSMPUG00000020032	Mustela_putorius_furo
ENSPMAP00000008621	ENSPMAG00000007839	Petromyzon_marinus
ENSHGLP00000012828	ENSHGLG00000009172	Heterocephalus_glaber_HetGla_female_1.0
ENSRBIP00000005062	ENSRBIG00000022294	Rhinopithecus_bieti
ENSODEP00000000972	ENSODEG00000000780	Octodon_degus
ENSPPAP00000043108	ENSPPAG00000044091	Pan_paniscus
ENSODEP00000007711	ENSODEG00000005748	Octodon_degus
ENSMOCP00000026879	ENSMOCG00000022546	Microtus_ochrogaster
ENSCAPP00000016602	ENSCAPG00000016459	Cavia_aperea
ENSBIXP00005042843	ENSBIXG00005026386	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCANP00000015472	ENSCANG00000031140	Colobus_angolensis_palliatus
ENSCSAP00000018964	ENSCSAG00000019456	Chlorocebus_sabaeus
ENSPMGP00000020622	ENSPMGG00000016700	Periophthalmus_magnuspinnatus
ENSXMAP00000014870	ENSXMAG00000014827	Xiphophorus_maculatus
ENSBMUP00000035799	ENSBMUG00000026587	Bos_mutus
ENSKMAP00000008452	ENSKMAG00000006353	Kryptolebias_marmoratus
ENSDNOP00000029609	ENSDNOG00000038121	Dasypus_novemcinctus
ENSRBIP00000030461	ENSRBIG00000039089	Rhinopithecus_bieti
YHR203C_mRNA	YHR203C	Saccharomyces_cerevisiae_strain_S288C
ENSSHAP00000007135	ENSSHAG00000006199	Sarcophilus_harrisii
ENSPKIP00000014517	ENSPKIG00000001549	Paramormyrops_kingsleyae
ENSBIXP00005025751	ENSBIXG00005004847	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHHUP00000039993	ENSHHUG00000024657	Hucho_hucho
ENSPANP00000007628	ENSPANG00000013955	Papio_anubis
ENSBIXP00000000994	ENSBIXG00000029122	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAOWP00000022183	ENSAOWG00000015004	Apteryx_owenii
ENSLAFP00000026537	ENSLAFG00000031984	Loxodonta_africana
ENSMICP00000040281	ENSMICG00000047432	Microcebus_murinus
ENSNGAP00000018655	ENSNGAG00000018724	Nannospalax_galili
ENSMICP00000046164	ENSMICG00000045387	Microcebus_murinus
ENSMFAP00000021606	ENSMFAG00000035715	Macaca_fascicularis
ENSBBBP00000018092	ENSBBBG00000001898	Bison_bison_bison
ENSRROP00000036803	ENSRROG00000041852	Rhinopithecus_roxellana
ENSSTOP00000031529	ENSSTOG00000034254	Ictidomys_tridecemlineatus
ENSMMMP00000024723	ENSMMMG00000021648	Marmota_marmota_marmota
ENSIPUP00000001218	ENSIPUG00000000840	Ictalurus_punctatus
ENSGGOP00000031475	ENSGGOG00000038650	Gorilla_gorilla
ENSCJAP00000063596	ENSCJAG00000043054	Callithrix_jacchus
ENSPPRP00000025717	ENSPPRG00000016076	Panthera_pardus
ENSDNOP00000022076	ENSDNOG00000044587	Dasypus_novemcinctus
ENSPTEP00000021135	ENSPTEG00000022248	Piliocolobus_tephrosceles
ENSLACP00000017937	ENSLACG00000015802	Latimeria_chalumnae
ENSTGEP00000032203	ENSTGEG00000025732	Theropithecus_gelada
ENSBIXP00000041215	ENSBIXG00000025389	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCANP00000006651	ENSCANG00000022094	Colobus_angolensis_palliatus
ENSSMAP00000003694	ENSSMAG00000002292	Scophthalmus_maximus
ENSMICP00000048896	ENSMICG00000043354	Microcebus_murinus
ENSSBOP00000003800	ENSSBOG00000016865	Saimiri_boliviensis_boliviensis
ENSDNOP00000031799	ENSDNOG00000049104	Dasypus_novemcinctus
ENSPANP00000047723	ENSPANG00000036002	Papio_anubis
ENSPCIP00000025411	ENSPCIG00000033200	Phascolarctos_cinereus
ENSJJAP00000005807	ENSJJAG00000010649	Jaculus_jaculus
ENSCGRP00001022737	ENSCGRG00001021188	Cricetulus_griseus_CHOK1GS_HDv1
ENSCJAP00000040757	ENSCJAG00000045237	Callithrix_jacchus
ENSP00000486252	ENSG00000280969	Homo_sapiens
ENSVVUP00000041264	ENSVVUG00000029372	Vulpes_vulpes
ENSMODP00000035246	ENSMODG00000050971	Monodelphis_domestica
ENSRROP00000015366	ENSRROG00000031868	Rhinopithecus_roxellana
ENSTGUP00000004932	ENSTGUG00000004785	Taeniopygia_guttata
ENSSSCP00000066710	ENSSSCG00000012405	Sus_scrofa_strain_reference
ENSCGRP00001018415	ENSCGRG00001018159	Cricetulus_griseus_CHOK1GS_HDv1
ENSTRUP00000020259	ENSTRUG00000008109	Takifugu_rubripes
ENSAMEP00000016525	ENSAMEG00000015668	Ailuropoda_melanoleuca
ENSCHIP00000006681	ENSCHIG00000010444	Capra_hircus
ENSFDAP00000005449	ENSFDAG00000014460	Fukomys_damarensis
ENSCHIP00000006525	ENSCHIG00000010348	Capra_hircus
ENSPPAP00000033025	ENSPPAG00000039353	Pan_paniscus
ENSELUP00000013598	ENSELUG00000013768	Esox_lucius
ENSSBOP00000031626	ENSSBOG00000032005	Saimiri_boliviensis_boliviensis
ENSCGRP00000005309	ENSCGRG00000003882	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001263	ENSCGRG00001000975	Cricetulus_griseus_CHOK1GS_HDv1
ENSBTAP00000055974	ENSBTAG00000047647	Bos_taurus
ENSPSMP00000023922	ENSPSMG00000016881	Prolemur_simus
ENSPEMP00000017627	ENSPEMG00000016482	Peromyscus_maniculatus_bairdii
ENSMLEP00000022523	ENSMLEG00000035471	Mandrillus_leucophaeus
ENSECAP00000008853	ENSECAG00000010852	Equus_caballus
ENSJHYP00000008086	ENSJHYG00000006442	Junco_hyemalis
ENSFDAP00000022290	ENSFDAG00000007084	Fukomys_damarensis
ENSPTEP00000038296	ENSPTEG00000035636	Piliocolobus_tephrosceles
ENSBBBP00000021434	ENSBBBG00000015025	Bison_bison_bison
ENSMUGP00000026727	ENSMUGG00000022258	Meriones_unguiculatus
ENSPMJP00000016248	ENSPMJG00000012297	Parus_major
ENSCATP00000033641	ENSCATG00000039793	Cercocebus_atys
ENSBBBP00000011677	ENSBBBG00000019560	Bison_bison_bison
ENSOCUP00000017299	ENSOCUG00000025352	Oryctolagus_cuniculus
ENSBIXP00005015923	ENSBIXG00005019654	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSODEP00000025640	ENSODEG00000018924	Octodon_degus
ENSHGLP00100004606	ENSHGLG00100003477	Heterocephalus_glaber_HetGla_1.0
ENSNBRP00000015267	ENSNBRG00000011820	Neolamprologus_brichardi
ENSGWIP00000003318	ENSGWIG00000001809	Gouania_willdenowi
ENSGALP00000052806	ENSGALG00000004831	Gallus_gallus
ENSPTEP00000009310	ENSPTEG00000010553	Piliocolobus_tephrosceles
ENSCGRP00015012760	ENSCGRG00015009766	Cricetulus_griseus_CriGri-PICR
ENSCATP00000010807	ENSCATG00000029683	Cercocebus_atys
ENSRROP00000007096	ENSRROG00000026965	Rhinopithecus_roxellana
ENSMGAP00000009997	ENSMGAG00000009671	Meleagris_gallopavo
ENSRBIP00000037980	ENSRBIG00000042540	Rhinopithecus_bieti
ENSFALP00000012556	ENSFALG00000012008	Ficedula_albicollis
ENSMMUP00000042545	ENSMMUG00000038331	Macaca_mulatta
ENSPTRP00000038748	ENSPTRG00000022470	Pan_troglodytes
ENSSHAP00000006488	ENSSHAG00000005646	Sarcophilus_harrisii
ENSCLAP00000010791	ENSCLAG00000007446	Chinchilla_lanigera
ENSMMUP00000026556	ENSMMUG00000029338	Macaca_mulatta
ENSMPUP00000000078	ENSMPUG00000000082	Mustela_putorius_furo
