ENSTTRP00000016330	ENSTTRG00000017227	Tursiops_truncatus
ENSCCNP00000008592	ENSCCNG00000009082	Castor_canadensis
ENSECRP00000008542	ENSECRG00000005729	Erpetoichthys_calabaricus
ENSOMEP00000002481	ENSOMEG00000003424	Oryzias_melastigma
ENSRBIP00000008759	ENSRBIG00000028264	Rhinopithecus_bieti
ENSCJAP00000056775	ENSCJAG00000040664	Callithrix_jacchus
ENSSSCP00000000915	ENSSSCG00000000857	Sus_scrofa_strain_reference
ENSAPEP00000030406	ENSAPEG00000021610	Amphiprion_percula	ENSAPET00000031220
ENSPCOP00000019178	ENSPCOG00000021533	Propithecus_coquereli
ENSMUSP00000100937	ENSMUSG00000020053	Mus_musculus_strain_reference_(CL57BL6)
ENSCHAP00000016015	ENSCHAG00000008537	Clupea_harengus
ENSNGAP00000021112	ENSNGAG00000020397	Nannospalax_galili
ENSPVIP00000018697	ENSPVIG00000014319	Pogona_vitticeps
ENSP00000376637	ENSG00000017427	Homo_sapiens
ENSBSLP00000012250	ENSBSLG00000006224	Betta_splendens
ENSODEP00000014845	ENSODEG00000010967	Octodon_degus
ENSTBEP00000012138	ENSTBEG00000014013	Tupaia_belangeri
ENSCAFP00020031545	ENSCAFG00020024614	Canis_lupus_dingo
ENSPPAP00000003648	ENSPPAG00000015292	Pan_paniscus
ENSBMUP00000013065	ENSBMUG00000009930	Bos_mutus
ENSCAPP00000011467	ENSCAPG00000012537	Cavia_aperea
ENSTGUP00000011633	ENSTGUG00000011279	Taeniopygia_guttata
ENSHHUP00000007807	ENSHHUG00000004815	Hucho_hucho
ENSPKIP00000022318	ENSPKIG00000006362	Paramormyrops_kingsleyae
ENSSDAP00000025334	ENSSDAG00000023023	Spermophilus_dauricus
ENSUMAP00000026349	ENSUMAG00000019181	Ursus_maritimus
ENSCSEP00000007307	ENSCSEG00000004697	Cynoglossus_semilaevis
ENSIPUP00000035986	ENSIPUG00000024122	Ictalurus_punctatus
ENSCHIP00000020185	ENSCHIG00000018863	Capra_hircus
ENSCPRP00005026274	ENSCPRG00005018224	Crocodylus_porosus
ENSPTRP00000067917	ENSPTRG00000024078	Pan_troglodytes
ENSMMOP00000009101	ENSMMOG00000007029	Mola_mola
ENSMAMP00000023341	ENSMAMG00000015704	Mastacembelus_armatus
ENSOCUP00000021389	ENSOCUG00000014689	Oryctolagus_cuniculus
ENSTNIP00000015636	ENSTNIG00000012663	Tetraodon_nigroviridis
ENSPRNP00000028425	ENSPRNG00000014144	Parambassis_ranga
ENSAMXP00000028880	ENSAMXG00000041766	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCLAP00000019658	ENSCLAG00000013488	Chinchilla_lanigera
ENSPEMP00000033622	ENSPEMG00000020617	Peromyscus_maniculatus_bairdii
ENSECAP00000033255	ENSECAG00000010109	Equus_caballus
ENSUPAP00010003446	ENSUPAG00010002768	Urocitellus_parryii
ENSPNAP00000013467	ENSPNAG00000019356	Pygocentrus_nattereri
ENSCCEP00000011295	ENSCCEG00000011092	Cyanistes_caeruleus
ENSCCNP00000008780	ENSCCNG00000009273	Castor_canadensis
ENSCABP00000002806	ENSCABG00000002154	Chelonoidis_abingdonii
ENSSBOP00000039477	ENSSBOG00000035766	Saimiri_boliviensis_boliviensis
ENSMLUP00000010317	ENSMLUG00000011331	Myotis_lucifugus
ENSVVUP00000024480	ENSVVUG00000017924	Vulpes_vulpes
ENSBBBP00000007872	ENSBBBG00000015932	Bison_bison_bison
ENSSLDP00000005676	ENSSLDG00000004529	Seriola_lalandi_dorsalis
ENSZALP00000018877	ENSZALG00000015061	Zonotrichia_albicollis
ENSCGRP00000011007	ENSCGRG00000008019	Cricetulus_griseus_CriGri_1.0
ENSMUNP00000003599	ENSMUNG00000003062	Melopsittacus_undulatus
ENSCAFP00000058639	ENSCAFG00000007304	Canis_lupus_familiaris
ENSETEP00000015077	ENSETEG00000018551	Echinops_telfairi
ENSPTIP00000017518	ENSPTIG00000015912	Panthera_tigris_altaica
ENSHCOP00000014775	ENSHCOG00000018270	Hippocampus_comes
ENSPLAP00000017621	ENSPLAG00000022067	Poecilia_latipinna
ENSNVIP00000013151	ENSNVIG00000010348	Neovison_vison
ENSAMXP00000053232	ENSAMXG00000035036	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPCIP00000012273	ENSPCIG00000009756	Phascolarctos_cinereus
ENSCPOP00000031938	ENSCPOG00000023247	Cavia_porcellus
ENSRNOP00000073824	ENSRNOG00000004517	Rattus_norvegicus
ENSOARP00000017024	ENSOARG00000015856	Ovis_aries
ENSMFAP00000015140	ENSMFAG00000030766	Macaca_fascicularis
ENSATEP00000033423	ENSATEG00000023026	Anabas_testudineus
ENSSHAP00000009470	ENSSHAG00000008195	Sarcophilus_harrisii
ENSFCAP00000042016	ENSFCAG00000024009	Felis_catus
ENSMALP00000016989	ENSMALG00000011886	Monopterus_albus
ENSORLP00000026564	ENSORLG00000016443	Oryzias_latipes_ASM223467v1
ENSPTEP00000011682	ENSPTEG00000013148	Piliocolobus_tephrosceles
ENSBIXP00005038536	ENSBIXG00005007345	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDCDP00000033620	ENSDCDG00000022878	Denticeps_clupeoides
ENSLOCP00000014077	ENSLOCG00000011459	Lepisosteus_oculatus
ENSXMAP00000022870	ENSXMAG00000028624	Xiphophorus_maculatus
ENSCABP00000011681	ENSCABG00000008714	Chelonoidis_abingdonii
ENSVURP00010031328	ENSVURG00010023977	Vombatus_ursinus
ENSSMRP00000020529	ENSSMRG00000015971	Salvator_merianae
ENSCPBP00000001608	ENSCPBG00000001307	Chrysemys_picta_bellii
ENSSFOP00015001988	ENSSFOG00015001317	Scleropages_formosus
ENSPFOP00000018036	ENSPFOG00000017930	Poecilia_formosa
ENSOANP00000008847	ENSOANG00000005566	Ornithorhynchus_anatinus
ENSAMXP00005050676	ENSAMXG00005022965	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMMUP00000002988	ENSMMUG00000002235	Macaca_mulatta
MGP_PahariEiJ_P0088279	MGP_PahariEiJ_G0031384	Mus_pahari_strain_PAHARI_EIJ
ENSJJAP00000018857	ENSJJAG00000019988	Jaculus_jaculus
ENSSCAP00000013927	ENSSCAG00000010272	Serinus_canaria
ENSLACP00000022904	ENSLACG00000022367	Latimeria_chalumnae
ENSMODP00000003043	ENSMODG00000002506	Monodelphis_domestica
ENSPPRP00000005002	ENSPPRG00000000922	Panthera_pardus
MGP_CAROLIEiJ_P0024389	MGP_CAROLIEiJ_G0015701	Mus_caroli_strain_CAROLI_EIJ
ENSSPUP00000004086	ENSSPUG00000003092	Sphenodon_punctatus
ENSGWIP00000002433	ENSGWIG00000001326	Gouania_willdenowi
ENSEEEP00000028931	ENSEEEG00000013869	Electrophorus_electricus
ENSPANP00000038160	ENSPANG00000004450	Papio_anubis
ENSKMAP00000017384	ENSKMAG00000012960	Kryptolebias_marmoratus
ENSACLP00000024720	ENSACLG00000016815	Astatotilapia_calliptera
ENSMMMP00000019944	ENSMMMG00000017621	Marmota_marmota_marmota
ENSXETP00000027069	ENSXETG00000009400	Xenopus_tropicalis
ENSMPUP00000011884	ENSMPUG00000011976	Mustela_putorius_furo
ENSABRP00000013772	ENSABRG00000012233	Anser_brachyrhynchus
ENSPSMP00000017585	ENSPSMG00000012493	Prolemur_simus
ENSCANP00000020032	ENSCANG00000033444	Colobus_angolensis_palliatus
ENSGGOP00000004843	ENSGGOG00000004943	Gorilla_gorilla
ENSPKIP00000037607	ENSPKIG00000015720	Paramormyrops_kingsleyae
ENSTRUP00000051846	ENSTRUG00000022135	Takifugu_rubripes
ENSXCOP00000018309	ENSXCOG00000013785	Xiphophorus_couchianus
ENSSDUP00000023016	ENSSDUG00000016698	Seriola_dumerili
ENSMVIP00005006602	ENSMVIG00005004993	Manacus_vitellinus
ENSSTOP00000029785	ENSSTOG00000015842	Ictidomys_tridecemlineatus
ENSLCOP00000013522	ENSLCOG00000009746	Lepidothrix_coronata
ENSLAFP00000013434	ENSLAFG00000016013	Loxodonta_africana
ENSPSIP00000014773	ENSPSIG00000013219	Pelodiscus_sinensis
ENSMLEP00000005942	ENSMLEG00000025445	Mandrillus_leucophaeus
ENSMALP00000029719	ENSMALG00000020569	Monopterus_albus
ENSMEUP00000006789	ENSMEUG00000007436	Notamacropus_eugenii
ENSCATP00000041628	ENSCATG00000043495	Cercocebus_atys
ENSHHUP00000032426	ENSHHUG00000020076	Hucho_hucho	ENSHHUT00000033756
ENSNMEP00000013099	ENSNMEG00000012009	Numida_meleagris
ENSDARP00000117429	ENSDARG00000058058	Danio_rerio
ENSSMAP00000008278	ENSSMAG00000005115	Scophthalmus_maximus
ENSGMOP00000001209	ENSGMOG00000001165	Gadus_morhua
ENSLCAP00010058077	ENSLCAG00010027059	Lates_calcarifer
ENSPNAP00000029422	ENSPNAG00000015503	Pygocentrus_nattereri
ENSPMJP00000011487	ENSPMJG00000008896	Parus_major
ENSAPLP00000010417	ENSAPLG00000010676	Anas_platyrhynchos_platyrhynchos
ENSSLDP00000012054	ENSSLDG00000009569	Seriola_lalandi_dorsalis
ENSACAP00000016240	ENSACAG00000016515	Anolis_carolinensis
