ENSPCAP00000014492	ENSPCAG00000015509	Procavia_capensis
ENSCCAP00000003369	ENSCCAG00000017652	Cebus_capucinus_imitator
ENSCJAP00000002925	ENSCJAG00000001614	Callithrix_jacchus
ENSANAP00000006336	ENSANAG00000021225	Aotus_nancymaae
ENSSBOP00000020063	ENSSBOG00000026636	Saimiri_boliviensis_boliviensis
ENSTSYP00000019706	ENSTSYG00000005754	Carlito_syrichta
ENSPCOP00000027762	ENSPCOG00000026422	Propithecus_coquereli
ENSMICP00000007844	ENSMICG00000008601	Microcebus_murinus
ENSPSMP00000037750	ENSPSMG00000025916	Prolemur_simus
ENSOGAP00000002511	ENSOGAG00000002802	Otolemur_garnettii
ENSMLUP00000020264	ENSMLUG00000026087	Myotis_lucifugus
ENSPVAP00000016014	ENSPVAG00000016977	Pteropus_vampyrus
ENSUMAP00000015175	ENSUMAG00000011172	Ursus_maritimus
ENSUAMP00000027246	ENSUAMG00000021115	Ursus_americanus
ENSAMEP00000018122	ENSAMEG00000017145	Ailuropoda_melanoleuca
ENSMPUP00000011234	ENSMPUG00000011326	Mustela_putorius_furo
ENSNVIP00000019037	ENSNVIG00000014889	Neovison_vison
ENSCAFP00020019349	ENSCAFG00020015402	Canis_lupus_dingo
ENSCAFP00000019038	ENSCAFG00000012899	Canis_lupus_familiaris
ENSVVUP00000037827	ENSVVUG00000027024	Vulpes_vulpes
ENSPPRP00000020841	ENSPPRG00000011907	Panthera_pardus
ENSPTIP00000011031	ENSPTIG00000011554	Panthera_tigris_altaica
ENSFCAP00000003835	ENSFCAG00000004163	Felis_catus
ENSCHIP00000014368	ENSCHIG00000015436	Capra_hircus
ENSOARP00000003513	ENSOARG00000003296	Ovis_aries
ENSBIXP00000028657	ENSBIXG00000009976	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013256	ENSBIXG00005002853	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000025752	ENSBTAG00000019334	Bos_taurus
ENSBMUP00000000709	ENSBMUG00000000617	Bos_mutus
ENSBBBP00000028558	ENSBBBG00000025289	Bison_bison_bison
ENSTTRP00000013651	ENSTTRG00000014399	Tursiops_truncatus
ENSSSCP00000074383	ENSSSCG00000012955	Sus_scrofa_strain_reference
ENSECAP00000006375	ENSECAG00000008028	Equus_caballus
ENSEASP00005006636	ENSEASG00005004656	Equus_asinus_asinus
ENSDNOP00000028552	ENSDNOG00000047879	Dasypus_novemcinctus
ENSVURP00010001267	ENSVURG00010001035	Vombatus_ursinus
ENSPCIP00000010326	ENSPCIG00000008401	Phascolarctos_cinereus
ENSMEUP00000000021	ENSMEUG00000000022	Notamacropus_eugenii
ENSMODP00000010465	ENSMODG00000008412	Monodelphis_domestica
ENSMODP00000043294	ENSMODG00000050852	Monodelphis_domestica
ENSSHAP00000012159	ENSSHAG00000010418	Sarcophilus_harrisii
ENSACAP00000003750	ENSACAG00000003773	Anolis_carolinensis
ENSPVIP00000026705	ENSPVIG00000019904	Pogona_vitticeps
ENSSMRP00000014414	ENSSMRG00000011228	Salvator_merianae
ENSSPUP00000010380	ENSSPUG00000007960	Sphenodon_punctatus
ENSGAGP00000033651	ENSGAGG00000023953	Gopherus_agassizii
ENSCABP00000023421	ENSCABG00000017259	Chelonoidis_abingdonii
ENSCPBP00000031969	ENSCPBG00000022449	Chrysemys_picta_bellii
ENSPSIP00000003322	ENSPSIG00000003181	Pelodiscus_sinensis
