ENSECAP00000050618	ENSECAG00000042307	Equus_caballus
ENSMLEP00000007635	ENSMLEG00000027913	Mandrillus_leucophaeus
ENSPANP00000019551	ENSPANG00000024334	Papio_anubis
ENSCSAP00000014803	ENSCSAG00000003243	Chlorocebus_sabaeus
ENSCATP00000009496	ENSCATG00000028747	Cercocebus_atys
ENSSBOP00000006775	ENSSBOG00000020365	Saimiri_boliviensis_boliviensis
ENSCJAP00000023957	ENSCJAG00000013050	Callithrix_jacchus
ENSCCAP00000010489	ENSCCAG00000022993	Cebus_capucinus_imitator
ENSANAP00000019337	ENSANAG00000027471	Aotus_nancymaae
ENSTSYP00000025882	ENSTSYG00000028020	Carlito_syrichta
ENSPSMP00000036676	ENSPSMG00000025229	Prolemur_simus
ENSMICP00000031240	ENSMICG00000034209	Microcebus_murinus
ENSPCOP00000015265	ENSPCOG00000019360	Propithecus_coquereli
ENSOGAP00000011448	ENSOGAG00000012770	Otolemur_garnettii
ENSSDAP00000011424	ENSSDAG00000010319	Spermophilus_dauricus
ENSUPAP00010027563	ENSUPAG00010021784	Urocitellus_parryii
ENSMMMP00000001206	ENSMMMG00000001133	Marmota_marmota_marmota
ENSODEP00000015018	ENSODEG00000011088	Octodon_degus
ENSCLAP00000001658	ENSCLAG00000001239	Chinchilla_lanigera
ENSCPOP00000008349	ENSCPOG00000009300	Cavia_porcellus
ENSCAPP00000006828	ENSCAPG00000008911	Cavia_aperea
ENSHGLP00100013053	ENSHGLG00100009663	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000014898	ENSHGLG00000010647	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019955	ENSFDAG00000008792	Fukomys_damarensis
ENSCCNP00000000408	ENSCCNG00000000464	Castor_canadensis
ENSDORP00000015185	ENSDORG00000016144	Dipodomys_ordii
MGP_SPRETEiJ_P0081117	MGP_SPRETEiJ_G0030387	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008051	ENSMSIG00000007155	Mus_spicilegus
ENSMUSP00000003071	ENSMUSG00000074336	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0077808	MGP_CAROLIEiJ_G0029303	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046157	MGP_PahariEiJ_G0021163	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024832	ENSRNOG00000018405	Rattus_norvegicus
ENSMUGP00000000948	ENSMUGG00000000901	Meriones_unguiculatus
ENSCGRP00001017332	ENSCGRG00001017401	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012736	ENSCGRG00000009260	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015008256	ENSCGRG00015006414	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022196	ENSMAUG00000019705	Mesocricetus_auratus
ENSMOCP00000016715	ENSMOCG00000015539	Microtus_ochrogaster
ENSCGRP00015000971	ENSCGRG00015000862	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000005977	ENSPEMG00000008327	Peromyscus_maniculatus_bairdii
ENSNGAP00000014243	ENSNGAG00000015603	Nannospalax_galili
ENSJJAP00000015791	ENSJJAG00000017851	Jaculus_jaculus
ENSPCAP00000009851	ENSPCAG00000010603	Procavia_capensis
ENSETEP00000004671	ENSETEG00000005747	Echinops_telfairi
