ENSCABP00000027934	ENSCABG00000020535	Chelonoidis_abingdonii	ENSCABT00000030605
ENSGAGP00000017913	ENSGAGG00000013287	Gopherus_agassizii	ENSGAGT00000020434
ENSCPBP00000023601	ENSCPBG00000016848	Chrysemys_picta_bellii
ENSBBBP00000006202	ENSBBBG00000014787	Bison_bison_bison
ENSSSCP00000014005	ENSSSCG00000013175	Sus_scrofa_strain_reference
ENSMLUP00000020741	ENSMLUG00000024892	Myotis_lucifugus
ENSMLUP00000016252	ENSMLUG00000024996	Myotis_lucifugus
ENSDNOP00000018870	ENSDNOG00000036029	Dasypus_novemcinctus
ENSCLAP00000008400	ENSCLAG00000005879	Chinchilla_lanigera
ENSODEP00000015460	ENSODEG00000011409	Octodon_degus
ENSCPOP00000028174	ENSCPOG00000033690	Cavia_porcellus
ENSCAPP00000009376	ENSCAPG00000010864	Cavia_aperea
ENSFDAP00000018910	ENSFDAG00000009499	Fukomys_damarensis
ENSHGLP00000008985	ENSHGLG00000006459	Heterocephalus_glaber_HetGla_female_1.0
ENSPCIP00000015283	ENSPCIG00000011892	Phascolarctos_cinereus
ENSVURP00010007846	ENSVURG00010006039	Vombatus_ursinus
ENSSHAP00000018672	ENSSHAG00000015851	Sarcophilus_harrisii
ENSMODP00000039618	ENSMODG00000027719	Monodelphis_domestica
