ENSLOCP00000001616	ENSLOCG00000001417	Lepisosteus_oculatus
ENSRNOP00000075986	ENSRNOG00000027596	Rattus_norvegicus
ENSMUGP00000021942	ENSMUGG00000018430	Meriones_unguiculatus
ENSCGRP00001001507	ENSCGRG00001001266	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022888	ENSCGRG00000016578	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015017267	ENSCGRG00015013314	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000228	ENSMAUG00000000214	Mesocricetus_auratus
ENSMOCP00000022247	ENSMOCG00000019347	Microtus_ochrogaster
ENSPEMP00000011803	ENSPEMG00000012335	Peromyscus_maniculatus_bairdii
ENSNGAP00000018744	ENSNGAG00000018784	Nannospalax_galili
ENSJJAP00000024020	ENSJJAG00000023609	Jaculus_jaculus
ENSHGLP00100013856	ENSHGLG00100010250	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000686	ENSHGLG00000000588	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022505	ENSFDAG00000020892	Fukomys_damarensis
ENSODEP00000004032	ENSODEG00000003076	Octodon_degus
ENSCLAP00000002336	ENSCLAG00000001690	Chinchilla_lanigera
ENSCPOP00000005624	ENSCPOG00000006236	Cavia_porcellus
ENSSTOP00000018153	ENSSTOG00000024028	Ictidomys_tridecemlineatus
ENSMMMP00000024695	ENSMMMG00000021626	Marmota_marmota_marmota
ENSUPAP00010005611	ENSUPAG00010004537	Urocitellus_parryii
ENSSDAP00000011290	ENSSDAG00000010170	Spermophilus_dauricus
ENSOCUP00000037811	ENSOCUG00000010432	Oryctolagus_cuniculus
ENSOPRP00000000481	ENSOPRG00000000529	Ochotona_princeps
ENSLAFP00000018640	ENSLAFG00000030020	Loxodonta_africana
ENSLAFP00000001590	ENSLAFG00000001900	Loxodonta_africana
ENSETEP00000015543	ENSETEG00000019137	Echinops_telfairi
ENSPCAP00000004563	ENSPCAG00000004873	Procavia_capensis
ENSDNOP00000013559	ENSDNOG00000017491	Dasypus_novemcinctus
ENSCHOP00000002041	ENSCHOG00000002307	Choloepus_hoffmanni
ENSOANP00000009665	ENSOANG00000006065	Ornithorhynchus_anatinus
ENSCPUP00000011165	ENSCPUG00000007922	Calidris_pugnax
ENSCPGP00000000128	ENSCPGG00000000090	Calidris_pygmaea
ENSMUNP00000017906	ENSMUNG00000013699	Melopsittacus_undulatus
ENSABRP00000009469	ENSABRG00000008432	Anser_brachyrhynchus
ENSAPLP00000010227	ENSAPLG00000010489	Anas_platyrhynchos_platyrhynchos
ENSGALP00000020324	ENSGALG00000012449	Gallus_gallus
ENSCJPP00005026718	ENSCJPG00005020766	Coturnix_japonica
ENSMGAP00000013375	ENSMGAG00000012693	Meleagris_gallopavo
ENSNMEP00000002310	ENSNMEG00000002976	Numida_meleagris
ENSAHAP00000025039	ENSAHAG00000017464	Apteryx_haastii
ENSAOWP00000019018	ENSAOWG00000012937	Apteryx_owenii
ENSARWP00000002963	ENSARWG00000002224	Apteryx_rowi
ENSDNVP00000023512	ENSDNVG00000016348	Dromaius_novaehollandiae
ENSTGUP00000012302	ENSTGUG00000011939	Taeniopygia_guttata
ENSLSDP00000002991	ENSLSDG00000002315	Lonchura_striata_domestica
ENSSCAP00000010907	ENSSCAG00000008168	Serinus_canaria
ENSJHYP00000004219	ENSJHYG00000003515	Junco_hyemalis
ENSZALP00000014444	ENSZALG00000011971	Zonotrichia_albicollis
ENSFALP00000014464	ENSFALG00000013858	Ficedula_albicollis
ENSCCEP00000014292	ENSCCEG00000013661	Cyanistes_caeruleus
ENSPMJP00000027470	ENSPMJG00000019995	Parus_major
ENSLCOP00000015966	ENSLCOG00000011403	Lepidothrix_coronata
ENSMVIP00005008902	ENSMVIG00005006579	Manacus_vitellinus
ENSNPEP00000017778	ENSNPEG00000013222	Nothoprocta_perdicaria
ENSCPRP00005010719	ENSCPRG00005007665	Crocodylus_porosus
ENSGAGP00000004879	ENSGAGG00000003999	Gopherus_agassizii
ENSCABP00000021706	ENSCABG00000015988	Chelonoidis_abingdonii
ENSCPBP00000037204	ENSCPBG00000025788	Chrysemys_picta_bellii
ENSPSIP00000007956	ENSPSIG00000007316	Pelodiscus_sinensis
ENSACAP00000003311	ENSACAG00000003421	Anolis_carolinensis
ENSPVIP00000024079	ENSPVIG00000018162	Pogona_vitticeps
ENSNSUP00000013667	ENSNSUG00000010160	Notechis_scutatus
ENSSMRP00000030631	ENSSMRG00000023466	Salvator_merianae
ENSSPUP00000002550	ENSSPUG00000001943	Sphenodon_punctatus
ENSLACP00000004378	ENSLACG00000003892	Latimeria_chalumnae
ENSCMIP00000023056	ENSCMIG00000010349	Callorhinchus_milii
ENSCHAP00000023958	ENSCHAG00000011781	Clupea_harengus
ENSDCDP00000002066	ENSDCDG00000001067	Denticeps_clupeoides
ENSAMXP00000008171	ENSAMXG00000007949	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005037049	ENSAMXG00005017658	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017430	ENSPNAG00000023697	Pygocentrus_nattereri
ENSIPUP00000031886	ENSIPUG00000021421	Ictalurus_punctatus
ENSEEEP00000020547	ENSEEEG00000010030	Electrophorus_electricus
ENSDARP00000077389	ENSDARG00000059581	Danio_rerio
ENSMAMP00000033410	ENSMAMG00000022463	Mastacembelus_armatus
ENSMALP00000010300	ENSMALG00000007320	Monopterus_albus
ENSATEP00000019246	ENSATEG00000013403	Anabas_testudineus
ENSBSLP00000009538	ENSBSLG00000004621	Betta_splendens
ENSSMAP00000004057	ENSSMAG00000002494	Scophthalmus_maximus
ENSCSEP00000010668	ENSCSEG00000006850	Cynoglossus_semilaevis
ENSSLDP00000013119	ENSSLDG00000010440	Seriola_lalandi_dorsalis
ENSSLDP00000013030	ENSSLDG00000010362	Seriola_lalandi_dorsalis
ENSSDUP00000017934	ENSSDUG00000013099	Seriola_dumerili
ENSLCAP00010029089	ENSLCAG00010013634	Lates_calcarifer
ENSLBEP00000006240	ENSLBEG00000004796	Labrus_bergylta
ENSLBEP00000006209	ENSLBEG00000004755	Labrus_bergylta
ENSLCRP00005053447	ENSLCRG00005020022	Larimichthys_crocea
ENSMMOP00000025960	ENSMMOG00000019689	Mola_mola
ENSCGOP00000048623	ENSCGOG00000021687	Cottoperca_gobio
ENSCGOP00000005144	ENSCGOG00000002636	Cottoperca_gobio
ENSGACP00000019879	ENSGACG00000015071	Gasterosteus_aculeatus
ENSPLAP00000011382	ENSPLAG00000014473	Poecilia_latipinna
ENSPFOP00000004054	ENSPFOG00000004180	Poecilia_formosa
ENSPMEP00000013748	ENSPMEG00000016074	Poecilia_mexicana
ENSPREP00000032596	ENSPREG00000022088	Poecilia_reticulata
ENSXMAP00000010659	ENSXMAG00000010633	Xiphophorus_maculatus
ENSXCOP00000022508	ENSXCOG00000016822	Xiphophorus_couchianus
ENSGAFP00000030344	ENSGAFG00000020453	Gambusia_affinis
ENSCVAP00000019348	ENSCVAG00000022692	Cyprinodon_variegatus
ENSFHEP00000003713	ENSFHEG00000004621	Fundulus_heteroclitus
ENSKMAP00000005639	ENSKMAG00000004289	Kryptolebias_marmoratus
ENSORLP00015030592	ENSORLG00015014360	Oryzias_latipes_ASM223469v1
ENSORLP00020028588	ENSORLG00020012135	Oryzias_latipes_ASM223471v1
ENSORLP00000000130	ENSORLG00000000104	Oryzias_latipes_ASM223467v1
ENSOMEP00000033965	ENSOMEG00000020281	Oryzias_melastigma
ENSGWIP00000031368	ENSGWIG00000016229	Gouania_willdenowi
ENSGWIP00000031370	ENSGWIG00000016230	Gouania_willdenowi
ENSPRNP00000000157	ENSPRNG00000000122	Parambassis_ranga
ENSACIP00000013933	ENSACIG00000010834	Amphilophus_citrinellus
ENSACIP00000013915	ENSACIG00000010821	Amphilophus_citrinellus
ENSNBRP00000019306	ENSNBRG00000014857	Neolamprologus_brichardi
ENSNBRP00000019284	ENSNBRG00000014843	Neolamprologus_brichardi
ENSACLP00000021820	ENSACLG00000014821	Astatotilapia_calliptera
ENSPNYP00000003966	ENSPNYG00000003075	Pundamilia_nyererei
ENSPNYP00000029614	ENSPNYG00000022317	Pundamilia_nyererei
ENSMZEP00005021194	ENSMZEG00005015907	Maylandia_zebra
ENSHBUP00000026460	ENSHBUG00000009128	Haplochromis_burtoni
ENSONIP00000015475	ENSONIG00000012287	Oreochromis_niloticus
ENSAOCP00000014282	ENSAOCG00000018930	Amphiprion_ocellaris
ENSAPEP00000029414	ENSAPEG00000020872	Amphiprion_percula
ENSAPOP00000013641	ENSAPOG00000000708	Acanthochromis_polyacanthus
ENSSPAP00000001785	ENSSPAG00000001382	Stegastes_partitus
ENSTRUP00000009238	ENSTRUG00000003915	Takifugu_rubripes
ENSHCOP00000012224	ENSHCOG00000015223	Hippocampus_comes
ENSPMGP00000028150	ENSPMGG00000022648	Periophthalmus_magnuspinnatus
ENSTNIP00000006054	ENSTNIG00000003467	Tetraodon_nigroviridis
ENSGMOP00000011149	ENSGMOG00000010383	Gadus_morhua
ENSHHUP00000026611	ENSHHUG00000016861	Hucho_hucho
ENSELUP00000014721	ENSELUG00000014723	Esox_lucius
ENSPKIP00000017971	ENSPKIG00000003700	Paramormyrops_kingsleyae
ENSSFOP00015009984	ENSSFOG00015006495	Scleropages_formosus
ENSPKIP00000031283	ENSPKIG00000011828	Paramormyrops_kingsleyae
ENSSFOP00015030265	ENSSFOG00015019421	Scleropages_formosus
ENSPKIP00000017944	ENSPKIG00000003673	Paramormyrops_kingsleyae
ENSHHUP00000085318	ENSHHUG00000049432	Hucho_hucho
ENSHHUP00000021276	ENSHHUG00000013301	Hucho_hucho
ENSELUP00000028146	ENSELUG00000004605	Esox_lucius
ENSGMOP00000014861	ENSGMOG00000013896	Gadus_morhua
ENSCHAP00000043874	ENSCHAG00000020409	Clupea_harengus
ENSCMIP00000046107	ENSCMIG00000018988	Callorhinchus_milii
ENSPVIP00000033194	ENSPVIG00000024281	Pogona_vitticeps
ENSACAP00000021199	ENSACAG00000024798	Anolis_carolinensis
ENSSMRP00000000693	ENSSMRG00000000629	Salvator_merianae
ENSSPUP00000010117	ENSSPUG00000007819	Sphenodon_punctatus
ENSCABP00000019616	ENSCABG00000014488	Chelonoidis_abingdonii
ENSTBEP00000000465	ENSTBEG00000000543	Tupaia_belangeri
ENSNLEP00000020856	ENSNLEG00000017170	Nomascus_leucogenys
ENSUPAP00010021732	ENSUPAG00010017279	Urocitellus_parryii
ENSMMMP00000012369	ENSMMMG00000011054	Marmota_marmota_marmota
ENSSDAP00000003275	ENSSDAG00000003088	Spermophilus_dauricus
ENSJJAP00000006673	ENSJJAG00000011275	Jaculus_jaculus
ENSCAPP00000005949	ENSCAPG00000008152	Cavia_aperea
ENSCAPP00000009431	ENSCAPG00000010909	Cavia_aperea
ENSODEP00000002351	ENSODEG00000001830	Octodon_degus
ENSODEP00000002330	ENSODEG00000001814	Octodon_degus
ENSCLAP00000014607	ENSCLAG00000010083	Chinchilla_lanigera
ENSHGLP00000024570	ENSHGLG00000017515	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008287	ENSHGLG00100006165	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004067	ENSFDAG00000013378	Fukomys_damarensis
ENSMUGP00000009820	ENSMUGG00000008736	Meriones_unguiculatus
ENSCGRP00001012872	ENSCGRG00001014167	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCNP00000032983	ENSCCNG00000031251	Castor_canadensis
ENSDORP00000006689	ENSDORG00000007136	Dipodomys_ordii
ENSCGRP00001018101	ENSCGRG00001017943	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015037977	ENSCGRG00015028402	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021975	ENSCGRG00000015928	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009830	ENSMAUG00000010881	Mesocricetus_auratus
ENSMOCP00000012834	ENSMOCG00000012812	Microtus_ochrogaster
ENSPEMP00000001286	ENSPEMG00000000952	Peromyscus_maniculatus_bairdii
ENSMSIP00000001199	ENSMSIG00000001166	Mus_spicilegus
ENSMUSP00000026476	ENSMUSG00000025409	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0026272	MGP_SPRETEiJ_G0016715	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0024994	MGP_CAROLIEiJ_G0015889	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087667	MGP_PahariEiJ_G0031196	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008854	ENSRNOG00000006209	Rattus_norvegicus
ENSNGAP00000003651	ENSNGAG00000004286	Nannospalax_galili
ENSSTOP00000001027	ENSSTOG00000001143	Ictidomys_tridecemlineatus
ENSCPOP00000011586	ENSCPOG00000012873	Cavia_porcellus
ENSOCUP00000009692	ENSOCUG00000011255	Oryctolagus_cuniculus
ENSOPRP00000005983	ENSOPRG00000006533	Ochotona_princeps
ENSPPAP00000037580	ENSPPAG00000041542	Pan_paniscus
ENSPTRP00000061289	ENSPTRG00000039026	Pan_troglodytes
ENSP00000347896	ENSG00000166987	Homo_sapiens
ENSGGOP00000023793	ENSGGOG00000001989	Gorilla_gorilla
ENSPPYP00000005346	ENSPPYG00000004693	Pongo_abelii
ENSMFAP00000004792	ENSMFAG00000002085	Macaca_fascicularis
ENSMNEP00000033003	ENSMNEG00000039788	Macaca_nemestrina
ENSMMUP00000014795	ENSMMUG00000011289	Macaca_mulatta
ENSCATP00000042423	ENSCATG00000043813	Cercocebus_atys
ENSTGEP00000021314	ENSTGEG00000017187	Theropithecus_gelada
ENSPANP00000009424	ENSPANG00000017043	Papio_anubis
ENSMLEP00000012803	ENSMLEG00000030542	Mandrillus_leucophaeus
ENSCSAP00000001137	ENSCSAG00000004813	Chlorocebus_sabaeus
ENSCANP00000023620	ENSCANG00000035217	Colobus_angolensis_palliatus
ENSPTEP00000029787	ENSPTEG00000029139	Piliocolobus_tephrosceles
ENSRROP00000040385	ENSRROG00000043452	Rhinopithecus_roxellana
ENSRBIP00000029437	ENSRBIG00000038599	Rhinopithecus_bieti
ENSCCAP00000025769	ENSCCAG00000030668	Cebus_capucinus_imitator
ENSSBOP00000001446	ENSSBOG00000006917	Saimiri_boliviensis_boliviensis
ENSCJAP00000013438	ENSCJAG00000007202	Callithrix_jacchus
ENSANAP00000008244	ENSANAG00000022147	Aotus_nancymaae
ENSTSYP00000026996	ENSTSYG00000034137	Carlito_syrichta
ENSPSMP00000032554	ENSPSMG00000022511	Prolemur_simus
ENSPCOP00000010388	ENSPCOG00000016659	Propithecus_coquereli
ENSMICP00000033572	ENSMICG00000005436	Microcebus_murinus
ENSOGAP00000004680	ENSOGAG00000005233	Otolemur_garnettii
ENSPVAP00000011419	ENSPVAG00000012115	Pteropus_vampyrus
ENSEEUP00000011878	ENSEEUG00000013025	Erinaceus_europaeus
ENSECAP00000022834	ENSECAG00000021290	Equus_caballus
ENSEASP00005010144	ENSEASG00005007215	Equus_asinus_asinus
ENSBIXP00000015267	ENSBIXG00000019821	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005006649	ENSBIXG00005012082	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000014034	ENSBTAG00000010616	Bos_taurus
ENSBMUP00000034406	ENSBMUG00000025599	Bos_mutus
ENSBBBP00000002910	ENSBBBG00000011979	Bison_bison_bison
ENSCHIP00000017962	ENSCHIG00000017594	Capra_hircus
ENSTTRP00000012420	ENSTTRG00000013090	Tursiops_truncatus
ENSSSCP00000000458	ENSSSCG00000000431	Sus_scrofa_strain_reference
ENSVPAP00000008076	ENSVPAG00000008676	Vicugna_pacos
ENSUAMP00000033689	ENSUAMG00000025653	Ursus_americanus
ENSUMAP00000027303	ENSUMAG00000019835	Ursus_maritimus
ENSAMEP00000005308	ENSAMEG00000005029	Ailuropoda_melanoleuca
ENSCAFP00020030330	ENSCAFG00020023648	Canis_lupus_dingo
ENSCAFP00000057647	ENSCAFG00000031556	Canis_lupus_familiaris
ENSVVUP00000024466	ENSVVUG00000017919	Vulpes_vulpes
ENSNVIP00000002775	ENSNVIG00000002218	Neovison_vison
ENSMPUP00000001820	ENSMPUG00000001837	Mustela_putorius_furo
ENSPPRP00000026064	ENSPPRG00000016575	Panthera_pardus
ENSPTIP00000007430	ENSPTIG00000009087	Panthera_tigris_altaica
ENSFCAP00000018236	ENSFCAG00000030572	Felis_catus
ENSDNOP00000023301	ENSDNOG00000038234	Dasypus_novemcinctus
ENSLAFP00000011321	ENSLAFG00000013528	Loxodonta_africana
ENSPCAP00000015137	ENSPCAG00000016174	Procavia_capensis
ENSETEP00000005427	ENSETEG00000006680	Echinops_telfairi
ENSOARP00000006841	ENSOARG00000006388	Ovis_aries
ENSVURP00010030207	ENSVURG00010023098	Vombatus_ursinus
ENSPCIP00000044270	ENSPCIG00000035072	Phascolarctos_cinereus
ENSMEUP00000006603	ENSMEUG00000007228	Notamacropus_eugenii
ENSSHAP00000008517	ENSSHAG00000007377	Sarcophilus_harrisii
ENSLACP00000021715	ENSLACG00000019081	Latimeria_chalumnae
ENSXETP00000020718	ENSXETG00000012277	Xenopus_tropicalis
ENSSFOP00015017056	ENSSFOG00015010989	Scleropages_formosus	ENSSFOT00015017249
ENSPKIP00000016420	ENSPKIG00000002736	Paramormyrops_kingsleyae	ENSPKIT00000040911
ENSCHAP00000037101	ENSCHAG00000017499	Clupea_harengus	ENSCHAT00000040165
ENSDCDP00000058813	ENSDCDG00000034072	Denticeps_clupeoides	ENSDCDT00000070917
ENSAMXP00000017884	ENSAMXG00000017377	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000017884
ENSAMXP00005041248	ENSAMXG00005019310	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011419	ENSPNAG00000017128	Pygocentrus_nattereri
ENSIPUP00000036457	ENSIPUG00000024415	Ictalurus_punctatus
ENSEEEP00000045953	ENSEEEG00000021652	Electrophorus_electricus
ENSDARP00000129030	ENSDARG00000086980	Danio_rerio
ENSHHUP00000051358	ENSHHUG00000030925	Hucho_hucho
ENSELUP00000035309	ENSELUG00000014204	Esox_lucius
ENSMAMP00000026064	ENSMAMG00000017512	Mastacembelus_armatus
ENSMALP00000004343	ENSMALG00000003113	Monopterus_albus
ENSATEP00000016240	ENSATEG00000011295	Anabas_testudineus
ENSBSLP00000006618	ENSBSLG00000003288	Betta_splendens
ENSSMAP00000025292	ENSSMAG00000015488	Scophthalmus_maximus
ENSCSEP00000030682	ENSCSEG00000019651	Cynoglossus_semilaevis
ENSSDUP00000028090	ENSSDUG00000020305	Seriola_dumerili
ENSSLDP00000030483	ENSSLDG00000023477	Seriola_lalandi_dorsalis
ENSLCAP00010001224	ENSLCAG00010000744	Lates_calcarifer
ENSHCOP00000001921	ENSHCOG00000002964	Hippocampus_comes
ENSMMOP00000020388	ENSMMOG00000015491	Mola_mola
ENSTRUP00000048474	ENSTRUG00000021969	Takifugu_rubripes
ENSLCRP00005031385	ENSLCRG00005012445	Larimichthys_crocea
ENSLBEP00000008279	ENSLBEG00000006403	Labrus_bergylta
ENSCGOP00000010814	ENSCGOG00000005422	Cottoperca_gobio
ENSAPEP00000019125	ENSAPEG00000013657	Amphiprion_percula
ENSAOCP00000018052	ENSAOCG00000023199	Amphiprion_ocellaris
ENSAPOP00000013090	ENSAPOG00000015851	Acanthochromis_polyacanthus
ENSSPAP00000003839	ENSSPAG00000002982	Stegastes_partitus
ENSPRNP00000018909	ENSPRNG00000009908	Parambassis_ranga
ENSCVAP00000020514	ENSCVAG00000001950	Cyprinodon_variegatus
ENSFHEP00000001126	ENSFHEG00000001868	Fundulus_heteroclitus
ENSXMAP00000027035	ENSXMAG00000024319	Xiphophorus_maculatus
ENSXCOP00000004245	ENSXCOG00000003335	Xiphophorus_couchianus
ENSGAFP00000028247	ENSGAFG00000019112	Gambusia_affinis
ENSPFOP00000028295	ENSPFOG00000023502	Poecilia_formosa
ENSPLAP00000027685	ENSPLAG00000016489	Poecilia_latipinna
ENSPMEP00000012121	ENSPMEG00000014270	Poecilia_mexicana
ENSPREP00000027720	ENSPREG00000018761	Poecilia_reticulata
ENSKMAP00000016463	ENSKMAG00000012303	Kryptolebias_marmoratus
ENSORLP00015008094	ENSORLG00015008913	Oryzias_latipes_ASM223469v1
ENSORLP00020015966	ENSORLG00020017028	Oryzias_latipes_ASM223471v1
ENSORLP00000026305	ENSORLG00000029290	Oryzias_latipes_ASM223467v1
ENSOMEP00000004575	ENSOMEG00000005544	Oryzias_melastigma
ENSMZEP00005027570	ENSMZEG00005020559	Maylandia_zebra
ENSPNYP00000014341	ENSPNYG00000010884	Pundamilia_nyererei
ENSACLP00000032304	ENSACLG00000021878	Astatotilapia_calliptera
ENSNBRP00000002905	ENSNBRG00000002307	Neolamprologus_brichardi
ENSACIP00000029986	ENSACIG00000023199	Amphilophus_citrinellus
ENSGWIP00000028364	ENSGWIG00000014801	Gouania_willdenowi
ENSTNIP00000014964	ENSTNIG00000012003	Tetraodon_nigroviridis
ENSPMGP00000018256	ENSPMGG00000014914	Periophthalmus_magnuspinnatus
ENSECRP00000024149	ENSECRG00000016357	Erpetoichthys_calabaricus
ENSPMAP00000007803	ENSPMAG00000007089	Petromyzon_marinus
ENSCINP00000036153	ENSCING00000019866	Ciona_intestinalis
ENSCSAVP00000011914	ENSCSAVG00000006998	Ciona_savignyi
FBpp0303406	FBgn0016754	Drosophila_melanogaster
