ENSSCAP00000009362	ENSSCAG00000007145	Serinus_canaria
ENSPCIP00000025337	ENSPCIG00000019050	Phascolarctos_cinereus
ENSMODP00000013223	ENSMODG00000010553	Monodelphis_domestica
ENSSHAP00000010124	ENSSHAG00000008752	Sarcophilus_harrisii
ENSMLUP00000020374	ENSMLUG00000024862	Myotis_lucifugus
ENSPVAP00000002035	ENSPVAG00000002155	Pteropus_vampyrus
ENSSARP00000010856	ENSSARG00000012025	Sorex_araneus
ENSTBEP00000002644	ENSTBEG00000003083	Tupaia_belangeri
ENSVPAP00000008791	ENSVPAG00000009453	Vicugna_pacos
ENSSSCP00000064978	ENSSSCG00000039780	Sus_scrofa_strain_reference
ENSBIXP00005007591	ENSBIXG00005012805	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000773	ENSBIXG00000029381	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000016317	ENSBTAG00000012302	Bos_taurus
ENSBMUP00000013637	ENSBMUG00000010412	Bos_mutus
ENSBBBP00000026615	ENSBBBG00000022515	Bison_bison_bison
ENSCHIP00000031873	ENSCHIG00000026067	Capra_hircus
ENSOARP00000015761	ENSOARG00000014694	Ovis_aries
ENSUAMP00000024707	ENSUAMG00000019271	Ursus_americanus
ENSUMAP00000012543	ENSUMAG00000009327	Ursus_maritimus
ENSAMEP00000019526	ENSAMEG00000018472	Ailuropoda_melanoleuca
ENSNVIP00000014233	ENSNVIG00000011197	Neovison_vison
ENSMPUP00000013020	ENSMPUG00000013116	Mustela_putorius_furo
ENSCAFP00020012225	ENSCAFG00020009841	Canis_lupus_dingo
ENSCAFP00000037475	ENSCAFG00000028579	Canis_lupus_familiaris
ENSVVUP00000029708	ENSVVUG00000021719	Vulpes_vulpes
ENSPPRP00000020941	ENSPPRG00000011872	Panthera_pardus
ENSPTIP00000006303	ENSPTIG00000008259	Panthera_tigris_altaica
ENSFCAP00000025842	ENSFCAG00000027195	Felis_catus
ENSECAP00000002964	ENSECAG00000004384	Equus_caballus
ENSEASP00005013384	ENSEASG00005009334	Equus_asinus_asinus
ENSMSIP00000028401	ENSMSIG00000023875	Mus_spicilegus
MGP_SPRETEiJ_P0029620	MGP_SPRETEiJ_G0017576	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000099572	ENSMUSG00000045287	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0028228	MGP_CAROLIEiJ_G0016733	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034969	MGP_PahariEiJ_G0017870	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000058866	ENSRNOG00000003121	Rattus_norvegicus
ENSMUGP00000027798	ENSMUGG00000023102	Meriones_unguiculatus
ENSCGRP00001017524	ENSCGRG00001017545	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015026653	ENSCGRG00015020194	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000674	ENSCGRG00000000559	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012569	ENSMAUG00000012849	Mesocricetus_auratus
ENSMOCP00000025465	ENSMOCG00000021572	Microtus_ochrogaster
ENSPEMP00000026615	ENSPEMG00000022669	Peromyscus_maniculatus_bairdii
ENSNGAP00000015510	ENSNGAG00000016517	Nannospalax_galili
ENSJJAP00000020568	ENSJJAG00000021203	Jaculus_jaculus
ENSCCNP00000031331	ENSCCNG00000029851	Castor_canadensis
ENSDORP00000019056	ENSDORG00000011520	Dipodomys_ordii
ENSCLAP00000014100	ENSCLAG00000009730	Chinchilla_lanigera
ENSODEP00000011028	ENSODEG00000008212	Octodon_degus
ENSHGLP00100023094	ENSHGLG00100016973	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018961	ENSHGLG00000013592	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006434	ENSFDAG00000015187	Fukomys_damarensis
ENSCPOP00000025695	ENSCPOG00000032205	Cavia_porcellus
ENSCAPP00000004618	ENSCAPG00000007119	Cavia_aperea
ENSUPAP00010022587	ENSUPAG00010017921	Urocitellus_parryii
ENSSTOP00000003221	ENSSTOG00000003608	Ictidomys_tridecemlineatus
ENSMMMP00000027603	ENSMMMG00000024113	Marmota_marmota_marmota
ENSSDAP00000021553	ENSSDAG00000019601	Spermophilus_dauricus
ENSOCUP00000018720	ENSOCUG00000001519	Oryctolagus_cuniculus
ENSP00000330631	ENSG00000185924	Homo_sapiens
ENSGGOP00000032201	ENSGGOG00000039806	Gorilla_gorilla
ENSPTRP00000014575	ENSPTRG00000008541	Pan_troglodytes
ENSPPAP00000013764	ENSPPAG00000030057	Pan_paniscus
ENSPPYP00000008773	ENSPPYG00000007787	Pongo_abelii
ENSNLEP00000022711	ENSNLEG00000018844	Nomascus_leucogenys
ENSCANP00000033323	ENSCANG00000040329	Colobus_angolensis_palliatus
ENSPTEP00000005648	ENSPTEG00000006517	Piliocolobus_tephrosceles
ENSRROP00000004584	ENSRROG00000019007	Rhinopithecus_roxellana
ENSRBIP00000038370	ENSRBIG00000042705	Rhinopithecus_bieti
ENSCATP00000033701	ENSCATG00000039828	Cercocebus_atys
ENSPANP00000008989	ENSPANG00000001706	Papio_anubis
ENSMMUP00000061646	ENSMMUG00000063233	Macaca_mulatta
ENSMFAP00000029695	ENSMFAG00000042091	Macaca_fascicularis
ENSMNEP00000035166	ENSMNEG00000040749	Macaca_nemestrina
ENSCSAP00000009973	ENSCSAG00000013825	Chlorocebus_sabaeus
ENSMLEP00000027268	ENSMLEG00000037844	Mandrillus_leucophaeus
ENSTGEP00000018639	ENSTGEG00000015020	Theropithecus_gelada
ENSSBOP00000034159	ENSSBOG00000033247	Saimiri_boliviensis_boliviensis
ENSCJAP00000003300	ENSCJAG00000001844	Callithrix_jacchus
ENSCCAP00000018603	ENSCCAG00000027154	Cebus_capucinus_imitator
ENSANAP00000036688	ENSANAG00000035858	Aotus_nancymaae
ENSTSYP00000015128	ENSTSYG00000004345	Carlito_syrichta
ENSPCOP00000024102	ENSPCOG00000024211	Propithecus_coquereli
ENSPSMP00000029499	ENSPSMG00000020491	Prolemur_simus
ENSMICP00000035293	ENSMICG00000012885	Microcebus_murinus
ENSOGAP00000004994	ENSOGAG00000005584	Otolemur_garnettii
ENSLAFP00000016405	ENSLAFG00000000917	Loxodonta_africana
ENSPCAP00000009829	ENSPCAG00000010583	Procavia_capensis
ENSDNOP00000019734	ENSDNOG00000044606	Dasypus_novemcinctus
ENSOANP00000017240	ENSOANG00000010881	Ornithorhynchus_anatinus
ENSPVIP00000022425	ENSPVIG00000016911	Pogona_vitticeps
ENSACAP00000021507	ENSACAG00000026829	Anolis_carolinensis
ENSNSUP00000015230	ENSNSUG00000011258	Notechis_scutatus
ENSSMRP00000009560	ENSSMRG00000007609	Salvator_merianae
ENSXETP00000035747	ENSXETG00000013972	Xenopus_tropicalis
ENSLACP00000007575	ENSLACG00000006713	Latimeria_chalumnae
ENSPKIP00000012368	ENSPKIG00000000185	Paramormyrops_kingsleyae
ENSSFOP00015006913	ENSSFOG00015004566	Scleropages_formosus
ENSPKIP00000025098	ENSPKIG00000008089	Paramormyrops_kingsleyae
ENSSFOP00015008234	ENSSFOG00015005393	Scleropages_formosus
ENSCHAP00000011258	ENSCHAG00000006251	Clupea_harengus
ENSDCDP00000004215	ENSDCDG00000002160	Denticeps_clupeoides
ENSAMXP00000027593	ENSAMXG00000038977	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006058	ENSAMXG00005003623	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033970	ENSPNAG00000022965	Pygocentrus_nattereri
ENSEEEP00000036364	ENSEEEG00000017292	Electrophorus_electricus
ENSDARP00000152286	ENSDARG00000007856	Danio_rerio
ENSORLP00020030705	ENSORLG00020015294	Oryzias_latipes_ASM223471v1
ENSORLP00015019326	ENSORLG00015020400	Oryzias_latipes_ASM223469v1
ENSORLP00000043945	ENSORLG00000029019	Oryzias_latipes_ASM223467v1
ENSOMEP00000028066	ENSOMEG00000010887	Oryzias_melastigma
ENSGWIP00000008508	ENSGWIG00000005055	Gouania_willdenowi
ENSFHEP00000011857	ENSFHEG00000013309	Fundulus_heteroclitus
ENSCVAP00000010591	ENSCVAG00000000649	Cyprinodon_variegatus
ENSPMEP00000028147	ENSPMEG00000013039	Poecilia_mexicana
ENSPLAP00000017485	ENSPLAG00000021891	Poecilia_latipinna
ENSPFOP00000012203	ENSPFOG00000012226	Poecilia_formosa
ENSPREP00000014972	ENSPREG00000010111	Poecilia_reticulata
ENSXMAP00000033252	ENSXMAG00000025180	Xiphophorus_maculatus
ENSGAFP00000000426	ENSGAFG00000000202	Gambusia_affinis
ENSSDUP00000022506	ENSSDUG00000016381	Seriola_dumerili
ENSHBUP00000026625	ENSHBUG00000009367	Haplochromis_burtoni
ENSPNYP00000032017	ENSPNYG00000024163	Pundamilia_nyererei
ENSNBRP00000012356	ENSNBRG00000009632	Neolamprologus_brichardi
ENSACIP00000016582	ENSACIG00000012910	Amphilophus_citrinellus
ENSBSLP00000009933	ENSBSLG00000004965	Betta_splendens
ENSTRUP00000054064	ENSTRUG00000023826	Takifugu_rubripes
ENSTNIP00000019257	ENSTNIG00000016166	Tetraodon_nigroviridis
ENSLBEP00000002861	ENSLBEG00000002249	Labrus_bergylta
ENSCGOP00000004557	ENSCGOG00000002354	Cottoperca_gobio
ENSGACP00000027136	ENSGACG00000020523	Gasterosteus_aculeatus
ENSSLDP00000026743	ENSSLDG00000020780	Seriola_lalandi_dorsalis
ENSLCAP00010051861	ENSLCAG00010024150	Lates_calcarifer
ENSAOCP00000023138	ENSAOCG00000009016	Amphiprion_ocellaris
ENSAPEP00000026898	ENSAPEG00000019124	Amphiprion_percula
ENSAPOP00000016311	ENSAPOG00000019421	Acanthochromis_polyacanthus
ENSSPAP00000014766	ENSSPAG00000011128	Stegastes_partitus
ENSACLP00000007722	ENSACLG00000005247	Astatotilapia_calliptera
ENSMZEP00005033155	ENSMZEG00005024732	Maylandia_zebra
ENSONIP00000007050	ENSONIG00000005601	Oreochromis_niloticus
ENSMAMP00000029824	ENSMAMG00000020111	Mastacembelus_armatus
ENSMALP00000001583	ENSMALG00000001183	Monopterus_albus
ENSATEP00000009168	ENSATEG00000006454	Anabas_testudineus
ENSSMAP00000032252	ENSSMAG00000019761	Scophthalmus_maximus
ENSCSEP00000020070	ENSCSEG00000012816	Cynoglossus_semilaevis
ENSLCRP00005003883	ENSLCRG00005002064	Larimichthys_crocea
ENSMMOP00000014210	ENSMMOG00000010878	Mola_mola
ENSPRNP00000028618	ENSPRNG00000014276	Parambassis_ranga
ENSKMAP00000000254	ENSKMAG00000000248	Kryptolebias_marmoratus
ENSPMGP00000000892	ENSPMGG00000000631	Periophthalmus_magnuspinnatus
ENSHCOP00000023592	ENSHCOG00000012260	Hippocampus_comes
ENSGMOP00000005443	ENSGMOG00000005144	Gadus_morhua
ENSHHUP00000082960	ENSHHUG00000048079	Hucho_hucho
ENSHHUP00000043792	ENSHHUG00000026875	Hucho_hucho
ENSELUP00000029248	ENSELUG00000006119	Esox_lucius
ENSCHAP00000013822	ENSCHAG00000007543	Clupea_harengus
ENSDCDP00000040484	ENSDCDG00000026611	Denticeps_clupeoides
ENSAMXP00000008677	ENSAMXG00000008448	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054230	ENSAMXG00005024256	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000024135	ENSPNAG00000008613	Pygocentrus_nattereri
ENSIPUP00000006501	ENSIPUG00000004511	Ictalurus_punctatus
ENSEEEP00000001047	ENSEEEG00000000702	Electrophorus_electricus
ENSDARP00000135373	ENSDARG00000098528	Danio_rerio
ENSHHUP00000067580	ENSHHUG00000039837	Hucho_hucho
ENSHHUP00000041126	ENSHHUG00000025407	Hucho_hucho
ENSELUP00000040545	ENSELUG00000021055	Esox_lucius
ENSTRUP00000009556	ENSTRUG00000004030	Takifugu_rubripes
ENSTNIP00000019290	ENSTNIG00000016198	Tetraodon_nigroviridis
ENSMMOP00000018882	ENSMMOG00000014287	Mola_mola
ENSLBEP00000028565	ENSLBEG00000021648	Labrus_bergylta
ENSCGOP00000052707	ENSCGOG00000023190	Cottoperca_gobio
ENSGACP00000014363	ENSGACG00000010854	Gasterosteus_aculeatus
ENSAPEP00000012046	ENSAPEG00000008604	Amphiprion_percula
ENSAOCP00000018189	ENSAOCG00000023343	Amphiprion_ocellaris
ENSAPOP00000027226	ENSAPOG00000011592	Acanthochromis_polyacanthus
ENSSPAP00000013050	ENSSPAG00000009899	Stegastes_partitus
ENSPRNP00000022966	ENSPRNG00000011762	Parambassis_ranga
ENSFHEP00000002774	ENSFHEG00000003590	Fundulus_heteroclitus
ENSCVAP00000030704	ENSCVAG00000019443	Cyprinodon_variegatus
ENSXMAP00000004144	ENSXMAG00000004143	Xiphophorus_maculatus
ENSXCOP00000013322	ENSXCOG00000010093	Xiphophorus_couchianus
ENSGAFP00000019153	ENSGAFG00000012935	Gambusia_affinis
ENSPMEP00000017676	ENSPMEG00000020529	Poecilia_mexicana
ENSPLAP00000030771	ENSPLAG00000022154	Poecilia_latipinna
ENSPFOP00000004173	ENSPFOG00000004323	Poecilia_formosa
ENSPREP00000015283	ENSPREG00000010308	Poecilia_reticulata
ENSKMAP00000007541	ENSKMAG00000005681	Kryptolebias_marmoratus
ENSORLP00020008067	ENSORLG00020008953	Oryzias_latipes_ASM223471v1
ENSORLP00015030330	ENSORLG00015013951	Oryzias_latipes_ASM223469v1
ENSORLP00000030754	ENSORLG00000004859	Oryzias_latipes_ASM223467v1
ENSOMEP00000003828	ENSOMEG00000004743	Oryzias_melastigma
ENSACLP00000009747	ENSACLG00000006657	Astatotilapia_calliptera
ENSPNYP00000021567	ENSPNYG00000016285	Pundamilia_nyererei
ENSHBUP00000031869	ENSHBUG00000017795	Haplochromis_burtoni
ENSMZEP00005009935	ENSMZEG00005007534	Maylandia_zebra
ENSNBRP00000027011	ENSNBRG00000020623	Neolamprologus_brichardi
ENSONIP00000016522	ENSONIG00000013134	Oreochromis_niloticus
ENSACIP00000009264	ENSACIG00000007259	Amphilophus_citrinellus
ENSGWIP00000013400	ENSGWIG00000007659	Gouania_willdenowi
ENSATEP00000031963	ENSATEG00000022012	Anabas_testudineus
ENSSMAP00000009501	ENSSMAG00000005858	Scophthalmus_maximus
ENSLCAP00010003126	ENSLCAG00010001648	Lates_calcarifer
ENSMALP00000016506	ENSMALG00000011577	Monopterus_albus
ENSMAMP00000026737	ENSMAMG00000017984	Mastacembelus_armatus
ENSLCRP00005011063	ENSLCRG00005005025	Larimichthys_crocea
ENSSDUP00000016431	ENSSDUG00000012005	Seriola_dumerili
ENSSLDP00000014878	ENSSLDG00000011874	Seriola_lalandi_dorsalis
ENSBSLP00000027295	ENSBSLG00000013706	Betta_splendens
ENSHCOP00000000578	ENSHCOG00000001407	Hippocampus_comes
ENSCSEP00000020459	ENSCSEG00000013052	Cynoglossus_semilaevis
ENSPMGP00000014110	ENSPMGG00000011587	Periophthalmus_magnuspinnatus
ENSGMOP00000011096	ENSGMOG00000010378	Gadus_morhua
ENSLOCP00000007760	ENSLOCG00000006422	Lepisosteus_oculatus
ENSECRP00000012814	ENSECRG00000008559	Erpetoichthys_calabaricus
ENSCMIP00000046771	ENSCMIG00000019217	Callorhinchus_milii
ENSGALP00000054195	ENSGALG00000032903	Gallus_gallus
ENSMGAP00000017228	ENSMGAG00000017094	Meleagris_gallopavo
ENSABRP00000006660	ENSABRG00000006116	Anser_brachyrhynchus
ENSFALP00000011685	ENSFALG00000011198	Ficedula_albicollis
ENSLCOP00000003864	ENSLCOG00000002916	Lepidothrix_coronata
ENSEBUP00000003803	ENSEBUG00000002733	Eptatretus_burgeri
ENSEBUP00000023582	ENSEBUG00000014522	Eptatretus_burgeri
