ENSCJPP00005018984	ENSCJPG00005015435	Coturnix_japonica
ENSACAP00000000459	ENSACAG00000000448	Anolis_carolinensis
ENSNSUP00000007213	ENSNSUG00000005701	Notechis_scutatus
ENSSMRP00000020688	ENSSMRG00000016089	Salvator_merianae
ENSSPUP00000019211	ENSSPUG00000014796	Sphenodon_punctatus
ENSVURP00010031714	ENSVURG00010024238	Vombatus_ursinus
ENSPCIP00000003201	ENSPCIG00000002633	Phascolarctos_cinereus
ENSMEUP00000002829	ENSMEUG00000003099	Notamacropus_eugenii
ENSSHAP00000017392	ENSSHAG00000014778	Sarcophilus_harrisii
ENSMODP00000057394	ENSMODG00000014325	Monodelphis_domestica
ENSMUSP00000066561	ENSMUSG00000034613	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0026196	MGP_SPRETEiJ_G0016690	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000000775	ENSMSIG00000000758	Mus_spicilegus
MGP_CAROLIEiJ_P0024929	MGP_CAROLIEiJ_G0015864	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087731	MGP_PahariEiJ_G0031221	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005798	ENSRNOG00000004314	Rattus_norvegicus
ENSMUGP00000003023	ENSMUGG00000002827	Meriones_unguiculatus
ENSMOCP00000013982	ENSMOCG00000013614	Microtus_ochrogaster
ENSPEMP00000000217	ENSPEMG00000000159	Peromyscus_maniculatus_bairdii
ENSCGRP00001025554	ENSCGRG00001023106	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003319	ENSCGRG00015002648	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001179	ENSCGRG00000000918	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002002	ENSMAUG00000001518	Mesocricetus_auratus
ENSNGAP00000004265	ENSNGAG00000005472	Nannospalax_galili
ENSJJAP00000015540	ENSJJAG00000017676	Jaculus_jaculus
ENSHGLP00100011800	ENSHGLG00100008764	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100002067	ENSHGLG00100001611	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018808	ENSHGLG00000013476	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017492	ENSFDAG00000006046	Fukomys_damarensis
ENSCPOP00000010150	ENSCPOG00000011289	Cavia_porcellus
ENSODEP00000002048	ENSODEG00000001605	Octodon_degus
ENSCLAP00000017007	ENSCLAG00000011671	Chinchilla_lanigera
ENSDORP00000007423	ENSDORG00000007916	Dipodomys_ordii
ENSUPAP00010010263	ENSUPAG00010008312	Urocitellus_parryii
ENSSTOP00000001236	ENSSTOG00000001377	Ictidomys_tridecemlineatus
ENSOCUP00000027071	ENSOCUG00000029423	Oryctolagus_cuniculus
ENSOPRP00000004691	ENSOPRG00000005107	Ochotona_princeps
ENSMICP00000000232	ENSMICG00000000256	Microcebus_murinus
ENSMICP00000033150	ENSMICG00000037298	Microcebus_murinus
ENSPSMP00000029311	ENSPSMG00000020364	Prolemur_simus
ENSPCOP00000009176	ENSPCOG00000015943	Propithecus_coquereli
ENSMICP00000019095	ENSMICG00000033152	Microcebus_murinus
ENSP00000228705	ENSG00000111110	Homo_sapiens
ENSGGOP00000003760	ENSGGOG00000003829	Gorilla_gorilla
ENSPTRP00000008787	ENSPTRG00000005165	Pan_troglodytes
ENSPPAP00000031240	ENSPPAG00000038554	Pan_paniscus
ENSPPYP00000005377	ENSPPYG00000004720	Pongo_abelii
ENSNLEP00000020756	ENSNLEG00000017089	Nomascus_leucogenys
ENSMFAP00000008500	ENSMFAG00000001240	Macaca_fascicularis
ENSMNEP00000045931	ENSMNEG00000045441	Macaca_nemestrina
ENSTGEP00000024879	ENSTGEG00000020097	Theropithecus_gelada
ENSPANP00000004043	ENSPANG00000014842	Papio_anubis
ENSMLEP00000037388	ENSMLEG00000042785	Mandrillus_leucophaeus
ENSCATP00000017801	ENSCATG00000032772	Cercocebus_atys
ENSCSAP00000000850	ENSCSAG00000004515	Chlorocebus_sabaeus
ENSPTEP00000024987	ENSPTEG00000025367	Piliocolobus_tephrosceles
ENSCANP00000020694	ENSCANG00000033781	Colobus_angolensis_palliatus
ENSRBIP00000002919	ENSRBIG00000013892	Rhinopithecus_bieti
ENSRROP00000003547	ENSRROG00000014021	Rhinopithecus_roxellana
ENSCCAP00000008260	ENSCCAG00000021859	Cebus_capucinus_imitator
ENSCJAP00000058466	ENSCJAG00000006123	Callithrix_jacchus
ENSSBOP00000015146	ENSSBOG00000024317	Saimiri_boliviensis_boliviensis
ENSANAP00000010608	ENSANAG00000023270	Aotus_nancymaae
ENSMMMP00000011110	ENSMMMG00000009908	Marmota_marmota_marmota
ENSSDAP00000022645	ENSSDAG00000020582	Spermophilus_dauricus
ENSCCNP00000032447	ENSCCNG00000030779	Castor_canadensis
ENSTBEP00000009287	ENSTBEG00000010738	Tupaia_belangeri
ENSMMUP00000053003	ENSMMUG00000011952	Macaca_mulatta
ENSOGAP00000009719	ENSOGAG00000010858	Otolemur_garnettii
ENSTSYP00000022416	ENSTSYG00000037129	Carlito_syrichta
ENSSARP00000010842	ENSSARG00000011996	Sorex_araneus
ENSEEUP00000007826	ENSEEUG00000008587	Erinaceus_europaeus
ENSMLUP00000020062	ENSMLUG00000003389	Myotis_lucifugus
ENSOARP00000004510	ENSOARG00000004219	Ovis_aries
ENSCHIP00000010466	ENSCHIG00000012961	Capra_hircus
ENSBIXP00005004167	ENSBIXG00005010177	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015724	ENSBIXG00000003662	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000015736	ENSBTAG00000011857	Bos_taurus
ENSBMUP00000033373	ENSBMUG00000024920	Bos_mutus
ENSBBBP00000019103	ENSBBBG00000012304	Bison_bison_bison
ENSTTRP00000010887	ENSTTRG00000011481	Tursiops_truncatus
ENSSSCP00000044254	ENSSSCG00000036751	Sus_scrofa_strain_reference
ENSVPAP00000006452	ENSVPAG00000006940	Vicugna_pacos
ENSECAP00000007022	ENSECAG00000008975	Equus_caballus
ENSEASP00005010585	ENSEASG00005007518	Equus_asinus_asinus
ENSPVAP00000007209	ENSPVAG00000007636	Pteropus_vampyrus
ENSUAMP00000005280	ENSUAMG00000004719	Ursus_americanus
ENSUMAP00000027950	ENSUMAG00000020301	Ursus_maritimus
ENSAMEP00000010306	ENSAMEG00000009787	Ailuropoda_melanoleuca
ENSNVIP00000005339	ENSNVIG00000004277	Neovison_vison
ENSMPUP00000016615	ENSMPUG00000016718	Mustela_putorius_furo
ENSCAFP00020024909	ENSCAFG00020019573	Canis_lupus_dingo
ENSCAFP00000000473	ENSCAFG00000000337	Canis_lupus_familiaris
ENSVVUP00000020484	ENSVVUG00000015086	Vulpes_vulpes
ENSPPRP00000023869	ENSPPRG00000014120	Panthera_pardus
ENSFCAP00000059897	ENSFCAG00000022503	Felis_catus
ENSCAPP00000016365	ENSCAPG00000016276	Cavia_aperea
ENSDNOP00000026443	ENSDNOG00000035382	Dasypus_novemcinctus
ENSCHOP00000011930	ENSCHOG00000013481	Choloepus_hoffmanni
ENSPTIP00000013104	ENSPTIG00000012948	Panthera_tigris_altaica
ENSLAFP00000006182	ENSLAFG00000007356	Loxodonta_africana
ENSPCAP00000006452	ENSPCAG00000006922	Procavia_capensis
ENSETEP00000000017	ENSETEG00000000022	Echinops_telfairi
ENSOANP00000023294	ENSOANG00000014788	Ornithorhynchus_anatinus
ENSXETP00000039541	ENSXETG00000019537	Xenopus_tropicalis
ENSLACP00000015397	ENSLACG00000013554	Latimeria_chalumnae
ENSLOCP00000020995	ENSLOCG00000016983	Lepisosteus_oculatus
ENSECRP00000016395	ENSECRG00000010926	Erpetoichthys_calabaricus
ENSCMIP00000016454	ENSCMIG00000007926	Callorhinchus_milii
