ENSPCOP00000030846	ENSPCOG00000028171	Propithecus_coquereli	ENSPCOT00000041798
ENSPSMP00000005535	ENSPSMG00000004219	Prolemur_simus	ENSPSMT00000006591
ENSMICP00000047275	ENSMICG00000042461	Microcebus_murinus	ENSMICT00000066583
ENSPTEP00000035906	ENSPTEG00000033822	Piliocolobus_tephrosceles	ENSPTET00000048809
ENSCANP00000037187	ENSCANG00000042272	Colobus_angolensis_palliatus
ENSMFAP00000044344	ENSMFAG00000039484	Macaca_fascicularis
ENSCATP00000012500	ENSCATG00000030401	Cercocebus_atys
ENSMLEP00000017943	ENSMLEG00000033122	Mandrillus_leucophaeus
ENSPANP00000036638	ENSPANG00000001205	Papio_anubis
ENSCSAP00000013022	ENSCSAG00000016975	Chlorocebus_sabaeus
ENSRROP00000041303	ENSRROG00000043860	Rhinopithecus_roxellana
ENSCCAP00000036475	ENSCCAG00000036159	Cebus_capucinus_imitator
ENSSBOP00000026901	ENSSBOG00000029867	Saimiri_boliviensis_boliviensis
ENSANAP00000014280	ENSANAG00000025039	Aotus_nancymaae
ENSOGAP00000016033	ENSOGAG00000009087	Otolemur_garnettii
MGP_SPRETEiJ_P0087360	MGP_SPRETEiJ_G0031983	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000035645	ENSMSIG00000029664	Mus_spicilegus
ENSMUSP00000048125	ENSMUSG00000059463	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0083912	MGP_CAROLIEiJ_G0030874	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046795	MGP_PahariEiJ_G0021339	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000040559	ENSRNOG00000031111	Rattus_norvegicus
ENSNGAP00000003911	ENSNGAG00000004832	Nannospalax_galili
ENSCPOP00000020317	ENSCPOG00000026053	Cavia_porcellus
ENSFDAP00000019153	ENSFDAG00000009328	Fukomys_damarensis
ENSODEP00000002929	ENSODEG00000002244	Octodon_degus
ENSCLAP00000022845	ENSCLAG00000015670	Chinchilla_lanigera
ENSCCNP00000001843	ENSCCNG00000002056	Castor_canadensis
ENSSDAP00000010173	ENSSDAG00000009267	Spermophilus_dauricus
ENSMMMP00000026854	ENSMMMG00000023495	Marmota_marmota_marmota
ENSSTOP00000024168	ENSSTOG00000033625	Ictidomys_tridecemlineatus
ENSTBEP00000011437	ENSTBEG00000013217	Tupaia_belangeri
ENSUMAP00000034602	ENSUMAG00000024908	Ursus_maritimus
ENSAMEP00000013384	ENSAMEG00000012719	Ailuropoda_melanoleuca
ENSNVIP00000011293	ENSNVIG00000008951	Neovison_vison
ENSMPUP00000002492	ENSMPUG00000002521	Mustela_putorius_furo
ENSCAFP00020015602	ENSCAFG00020012539	Canis_lupus_dingo
ENSCAFP00000012565	ENSCAFG00000008558	Canis_lupus_familiaris
ENSVVUP00000041666	ENSVVUG00000029651	Vulpes_vulpes
ENSPPRP00000017957	ENSPPRG00000009761	Panthera_pardus
ENSPTIP00000009741	ENSPTIG00000010735	Panthera_tigris_altaica
ENSFCAP00000036634	ENSFCAG00000033074	Felis_catus
ENSBIXP00000005772	ENSBIXG00000011908	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005036198	ENSBIXG00005017684	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000013739	ENSBBBG00000021424	Bison_bison_bison
ENSBTAP00000046324	ENSBTAG00000034952	Bos_taurus
ENSCHIP00000006963	ENSCHIG00000010619	Capra_hircus
ENSSSCP00000059456	ENSSSCG00000032248	Sus_scrofa_strain_reference
ENSECAP00000048266	ENSECAG00000040862	Equus_caballus
ENSLAFP00000024853	ENSLAFG00000027291	Loxodonta_africana
