ENSPKIP00000014055	ENSPKIG00000001258	Paramormyrops_kingsleyae
ENSCHAP00000013963	ENSCHAG00000007600	Clupea_harengus
ENSDCDP00000063165	ENSDCDG00000035653	Denticeps_clupeoides
ENSAMXP00005005091	ENSAMXG00005003087	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000015567	ENSAMXG00000015127	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000020707	ENSPNAG00000027599	Pygocentrus_nattereri
ENSIPUP00000027214	ENSIPUG00000018416	Ictalurus_punctatus
ENSEEEP00000043444	ENSEEEG00000020535	Electrophorus_electricus
ENSLOCP00000016367	ENSLOCG00000013281	Lepisosteus_oculatus
ENSECRP00000002597	ENSECRG00000001769	Erpetoichthys_calabaricus
ENSTTRP00000010286	ENSTTRG00000010843	Tursiops_truncatus
ENSVPAP00000009678	ENSVPAG00000010400	Vicugna_pacos
ENSSSCP00000005771	ENSSSCG00000005378	Sus_scrofa_strain_reference
ENSCHIP00000010330	ENSCHIG00000012870	Capra_hircus
ENSOARP00000011861	ENSOARG00000011062	Ovis_aries
ENSBIXP00005045422	ENSBIXG00005029120	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000006765	ENSBTAG00000005133	Bos_taurus
ENSBMUP00000004101	ENSBMUG00000003221	Bos_mutus
ENSBBBP00000011084	ENSBBBG00000019101	Bison_bison_bison
ENSUAMP00000008801	ENSUAMG00000007374	Ursus_americanus
ENSUMAP00000017006	ENSUMAG00000012464	Ursus_maritimus
ENSAMEP00000004810	ENSAMEG00000004563	Ailuropoda_melanoleuca
ENSNVIP00000019357	ENSNVIG00000015144	Neovison_vison
ENSMPUP00000006433	ENSMPUG00000006488	Mustela_putorius_furo
ENSCAFP00000003630	ENSCAFG00000002492	Canis_lupus_familiaris
ENSCAFP00020023720	ENSCAFG00020018617	Canis_lupus_dingo
ENSVVUP00000026743	ENSVVUG00000019631	Vulpes_vulpes
ENSPTIP00000021749	ENSPTIG00000018806	Panthera_tigris_altaica
ENSPPRP00000011252	ENSPPRG00000005187	Panthera_pardus
ENSFCAP00000008184	ENSFCAG00000008830	Felis_catus
ENSMLUP00000002382	ENSMLUG00000002613	Myotis_lucifugus
ENSPVAP00000008281	ENSPVAG00000008771	Pteropus_vampyrus
ENSECAP00000039332	ENSECAG00000016143	Equus_caballus
ENSEASP00005033352	ENSEASG00005022830	Equus_asinus_asinus
ENSEEUP00000001780	ENSEEUG00000001953	Erinaceus_europaeus
ENSSARP00000007159	ENSSARG00000007920	Sorex_araneus
ENSCCNP00000021401	ENSCCNG00000021181	Castor_canadensis
ENSDORP00000001580	ENSDORG00000001689	Dipodomys_ordii
ENSMSIP00000024829	ENSMSIG00000020916	Mus_spicilegus
MGP_SPRETEiJ_P0064753	MGP_SPRETEiJ_G0026956	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000081665	ENSMUSG00000066191	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0062281	MGP_CAROLIEiJ_G0025993	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077421	MGP_PahariEiJ_G0028329	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000056754	ENSRNOG00000023309	Rattus_norvegicus
ENSMUGP00000007728	ENSMUGG00000006968	Meriones_unguiculatus
ENSPEMP00000008245	ENSPEMG00000009935	Peromyscus_maniculatus_bairdii
ENSMOCP00000010247	ENSMOCG00000010454	Microtus_ochrogaster
ENSCGRP00015037286	ENSCGRG00015027933	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023276	ENSCGRG00001021546	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011360	ENSCGRG00000008259	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025367	ENSMAUG00000021920	Mesocricetus_auratus
ENSJJAP00000016355	ENSJJAG00000018199	Jaculus_jaculus
ENSSTOP00000031462	ENSSTOG00000011708	Ictidomys_tridecemlineatus
ENSUPAP00010020461	ENSUPAG00010016062	Urocitellus_parryii
ENSSDAP00000021534	ENSSDAG00000019531	Spermophilus_dauricus
ENSMMMP00000005426	ENSMMMG00000004827	Marmota_marmota_marmota
ENSCLAP00000018207	ENSCLAG00000012489	Chinchilla_lanigera
ENSODEP00000003763	ENSODEG00000002878	Octodon_degus
ENSCPOP00000009834	ENSCPOG00000010943	Cavia_porcellus
ENSCAPP00000002888	ENSCAPG00000005774	Cavia_aperea
ENSHGLP00000004075	ENSHGLG00000003003	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020736	ENSHGLG00100015282	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013150	ENSFDAG00000020477	Fukomys_damarensis
ENSOCUP00000013931	ENSOCUG00000016201	Oryctolagus_cuniculus
ENSOPRP00000005522	ENSOPRG00000006001	Ochotona_princeps
ENSTBEP00000002099	ENSTBEG00000002405	Tupaia_belangeri
ENSPTRP00000049152	ENSPTRG00000021178	Pan_troglodytes
ENSPPAP00000040500	ENSPPAG00000042893	Pan_paniscus
ENSP00000297837	ENSG00000165138	Homo_sapiens
ENSGGOP00000000371	ENSGGOG00000000377	Gorilla_gorilla
ENSPPYP00000021780	ENSPPYG00000019436	Pongo_abelii
ENSNLEP00000033928	ENSNLEG00000017015	Nomascus_leucogenys
ENSNLEP00000031287	ENSNLEG00000032205	Nomascus_leucogenys
ENSCATP00000012453	ENSCATG00000030381	Cercocebus_atys
ENSMLEP00000040641	ENSMLEG00000044344	Mandrillus_leucophaeus
ENSPANP00000019046	ENSPANG00000025654	Papio_anubis
ENSTGEP00000003397	ENSTGEG00000002879	Theropithecus_gelada
ENSMFAP00000017208	ENSMFAG00000031706	Macaca_fascicularis
ENSMMUP00000024370	ENSMMUG00000018523	Macaca_mulatta
ENSMNEP00000034938	ENSMNEG00000040621	Macaca_nemestrina
ENSCSAP00000007260	ENSCSAG00000011044	Chlorocebus_sabaeus
ENSRROP00000003933	ENSRROG00000015774	Rhinopithecus_roxellana
ENSRBIP00000037524	ENSRBIG00000042330	Rhinopithecus_bieti
ENSCANP00000008906	ENSCANG00000027855	Colobus_angolensis_palliatus
ENSPTEP00000025766	ENSPTEG00000025994	Piliocolobus_tephrosceles
ENSCJAP00000020568	ENSCJAG00000011142	Callithrix_jacchus
ENSCCAP00000015462	ENSCCAG00000025514	Cebus_capucinus_imitator
ENSSBOP00000032693	ENSSBOG00000032524	Saimiri_boliviensis_boliviensis
ENSANAP00000033171	ENSANAG00000034273	Aotus_nancymaae
ENSTSYP00000011057	ENSTSYG00000012042	Carlito_syrichta
ENSPSMP00000034222	ENSPSMG00000023587	Prolemur_simus
ENSMICP00000048356	ENSMICG00000011059	Microcebus_murinus
ENSPCOP00000014999	ENSPCOG00000019218	Propithecus_coquereli
ENSOGAP00000001249	ENSOGAG00000001401	Otolemur_garnettii
ENSLAFP00000025664	ENSLAFG00000003700	Loxodonta_africana
ENSPCAP00000008513	ENSPCAG00000009109	Procavia_capensis
ENSETEP00000001858	ENSETEG00000002286	Echinops_telfairi
ENSDNOP00000007752	ENSDNOG00000010008	Dasypus_novemcinctus
ENSOANP00000023414	ENSOANG00000014874	Ornithorhynchus_anatinus
ENSVURP00010001836	ENSVURG00010001354	Vombatus_ursinus
ENSVURP00010021674	ENSVURG00010016612	Vombatus_ursinus
ENSPCIP00000000869	ENSPCIG00000000722	Phascolarctos_cinereus
ENSMEUP00000012907	ENSMEUG00000014136	Notamacropus_eugenii
ENSSHAP00000020758	ENSSHAG00000017605	Sarcophilus_harrisii
ENSMODP00000015978	ENSMODG00000012769	Monodelphis_domestica
ENSJHYP00000018105	ENSJHYG00000013806	Junco_hyemalis
ENSZALP00000001846	ENSZALG00000002224	Zonotrichia_albicollis
ENSSCAP00000008950	ENSSCAG00000006820	Serinus_canaria
ENSTGUP00000014514	ENSTGUG00000014128	Taeniopygia_guttata
ENSTGUP00000008773	ENSTGUG00000008519	Taeniopygia_guttata
ENSLSDP00000024387	ENSLSDG00000017101	Lonchura_striata_domestica
ENSPMJP00000018535	ENSPMJG00000013912	Parus_major
ENSCCEP00000014684	ENSCCEG00000013977	Cyanistes_caeruleus
ENSFALP00000005428	ENSFALG00000005213	Ficedula_albicollis
ENSMVIP00005004104	ENSMVIG00005003174	Manacus_vitellinus
ENSLCOP00000015402	ENSLCOG00000010988	Lepidothrix_coronata
ENSMUNP00000002901	ENSMUNG00000002537	Melopsittacus_undulatus
ENSCPGP00000002999	ENSCPGG00000002221	Calidris_pygmaea
ENSCPUP00000008003	ENSCPUG00000005764	Calidris_pugnax
ENSABRP00000004096	ENSABRG00000003843	Anser_brachyrhynchus
ENSAPLP00000014049	ENSAPLG00000014196	Anas_platyrhynchos_platyrhynchos
ENSGALP00000021524	ENSGALG00000013196	Gallus_gallus
ENSMGAP00000007333	ENSMGAG00000007222	Meleagris_gallopavo
ENSCJPP00005018179	ENSCJPG00005014793	Coturnix_japonica
ENSNMEP00000009338	ENSNMEG00000009078	Numida_meleagris
ENSARWP00000017714	ENSARWG00000012178	Apteryx_rowi
ENSARWP00000017715	ENSARWG00000012179	Apteryx_rowi
ENSAOWP00000020206	ENSAOWG00000013672	Apteryx_owenii
ENSAHAP00000006550	ENSAHAG00000004924	Apteryx_haastii
ENSDNVP00000018028	ENSDNVG00000012567	Dromaius_novaehollandiae
ENSNPEP00000014720	ENSNPEG00000010998	Nothoprocta_perdicaria
ENSCPRP00005020212	ENSCPRG00005014063	Crocodylus_porosus
ENSGAGP00000035459	ENSGAGG00000025209	Gopherus_agassizii
ENSCABP00000008579	ENSCABG00000006482	Chelonoidis_abingdonii
ENSCPBP00000000380	ENSCPBG00000000336	Chrysemys_picta_bellii
ENSPSIP00000019049	ENSPSIG00000016929	Pelodiscus_sinensis
ENSPVIP00000021499	ENSPVIG00000016328	Pogona_vitticeps
ENSPVIP00000021500	ENSPVIG00000016329	Pogona_vitticeps
ENSACAP00000002290	ENSACAG00000002349	Anolis_carolinensis
ENSNSUP00000010315	ENSNSUG00000007853	Notechis_scutatus
ENSSMRP00000019436	ENSSMRG00000015157	Salvator_merianae
ENSSPUP00000018185	ENSSPUG00000014025	Sphenodon_punctatus
ENSXETP00000036289	ENSXETG00000013571	Xenopus_tropicalis
ENSLACP00000006110	ENSLACG00000005423	Latimeria_chalumnae
ENSCMIP00000048779	ENSCMIG00000019922	Callorhinchus_milii
ENSEBUP00000009313	ENSEBUG00000006003	Eptatretus_burgeri
ENSCSAVP00000016883	ENSCSAVG00000009928	Ciona_savignyi
ENSCSAVP00000016882	ENSCSAVG00000009927	Ciona_savignyi
ENSCINP00000032002	ENSCING00000011790	Ciona_intestinalis
