ENSOARP00000013396	ENSOARG00000012502	Ovis_aries
ENSMGAP00000015186	ENSMGAG00000014353	Meleagris_gallopavo
ENSPPYP00000000634	ENSPPYG00000000544	Pongo_abelii
ENSGWIP00000044381	ENSGWIG00000022107	Gouania_willdenowi
ENSMODP00000003488	ENSMODG00000002870	Monodelphis_domestica
ENSGALP00000024554	ENSGALG00000015247	Gallus_gallus
ENSEEEP00000010622	ENSEEEG00000005383	Electrophorus_electricus
ENSFALP00000005990	ENSFALG00000005743	Ficedula_albicollis
ENSCGRP00001026172	ENSCGRG00001023574	Cricetulus_griseus_CHOK1GS_HDv1
ENSOMEP00000033181	ENSOMEG00000019007	Oryzias_melastigma
ENSMZEP00005029837	ENSMZEG00005022257	Maylandia_zebra
ENSGAGP00000012164	ENSGAGG00000009361	Gopherus_agassizii
ENSCAPP00000007044	ENSCAPG00000009076	Cavia_aperea
ENSORLP00020033418	ENSORLG00020019391	Oryzias_latipes_ASM223471v1
ENSCANP00000001606	ENSCANG00000005925	Colobus_angolensis_palliatus
ENSRNOP00000004104	ENSRNOG00000003073	Rattus_norvegicus
ENSSTOP00000023369	ENSSTOG00000024601	Ictidomys_tridecemlineatus
ENSMLEP00000022783	ENSMLEG00000035588	Mandrillus_leucophaeus
ENSTBEP00000015130	ENSTBEG00000017402	Tupaia_belangeri
ENSFHEP00000029512	ENSFHEG00000014236	Fundulus_heteroclitus
ENSJHYP00000023775	ENSJHYG00000017875	Junco_hyemalis
ENSPVIP00000026309	ENSPVIG00000019654	Pogona_vitticeps	ENSPVIT00000032424
ENSMAUP00000005542	ENSMAUG00000007613	Mesocricetus_auratus
ENSUAMP00000009615	ENSUAMG00000007976	Ursus_americanus
ENSPVAP00000004801	ENSPVAG00000005077	Pteropus_vampyrus
ENSMSIP00000016868	ENSMSIG00000014435	Mus_spicilegus
ENSTSYP00000013943	ENSTSYG00000026789	Carlito_syrichta
ENSCCEP00000016344	ENSCCEG00000015312	Cyanistes_caeruleus
ENSVURP00010005061	ENSVURG00010003979	Vombatus_ursinus
ENSNGAP00000014247	ENSNGAG00000015606	Nannospalax_galili
ENSPREP00000015028	ENSPREG00000010136	Poecilia_reticulata
ENSLCOP00000006041	ENSLCOG00000004477	Lepidothrix_coronata
ENSCPRP00005005980	ENSCPRG00005004286	Crocodylus_porosus
ENSHGLP00100019053	ENSHGLG00100014052	Heterocephalus_glaber_HetGla_1.0
ENSLAFP00000006089	ENSLAFG00000007242	Loxodonta_africana
ENSECRP00000013647	ENSECRG00000009116	Erpetoichthys_calabaricus
ENSPKIP00000016836	ENSPKIG00000002988	Paramormyrops_kingsleyae
ENSPMGP00000013050	ENSPMGG00000010756	Periophthalmus_magnuspinnatus
ENSSMRP00000006396	ENSSMRG00000005168	Salvator_merianae	ENSSMRT00000007496
ENSSLDP00000024356	ENSSLDG00000018990	Seriola_lalandi_dorsalis
ENSLBEP00000001780	ENSLBEG00000001389	Labrus_bergylta
ENSACAP00000010563	ENSACAG00000010751	Anolis_carolinensis
ENSBTAP00000071010	ENSBTAG00000000616	Bos_taurus
ENSCPOP00000028595	ENSCPOG00000032385	Cavia_porcellus
ENSXCOP00000025282	ENSXCOG00000018883	Xiphophorus_couchianus
ENSPTRP00000088450	ENSPTRG00000047288	Pan_troglodytes
ENSLACP00000009302	ENSLACG00000008204	Latimeria_chalumnae
ENSSPUP00000011318	ENSSPUG00000008681	Sphenodon_punctatus
ENSAPEP00000010907	ENSAPEG00000007822	Amphiprion_percula
ENSPSIP00000005456	ENSPSIG00000005081	Pelodiscus_sinensis
ENSCJPP00005021894	ENSCJPG00005017481	Coturnix_japonica
ENSPANP00000043776	ENSPANG00000015261	Papio_anubis
ENSSDUP00000007732	ENSSDUG00000005660	Seriola_dumerili
ENSPCOP00000022923	ENSPCOG00000023583	Propithecus_coquereli
ENSMFAP00000038052	ENSMFAG00000037639	Macaca_fascicularis
ENSTRUP00000051130	ENSTRUG00000024089	Takifugu_rubripes
ENSFCAP00000029193	ENSFCAG00000015045	Felis_catus
ENSCHIP00000023879	ENSCHIG00000021284	Capra_hircus
ENSMOCP00000008963	ENSMOCG00000009030	Microtus_ochrogaster
ENSRBIP00000017308	ENSRBIG00000032656	Rhinopithecus_bieti
ENSODEP00000001717	ENSODEG00000001359	Octodon_degus
ENSAHAP00000002430	ENSAHAG00000002004	Apteryx_haastii
ENSGGOP00000047552	ENSGGOG00000012683	Gorilla_gorilla
ENSPTRP00000090301	ENSPTRG00000001643	Pan_troglodytes
ENSPRNP00000054410	ENSPRNG00000025569	Parambassis_ranga
ENSNPEP00000006652	ENSNPEG00000005021	Nothoprocta_perdicaria
ENSLCAP00010050958	ENSLCAG00010023744	Lates_calcarifer
ENSMPUP00000000530	ENSMPUG00000000536	Mustela_putorius_furo
ENSIPUP00000034036	ENSIPUG00000022864	Ictalurus_punctatus
MGP_PahariEiJ_P0076162	MGP_PahariEiJ_G0028040	Mus_pahari_strain_PAHARI_EIJ
ENSMZEP00005029781	ENSMZEG00005022218	Maylandia_zebra
ENSDNOP00000027483	ENSDNOG00000046510	Dasypus_novemcinctus
ENSATEP00000014638	ENSATEG00000010177	Anabas_testudineus
ENSORLP00015034699	ENSORLG00015020821	Oryzias_latipes_ASM223469v1
ENSMUSP00000136621	ENSMUSG00000040836	Mus_musculus_strain_reference_(CL57BL6)
ENSTTRP00000008128	ENSTTRG00000008573	Tursiops_truncatus
ENSMMOP00000026244	ENSMMOG00000019901	Mola_mola
ENSCINP00000032312	ENSCING00000024465	Ciona_intestinalis
ENSHBUP00000020933	ENSHBUG00000023249	Haplochromis_burtoni
ENSANAP00000041037	ENSANAG00000037845	Aotus_nancymaae
ENSSDAP00000005760	ENSSDAG00000005365	Spermophilus_dauricus
ENSHCOP00000003100	ENSHCOG00000004391	Hippocampus_comes
ENSPNYP00000024547	ENSPNYG00000018545	Pundamilia_nyererei
ENSTGEP00000008808	ENSTGEG00000007223	Theropithecus_gelada
ENSPSMP00000012157	ENSPSMG00000008747	Prolemur_simus
ENSEEEP00000012477	ENSEEEG00000006265	Electrophorus_electricus
ENSCPUP00000006828	ENSCPUG00000004943	Calidris_pugnax
ENSJJAP00000019920	ENSJJAG00000020745	Jaculus_jaculus
MGP_SPRETEiJ_P0021961	MGP_SPRETEiJ_G0015610	Mus_spretus_strain_SPRET/EiJ
ENSXETP00000024790	ENSXETG00000004196	Xenopus_tropicalis
ENSP00000441039	ENSG00000143147	Homo_sapiens
ENSGAFP00000031578	ENSGAFG00000021275	Gambusia_affinis
ENSAMEP00000006677	ENSAMEG00000006340	Ailuropoda_melanoleuca
ENSPTIP00000024553	ENSPTIG00000020608	Panthera_tigris_altaica
ENSMALP00000008873	ENSMALG00000006320	Monopterus_albus
ENSAMXP00000002476	ENSAMXG00000002416	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSZALP00000018975	ENSZALG00000015128	Zonotrichia_albicollis
ENSSSCP00000006719	ENSSSCG00000006302	Sus_scrofa_strain_reference
ENSPNAP00000016919	ENSPNAG00000023100	Pygocentrus_nattereri
ENSPMAP00000005109	ENSPMAG00000004664	Petromyzon_marinus
ENSNLEP00000026577	ENSNLEG00000014896	Nomascus_leucogenys
ENSMICP00000010662	ENSMICG00000011715	Microcebus_murinus
ENSCMIP00000027698	ENSCMIG00000012062	Callorhinchus_milii
ENSAOCP00000021972	ENSAOCG00000000380	Amphiprion_ocellaris
ENSCVAP00000028791	ENSCVAG00000016079	Cyprinodon_variegatus
ENSCSAP00000007264	ENSCSAG00000011046	Chlorocebus_sabaeus
MGP_CAROLIEiJ_P0020898	MGP_CAROLIEiJ_G0014803	Mus_caroli_strain_CAROLI_EIJ
ENSDCDP00000063294	ENSDCDG00000035703	Denticeps_clupeoides
ENSAMXP00005020347	ENSAMXG00005010548	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTEP00000017646	ENSPTEG00000019165	Piliocolobus_tephrosceles
ENSSFOP00015011714	ENSSFOG00015007546	Scleropages_formosus
ENSAMXP00005022629	ENSAMXG00005011678	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMAMP00000023596	ENSMAMG00000015881	Mastacembelus_armatus
ENSELUP00000022273	ENSELUG00000021246	Esox_lucius
ENSACIP00000028830	ENSACIG00000022322	Amphilophus_citrinellus
ENSAOWP00000008014	ENSAOWG00000005490	Apteryx_owenii
ENSMNEP00000006327	ENSMNEG00000027197	Macaca_nemestrina
ENSMVIP00005015806	ENSMVIG00005011361	Manacus_vitellinus
ENSUMAP00000023819	ENSUMAG00000017324	Ursus_maritimus
ENSOPRP00000010305	ENSOPRG00000011301	Ochotona_princeps
ENSKMAP00000029929	ENSKMAG00000022128	Kryptolebias_marmoratus
ENSOCUP00000016518	ENSOCUG00000025655	Oryctolagus_cuniculus
ENSAPLP00000010080	ENSAPLG00000010365	Anas_platyrhynchos_platyrhynchos
ENSBIXP00000043517	ENSBIXG00000006845	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSONIP00000017942	ENSONIG00000014273	Oreochromis_niloticus
ENSXCOP00000010525	ENSXCOG00000007965	Xiphophorus_couchianus
ENSPFOP00000014472	ENSPFOG00000014435	Poecilia_formosa
ENSCGRP00015011788	ENSCGRG00015009054	Cricetulus_griseus_CriGri-PICR
ENSCJAP00000045605	ENSCJAG00000016889	Callithrix_jacchus
ENSCSEP00000006203	ENSCSEG00000004004	Cynoglossus_semilaevis
ENSUPAP00010013715	ENSUPAG00010011079	Urocitellus_parryii
ENSXMAP00000039247	ENSXMAG00000028591	Xiphophorus_maculatus
ENSEASP00005028060	ENSEASG00005019072	Equus_asinus_asinus
ENSCCNP00000013648	ENSCCNG00000014144	Castor_canadensis
ENSDCDP00000062860	ENSDCDG00000035530	Denticeps_clupeoides
ENSMZEP00005037819	ENSMZEG00005028212	Maylandia_zebra
ENSHGLP00000013935	ENSHGLG00000009958	Heterocephalus_glaber_HetGla_female_1.0
ENSEEUP00000008345	ENSEEUG00000009168	Erinaceus_europaeus
ENSGACP00000004308	ENSGACG00000003291	Gasterosteus_aculeatus
ENSETEP00000010322	ENSETEG00000012728	Echinops_telfairi
ENSPCIP00000048709	ENSPCIG00000030534	Phascolarctos_cinereus
ENSMEUP00000009084	ENSMEUG00000009959	Notamacropus_eugenii
ENSSHAP00000022343	ENSSHAG00000018911	Sarcophilus_harrisii
ENSNSUP00000014152	ENSNSUG00000010477	Notechis_scutatus
ENSPPRP00000008498	ENSPPRG00000003308	Panthera_pardus
ENSDNVP00000011527	ENSDNVG00000008129	Dromaius_novaehollandiae
ENSFDAP00000022682	ENSFDAG00000021019	Fukomys_damarensis
ENSSCAP00000012123	ENSSCAG00000009051	Serinus_canaria
