ENSJHYP00000022917	ENSJHYG00000017271	Junco_hyemalis
ENSPANP00000013950	ENSPANG00000017648	Papio_anubis
ENSMNEP00000023031	ENSMNEG00000035140	Macaca_nemestrina
ENSMFAP00000031790	ENSMFAG00000036951	Macaca_fascicularis
ENSMLEP00000009603	ENSMLEG00000028967	Mandrillus_leucophaeus
ENSCATP00000021948	ENSCATG00000034647	Cercocebus_atys
ENSCSAP00000004367	ENSCSAG00000008103	Chlorocebus_sabaeus
ENSPTEP00000028413	ENSPTEG00000028069	Piliocolobus_tephrosceles
ENSCANP00000003466	ENSCANG00000012170	Colobus_angolensis_palliatus
ENSRBIP00000015253	ENSRBIG00000031723	Rhinopithecus_bieti
ENSRROP00000020170	ENSRROG00000034039	Rhinopithecus_roxellana
ENSRBIP00000028360	ENSRBIG00000038058	Rhinopithecus_bieti
ENSRROP00000039062	ENSRROG00000042883	Rhinopithecus_roxellana
ENSMLEP00000015008	ENSMLEG00000031674	Mandrillus_leucophaeus
ENSPANP00000038935	ENSPANG00000035715	Papio_anubis
ENSCATP00000038830	ENSCATG00000042081	Cercocebus_atys
ENSMFAP00000022140	ENSMFAG00000035969	Macaca_fascicularis
ENSPTRP00000088849	ENSPTRG00000048788	Pan_troglodytes
ENSPTRP00000013307	ENSPTRG00000007800	Pan_troglodytes
ENSPPAP00000003946	ENSPPAG00000016676	Pan_paniscus
ENSP00000287706	ENSG00000157045	Homo_sapiens
ENSGGOP00000028052	ENSGGOG00000028004	Gorilla_gorilla
ENSPPYP00000008058	ENSPPYG00000007128	Pongo_abelii
ENSNLEP00000012549	ENSNLEG00000010304	Nomascus_leucogenys
ENSCCAP00000037570	ENSCCAG00000036636	Cebus_capucinus_imitator
ENSSBOP00000000066	ENSSBOG00000000123	Saimiri_boliviensis_boliviensis
ENSANAP00000022398	ENSANAG00000028960	Aotus_nancymaae
ENSCJAP00000064556	ENSCJAG00000005318	Callithrix_jacchus
ENSGGOP00000029097	ENSGGOG00000043147	Gorilla_gorilla
ENSMFAP00000008687	ENSMFAG00000001156	Macaca_fascicularis
ENSMMUP00000061383	ENSMMUG00000002989	Macaca_mulatta
ENSPCOP00000013428	ENSPCOG00000018327	Propithecus_coquereli
ENSSDAP00000004192	ENSSDAG00000003932	Spermophilus_dauricus
ENSSTOP00000008310	ENSSTOG00000009259	Ictidomys_tridecemlineatus
ENSMMMP00000022559	ENSMMMG00000019803	Marmota_marmota_marmota
ENSUPAP00010028718	ENSUPAG00010022657	Urocitellus_parryii
ENSDORP00000008628	ENSDORG00000009186	Dipodomys_ordii
ENSHGLP00100007095	ENSHGLG00100005327	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015694	ENSHGLG00000011225	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000004788	ENSHGLG00000003515	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019029	ENSHGLG00100014037	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006889	ENSFDAG00000015531	Fukomys_damarensis
ENSCLAP00000017317	ENSCLAG00000011891	Chinchilla_lanigera
ENSODEP00000003306	ENSODEG00000002542	Octodon_degus
ENSCPOP00000003342	ENSCPOG00000003702	Cavia_porcellus
ENSCAPP00000004963	ENSCAPG00000007387	Cavia_aperea
ENSCGRP00001017327	ENSCGRG00001017395	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019478	ENSCGRG00000014186	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009790	ENSMAUG00000010841	Mesocricetus_auratus
ENSPEMP00000019309	ENSPEMG00000017642	Peromyscus_maniculatus_bairdii
ENSMOCP00000027019	ENSMOCG00000022646	Microtus_ochrogaster
MGP_SPRETEiJ_P0042295	MGP_SPRETEiJ_G0021366	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000025535	ENSMSIG00000021558	Mus_spicilegus
ENSMUSP00000023362	ENSMUSG00000022681	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0040438	MGP_CAROLIEiJ_G0020471	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0027839	MGP_PahariEiJ_G0016177	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069865	ENSRNOG00000051382	Rattus_norvegicus
ENSMUGP00000020147	ENSMUGG00000017002	Meriones_unguiculatus
ENSNGAP00000021084	ENSNGAG00000020378	Nannospalax_galili
ENSJJAP00000001006	ENSJJAG00000000872	Jaculus_jaculus
ENSTBEP00000012209	ENSTBEG00000014096	Tupaia_belangeri
ENSCHIP00000033643	ENSCHIG00000027117	Capra_hircus
ENSCHIP00000013547	ENSCHIG00000014915	Capra_hircus
ENSOARP00000008742	ENSOARG00000008149	Ovis_aries
ENSBIXP00005008577	ENSBIXG00005001664	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000004033	ENSBIXG00000010393	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000072019	ENSBTAG00000004803	Bos_taurus
ENSBMUP00000028565	ENSBMUG00000021398	Bos_mutus
ENSBBBP00000022311	ENSBBBG00000016129	Bison_bison_bison
ENSEEUP00000012738	ENSEEUG00000013966	Erinaceus_europaeus
ENSDNOP00000012424	ENSDNOG00000016017	Dasypus_novemcinctus
ENSDNOP00000020440	ENSDNOG00000046283	Dasypus_novemcinctus
ENSCHOP00000010436	ENSCHOG00000011818	Choloepus_hoffmanni
ENSETEP00000011412	ENSETEG00000014054	Echinops_telfairi
ENSOGAP00000015475	ENSOGAG00000034206	Otolemur_garnettii
ENSOGAP00000002269	ENSOGAG00000002538	Otolemur_garnettii
ENSTTRP00000009684	ENSTTRG00000010209	Tursiops_truncatus
ENSLAFP00000001697	ENSLAFG00000002027	Loxodonta_africana
ENSPCAP00000015199	ENSPCAG00000016252	Procavia_capensis
ENSMICP00000039122	ENSMICG00000014995	Microcebus_murinus
ENSMICP00000043311	ENSMICG00000028340	Microcebus_murinus
ENSPCOP00000027020	ENSPCOG00000025943	Propithecus_coquereli
ENSPSMP00000007120	ENSPSMG00000005300	Prolemur_simus
ENSTSYP00000004501	ENSTSYG00000004922	Carlito_syrichta
ENSMLUP00000003149	ENSMLUG00000003455	Myotis_lucifugus
ENSEASP00005016424	ENSEASG00005011370	Equus_asinus_asinus
ENSUAMP00000015706	ENSUAMG00000012557	Ursus_americanus
ENSUMAP00000005791	ENSUMAG00000004577	Ursus_maritimus
ENSAMEP00000011699	ENSAMEG00000011096	Ailuropoda_melanoleuca
ENSNVIP00000025074	ENSNVIG00000019412	Neovison_vison
ENSMPUP00000014218	ENSMPUG00000014327	Mustela_putorius_furo
ENSVVUP00000026595	ENSVVUG00000019538	Vulpes_vulpes
ENSCAFP00000027702	ENSCAFG00000018776	Canis_lupus_familiaris
ENSCAFP00020030762	ENSCAFG00020023979	Canis_lupus_dingo
ENSPPRP00000020593	ENSPPRG00000011619	Panthera_pardus
ENSPTIP00000024910	ENSPTIG00000020861	Panthera_tigris_altaica
ENSFCAP00000014224	ENSFCAG00000015339	Felis_catus
ENSSSCP00000033644	ENSSSCG00000037398	Sus_scrofa_strain_reference
ENSVPAP00000009438	ENSVPAG00000010143	Vicugna_pacos
ENSPVAP00000002815	ENSPVAG00000002982	Pteropus_vampyrus
ENSECAP00000025221	ENSECAG00000002715	Equus_caballus
ENSDNOP00000028395	ENSDNOG00000047950	Dasypus_novemcinctus
ENSOCUP00000005789	ENSOCUG00000006699	Oryctolagus_cuniculus
ENSOPRP00000005870	ENSOPRG00000006401	Ochotona_princeps
ENSCCNP00000013391	ENSCCNG00000013895	Castor_canadensis
ENSSARP00000006936	ENSSARG00000007659	Sorex_araneus
ENSOANP00000008187	ENSOANG00000005146	Ornithorhynchus_anatinus
ENSOANP00000005998	ENSOANG00000003784	Ornithorhynchus_anatinus
ENSXETP00000053232	ENSXETG00000019152	Xenopus_tropicalis
ENSLACP00000015068	ENSLACG00000013260	Latimeria_chalumnae
ENSCHAP00000019854	ENSCHAG00000009990	Clupea_harengus
ENSDCDP00000052594	ENSDCDG00000031697	Denticeps_clupeoides
ENSAMXP00000031100	ENSAMXG00000043382	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014321	ENSAMXG00005007609	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000037875	ENSPNAG00000029960	Pygocentrus_nattereri
ENSEEEP00000022705	ENSEEEG00000011024	Electrophorus_electricus
ENSIPUP00000023762	ENSIPUG00000015993	Ictalurus_punctatus
ENSACIP00000024176	ENSACIG00000018694	Amphilophus_citrinellus
ENSACIP00000009706	ENSACIG00000007469	Amphilophus_citrinellus
ENSACLP00000023677	ENSACLG00000015958	Astatotilapia_calliptera
ENSMZEP00005013208	ENSMZEG00005009925	Maylandia_zebra
ENSHBUP00000019110	ENSHBUG00000021251	Haplochromis_burtoni
ENSPNYP00000007381	ENSPNYG00000005528	Pundamilia_nyererei
ENSNBRP00000026432	ENSNBRG00000020101	Neolamprologus_brichardi
ENSONIP00000023769	ENSONIG00000018878	Oreochromis_niloticus
ENSKMAP00000029176	ENSKMAG00000021626	Kryptolebias_marmoratus
ENSPRNP00000000017	ENSPRNG00000000011	Parambassis_ranga
ENSMAMP00000012477	ENSMAMG00000008452	Mastacembelus_armatus
ENSATEP00000031503	ENSATEG00000021712	Anabas_testudineus
ENSMALP00000003510	ENSMALG00000002547	Monopterus_albus
ENSLCAP00010001303	ENSLCAG00010000774	Lates_calcarifer
ENSSMAP00000012629	ENSSMAG00000007778	Scophthalmus_maximus
ENSSDUP00000028358	ENSSDUG00000020461	Seriola_dumerili
ENSSLDP00000010821	ENSSLDG00000008590	Seriola_lalandi_dorsalis
ENSLCRP00005013479	ENSLCRG00005005849	Larimichthys_crocea
ENSLBEP00000035547	ENSLBEG00000026678	Labrus_bergylta
ENSCGOP00000028554	ENSCGOG00000013309	Cottoperca_gobio
ENSGACP00000025325	ENSGACG00000019154	Gasterosteus_aculeatus
ENSAPEP00000025858	ENSAPEG00000018399	Amphiprion_percula
ENSAOCP00000001767	ENSAOCG00000004835	Amphiprion_ocellaris
ENSAPOP00000030606	ENSAPOG00000017283	Acanthochromis_polyacanthus
ENSSPAP00000022650	ENSSPAG00000017095	Stegastes_partitus
ENSTRUP00000051754	ENSTRUG00000020820	Takifugu_rubripes
ENSTNIP00000008999	ENSTNIG00000006246	Tetraodon_nigroviridis
ENSMMOP00000009589	ENSMMOG00000007422	Mola_mola
ENSCSEP00000017816	ENSCSEG00000011382	Cynoglossus_semilaevis
ENSBSLP00000007030	ENSBSLG00000003449	Betta_splendens
ENSPMGP00000008987	ENSPMGG00000007436	Periophthalmus_magnuspinnatus
ENSXCOP00000016188	ENSXCOG00000012236	Xiphophorus_couchianus
ENSXMAP00000031383	ENSXMAG00000022646	Xiphophorus_maculatus
ENSGAFP00000019793	ENSGAFG00000013372	Gambusia_affinis
ENSPLAP00000004616	ENSPLAG00000006349	Poecilia_latipinna
ENSPFOP00000011824	ENSPFOG00000011787	Poecilia_formosa
ENSPMEP00000007692	ENSPMEG00000009345	Poecilia_mexicana
ENSPREP00000000680	ENSPREG00000000505	Poecilia_reticulata
ENSFHEP00000030414	ENSFHEG00000015678	Fundulus_heteroclitus
ENSCVAP00000008989	ENSCVAG00000010893	Cyprinodon_variegatus
ENSORLP00020020766	ENSORLG00020021759	Oryzias_latipes_ASM223471v1
ENSORLP00000017139	ENSORLG00000013663	Oryzias_latipes_ASM223467v1
ENSORLP00015035772	ENSORLG00015022561	Oryzias_latipes_ASM223469v1
ENSOMEP00000027215	ENSOMEG00000009542	Oryzias_melastigma
ENSGWIP00000012816	ENSGWIG00000007404	Gouania_willdenowi
ENSHCOP00000026309	ENSHCOG00000017132	Hippocampus_comes
ENSGMOP00000005848	ENSGMOG00000005501	Gadus_morhua
ENSHHUP00000034582	ENSHHUG00000021718	Hucho_hucho
ENSHHUP00000040134	ENSHHUG00000024774	Hucho_hucho
ENSELUP00000043070	ENSELUG00000024528	Esox_lucius
ENSPKIP00000006241	ENSPKIG00000022597	Paramormyrops_kingsleyae
ENSSFOP00015017484	ENSSFOG00015011255	Scleropages_formosus
ENSLOCP00000008948	ENSLOCG00000007379	Lepisosteus_oculatus
ENSECRP00000023683	ENSECRG00000016044	Erpetoichthys_calabaricus
ENSCMIP00000019834	ENSCMIG00000009225	Callorhinchus_milii
ENSEBUP00000021881	ENSEBUG00000013501	Eptatretus_burgeri
ENSLOCP00000003779	ENSLOCG00000003200	Lepisosteus_oculatus
ENSCSAVP00000014820	ENSCSAVG00000008669	Ciona_savignyi
ENSCINP00000032363	ENSCING00000018097	Ciona_intestinalis
FBpp0291076	FBgn0034371	Drosophila_melanogaster
