ENSCINP00000013102	ENSCING00000006358	Ciona_intestinalis
ENSVPAP00000006948	ENSVPAG00000007469	Vicugna_pacos
ENSSSCP00000048892	ENSSSCG00000037723	Sus_scrofa_strain_reference
ENSOARP00000020438	ENSOARG00000019032	Ovis_aries
ENSCHIP00000016783	ENSCHIG00000016918	Capra_hircus
ENSBIXP00005018581	ENSBIXG00005021935	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000021698	ENSBIXG00000024732	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000046997	ENSBTAG00000035776	Bos_taurus
ENSBTAP00000066222	ENSBTAG00000054713	Bos_taurus
ENSBBBP00000015304	ENSBBBG00000023119	Bison_bison_bison
ENSTTRP00000008673	ENSTTRG00000009155	Tursiops_truncatus
ENSMLUP00000000143	ENSMLUG00000000161	Myotis_lucifugus
ENSEEUP00000001870	ENSEEUG00000002053	Erinaceus_europaeus
ENSSARP00000013010	ENSSARG00000014384	Sorex_araneus
ENSPVAP00000007873	ENSPVAG00000008336	Pteropus_vampyrus
ENSAMEP00000005526	ENSAMEG00000005232	Ailuropoda_melanoleuca
ENSMPUP00000014725	ENSMPUG00000014836	Mustela_putorius_furo
ENSCAFP00000041586	ENSCAFG00000031408	Canis_lupus_familiaris
ENSPTIP00000001073	ENSPTIG00000002765	Panthera_tigris_altaica
ENSPPRP00000012239	ENSPPRG00000005846	Panthera_pardus
ENSFCAP00000019097	ENSFCAG00000027644	Felis_catus
ENSECAP00000013257	ENSECAG00000030795	Equus_caballus
ENSCHOP00000001934	ENSCHOG00000002185	Choloepus_hoffmanni
ENSOANP00000028420	ENSOANG00000022276	Ornithorhynchus_anatinus
ENSCPUP00000004606	ENSCPUG00000003412	Calidris_pugnax
ENSCPGP00000012700	ENSCPGG00000009012	Calidris_pygmaea
ENSABRP00000007615	ENSABRG00000006980	Anser_brachyrhynchus
ENSAPLP00000025808	ENSAPLG00000015021	Anas_platyrhynchos_platyrhynchos
ENSCPBP00000010513	ENSCPBG00000008071	Chrysemys_picta_bellii
ENSCPRP00005010658	ENSCPRG00005007610	Crocodylus_porosus
ENSPVIP00000019373	ENSPVIG00000014783	Pogona_vitticeps
ENSACAP00000009941	ENSACAG00000010143	Anolis_carolinensis
ENSSMRP00000016533	ENSSMRG00000012895	Salvator_merianae
ENSXETP00000037608	ENSXETG00000012880	Xenopus_tropicalis
ENSECRP00000019222	ENSECRG00000012869	Erpetoichthys_calabaricus
ENSCMIP00000014793	ENSCMIG00000007273	Callorhinchus_milii
ENSELUP00000034546	ENSELUG00000013164	Esox_lucius
ENSCHAP00000000843	ENSCHAG00000000633	Clupea_harengus
ENSSFOP00015021984	ENSSFOG00015014156	Scleropages_formosus
ENSSDUP00000025984	ENSSDUG00000018856	Seriola_dumerili
ENSSLDP00000001440	ENSSLDG00000001204	Seriola_lalandi_dorsalis
ENSSMAP00000024376	ENSSMAG00000014906	Scophthalmus_maximus
ENSTRUP00000055269	ENSTRUG00000024534	Takifugu_rubripes
ENSGAFP00000007555	ENSGAFG00000005143	Gambusia_affinis
ENSPFOP00000029415	ENSPFOG00000024060	Poecilia_formosa
ENSFHEP00000011274	ENSFHEG00000012685	Fundulus_heteroclitus
ENSKMAP00000004584	ENSKMAG00000003501	Kryptolebias_marmoratus
ENSMALP00000009556	ENSMALG00000006778	Monopterus_albus
ENSMAMP00000024594	ENSMAMG00000016537	Mastacembelus_armatus
ENSBSLP00000043698	ENSBSLG00000020762	Betta_splendens
ENSCGOP00000013820	ENSCGOG00000006750	Cottoperca_gobio
ENSLCRP00005055025	ENSLCRG00005020522	Larimichthys_crocea
ENSLCAP00010036175	ENSLCAG00010016978	Lates_calcarifer
ENSACLP00000003060	ENSACLG00000002106	Astatotilapia_calliptera
ENSMZEP00005027258	ENSMZEG00005020333	Maylandia_zebra
ENSONIP00000017649	ENSONIG00000014040	Oreochromis_niloticus
ENSAPOP00000030282	ENSAPOG00000016765	Acanthochromis_polyacanthus
ENSSPAP00000026979	ENSSPAG00000020302	Stegastes_partitus
ENSAPEP00000027713	ENSAPEG00000019661	Amphiprion_percula
ENSHBUP00000024032	ENSHBUG00000005207	Haplochromis_burtoni
ENSNBRP00000022031	ENSNBRG00000016894	Neolamprologus_brichardi
ENSMMOP00000019096	ENSMMOG00000014466	Mola_mola
ENSXCOP00000014434	ENSXCOG00000010945	Xiphophorus_couchianus
ENSXMAP00000041328	ENSXMAG00000021717	Xiphophorus_maculatus
ENSPMEP00000020940	ENSPMEG00000024386	Poecilia_mexicana
ENSPLAP00000012647	ENSPLAG00000016044	Poecilia_latipinna
ENSACIP00000002657	ENSACIG00000002150	Amphilophus_citrinellus
ENSATEP00000012227	ENSATEG00000008519	Anabas_testudineus
ENSCSEP00000024360	ENSCSEG00000015555	Cynoglossus_semilaevis
ENSHCOP00000007303	ENSHCOG00000009265	Hippocampus_comes
ENSDARP00000088644	ENSDARG00000088753	Danio_rerio
ENSPKIP00000001592	ENSPKIG00000019826	Paramormyrops_kingsleyae
ENSAMXP00005032525	ENSAMXG00005015843	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000020626	ENSAMXG00000020037	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031855	ENSPNAG00000019451	Pygocentrus_nattereri
ENSEEEP00000001106	ENSEEEG00000000743	Electrophorus_electricus
ENSIPUP00000013511	ENSIPUG00000009180	Ictalurus_punctatus
ENSDCDP00000006862	ENSDCDG00000003642	Denticeps_clupeoides
FBpp0078752	FBgn0031720	Drosophila_melanogaster
FBpp0077460	FBgn0031430	Drosophila_melanogaster
FBpp0082200	FBgn0038122	Drosophila_melanogaster
FBpp0078737	FBgn0031721	Drosophila_melanogaster
