ENSMAMP00000022368	ENSMAMG00000015062	Mastacembelus_armatus
ENSCHAP00000013142	ENSCHAG00000007052	Clupea_harengus
ENSACAP00000012981	ENSACAG00000012970	Anolis_carolinensis
ENSCJAP00000012213	ENSCJAG00000006525	Callithrix_jacchus
ENSMZEP00005025905	ENSMZEG00005019314	Maylandia_zebra
ENSDNVP00000006971	ENSDNVG00000004987	Dromaius_novaehollandiae	ENSDNVT00000008432
ENSJJAP00000012836	ENSJJAG00000015660	Jaculus_jaculus
ENSMICP00000035158	ENSMICG00000004118	Microcebus_murinus
ENSMOCP00000025176	ENSMOCG00000021374	Microtus_ochrogaster
ENSAPOP00000020881	ENSAPOG00000024514	Acanthochromis_polyacanthus
ENSMMUP00000013259	ENSMMUG00000010138	Macaca_mulatta
ENSBBBP00000018113	ENSBBBG00000001909	Bison_bison_bison
ENSPSMP00000003055	ENSPSMG00000002387	Prolemur_simus
ENSGGOP00000009123	ENSGGOG00000009326	Gorilla_gorilla
ENSARWP00000004230	ENSARWG00000003109	Apteryx_rowi	ENSARWT00000004887
ENSPLAP00000000331	ENSPLAG00000001140	Poecilia_latipinna
ENSPTEP00000020030	ENSPTEG00000021324	Piliocolobus_tephrosceles
ENSPKIP00000035484	ENSPKIG00000014378	Paramormyrops_kingsleyae
ENSABRP00000008763	ENSABRG00000007889	Anser_brachyrhynchus	ENSABRT00000012521
ENSCCAP00000019702	ENSCCAG00000027581	Cebus_capucinus_imitator
ENSAOWP00000001669	ENSAOWG00000001193	Apteryx_owenii	ENSAOWT00000001893
ENSCCEP00000023649	ENSCCEG00000021124	Cyanistes_caeruleus
ENSIPUP00000011102	ENSIPUG00000007471	Ictalurus_punctatus
ENSOMEP00000003466	ENSOMEG00000004389	Oryzias_melastigma
ENSCHIP00000006085	ENSCHIG00000010034	Capra_hircus
ENSCHOP00000004090	ENSCHOG00000004612	Choloepus_hoffmanni
ENSPVAP00000001067	ENSPVAG00000001130	Pteropus_vampyrus
ENSPNAP00000016837	ENSPNAG00000023138	Pygocentrus_nattereri
ENSP00000421021	ENSG00000287542	Homo_sapiens
ENSODEP00000000827	ENSODEG00000000672	Octodon_degus
ENSAMXP00005044320	ENSAMXG00005020513	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSSCP00000009816	ENSSSCG00000009208	Sus_scrofa_strain_reference
ENSTSYP00000008102	ENSTSYG00000008835	Carlito_syrichta
ENSMUSP00000040025	ENSMUSG00000029804	Mus_musculus_strain_reference_(CL57BL6)
ENSPTRP00000088003	ENSPTRG00000051169	Pan_troglodytes
ENSGAFP00000024708	ENSGAFG00000016653	Gambusia_affinis
ENSLCOP00000008445	ENSLCOG00000006185	Lepidothrix_coronata
ENSACIP00000023410	ENSACIG00000018143	Amphilophus_citrinellus
ENSPTIP00000021241	ENSPTIG00000018458	Panthera_tigris_altaica
ENSZALP00000021386	ENSZALG00000016748	Zonotrichia_albicollis
ENSRROP00000035403	ENSRROG00000041192	Rhinopithecus_roxellana
ENSPPYP00000016667	ENSPPYG00000014927	Pongo_abelii
ENSORLP00015032835	ENSORLG00015017919	Oryzias_latipes_ASM223469v1
ENSMFAP00000017049	ENSMFAG00000031659	Macaca_fascicularis
ENSHHUP00000048864	ENSHHUG00000029608	Hucho_hucho
ENSSCAP00000020146	ENSSCAG00000014518	Serinus_canaria
ENSNSUP00000016908	ENSNSUG00000012468	Notechis_scutatus
ENSFHEP00000016236	ENSFHEG00000017886	Fundulus_heteroclitus
ENSTBEP00000003586	ENSTBEG00000004098	Tupaia_belangeri
ENSMAUP00000019758	ENSMAUG00000017964	Mesocricetus_auratus
ENSSTOP00000003188	ENSSTOG00000003547	Ictidomys_tridecemlineatus
ENSSLDP00000028901	ENSSLDG00000022304	Seriola_lalandi_dorsalis
ENSPMJP00000011787	ENSPMJG00000009098	Parus_major
ENSMLEP00000021355	ENSMLEG00000034801	Mandrillus_leucophaeus
ENSCPBP00000006273	ENSCPBG00000005002	Chrysemys_picta_bellii
ENSTNIP00000000007	ENSTNIG00000011048	Tetraodon_nigroviridis
ENSATEP00000020111	ENSATEG00000013999	Anabas_testudineus
ENSBSLP00000000165	ENSBSLG00000000076	Betta_splendens
ENSCLAP00000010765	ENSCLAG00000007432	Chinchilla_lanigera
ENSMSIP00000011543	ENSMSIG00000010021	Mus_spicilegus
ENSPRNP00000038953	ENSPRNG00000019234	Parambassis_ranga
ENSKMAP00000003956	ENSKMAG00000002959	Kryptolebias_marmoratus
ENSAMXP00000046438	ENSAMXG00000005512	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSVURP00010027698	ENSVURG00010021199	Vombatus_ursinus
ENSORLP00015018508	ENSORLG00015019563	Oryzias_latipes_ASM223469v1
ENSP00000385684	ENSG00000138641	Homo_sapiens
ENSORLP00020032813	ENSORLG00020001088	Oryzias_latipes_ASM223471v1
ENSCATP00000006236	ENSCATG00000018920	Cercocebus_atys
ENSGAGP00000027500	ENSGAGG00000019711	Gopherus_agassizii
ENSMMMP00000006905	ENSMMMG00000006117	Marmota_marmota_marmota
ENSMODP00000037578	ENSMODG00000019229	Monodelphis_domestica
ENSMPUP00000002139	ENSMPUG00000002161	Mustela_putorius_furo
ENSPEMP00000019910	ENSPEMG00000018037	Peromyscus_maniculatus_bairdii
ENSONIP00000021998	ENSONIG00000017442	Oreochromis_niloticus
ENSTRUP00000031236	ENSTRUG00000012338	Takifugu_rubripes
ENSPPRP00000029413	ENSPPRG00000022020	Panthera_pardus
ENSDCDP00000053551	ENSDCDG00000032074	Denticeps_clupeoides
ENSCAFP00000014378	ENSCAFG00000023804	Canis_lupus_familiaris
ENSELUP00000036119	ENSELUG00000015372	Esox_lucius
ENSMALP00000001610	ENSMALG00000001165	Monopterus_albus
ENSCPUP00000013898	ENSCPUG00000009836	Calidris_pugnax
ENSLAFP00000004656	ENSLAFG00000005544	Loxodonta_africana
ENSCABP00000011054	ENSCABG00000007463	Chelonoidis_abingdonii
ENSLSDP00000009461	ENSLSDG00000007024	Lonchura_striata_domestica
ENSOPRP00000010838	ENSOPRG00000011864	Ochotona_princeps
ENSPCOP00000015262	ENSPCOG00000019350	Propithecus_coquereli
ENSMLUP00000011162	ENSMLUG00000012241	Myotis_lucifugus
ENSCANP00000036652	ENSCANG00000041997	Colobus_angolensis_palliatus
ENSUMAP00000005650	ENSUMAG00000004443	Ursus_maritimus
ENSSBOP00000012450	ENSSBOG00000023004	Saimiri_boliviensis_boliviensis
ENSXETP00000037837	ENSXETG00000012754	Xenopus_tropicalis
ENSNPEP00000017020	ENSNPEG00000012685	Nothoprocta_perdicaria	ENSNPET00000017442
ENSCVAP00000021216	ENSCVAG00000003160	Cyprinodon_variegatus
ENSHHUP00000058439	ENSHHUG00000034756	Hucho_hucho
ENSCAFP00020008273	ENSCAFG00020004591	Canis_lupus_dingo
ENSAMEP00000003162	ENSAMEG00000002929	Ailuropoda_melanoleuca
MGP_PahariEiJ_P0050160	MGP_PahariEiJ_G0022188	Mus_pahari_strain_PAHARI_EIJ
ENSAPOP00000029374	ENSAPOG00000015215	Acanthochromis_polyacanthus
ENSPMEP00000029109	ENSPMEG00000014708	Poecilia_mexicana
ENSDARP00000123243	ENSDARG00000075887	Danio_rerio
ENSTGUP00000014114	ENSTGUG00000013713	Taeniopygia_guttata
ENSCGRP00001008398	ENSCGRG00001010680	Cricetulus_griseus_CHOK1GS_HDv1
ENSSDAP00000024657	ENSSDAG00000022439	Spermophilus_dauricus
ENSCSEP00000032836	ENSCSEG00000021082	Cynoglossus_semilaevis
ENSGWIP00000019007	ENSGWIG00000010414	Gouania_willdenowi
ENSCGRP00015032648	ENSCGRG00015024605	Cricetulus_griseus_CriGri-PICR
ENSCJPP00005010297	ENSCJPG00005008998	Coturnix_japonica	ENSCJPT00005015289
ENSPCAP00000005403	ENSPCAG00000005704	Procavia_capensis
ENSAPOP00000029893	ENSAPOG00000016113	Acanthochromis_polyacanthus
ENSSARP00000010934	ENSSARG00000012084	Sorex_araneus
ENSPCIP00000017994	ENSPCIG00000013756	Phascolarctos_cinereus
ENSMGAP00000005180	ENSMGAG00000005208	Meleagris_gallopavo	ENSMGAT00000005911
ENSBIXP00000042448	ENSBIXG00000007732	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPMGP00000003626	ENSPMGG00000003121	Periophthalmus_magnuspinnatus
ENSLCRP00005020143	ENSLCRG00005008121	Larimichthys_crocea
ENSJHYP00000015150	ENSJHYG00000011171	Junco_hyemalis
ENSFHEP00000005564	ENSFHEG00000006589	Fundulus_heteroclitus
ENSETEP00000013744	ENSETEG00000016929	Echinops_telfairi
ENSAOCP00000031578	ENSAOCG00000023344	Amphiprion_ocellaris
ENSHGLP00000011184	ENSHGLG00000008024	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021418	ENSFDAG00000007717	Fukomys_damarensis
