ENSMMOP00000017432	ENSMMOG00000013249	Mola_mola
ENSATEP00000035747	ENSATEG00000024572	Anabas_testudineus
ENSCPGP00000013838	ENSCPGG00000009790	Calidris_pygmaea
ENSCHAP00000016984	ENSCHAG00000008760	Clupea_harengus
ENSPANP00000017693	ENSPANG00000026281	Papio_anubis
ENSTRUP00000025112	ENSTRUG00000009982	Takifugu_rubripes
ENSPSMP00000016174	ENSPSMG00000011439	Prolemur_simus
ENSGACP00000015205	ENSGACG00000011485	Gasterosteus_aculeatus
ENSUMAP00000000499	ENSUMAG00000000364	Ursus_maritimus
ENSMUGP00000025077	ENSMUGG00000020944	Meriones_unguiculatus
ENSBIXP00005009814	ENSBIXG00005014671	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000003053	ENSBMUG00000002357	Bos_mutus
ENSMFAP00000021570	ENSMFAG00000035660	Macaca_fascicularis
ENSMOCP00000012152	ENSMOCG00000012352	Microtus_ochrogaster
ENSCGRP00000002567	ENSCGRG00000001884	Cricetulus_griseus_CriGri_1.0
ENSEEEP00000042121	ENSEEEG00000019893	Electrophorus_electricus
ENSXCOP00000020749	ENSXCOG00000015548	Xiphophorus_couchianus
ENSCPRP00005016884	ENSCPRG00005011728	Crocodylus_porosus
ENSCCAP00000022692	ENSCCAG00000029070	Cebus_capucinus_imitator
ENSAMXP00005043198	ENSAMXG00005020121	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMVIP00005010256	ENSMVIG00005007534	Manacus_vitellinus
ENSCGRP00015030094	ENSCGRG00015022614	Cricetulus_griseus_CriGri-PICR
ENSCSAP00000010265	ENSCSAG00000014124	Chlorocebus_sabaeus
ENSLCRP00005002184	ENSLCRG00005000797	Larimichthys_crocea
ENSHGLP00100024635	ENSHGLG00100018091	Heterocephalus_glaber_HetGla_1.0
ENSDCDP00000032418	ENSDCDG00000022170	Denticeps_clupeoides
ENSTSYP00000029058	ENSTSYG00000007661	Carlito_syrichta
ENSLACP00000015683	ENSLACG00000013810	Latimeria_chalumnae
ENSOANP00000010162	ENSOANG00000006363	Ornithorhynchus_anatinus
ENSEEUP00000004487	ENSEEUG00000004910	Erinaceus_europaeus
ENSMUSP00000018094	ENSMUSG00000017950	Mus_musculus_strain_reference_(CL57BL6)
ENSOCUP00000005917	ENSOCUG00000006841	Oryctolagus_cuniculus
ENSSFOP00015002710	ENSSFOG00015001815	Scleropages_formosus
ENSGAFP00000017385	ENSGAFG00000011763	Gambusia_affinis
ENSMSIP00000034270	ENSMSIG00000028595	Mus_spicilegus
ENSMMMP00000015297	ENSMMMG00000013628	Marmota_marmota_marmota
MGP_SPRETEiJ_P0058134	MGP_SPRETEiJ_G0025540	Mus_spretus_strain_SPRET/EiJ
ENSPVIP00000032267	ENSPVIG00000023647	Pogona_vitticeps
ENSPTRP00000087554	ENSPTRG00000013519	Pan_troglodytes
ENSGALP00000006799	ENSGALG00000004285	Gallus_gallus
ENSIPUP00000031970	ENSIPUG00000021425	Ictalurus_punctatus
ENSEEEP00000050638	ENSEEEG00000023803	Electrophorus_electricus
ENSPMJP00000004940	ENSPMJG00000004270	Parus_major
ENSNMEP00000018317	ENSNMEG00000015941	Numida_meleagris
ENSPTIP00000012078	ENSPTIG00000012260	Panthera_tigris_altaica
ENSAPEP00000002848	ENSAPEG00000002058	Amphiprion_percula
ENSPCOP00000028452	ENSPCOG00000026858	Propithecus_coquereli
ENSCAPP00000014955	ENSCAPG00000015197	Cavia_aperea
ENSCATP00000036836	ENSCATG00000041186	Cercocebus_atys
ENSCLAP00000023607	ENSCLAG00000016192	Chinchilla_lanigera
ENSLCOP00000013102	ENSLCOG00000009454	Lepidothrix_coronata
ENSDARP00000130594	ENSDARG00000104742	Danio_rerio
ENSCHAP00000056926	ENSCHAG00000025733	Clupea_harengus
ENSAPOP00000017404	ENSAPOG00000020617	Acanthochromis_polyacanthus
ENSDARP00000112924	ENSDARG00000021494	Danio_rerio
ENSTGUP00000017006	ENSTGUG00000016715	Taeniopygia_guttata
ENSSARP00000000079	ENSSARG00000000082	Sorex_araneus
ENSPLAP00000010394	ENSPLAG00000013304	Poecilia_latipinna
ENSHHUP00000080619	ENSHHUG00000046902	Hucho_hucho
ENSFCAP00000007578	ENSFCAG00000008178	Felis_catus
ENSLBEP00000032934	ENSLBEG00000024816	Labrus_bergylta
ENSPKIP00000030765	ENSPKIG00000011493	Paramormyrops_kingsleyae
ENSPRNP00000041447	ENSPRNG00000019737	Parambassis_ranga
ENSPNAP00000013464	ENSPNAG00000019345	Pygocentrus_nattereri
ENSCJAP00000032779	ENSCJAG00000017746	Callithrix_jacchus
ENSCVAP00000024761	ENSCVAG00000009093	Cyprinodon_variegatus
ENSMLEP00000027255	ENSMLEG00000037820	Mandrillus_leucophaeus
ENSCAFP00020017135	ENSCAFG00020013687	Canis_lupus_dingo
ENSCCEP00000005082	ENSCCEG00000005571	Cyanistes_caeruleus
ENSEASP00005034292	ENSEASG00005023417	Equus_asinus_asinus
ENSMUNP00000007700	ENSMUNG00000006156	Melopsittacus_undulatus
ENSSLDP00000005142	ENSSLDG00000004085	Seriola_lalandi_dorsalis
ENSCANP00000011084	ENSCANG00000028938	Colobus_angolensis_palliatus
ENSMMMP00000002531	ENSMMMG00000002350	Marmota_marmota_marmota
ENSSDAP00000005352	ENSSDAG00000004982	Spermophilus_dauricus
ENSPNYP00000029424	ENSPNYG00000022165	Pundamilia_nyererei
ENSCABP00000027289	ENSCABG00000019968	Chelonoidis_abingdonii
ENSTTRP00000012345	ENSTTRG00000013004	Tursiops_truncatus
ENSMAMP00000008515	ENSMAMG00000005757	Mastacembelus_armatus
ENSACIP00000006877	ENSACIG00000005403	Amphilophus_citrinellus
ENSVURP00010001878	ENSVURG00010001562	Vombatus_ursinus
ENSECRP00000015254	ENSECRG00000010169	Erpetoichthys_calabaricus
ENSUAMP00000021749	ENSUAMG00000017088	Ursus_americanus
ENSPSIP00000014138	ENSPSIG00000012689	Pelodiscus_sinensis
ENSETEP00000009287	ENSETEG00000011451	Echinops_telfairi
ENSGGOP00000006840	ENSGGOG00000006988	Gorilla_gorilla
ENSOGAP00000018450	ENSOGAG00000029426	Otolemur_garnettii
ENSDORP00000005591	ENSDORG00000005971	Dipodomys_ordii
ENSMGAP00000003740	ENSMGAG00000003970	Meleagris_gallopavo
ENSCPOP00000006140	ENSCPOG00000006812	Cavia_porcellus
ENSXMAP00000029537	ENSXMAG00000001220	Xiphophorus_maculatus
ENSMLUP00000000875	ENSMLUG00000000954	Myotis_lucifugus
ENSGWIP00000028740	ENSGWIG00000014914	Gouania_willdenowi
ENSNGAP00000024813	ENSNGAG00000022956	Nannospalax_galili
ENSNSUP00000020202	ENSNSUG00000014724	Notechis_scutatus
ENSP00000312987	ENSG00000101076	Homo_sapiens
ENSSTOP00000027193	ENSSTOG00000020202	Ictidomys_tridecemlineatus
ENSPNAP00000029033	ENSPNAG00000014923	Pygocentrus_nattereri
ENSSSCP00000067518	ENSSSCG00000007371	Sus_scrofa_strain_reference
ENSCAFP00000048717	ENSCAFG00000009411	Canis_lupus_familiaris
ENSCSEP00000015151	ENSCSEG00000009708	Cynoglossus_semilaevis
ENSDNVP00000000959	ENSDNVG00000000718	Dromaius_novaehollandiae
ENSMZEP00005031523	ENSMZEG00005023508	Maylandia_zebra
ENSNPEP00000014909	ENSNPEG00000011137	Nothoprocta_perdicaria
ENSRROP00000012114	ENSRROG00000030368	Rhinopithecus_roxellana
ENSFHEP00000014126	ENSFHEG00000015658	Fundulus_heteroclitus
ENSSPAP00000003660	ENSSPAG00000002805	Stegastes_partitus
ENSCMIP00000030102	ENSCMIG00000012958	Callorhinchus_milii
ENSSMAP00000030646	ENSSMAG00000018776	Scophthalmus_maximus
ENSHBUP00000006806	ENSHBUG00000008252	Haplochromis_burtoni
ENSAMXP00000017873	ENSAMXG00000017366	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSPUP00000017921	ENSSPUG00000013849	Sphenodon_punctatus
ENSCHIP00000017539	ENSCHIG00000017334	Capra_hircus
MGP_CAROLIEiJ_P0055970	MGP_CAROLIEiJ_G0024618	Mus_caroli_strain_CAROLI_EIJ
ENSPFOP00000001822	ENSPFOG00000001827	Poecilia_formosa
ENSRBIP00000024754	ENSRBIG00000036273	Rhinopithecus_bieti
ENSSHAP00000008391	ENSSHAG00000007273	Sarcophilus_harrisii
ENSPREP00000030472	ENSPREG00000020625	Poecilia_reticulata
ENSAMXP00005018744	ENSAMXG00005009716	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSBOP00000037992	ENSSBOG00000035054	Saimiri_boliviensis_boliviensis
ENSBIXP00000018498	ENSBIXG00000022348	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSCAP00000017825	ENSSCAG00000012927	Serinus_canaria
ENSUPAP00010001234	ENSUPAG00010001027	Urocitellus_parryii
ENSPPAP00000029913	ENSPPAG00000037962	Pan_paniscus
ENSCPBP00000038785	ENSCPBG00000026775	Chrysemys_picta_bellii
ENSCGRP00001014571	ENSCGRG00001015386	Cricetulus_griseus_CHOK1GS_HDv1
ENSDCDP00000019818	ENSDCDG00000015178	Denticeps_clupeoides
ENSORLP00015035352	ENSORLG00015021896	Oryzias_latipes_ASM223469v1
ENSMALP00000011931	ENSMALG00000008459	Monopterus_albus
ENSCJPP00005000911	ENSCJPG00005001004	Coturnix_japonica
ENSMMUP00000008520	ENSMMUG00000006464	Macaca_mulatta
MGP_PahariEiJ_P0066955	MGP_PahariEiJ_G0026062	Mus_pahari_strain_PAHARI_EIJ
ENSPFOP00000000121	ENSPFOG00000000135	Poecilia_formosa
ENSANAP00000011821	ENSANAG00000023826	Aotus_nancymaae
ENSIPUP00000008885	ENSIPUG00000006054	Ictalurus_punctatus
ENSPCIP00000011761	ENSPCIG00000009403	Phascolarctos_cinereus
ENSPPYP00000012320	ENSPPYG00000011031	Pongo_abelii
ENSHHUP00000035719	ENSHHUG00000022309	Hucho_hucho
ENSETEP00000004639	ENSETEG00000005706	Echinops_telfairi
ENSODEP00000021075	ENSODEG00000015535	Octodon_degus
ENSSMRP00000007332	ENSSMRG00000005888	Salvator_merianae
ENSFALP00000005465	ENSFALG00000005250	Ficedula_albicollis
ENSGAGP00000030281	ENSGAGG00000021816	Gopherus_agassizii
ENSNBRP00000000858	ENSNBRG00000000735	Neolamprologus_brichardi
ENSDNOP00000033311	ENSDNOG00000031801	Dasypus_novemcinctus
ENSBSLP00000053463	ENSBSLG00000025157	Betta_splendens
ENSSFOP00015000335	ENSSFOG00015000282	Scleropages_formosus
ENSORLP00000026982	ENSORLG00000016380	Oryzias_latipes_ASM223467v1
ENSLSDP00000019923	ENSLSDG00000014134	Lonchura_striata_domestica
ENSPMEP00000012758	ENSPMEG00000014985	Poecilia_mexicana
