ENSSPUP00000009551	ENSSPUG00000007412	Sphenodon_punctatus
ENSPCIP00000014664	ENSPCIG00000011429	Phascolarctos_cinereus	ENSPCIT00000018091
ENSCPRP00005010694	ENSCPRG00005007648	Crocodylus_porosus
ENSLBEP00000030158	ENSLBEG00000022790	Labrus_bergylta
ENSORLP00020021116	ENSORLG00020022642	Oryzias_latipes_ASM223471v1
ENSDNVP00000012303	ENSDNVG00000008682	Dromaius_novaehollandiae
ENSTTRP00000006827	ENSTTRG00000007215	Tursiops_truncatus
ENSGAGP00000036304	ENSGAGG00000025728	Gopherus_agassizii
ENSMLUP00000002673	ENSMLUG00000002946	Myotis_lucifugus
ENSETEP00000008331	ENSETEG00000010258	Echinops_telfairi
ENSPTIP00000012002	ENSPTIG00000012236	Panthera_tigris_altaica
ENSXCOP00000021643	ENSXCOG00000016181	Xiphophorus_couchianus
ENSAMXP00005048607	ENSAMXG00005022230	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSRROP00000005459	ENSRROG00000022514	Rhinopithecus_roxellana
ENSEASP00005033796	ENSEASG00005023124	Equus_asinus_asinus
ENSOCUP00000022816	ENSOCUG00000024595	Oryctolagus_cuniculus
ENSAOCP00000002523	ENSAOCG00000005668	Amphiprion_ocellaris
ENSARWP00000003931	ENSARWG00000002906	Apteryx_rowi
ENSJHYP00000008954	ENSJHYG00000007110	Junco_hyemalis
ENSFHEP00000015182	ENSFHEG00000016784	Fundulus_heteroclitus
ENSNVIP00000008399	ENSNVIG00000006685	Neovison_vison
ENSOANP00000029776	ENSOANG00000031376	Ornithorhynchus_anatinus
ENSGMOP00000018153	ENSGMOG00000016906	Gadus_morhua
ENSPREP00000015637	ENSPREG00000010482	Poecilia_reticulata
ENSXETP00000033873	ENSXETG00000015758	Xenopus_tropicalis
ENSPANP00000017353	ENSPANG00000011014	Papio_anubis
ENSBSLP00000034348	ENSBSLG00000016597	Betta_splendens
ENSXMAP00000009764	ENSXMAG00000009740	Xiphophorus_maculatus
ENSLACP00000022752	ENSLACG00000022130	Latimeria_chalumnae
ENSCCAP00000014259	ENSCCAG00000024940	Cebus_capucinus_imitator
ENSPFOP00000008395	ENSPFOG00000008388	Poecilia_formosa
ENSSDAP00000004320	ENSSDAG00000004058	Spermophilus_dauricus
ENSPMJP00000014828	ENSPMJG00000011246	Parus_major
ENSGAFP00000001522	ENSGAFG00000001072	Gambusia_affinis
ENSPCOP00000022332	ENSPCOG00000023253	Propithecus_coquereli
ENSCCNP00000005710	ENSCCNG00000006058	Castor_canadensis	ENSCCNT00000007519
ENSNBRP00000026025	ENSNBRG00000019931	Neolamprologus_brichardi
ENSNSUP00000016645	ENSNSUG00000012269	Notechis_scutatus
ENSOPRP00000008059	ENSOPRG00000008813	Ochotona_princeps
MGP_SPRETEiJ_P0039991	MGP_SPRETEiJ_G0020687	Mus_spretus_strain_SPRET/EiJ
ENSPCAP00000003242	ENSPCAG00000003486	Procavia_capensis
ENSOARP00000010286	ENSOARG00000009590	Ovis_aries
ENSMFAP00000044861	ENSMFAG00000002693	Macaca_fascicularis
ENSFALP00000002416	ENSFALG00000002321	Ficedula_albicollis
ENSLCOP00000012776	ENSLCOG00000009237	Lepidothrix_coronata
ENSMICP00000034457	ENSMICG00000026547	Microcebus_murinus
ENSLOCP00000011092	ENSLOCG00000009099	Lepisosteus_oculatus
ENSSHAP00000019507	ENSSHAG00000016569	Sarcophilus_harrisii	ENSSHAT00000019664
ENSSBOP00000020646	ENSSBOG00000026902	Saimiri_boliviensis_boliviensis
ENSCVAP00000024598	ENSCVAG00000008789	Cyprinodon_variegatus
ENSCSEP00000005949	ENSCSEG00000003841	Cynoglossus_semilaevis
ENSIPUP00000000052	ENSIPUG00000000068	Ictalurus_punctatus
ENSATEP00000034998	ENSATEG00000024053	Anabas_testudineus
ENSSMAP00000005466	ENSSMAG00000003375	Scophthalmus_maximus
ENSCPOP00000031732	ENSCPOG00000038012	Cavia_porcellus
ENSABRP00000015522	ENSABRG00000013622	Anser_brachyrhynchus
ENSGGOP00000006900	ENSGGOG00000007054	Gorilla_gorilla
ENSCAFP00020005295	ENSCAFG00020004344	Canis_lupus_dingo
ENSELUP00000025593	ENSELUG00000024237	Esox_lucius
ENSMEUP00000011422	ENSMEUG00000012535	Notamacropus_eugenii	ENSMEUT00000012562
ENSBBBP00000005847	ENSBBBG00000014496	Bison_bison_bison
ENSPNAP00000005101	ENSPNAG00000011397	Pygocentrus_nattereri
ENSHHUP00000025834	ENSHHUG00000016317	Hucho_hucho
ENSVPAP00000000702	ENSVPAG00000000762	Vicugna_pacos
ENSCHOP00000009029	ENSCHOG00000010197	Choloepus_hoffmanni
ENSSDUP00000021389	ENSSDUG00000015548	Seriola_dumerili
ENSAHAP00000027113	ENSAHAG00000018900	Apteryx_haastii
ENSDARP00000138006	ENSDARG00000104752	Danio_rerio
ENSPVIP00000010110	ENSPVIG00000008023	Pogona_vitticeps
ENSCABP00000005690	ENSCABG00000004287	Chelonoidis_abingdonii
ENSPMEP00000031391	ENSPMEG00000018491	Poecilia_mexicana
ENSMZEP00005034243	ENSMZEG00005025598	Maylandia_zebra
ENSMUSP00000037867	ENSMUSG00000038591	Mus_musculus_strain_reference_(CL57BL6)
ENSMVIP00005017909	ENSMVIG00005012743	Manacus_vitellinus
ENSMSIP00000026569	ENSMSIG00000022424	Mus_spicilegus
ENSRNOP00000011379	ENSRNOG00000008591	Rattus_norvegicus
ENSBIXP00005012474	ENSBIXG00005016710	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTGEP00000009265	ENSTGEG00000007640	Theropithecus_gelada
ENSSPAP00000013198	ENSSPAG00000010010	Stegastes_partitus
ENSLSDP00000004908	ENSLSDG00000003851	Lonchura_striata_domestica
ENSGALP00000069662	ENSGALG00000033144	Gallus_gallus
ENSFCAP00000031598	ENSFCAG00000038585	Felis_catus
ENSCHIP00000012651	ENSCHIG00000014341	Capra_hircus
ENSUMAP00000028491	ENSUMAG00000020700	Ursus_maritimus
ENSPLAP00000015524	ENSPLAG00000019465	Poecilia_latipinna
ENSBIXP00000013817	ENSBIXG00000018686	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMMMP00000000328	ENSMMMG00000000318	Marmota_marmota_marmota
MGP_CAROLIEiJ_P0038202	MGP_CAROLIEiJ_G0019790	Mus_caroli_strain_CAROLI_EIJ
ENSMUNP00000006091	ENSMUNG00000004933	Melopsittacus_undulatus
ENSLCAP00010003673	ENSLCAG00010001901	Lates_calcarifer
ENSSFOP00015006993	ENSSFOG00015004621	Scleropages_formosus
ENSSCAP00000009077	ENSSCAG00000006912	Serinus_canaria
ENSP00000332723	ENSG00000184374	Homo_sapiens
ENSTRUP00000050571	ENSTRUG00000022660	Takifugu_rubripes
ENSBTAP00000072523	ENSBTAG00000054331	Bos_taurus
ENSMGAP00000013176	ENSMGAG00000012507	Meleagris_gallopavo
ENSPNYP00000011661	ENSPNYG00000008846	Pundamilia_nyererei
ENSLCRP00005044959	ENSLCRG00005017202	Larimichthys_crocea
ENSSTOP00000001666	ENSSTOG00000001872	Ictidomys_tridecemlineatus
ENSHGLP00100013931	ENSHGLG00100010307	Heterocephalus_glaber_HetGla_1.0
ENSHBUP00000027933	ENSHBUG00000011431	Haplochromis_burtoni
ENSHGLP00000006506	ENSHGLG00000004760	Heterocephalus_glaber_HetGla_female_1.0
ENSACAP00000008306	ENSACAG00000008470	Anolis_carolinensis
ENSCATP00000006243	ENSCATG00000019671	Cercocebus_atys
ENSMNEP00000025603	ENSMNEG00000036282	Macaca_nemestrina
ENSPVAP00000015114	ENSPVAG00000016015	Pteropus_vampyrus
ENSMMOP00000011187	ENSMMOG00000008630	Mola_mola
ENSPTEP00000036495	ENSPTEG00000034290	Piliocolobus_tephrosceles
ENSVURP00010022278	ENSVURG00010017061	Vombatus_ursinus	ENSVURT00010025352
ENSACLP00000019921	ENSACLG00000013556	Astatotilapia_calliptera
ENSSARP00000012075	ENSSARG00000013378	Sorex_araneus
ENSMMUP00000000361	ENSMMUG00000000266	Macaca_mulatta
ENSVVUP00000021501	ENSVVUG00000015807	Vulpes_vulpes
ENSRBIP00000014113	ENSRBIG00000031148	Rhinopithecus_bieti
ENSMODP00000046176	ENSMODG00000049233	Monodelphis_domestica	ENSMODT00000073043
ENSNGAP00000021403	ENSNGAG00000020596	Nannospalax_galili
ENSSMRP00000027849	ENSSMRG00000021451	Salvator_merianae
ENSCGRP00000013389	ENSCGRG00000009724	Cricetulus_griseus_CriGri_1.0
ENSNMEP00000008149	ENSNMEG00000008010	Numida_meleagris
ENSPKIP00000001379	ENSPKIG00000019699	Paramormyrops_kingsleyae
ENSLAFP00000004296	ENSLAFG00000005130	Loxodonta_africana
ENSUPAP00010022788	ENSUPAG00010018089	Urocitellus_parryii
ENSJJAP00000016727	ENSJJAG00000018490	Jaculus_jaculus
ENSPPRP00000000359	ENSPPRG00000024879	Panthera_pardus
ENSEEUP00000008593	ENSEEUG00000009445	Erinaceus_europaeus
ENSDNOP00000020670	ENSDNOG00000041711	Dasypus_novemcinctus
ENSPSMP00000032236	ENSPSMG00000022326	Prolemur_simus
ENSMALP00000012819	ENSMALG00000009097	Monopterus_albus
ENSTBEP00000001239	ENSTBEG00000001433	Tupaia_belangeri
ENSDCDP00000046332	ENSDCDG00000029046	Denticeps_clupeoides
ENSCHAP00000004529	ENSCHAG00000002997	Clupea_harengus
ENSCPBP00000021412	ENSCPBG00000015387	Chrysemys_picta_bellii
ENSPTRP00000035111	ENSPTRG00000020529	Pan_troglodytes
ENSCCEP00000008070	ENSCCEG00000008387	Cyanistes_caeruleus
ENSPEMP00000028945	ENSPEMG00000028624	Peromyscus_maniculatus_bairdii
ENSMPUP00000001020	ENSMPUG00000001028	Mustela_putorius_furo
ENSPPYP00000021137	ENSPPYG00000018839	Pongo_abelii
ENSAPLP00000018909	ENSAPLG00000019811	Anas_platyrhynchos_platyrhynchos
ENSMLEP00000024412	ENSMLEG00000036370	Mandrillus_leucophaeus
ENSCAPP00000008041	ENSCAPG00000009819	Cavia_aperea
ENSAPOP00000001875	ENSAPOG00000003217	Acanthochromis_polyacanthus
ENSORLP00000006193	ENSORLG00000004920	Oryzias_latipes_ASM223467v1
ENSCGRP00015035092	ENSCGRG00015026360	Cricetulus_griseus_CriGri-PICR
ENSTSYP00000010636	ENSTSYG00000011596	Carlito_syrichta
ENSAOWP00000001434	ENSAOWG00000001028	Apteryx_owenii
ENSANAP00000015187	ENSANAG00000025495	Aotus_nancymaae
ENSORLP00015006108	ENSORLG00015006921	Oryzias_latipes_ASM223469v1
ENSCGRP00001000966	ENSCGRG00001000745	Cricetulus_griseus_CHOK1GS_HDv1
ENSAMXP00000032051	ENSAMXG00000033176	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSOGAP00000001815	ENSOGAG00000002035	Otolemur_garnettii
ENSCAFP00000038936	ENSCAFG00000031108	Canis_lupus_familiaris
ENSNPEP00000014959	ENSNPEG00000011174	Nothoprocta_perdicaria
ENSAMEP00000000417	ENSAMEG00000000398	Ailuropoda_melanoleuca
ENSPPAP00000041858	ENSPPAG00000043531	Pan_paniscus
ENSPSIP00000011903	ENSPSIG00000010714	Pelodiscus_sinensis
ENSEEEP00000001731	ENSEEEG00000001105	Electrophorus_electricus
ENSNLEP00000005936	ENSNLEG00000004892	Nomascus_leucogenys
ENSDORP00000004255	ENSDORG00000004545	Dipodomys_ordii	ENSDORT00000004545
ENSSSCP00000047369	ENSSSCG00000029324	Sus_scrofa_strain_reference
ENSCPGP00000016684	ENSCPGG00000011720	Calidris_pygmaea
ENSMAUP00000020675	ENSMAUG00000018641	Mesocricetus_auratus
