ENSLCRP00005033093	ENSLCRG00005013037	Larimichthys_crocea
ENSOCUP00000004805	ENSOCUG00000005537	Oryctolagus_cuniculus
ENSCHOP00000006791	ENSCHOG00000007674	Choloepus_hoffmanni
ENSIPUP00000025732	ENSIPUG00000017415	Ictalurus_punctatus
ENSMLUP00000016197	ENSMLUG00000017754	Myotis_lucifugus
ENSOARP00000008680	ENSOARG00000008093	Ovis_aries
ENSAMXP00000041920	ENSAMXG00000032289	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSRNOP00000075414	ENSRNOG00000019474	Rattus_norvegicus
ENSAOWP00000005609	ENSAOWG00000003840	Apteryx_owenii
ENSNBRP00000027787	ENSNBRG00000021176	Neolamprologus_brichardi
ENSSSCP00000001841	ENSSSCG00000001691	Sus_scrofa_strain_reference
ENSMUSP00000024762	ENSMUSG00000023966	Mus_musculus_strain_reference_(CL57BL6)
ENSFALP00000011862	ENSFALG00000011365	Ficedula_albicollis
ENSAMXP00000039826	ENSAMXG00000033044	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCCNP00000015665	ENSCCNG00000016063	Castor_canadensis
ENSGWIP00000049448	ENSGWIG00000024107	Gouania_willdenowi
ENSMALP00000024431	ENSMALG00000017031	Monopterus_albus
ENSPNYP00000019573	ENSPNYG00000014775	Pundamilia_nyererei
ENSSMRP00000007687	ENSSMRG00000006162	Salvator_merianae
ENSMMMP00000028170	ENSMMMG00000024563	Marmota_marmota_marmota
ENSPMJP00000020260	ENSPMJG00000015094	Parus_major
ENSCAFP00020014966	ENSCAFG00020012059	Canis_lupus_dingo
ENSSDAP00000000890	ENSSDAG00000000916	Spermophilus_dauricus
ENSMICP00000004610	ENSMICG00000005058	Microcebus_murinus
ENSPSIP00000015210	ENSPSIG00000013574	Pelodiscus_sinensis
ENSONIP00000000776	ENSONIG00000000611	Oreochromis_niloticus
ENSSFOP00015008590	ENSSFOG00015005596	Scleropages_formosus
ENSPNAP00000017226	ENSPNAG00000023447	Pygocentrus_nattereri
ENSOPRP00000007015	ENSOPRG00000007663	Ochotona_princeps
ENSVVUP00000040851	ENSVVUG00000029090	Vulpes_vulpes
ENSETEP00000001130	ENSETEG00000001402	Echinops_telfairi
ENSNLEP00000004709	ENSNLEG00000003901	Nomascus_leucogenys
ENSAPLP00000020407	ENSAPLG00000016326	Anas_platyrhynchos_platyrhynchos
ENSPVIP00000002301	ENSPVIG00000001983	Pogona_vitticeps
ENSTGEP00000037289	ENSTGEG00000029662	Theropithecus_gelada
ENSAPOP00000021872	ENSAPOG00000002716	Acanthochromis_polyacanthus
ENSCVAP00000023288	ENSCVAG00000006517	Cyprinodon_variegatus
ENSODEP00000020932	ENSODEG00000015426	Octodon_degus
ENSEBUP00000020186	ENSEBUG00000012527	Eptatretus_burgeri
ENSCJAP00000032005	ENSCJAG00000017374	Callithrix_jacchus
ENSPMGP00000000511	ENSPMGG00000000469	Periophthalmus_magnuspinnatus
ENSAPEP00000009670	ENSAPEG00000006962	Amphiprion_percula
ENSAPOP00000020457	ENSAPOG00000024030	Acanthochromis_polyacanthus
ENSSTOP00000020915	ENSSTOG00000028063	Ictidomys_tridecemlineatus
ENSNMEP00000019035	ENSNMEG00000016491	Numida_meleagris
ENSDNVP00000010862	ENSDNVG00000007666	Dromaius_novaehollandiae
ENSBSLP00000030885	ENSBSLG00000015142	Betta_splendens
ENSXETP00000012231	ENSXETG00000014623	Xenopus_tropicalis
ENSCPUP00000002918	ENSCPUG00000002224	Calidris_pugnax
ENSPREP00000018036	ENSPREG00000012200	Poecilia_reticulata
ENSPLAP00000024694	ENSPLAG00000000244	Poecilia_latipinna
ENSPCAP00000003863	ENSPCAG00000004140	Procavia_capensis
ENSBTAP00000012563	ENSBTAG00000009549	Bos_taurus
ENSCINP00000026516	ENSCING00000014743	Ciona_intestinalis
ENSNGAP00000021784	ENSNGAG00000020871	Nannospalax_galili
ENSCAFP00000033809	ENSCAFG00000001924	Canis_lupus_familiaris
ENSPCIP00000033496	ENSPCIG00000024854	Phascolarctos_cinereus
ENSLCAP00010038413	ENSLCAG00010017990	Lates_calcarifer
ENSMFAP00000033522	ENSMFAG00000003254	Macaca_fascicularis
ENSPFOP00000009071	ENSPFOG00000009103	Poecilia_formosa
ENSECRP00000003124	ENSECRG00000002130	Erpetoichthys_calabaricus
ENSACAP00000000527	ENSACAG00000000580	Anolis_carolinensis
ENSKMAP00000020034	ENSKMAG00000014898	Kryptolebias_marmoratus
ENSCSAVP00000013741	ENSCSAVG00000008058	Ciona_savignyi
ENSTSYP00000018109	ENSTSYG00000001381	Carlito_syrichta
ENSHHUP00000016462	ENSHHUG00000010228	Hucho_hucho
ENSEEEP00000051327	ENSEEEG00000024082	Electrophorus_electricus
ENSDARP00000017411	ENSDARG00000017355	Danio_rerio
ENSNVIP00000012653	ENSNVIG00000010032	Neovison_vison
ENSPMAP00000001986	ENSPMAG00000001811	Petromyzon_marinus
ENSMNEP00000046126	ENSMNEG00000045520	Macaca_nemestrina
ENSGWIP00000050458	ENSGWIG00000024520	Gouania_willdenowi
ENSPKIP00000032854	ENSPKIG00000012795	Paramormyrops_kingsleyae
ENSEASP00005004589	ENSEASG00005003482	Equus_asinus_asinus
ENSCPGP00000004522	ENSCPGG00000003305	Calidris_pygmaea
ENSLSDP00000014257	ENSLSDG00000010283	Lonchura_striata_domestica
ENSMPUP00000012773	ENSMPUG00000012871	Mustela_putorius_furo
ENSXMAP00000030957	ENSXMAG00000022474	Xiphophorus_maculatus
ENSUAMP00000017353	ENSUAMG00000013762	Ursus_americanus
ENSPMEP00000027501	ENSPMEG00000011915	Poecilia_mexicana
ENSOMEP00000016491	ENSOMEG00000018149	Oryzias_melastigma
ENSFDAP00000000907	ENSFDAG00000011030	Fukomys_damarensis
ENSCCEP00000002990	ENSCCEG00000003316	Cyanistes_caeruleus
ENSAPOP00000026385	ENSAPOG00000010139	Acanthochromis_polyacanthus
ENSORLP00015035428	ENSORLG00015022007	Oryzias_latipes_ASM223469v1
ENSCABP00000027047	ENSCABG00000019828	Chelonoidis_abingdonii	ENSCABT00000029617
ENSCCAP00000039871	ENSCCAG00000037740	Cebus_capucinus_imitator
ENSHGLP00100014170	ENSHGLG00100010476	Heterocephalus_glaber_HetGla_1.0
ENSECRP00000003038	ENSECRG00000002067	Erpetoichthys_calabaricus
ENSANAP00000032765	ENSANAG00000034070	Aotus_nancymaae
ENSBIXP00000004746	ENSBIXG00000011057	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGGOP00000029445	ENSGGOG00000006299	Gorilla_gorilla
ENSZALP00000013722	ENSZALG00000011354	Zonotrichia_albicollis
ENSATEP00000004461	ENSATEG00000003046	Anabas_testudineus
ENSACIP00000022896	ENSACIG00000017816	Amphilophus_citrinellus
ENSPANP00000022040	ENSPANG00000030372	Papio_anubis
MGP_CAROLIEiJ_P0044947	MGP_CAROLIEiJ_G0021657	Mus_caroli_strain_CAROLI_EIJ
ENSCHAP00000020444	ENSCHAG00000010295	Clupea_harengus
ENSMGAP00000016769	ENSMGAG00000015828	Meleagris_gallopavo
ENSCPOP00000019912	ENSCPOG00000020076	Cavia_porcellus
ENSUPAP00010004275	ENSUPAG00010003487	Urocitellus_parryii
ENSTBEP00000002966	ENSTBEG00000003421	Tupaia_belangeri
ENSAMXP00000042375	ENSAMXG00000033656	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMODP00000050968	ENSMODG00000018954	Monodelphis_domestica
ENSMUGP00000025866	ENSMUGG00000021587	Meriones_unguiculatus
ENSMAUP00000009753	ENSMAUG00000010828	Mesocricetus_auratus
ENSCGOP00000027137	ENSCGOG00000012748	Cottoperca_gobio
ENSJJAP00000018627	ENSJJAG00000019847	Jaculus_jaculus
ENSDNOP00000005495	ENSDNOG00000007094	Dasypus_novemcinctus
ENSLAFP00000000983	ENSLAFG00000001166	Loxodonta_africana
ENSFHEP00000007850	ENSFHEG00000009003	Fundulus_heteroclitus
ENSGALP00000016735	ENSGALG00000010299	Gallus_gallus
ENSHBUP00000012953	ENSHBUG00000014672	Haplochromis_burtoni
ENSBIXP00005001300	ENSBIXG00005029313	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSVURP00010006502	ENSVURG00010005039	Vombatus_ursinus
ENSOANP00000003106	ENSOANG00000001956	Ornithorhynchus_anatinus
ENSORLP00000021135	ENSORLG00000016898	Oryzias_latipes_ASM223467v1
ENSLCOP00000002190	ENSLCOG00000001714	Lepidothrix_coronata
ENSECRP00000003101	ENSECRG00000002101	Erpetoichthys_calabaricus
ENSGMOP00000013370	ENSGMOG00000012491	Gadus_morhua
ENSCLAP00000018521	ENSCLAG00000012706	Chinchilla_lanigera
ENSPTEP00000013261	ENSPTEG00000014872	Piliocolobus_tephrosceles
ENSTNIP00000003358	ENSTNIG00000000503	Tetraodon_nigroviridis
ENSPTIP00000002623	ENSPTIG00000005598	Panthera_tigris_altaica
ENSSDUP00000015964	ENSSDUG00000011648	Seriola_dumerili
ENSABRP00000023197	ENSABRG00000019585	Anser_brachyrhynchus
ENSBBBP00000024138	ENSBBBG00000004846	Bison_bison_bison
ENSMUNP00000010088	ENSMUNG00000007970	Melopsittacus_undulatus
ENSAMEP00000012772	ENSAMEG00000012125	Ailuropoda_melanoleuca
ENSCATP00000013391	ENSCATG00000030811	Cercocebus_atys
ENSCGRP00000013305	ENSCGRG00000009670	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000032793	ENSRBIG00000040189	Rhinopithecus_bieti
ENSCMIP00000009474	ENSCMIG00000005023	Callorhinchus_milii	ENSCMIT00000009732
ENSCAPP00000006677	ENSCAPG00000008782	Cavia_aperea
ENSGACP00000017661	ENSGACG00000013363	Gasterosteus_aculeatus
ENSPPAP00000036393	ENSPPAG00000040963	Pan_paniscus
ENSSCAP00000018709	ENSSCAG00000013509	Serinus_canaria
ENSNPEP00000010241	ENSNPEG00000007646	Nothoprocta_perdicaria
ENSCPRP00005016969	ENSCPRG00005011824	Crocodylus_porosus
ENSCSAP00000008303	ENSCSAG00000012119	Chlorocebus_sabaeus
ENSPSMP00000025989	ENSPSMG00000018228	Prolemur_simus
ENSBMUP00000015826	ENSBMUG00000012049	Bos_mutus
ENSCHIP00000012260	ENSCHIG00000014085	Capra_hircus
ENSPTRP00000087683	ENSPTRG00000052351	Pan_troglodytes
ENSP00000361238	ENSG00000172426	Homo_sapiens
ENSMLEP00000029228	ENSMLEG00000038825	Mandrillus_leucophaeus
ENSUMAP00000007685	ENSUMAG00000005912	Ursus_maritimus
ENSLACP00000012953	ENSLACG00000011407	Latimeria_chalumnae
ENSDORP00000013714	ENSDORG00000014581	Dipodomys_ordii
ENSLOCP00000019720	ENSLOCG00000016010	Lepisosteus_oculatus
ENSSBOP00000030891	ENSSBOG00000031703	Saimiri_boliviensis_boliviensis
ENSAHAP00000024609	ENSAHAG00000017155	Apteryx_haastii
ENSSPAP00000000040	ENSSPAG00000000039	Stegastes_partitus
ENSMEUP00000012736	ENSMEUG00000013968	Notamacropus_eugenii
ENSMMOP00000020064	ENSMMOG00000015246	Mola_mola
ENSMZEP00005019887	ENSMZEG00005014938	Maylandia_zebra
ENSHHUP00000041367	ENSHHUG00000025549	Hucho_hucho
ENSPPRP00000013561	ENSPPRG00000006715	Panthera_pardus
ENSMSIP00000014604	ENSMSIG00000012557	Mus_spicilegus
ENSECAP00000000498	ENSECAG00000000696	Equus_caballus
ENSAMXP00005039951	ENSAMXG00005018808	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMOCP00000002574	ENSMOCG00000002026	Microtus_ochrogaster
