FBpp0084375	FBgn0039417	Drosophila_melanogaster
ENSECRP00000025373	ENSECRG00000017167	Erpetoichthys_calabaricus
ENSLACP00000017525	ENSLACG00000015435	Latimeria_chalumnae
ENSCMIP00000005987	ENSCMIG00000003455	Callorhinchus_milii
ENSACAP00000000490	ENSACAG00000000541	Anolis_carolinensis
ENSPVIP00000019774	ENSPVIG00000015072	Pogona_vitticeps
ENSNSUP00000000667	ENSNSUG00000000649	Notechis_scutatus
ENSEBUP00000009939	ENSEBUG00000006375	Eptatretus_burgeri	ENSEBUT00000010472
ENSAPLP00000021093	ENSAPLG00000009481	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000012148	ENSCPUG00000008590	Calidris_pugnax
ENSABRP00000008841	ENSABRG00000007943	Anser_brachyrhynchus
ENSGALP00000064967	ENSGALG00000052538	Gallus_gallus
ENSCPGP00000015383	ENSCPGG00000010841	Calidris_pygmaea
ENSLSDP00000022329	ENSLSDG00000015780	Lonchura_striata_domestica
ENSLSDP00000011220	ENSLSDG00000008235	Lonchura_striata_domestica
ENSCCEP00000003758	ENSCCEG00000004200	Cyanistes_caeruleus
ENSCCEP00000003730	ENSCCEG00000004157	Cyanistes_caeruleus
ENSMVIP00005005631	ENSMVIG00005004305	Manacus_vitellinus
ENSAOWP00000021102	ENSAOWG00000014275	Apteryx_owenii
ENSAHAP00000023272	ENSAHAG00000016281	Apteryx_haastii
ENSARWP00000006402	ENSARWG00000004533	Apteryx_rowi
ENSDNVP00000025224	ENSDNVG00000017541	Dromaius_novaehollandiae
ENSGALP00000065363	ENSGALG00000049677	Gallus_gallus
ENSSMRP00000012807	ENSSMRG00000009994	Salvator_merianae
ENSCGRP00001015016	ENSCGRG00001015735	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015027266	ENSCGRG00015020671	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004772	ENSCGRG00000003507	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013988	ENSMAUG00000013874	Mesocricetus_auratus
ENSPEMP00000003812	ENSPEMG00000005590	Peromyscus_maniculatus_bairdii
ENSMOCP00000018204	ENSMOCG00000016569	Microtus_ochrogaster
MGP_SPRETEiJ_P0040469	MGP_SPRETEiJ_G0020828	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000028193	ENSMSIG00000023736	Mus_spicilegus
ENSMUSP00000023213	ENSMUSG00000022554	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0038659	MGP_CAROLIEiJ_G0019925	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042030	MGP_PahariEiJ_G0019935	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000047549	ENSRNOG00000029238	Rattus_norvegicus
ENSMUGP00000013236	ENSMUGG00000011488	Meriones_unguiculatus
ENSNGAP00000021902	ENSNGAG00000020947	Nannospalax_galili
ENSJJAP00000024565	ENSJJAG00000023992	Jaculus_jaculus
ENSCCNP00000029231	ENSCCNG00000028054	Castor_canadensis
ENSCLAP00000017332	ENSCLAG00000011902	Chinchilla_lanigera
ENSODEP00000017234	ENSODEG00000012697	Octodon_degus
ENSCPOP00000022354	ENSCPOG00000024253	Cavia_porcellus
ENSCAPP00000017191	ENSCAPG00000016915	Cavia_aperea
ENSHGLP00000025860	ENSHGLG00000018405	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003085	ENSFDAG00000012616	Fukomys_damarensis
ENSMMMP00000008230	ENSMMMG00000007379	Marmota_marmota_marmota
ENSSDAP00000014631	ENSSDAG00000013193	Spermophilus_dauricus
ENSSTOP00000021294	ENSSTOG00000022576	Ictidomys_tridecemlineatus
ENSUPAP00010029954	ENSUPAG00010023541	Urocitellus_parryii
ENSOCUP00000004913	ENSOCUG00000005665	Oryctolagus_cuniculus
ENSTBEP00000013807	ENSTBEG00000015899	Tupaia_belangeri
ENSPSMP00000036754	ENSPSMG00000025284	Prolemur_simus
ENSMICP00000035310	ENSMICG00000033791	Microcebus_murinus
ENSPCOP00000007827	ENSPCOG00000015173	Propithecus_coquereli
ENSOGAP00000006640	ENSOGAG00000007423	Otolemur_garnettii
ENSPTRP00000089528	ENSPTRG00000020683	Pan_troglodytes
ENSPPAP00000036084	ENSPPAG00000040830	Pan_paniscus
ENSP00000321320	ENSG00000235173	Homo_sapiens
ENSGGOP00000002343	ENSGGOG00000002379	Gorilla_gorilla
ENSPPYP00000021270	ENSPPYG00000018965	Pongo_abelii
ENSRBIP00000039529	ENSRBIG00000043223	Rhinopithecus_bieti
ENSCANP00000016282	ENSCANG00000031586	Colobus_angolensis_palliatus
ENSRROP00000011754	ENSRROG00000030205	Rhinopithecus_roxellana
ENSPTEP00000023624	ENSPTEG00000024306	Piliocolobus_tephrosceles
ENSTGEP00000022682	ENSTGEG00000018355	Theropithecus_gelada
ENSPANP00000019935	ENSPANG00000023180	Papio_anubis
ENSMLEP00000030458	ENSMLEG00000039432	Mandrillus_leucophaeus
ENSCATP00000035658	ENSCATG00000040683	Cercocebus_atys
ENSCSAP00000004941	ENSCSAG00000008696	Chlorocebus_sabaeus
ENSMFAP00000014210	ENSMFAG00000030202	Macaca_fascicularis
ENSMMUP00000065355	ENSMMUG00000014717	Macaca_mulatta
ENSMNEP00000040003	ENSMNEG00000042923	Macaca_nemestrina
ENSSBOP00000002451	ENSSBOG00000012882	Saimiri_boliviensis_boliviensis
ENSCCAP00000011555	ENSCCAG00000023544	Cebus_capucinus_imitator
ENSCJAP00000039914	ENSCJAG00000021446	Callithrix_jacchus
ENSANAP00000032674	ENSANAG00000034029	Aotus_nancymaae
ENSDORP00000018668	ENSDORG00000024733	Dipodomys_ordii
ENSOPRP00000002352	ENSOPRG00000002518	Ochotona_princeps
ENSTSYP00000007438	ENSTSYG00000008117	Carlito_syrichta
ENSBIXP00000006258	ENSBIXG00000012377	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005029666	ENSBIXG00005009638	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000020019	ENSBTAG00000039705	Bos_taurus
ENSBMUP00000032138	ENSBMUG00000023967	Bos_mutus
ENSCHIP00000029977	ENSCHIG00000024906	Capra_hircus
ENSOARP00000015712	ENSOARG00000014650	Ovis_aries
ENSSSCP00000045235	ENSSSCG00000026590	Sus_scrofa_strain_reference
ENSTTRP00000006075	ENSTTRG00000006418	Tursiops_truncatus
ENSECAP00000009044	ENSECAG00000011141	Equus_caballus
ENSEASP00005014618	ENSEASG00005010190	Equus_asinus_asinus
ENSPVAP00000006705	ENSPVAG00000007107	Pteropus_vampyrus
ENSMLUP00000022656	ENSMLUG00000029165	Myotis_lucifugus
ENSEEUP00000014375	ENSEEUG00000015748	Erinaceus_europaeus
ENSNVIP00000031235	ENSNVIG00000024038	Neovison_vison
ENSMPUP00000007020	ENSMPUG00000007077	Mustela_putorius_furo
ENSUMAP00000028613	ENSUMAG00000020791	Ursus_maritimus
ENSUAMP00000036720	ENSUAMG00000027813	Ursus_americanus
ENSAMEP00000006333	ENSAMEG00000006009	Ailuropoda_melanoleuca
ENSCAFP00020023986	ENSCAFG00020018870	Canis_lupus_dingo
ENSVVUP00000013053	ENSVVUG00000009569	Vulpes_vulpes
ENSPPRP00000022300	ENSPPRG00000012863	Panthera_pardus
ENSPTIP00000011693	ENSPTIG00000012032	Panthera_tigris_altaica
ENSFCAP00000021813	ENSFCAG00000028500	Felis_catus
ENSNLEP00000006593	ENSNLEG00000005452	Nomascus_leucogenys
ENSPCAP00000007385	ENSPCAG00000007903	Procavia_capensis
ENSLAFP00000008977	ENSLAFG00000010730	Loxodonta_africana
ENSETEP00000007246	ENSETEG00000008922	Echinops_telfairi
ENSDNOP00000030600	ENSDNOG00000042188	Dasypus_novemcinctus
ENSSARP00000013099	ENSSARG00000014479	Sorex_araneus
ENSPCIP00000002076	ENSPCIG00000001697	Phascolarctos_cinereus
ENSVURP00010032509	ENSVURG00010024806	Vombatus_ursinus
ENSMODP00000013184	ENSMODG00000010522	Monodelphis_domestica
ENSMEUP00000014430	ENSMEUG00000015805	Notamacropus_eugenii
ENSSHAP00000008397	ENSSHAG00000007278	Sarcophilus_harrisii
ENSOANP00000011875	ENSOANG00000007459	Ornithorhynchus_anatinus
ENSSPUP00000023275	ENSSPUG00000017861	Sphenodon_punctatus
ENSXETP00000001614	ENSXETG00000006580	Xenopus_tropicalis
ENSCHAP00000024838	ENSCHAG00000012163	Clupea_harengus
ENSFHEP00000031265	ENSFHEG00000017038	Fundulus_heteroclitus
ENSPMAP00000000562	ENSPMAG00000000508	Petromyzon_marinus	ENSPMAT00000000563
YGR187C_mRNA	YGR187C	Saccharomyces_cerevisiae_strain_S288C
