ENSTTRP00000013215	ENSTTRG00000013928	Tursiops_truncatus
ENSAMXP00005008197	ENSAMXG00005004770	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGALP00000067155	ENSGALG00000011182	Gallus_gallus
ENSGACP00000021284	ENSGACG00000016131	Gasterosteus_aculeatus
ENSCATP00000031937	ENSCATG00000039069	Cercocebus_atys
ENSNMEP00000020619	ENSNMEG00000017690	Numida_meleagris
ENSDNVP00000021016	ENSDNVG00000014715	Dromaius_novaehollandiae
ENSMALP00000008418	ENSMALG00000005972	Monopterus_albus
ENSCANP00000026691	ENSCANG00000036767	Colobus_angolensis_palliatus
ENSXCOP00000015296	ENSXCOG00000011583	Xiphophorus_couchianus
ENSPMJP00000002582	ENSPMJG00000002216	Parus_major
ENSECAP00000012173	ENSECAG00000014357	Equus_caballus
ENSATEP00000030580	ENSATEG00000021120	Anabas_testudineus
ENSEEEP00000039493	ENSEEEG00000018759	Electrophorus_electricus
ENSAPLP00000011451	ENSAPLG00000011635	Anas_platyrhynchos_platyrhynchos
ENSNSUP00000005208	ENSNSUG00000004185	Notechis_scutatus
ENSZALP00000002804	ENSZALG00000002933	Zonotrichia_albicollis
ENSPCAP00000012369	ENSPCAG00000013219	Procavia_capensis
ENSGAGP00000009490	ENSGAGG00000007509	Gopherus_agassizii
ENSMODP00000049507	ENSMODG00000005607	Monodelphis_domestica
ENSAPOP00000033238	ENSAPOG00000021731	Acanthochromis_polyacanthus
ENSHHUP00000091227	ENSHHUG00000052630	Hucho_hucho
ENSODEP00000000333	ENSODEG00000000295	Octodon_degus
ENSLCAP00010038396	ENSLCAG00010017982	Lates_calcarifer
ENSAPOP00000019498	ENSAPOG00000022986	Acanthochromis_polyacanthus
ENSACIP00000009441	ENSACIG00000007386	Amphilophus_citrinellus
ENSDNOP00000010108	ENSDNOG00000013023	Dasypus_novemcinctus
ENSSDUP00000018387	ENSSDUG00000013438	Seriola_dumerili
ENSGWIP00000005905	ENSGWIG00000003255	Gouania_willdenowi
ENSSPUP00000001688	ENSSPUG00000001294	Sphenodon_punctatus
ENSPNYP00000021875	ENSPNYG00000016506	Pundamilia_nyererei
ENSSDUP00000018426	ENSSDUG00000013455	Seriola_dumerili
ENSPLAP00000009676	ENSPLAG00000012488	Poecilia_latipinna
ENSJJAP00000004071	ENSJJAG00000008249	Jaculus_jaculus
ENSPSMP00000018099	ENSPSMG00000012841	Prolemur_simus
ENSTBEP00000012856	ENSTBEG00000014817	Tupaia_belangeri
ENSOPRP00000011593	ENSOPRG00000012690	Ochotona_princeps
ENSCGOP00000037048	ENSCGOG00000016988	Cottoperca_gobio
ENSORLP00015022455	ENSORLG00015001820	Oryzias_latipes_ASM223469v1
ENSHGLP00100008334	ENSHGLG00100006197	Heterocephalus_glaber_HetGla_1.0
ENSORLP00015020168	ENSORLG00015021277	Oryzias_latipes_ASM223469v1
ENSPMGP00000019943	ENSPMGG00000016155	Periophthalmus_magnuspinnatus
ENSPTEP00000008831	ENSPTEG00000010021	Piliocolobus_tephrosceles
ENSPNYP00000001491	ENSPNYG00000001178	Pundamilia_nyererei
ENSARWP00000019892	ENSARWG00000013628	Apteryx_rowi
ENSCHOP00000011451	ENSCHOG00000012915	Choloepus_hoffmanni
ENSAPEP00000014932	ENSAPEG00000010614	Amphiprion_percula
ENSPTRP00000032142	ENSPTRG00000018824	Pan_troglodytes
ENSRNOP00000073159	ENSRNOG00000059984	Rattus_norvegicus
ENSBMUP00000035198	ENSBMUG00000026192	Bos_mutus
ENSPNAP00000006010	ENSPNAG00000007177	Pygocentrus_nattereri
ENSPREP00000031612	ENSPREG00000021420	Poecilia_reticulata
ENSBIXP00005006234	ENSBIXG00005011768	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSANAP00000009216	ENSANAG00000022604	Aotus_nancymaae
ENSEEEP00000031609	ENSEEEG00000015115	Electrophorus_electricus
ENSMMOP00000020213	ENSMMOG00000015363	Mola_mola
ENSMGAP00000012818	ENSMGAG00000012198	Meleagris_gallopavo
ENSONIP00000021501	ENSONIG00000017050	Oreochromis_niloticus
ENSACIP00000014244	ENSACIG00000011078	Amphilophus_citrinellus
ENSXETP00000029635	ENSXETG00000007405	Xenopus_tropicalis
ENSLBEP00000000521	ENSLBEG00000000377	Labrus_bergylta
ENSPCIP00000027584	ENSPCIG00000020629	Phascolarctos_cinereus
ENSCVAP00000008675	ENSCVAG00000010557	Cyprinodon_variegatus
ENSCSEP00000020108	ENSCSEG00000012831	Cynoglossus_semilaevis
ENSSDUP00000018395	ENSSDUG00000013444	Seriola_dumerili
ENSONIP00000000251	ENSONIG00000000194	Oreochromis_niloticus
ENSAMXP00000015776	ENSAMXG00000015327	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000015776
ENSTGUP00000010098	ENSTGUG00000009780	Taeniopygia_guttata
ENSCLAP00000018331	ENSCLAG00000012564	Chinchilla_lanigera
ENSGWIP00000039281	ENSGWIG00000019959	Gouania_willdenowi
ENSDCDP00000049864	ENSDCDG00000030444	Denticeps_clupeoides	ENSDCDT00000061498
ENSHCOP00000011540	ENSHCOG00000014394	Hippocampus_comes
MGP_PahariEiJ_P0055094	MGP_PahariEiJ_G0023408	Mus_pahari_strain_PAHARI_EIJ
ENSMMUP00000027839	ENSMMUG00000021144	Macaca_mulatta
ENSSSCP00000025758	ENSSSCG00000027726	Sus_scrofa_strain_reference
ENSCVAP00000031896	ENSCVAG00000021554	Cyprinodon_variegatus
ENSDARP00000089996	ENSDARG00000020219	Danio_rerio
ENSTNIP00000008029	ENSTNIG00000005347	Tetraodon_nigroviridis
ENSMSIP00000033512	ENSMSIG00000028024	Mus_spicilegus
ENSHGLP00000003588	ENSHGLG00000002650	Heterocephalus_glaber_HetGla_female_1.0
ENSHHUP00000021826	ENSHHUG00000013661	Hucho_hucho
ENSLAFP00000000875	ENSLAFG00000001043	Loxodonta_africana
ENSRBIP00000004979	ENSRBIG00000022611	Rhinopithecus_bieti
ENSNBRP00000006965	ENSNBRG00000005342	Neolamprologus_brichardi
ENSPSIP00000010919	ENSPSIG00000009844	Pelodiscus_sinensis
ENSAMEP00000017989	ENSAMEG00000017019	Ailuropoda_melanoleuca
ENSCAFP00020025233	ENSCAFG00020019845	Canis_lupus_dingo
ENSCPBP00000016983	ENSCPBG00000012470	Chrysemys_picta_bellii
ENSCCEP00000001382	ENSCCEG00000001645	Cyanistes_caeruleus
ENSRROP00000012507	ENSRROG00000030557	Rhinopithecus_roxellana
ENSGGOP00000005392	ENSGGOG00000005504	Gorilla_gorilla
ENSMMOP00000017929	ENSMMOG00000013609	Mola_mola
ENSPMEP00000033138	ENSPMEG00000021512	Poecilia_mexicana
ENSELUP00000014956	ENSELUG00000014957	Esox_lucius
ENSABRP00000022962	ENSABRG00000019402	Anser_brachyrhynchus
ENSDARP00000013374	ENSDARG00000010791	Danio_rerio
ENSCGOP00000050116	ENSCGOG00000022270	Cottoperca_gobio
ENSDCDP00000042187	ENSDCDG00000027261	Denticeps_clupeoides
ENSFHEP00000009432	ENSFHEG00000010679	Fundulus_heteroclitus
ENSTSYP00000005404	ENSTSYG00000005912	Carlito_syrichta
ENSOGAP00000021712	ENSOGAG00000033932	Otolemur_garnettii
ENSCGRP00000012084	ENSCGRG00000008795	Cricetulus_griseus_CriGri_1.0
ENSLBEP00000010937	ENSLBEG00000008425	Labrus_bergylta
ENSFDAP00000005058	ENSFDAG00000014165	Fukomys_damarensis
ENSMAMP00000003111	ENSMAMG00000002124	Mastacembelus_armatus
ENSMNEP00000006458	ENSMNEG00000027461	Macaca_nemestrina
ENSAMXP00000001162	ENSAMXG00000001138	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPFOP00000029937	ENSPFOG00000014941	Poecilia_formosa
ENSMZEP00005007132	ENSMZEG00005005479	Maylandia_zebra
ENSELUP00000010387	ENSELUG00000010895	Esox_lucius
ENSP00000355718	ENSG00000198719	Homo_sapiens
ENSMUGP00000022255	ENSMUGG00000018673	Meriones_unguiculatus
ENSFALP00000003329	ENSFALG00000003196	Ficedula_albicollis
ENSSDUP00000000378	ENSSDUG00000000322	Seriola_dumerili
ENSPVIP00000002233	ENSPVIG00000001933	Pogona_vitticeps
ENSPKIP00000027054	ENSPKIG00000009254	Paramormyrops_kingsleyae
ENSACAP00000002665	ENSACAG00000002704	Anolis_carolinensis
ENSMVIP00005020468	ENSMVIG00005014465	Manacus_vitellinus
ENSSDAP00000014033	ENSSDAG00000012637	Spermophilus_dauricus
