ENSLBEP00000006754	ENSLBEG00000005191	Labrus_bergylta
ENSFDAP00000000708	ENSFDAG00000010889	Fukomys_damarensis
ENSHGLP00000018490	ENSHGLG00000013239	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000004624	ENSCPOG00000005140	Cavia_porcellus
ENSCAPP00000002561	ENSCAPG00000005534	Cavia_aperea
ENSCLAP00000010586	ENSCLAG00000007309	Chinchilla_lanigera
ENSOPRP00000009698	ENSOPRG00000010594	Ochotona_princeps
ENSVPAP00000010090	ENSVPAG00000010837	Vicugna_pacos
ENSOCUP00000017091	ENSOCUG00000026747	Oryctolagus_cuniculus
ENSCHOP00000008185	ENSCHOG00000009251	Choloepus_hoffmanni
ENSHGLP00100000569	ENSHGLG00100000480	Heterocephalus_glaber_HetGla_1.0
ENSPCAP00000000233	ENSPCAG00000000246	Procavia_capensis
ENSETEP00000003919	ENSETEG00000004793	Echinops_telfairi
ENSCHIP00000033521	ENSCHIG00000027053	Capra_hircus
ENSOARP00000006306	ENSOARG00000005881	Ovis_aries
ENSBIXP00000019037	ENSBIXG00000004439	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031312	ENSBIXG00005011664	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000066165	ENSBTAG00000021018	Bos_taurus
ENSBMUP00000034974	ENSBMUG00000026034	Bos_mutus
ENSBBBP00000013063	ENSBBBG00000008202	Bison_bison_bison
ENSTTRP00000009850	ENSTTRG00000010390	Tursiops_truncatus
ENSSSCP00000062380	ENSSSCG00000013538	Sus_scrofa_strain_reference
ENSECAP00000016437	ENSECAG00000018305	Equus_caballus
ENSEASP00005033768	ENSEASG00005023114	Equus_asinus_asinus
ENSMLUP00000014169	ENSMLUG00000015543	Myotis_lucifugus
ENSPVAP00000006840	ENSPVAG00000007251	Pteropus_vampyrus
ENSUMAP00000015170	ENSUMAG00000011144	Ursus_maritimus
ENSUAMP00000030059	ENSUAMG00000023100	Ursus_americanus
ENSAMEP00000007393	ENSAMEG00000006978	Ailuropoda_melanoleuca
ENSMPUP00000006561	ENSMPUG00000006615	Mustela_putorius_furo
ENSNVIP00000020051	ENSNVIG00000015567	Neovison_vison
ENSCAFP00000027546	ENSCAFG00000018667	Canis_lupus_familiaris
ENSCAFP00020024426	ENSCAFG00020019133	Canis_lupus_dingo
ENSVVUP00000037598	ENSVVUG00000026737	Vulpes_vulpes
ENSFCAP00000056868	ENSFCAG00000003731	Felis_catus
ENSPPRP00000015375	ENSPPRG00000008001	Panthera_pardus
ENSSBOP00000037545	ENSSBOG00000034871	Saimiri_boliviensis_boliviensis
ENSCJAP00000073351	ENSCJAG00000016627	Callithrix_jacchus
ENSCCAP00000015000	ENSCCAG00000025297	Cebus_capucinus_imitator
ENSPPYP00000021481	ENSPPYG00000019172	Pongo_abelii
ENSMMUP00000074485	ENSMMUG00000063104	Macaca_mulatta
ENSPTRP00000085373	ENSPTRG00000010364	Pan_troglodytes
ENSPPAP00000026618	ENSPPAG00000036395	Pan_paniscus
ENSP00000381216	ENSG00000088247	Homo_sapiens
ENSPPAP00000026633	ENSPPAG00000036398	Pan_paniscus
ENSGGOP00000024576	ENSGGOG00000007028	Gorilla_gorilla
ENSNLEP00000046077	ENSNLEG00000015923	Nomascus_leucogenys
ENSPTEP00000026540	ENSPTEG00000026581	Piliocolobus_tephrosceles
ENSCANP00000004521	ENSCANG00000015665	Colobus_angolensis_palliatus
ENSRROP00000015212	ENSRROG00000031782	Rhinopithecus_roxellana
ENSRBIP00000035971	ENSRBIG00000041605	Rhinopithecus_bieti
ENSMLEP00000012659	ENSMLEG00000030501	Mandrillus_leucophaeus
ENSCATP00000026058	ENSCATG00000036458	Cercocebus_atys
ENSMMUP00000007399	ENSMMUG00000005597	Macaca_mulatta
ENSMNEP00000027204	ENSMNEG00000036982	Macaca_nemestrina
ENSMFAP00000045160	ENSMFAG00000000292	Macaca_fascicularis
ENSTGEP00000024020	ENSTGEG00000019428	Theropithecus_gelada
ENSPANP00000005773	ENSPANG00000000103	Papio_anubis
ENSCSAP00000005873	ENSCSAG00000009626	Chlorocebus_sabaeus
ENSPPYP00000010601	ENSPPYG00000009454	Pongo_abelii
ENSANAP00000019671	ENSANAG00000027617	Aotus_nancymaae
ENSTSYP00000010601	ENSTSYG00000011552	Carlito_syrichta
ENSPCOP00000029587	ENSPCOG00000027506	Propithecus_coquereli
ENSPSMP00000014746	ENSPSMG00000010582	Prolemur_simus
ENSMICP00000037942	ENSMICG00000007863	Microcebus_murinus
ENSOGAP00000007223	ENSOGAG00000008073	Otolemur_garnettii
ENSDNOP00000032190	ENSDNOG00000046507	Dasypus_novemcinctus
ENSLAFP00000026615	ENSLAFG00000002426	Loxodonta_africana
ENSVURP00010021160	ENSVURG00010016137	Vombatus_ursinus
ENSVURP00010021228	ENSVURG00010016189	Vombatus_ursinus
ENSPCIP00000034481	ENSPCIG00000025516	Phascolarctos_cinereus
ENSMEUP00000015178	ENSMEUG00000016601	Notamacropus_eugenii
ENSMODP00000002379	ENSMODG00000001952	Monodelphis_domestica
ENSSHAP00000013315	ENSSHAG00000011383	Sarcophilus_harrisii
ENSOANP00000000448	ENSOANG00000000261	Ornithorhynchus_anatinus
ENSXETP00000021676	ENSXETG00000006240	Xenopus_tropicalis
ENSLACP00000002320	ENSLACG00000002072	Latimeria_chalumnae
ENSDCDP00000022112	ENSDCDG00000017076	Denticeps_clupeoides
ENSDCDP00000055806	ENSDCDG00000032913	Denticeps_clupeoides
ENSEEEP00000026667	ENSEEEG00000012744	Electrophorus_electricus
ENSHHUP00000058674	ENSHHUG00000034822	Hucho_hucho
ENSPKIP00000026688	ENSPKIG00000009065	Paramormyrops_kingsleyae
ENSGAGP00000026364	ENSGAGG00000019219	Gopherus_agassizii
ENSCABP00000008908	ENSCABG00000006701	Chelonoidis_abingdonii
ENSCPBP00000023804	ENSCPBG00000016987	Chrysemys_picta_bellii
ENSCPRP00005024779	ENSCPRG00005017210	Crocodylus_porosus
ENSPVIP00000003670	ENSPVIG00000003047	Pogona_vitticeps
ENSECAP00000042779	ENSECAG00000010867	Equus_caballus
ENSEASP00005024977	ENSEASG00005016990	Equus_asinus_asinus
ENSBTAP00000057696	ENSBTAG00000008926	Bos_taurus
ENSBIXP00000043876	ENSBIXG00000028054	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000001957	ENSBMUG00000001554	Bos_mutus
ENSCHIP00000011205	ENSCHIG00000013418	Capra_hircus
ENSUMAP00000007814	ENSUMAG00000006022	Ursus_maritimus
ENSUAMP00000006171	ENSUAMG00000004961	Ursus_americanus
ENSNVIP00000012307	ENSNVIG00000009724	Neovison_vison
ENSMPUP00000010711	ENSMPUG00000010799	Mustela_putorius_furo
ENSCAFP00000060971	ENSCAFG00000020361	Canis_lupus_familiaris
ENSCAFP00020019198	ENSCAFG00020015251	Canis_lupus_dingo
ENSVVUP00000042226	ENSVVUG00000030003	Vulpes_vulpes
ENSFCAP00000048804	ENSFCAG00000010330	Felis_catus
ENSPANP00000008690	ENSPANG00000004797	Papio_anubis
ENSMLEP00000018456	ENSMLEG00000032973	Mandrillus_leucophaeus
ENSCANP00000023290	ENSCANG00000034534	Colobus_angolensis_palliatus
ENSPTRP00000074615	ENSPTRG00000000888	Pan_troglodytes
ENSPPAP00000030818	ENSPPAG00000038243	Pan_paniscus
ENSGGOP00000044527	ENSGGOG00000027554	Gorilla_gorilla
ENSANAP00000001295	ENSANAG00000004931	Aotus_nancymaae
ENSMICP00000025996	ENSMICG00000014463	Microcebus_murinus
ENSOCUP00000036003	ENSOCUG00000002225	Oryctolagus_cuniculus
ENSDNOP00000026409	ENSDNOG00000013200	Dasypus_novemcinctus
ENSPCIP00000030925	ENSPCIG00000022984	Phascolarctos_cinereus
ENSXETP00000047321	ENSXETG00000018564	Xenopus_tropicalis
ENSLACP00000014252	ENSLACG00000012547	Latimeria_chalumnae
ENSCMIP00000039102	ENSCMIG00000016399	Callorhinchus_milii
ENSECRP00000028052	ENSECRG00000018811	Erpetoichthys_calabaricus
ENSEEEP00000012846	ENSEEEG00000006451	Electrophorus_electricus
ENSDCDP00000007039	ENSDCDG00000003715	Denticeps_clupeoides
