ENSSPUP00000006223	ENSSPUG00000004811	Sphenodon_punctatus
ENSNLEP00000012635	ENSNLEG00000010380	Nomascus_leucogenys
ENSPANP00000017396	ENSPANG00000026391	Papio_anubis
ENSMLEP00000023300	ENSMLEG00000035858	Mandrillus_leucophaeus
ENSCATP00000031307	ENSCATG00000038776	Cercocebus_atys
ENSMMUP00000064546	ENSMMUG00000053940	Macaca_mulatta
ENSMNEP00000038520	ENSMNEG00000042260	Macaca_nemestrina
ENSMFAP00000002496	ENSMFAG00000040293	Macaca_fascicularis
ENSTGEP00000022961	ENSTGEG00000018590	Theropithecus_gelada
ENSCSAP00000016188	ENSCSAG00000001842	Chlorocebus_sabaeus
ENSPTEP00000039578	ENSPTEG00000036591	Piliocolobus_tephrosceles
ENSRBIP00000032256	ENSRBIG00000039930	Rhinopithecus_bieti
ENSSBOP00000032830	ENSSBOG00000032598	Saimiri_boliviensis_boliviensis
ENSCCAP00000025461	ENSCCAG00000030517	Cebus_capucinus_imitator
ENSCJAP00000010793	ENSCJAG00000036601	Callithrix_jacchus
ENSANAP00000014410	ENSANAG00000025112	Aotus_nancymaae
ENSTSYP00000004981	ENSTSYG00000005436	Carlito_syrichta
ENSPCOP00000001990	ENSPCOG00000006126	Propithecus_coquereli
ENSPSMP00000029627	ENSPSMG00000020580	Prolemur_simus
ENSMICP00000011496	ENSMICG00000012628	Microcebus_murinus
ENSOGAP00000008039	ENSOGAG00000008966	Otolemur_garnettii
ENSSARP00000003908	ENSSARG00000004323	Sorex_araneus
ENSEEUP00000004087	ENSEEUG00000004510	Erinaceus_europaeus
ENSTTRP00000011759	ENSTTRG00000012396	Tursiops_truncatus	ENSTTRT00000012393
ENSSSCP00000055341	ENSSSCG00000027322	Sus_scrofa_strain_reference
ENSOARP00000000387	ENSOARG00000000389	Ovis_aries
ENSCHIP00000012809	ENSCHIG00000014425	Capra_hircus
ENSBIXP00000041825	ENSBIXG00000005342	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028477	ENSBIXG00005008152	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063937	ENSBTAG00000021443	Bos_taurus
ENSBMUP00000029098	ENSBMUG00000021780	Bos_mutus
ENSBBBP00000005221	ENSBBBG00000003071	Bison_bison_bison
ENSPPRP00000012241	ENSPPRG00000005838	Panthera_pardus
ENSPTIP00000013718	ENSPTIG00000013360	Panthera_tigris_altaica
ENSFCAP00000002285	ENSFCAG00000002484	Felis_catus
ENSUMAP00000001221	ENSUMAG00000001171	Ursus_maritimus
ENSUAMP00000017988	ENSUAMG00000014283	Ursus_americanus
ENSMLUP00000000515	ENSMLUG00000000569	Myotis_lucifugus
ENSEASP00005001261	ENSEASG00005001050	Equus_asinus_asinus
ENSECAP00000009758	ENSECAG00000011884	Equus_caballus
ENSCHOP00000001302	ENSCHOG00000001473	Choloepus_hoffmanni
ENSDNOP00000008116	ENSDNOG00000010495	Dasypus_novemcinctus
ENSLAFP00000000497	ENSLAFG00000000590	Loxodonta_africana
ENSPCAP00000005175	ENSPCAG00000005570	Procavia_capensis
ENSETEP00000014337	ENSETEG00000017654	Echinops_telfairi
