ENSCCNP00000005550	ENSCCNG00000005900	Castor_canadensis
ENSPEMP00000036481	ENSPEMG00000028214	Peromyscus_maniculatus_bairdii
ENSTSYP00000016504	ENSTSYG00000029594	Carlito_syrichta
ENSPSMP00000024676	ENSPSMG00000017388	Prolemur_simus
ENSPCOP00000003006	ENSPCOG00000009160	Propithecus_coquereli
ENSEASP00005030048	ENSEASG00005020450	Equus_asinus_asinus
ENSDNOP00000030320	ENSDNOG00000041130	Dasypus_novemcinctus
ENSUAMP00000022590	ENSUAMG00000017746	Ursus_americanus
ENSUMAP00000005370	ENSUMAG00000004269	Ursus_maritimus
ENSAMEP00000019753	ENSAMEG00000018698	Ailuropoda_melanoleuca
ENSMPUP00000020051	ENSMPUG00000020186	Mustela_putorius_furo
ENSNVIP00000016531	ENSNVIG00000012958	Neovison_vison
ENSCHIP00000003168	ENSCHIG00000007051	Capra_hircus
ENSCHIP00000010695	ENSCHIG00000013129	Capra_hircus
ENSOARP00000021398	ENSOARG00000019930	Ovis_aries
ENSBIXP00000035081	ENSBIXG00000000695	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041842	ENSBIXG00005004260	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000049505	ENSBTAG00000051081	Bos_taurus
ENSBMUP00000020555	ENSBMUG00000015478	Bos_mutus
ENSBBBP00000016735	ENSBBBG00000024885	Bison_bison_bison
ENSCHIP00000029301	ENSCHIG00000024500	Capra_hircus
ENSOARP00000021395	ENSOARG00000019927	Ovis_aries
ENSBIXP00000013300	ENSBIXG00000000698	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000012751	ENSBTAG00000048927	Bos_taurus
ENSCHIP00000029405	ENSCHIG00000024552	Capra_hircus
ENSBIXP00000035079	ENSBIXG00000000696	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSSCP00000064961	ENSSSCG00000047926	Sus_scrofa_strain_reference
ENSPTIP00000001244	ENSPTIG00000003229	Panthera_tigris_altaica
ENSPPRP00000027254	ENSPPRG00000018578	Panthera_pardus
ENSFCAP00000024493	ENSFCAG00000031893	Felis_catus
ENSUPAP00010005468	ENSUPAG00010004418	Urocitellus_parryii
ENSSDAP00000020425	ENSSDAG00000018614	Spermophilus_dauricus
ENSCAFP00020019026	ENSCAFG00020015109	Canis_lupus_dingo
ENSCAFP00000047942	ENSCAFG00000044439	Canis_lupus_familiaris
ENSVVUP00000008726	ENSVVUG00000006519	Vulpes_vulpes
ENSPTIP00000001224	ENSPTIG00000003208	Panthera_tigris_altaica
ENSPPRP00000027264	ENSPPRG00000018595	Panthera_pardus
ENSCAFP00000044392	ENSCAFG00000049907	Canis_lupus_familiaris
ENSCAFP00020019032	ENSCAFG00020015113	Canis_lupus_dingo
MGP_SPRETEiJ_P0080636	MGP_SPRETEiJ_G0030226	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0077361	MGP_CAROLIEiJ_G0029165	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045725	MGP_PahariEiJ_G0021034	Mus_pahari_strain_PAHARI_EIJ
ENSODEP00000012811	ENSODEG00000009478	Octodon_degus
ENSLAFP00000028892	ENSLAFG00000030184	Loxodonta_africana
ENSSHAP00000008354	ENSSHAG00000007237	Sarcophilus_harrisii
ENSSHAP00000008754	ENSSHAG00000007580	Sarcophilus_harrisii
ENSVURP00010025866	ENSVURG00010019811	Vombatus_ursinus
ENSPCIP00000025453	ENSPCIG00000019153	Phascolarctos_cinereus
ENSMODP00000007785	ENSMODG00000006273	Monodelphis_domestica
