ENSSCAP00000021119	ENSSCAG00000015217	Serinus_canaria
ENSCLAP00000003908	ENSCLAG00000002780	Chinchilla_lanigera
ENSHGLP00100024736	ENSHGLG00100018166	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006899	ENSHGLG00000005038	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000027961	ENSHGLG00000020070	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027580	ENSHGLG00100020683	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028740	ENSHGLG00000021105	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027252	ENSHGLG00100020302	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004956	ENSFDAG00000014072	Fukomys_damarensis
ENSCPOP00000011026	ENSCPOG00000012261	Cavia_porcellus
ENSCAPP00000014143	ENSCAPG00000014589	Cavia_aperea
ENSCAPP00000012791	ENSCAPG00000013560	Cavia_aperea
ENSCPOP00000027625	ENSCPOG00000035087	Cavia_porcellus
ENSUPAP00010004746	ENSUPAG00010003836	Urocitellus_parryii
ENSSDAP00000027480	ENSSDAG00000024900	Spermophilus_dauricus
ENSSTOP00000026024	ENSSTOG00000013054	Ictidomys_tridecemlineatus
ENSMMMP00000019206	ENSMMMG00000016982	Marmota_marmota_marmota
ENSOCUP00000026576	ENSOCUG00000006789	Oryctolagus_cuniculus
ENSOPRP00000001337	ENSOPRG00000001458	Ochotona_princeps
ENSTBEP00000008491	ENSTBEG00000009821	Tupaia_belangeri
ENSP00000366819	ENSG00000118939	Homo_sapiens
ENSPPAP00000022545	ENSPPAG00000034468	Pan_paniscus
ENSGGOP00000026441	ENSGGOG00000015683	Gorilla_gorilla
ENSNLEP00000032711	ENSNLEG00000027639	Nomascus_leucogenys
ENSCSAP00000013625	ENSCSAG00000017598	Chlorocebus_sabaeus
ENSCATP00000013841	ENSCATG00000030996	Cercocebus_atys
ENSMNEP00000021351	ENSMNEG00000034420	Macaca_nemestrina
ENSTGEP00000008910	ENSTGEG00000007334	Theropithecus_gelada
ENSTGEP00000004469	ENSTGEG00000003753	Theropithecus_gelada
ENSMFAP00000005886	ENSMFAG00000002583	Macaca_fascicularis
ENSPANP00000042563	ENSPANG00000006129	Papio_anubis
ENSMLEP00000013393	ENSMLEG00000030876	Mandrillus_leucophaeus
ENSRBIP00000031279	ENSRBIG00000039480	Rhinopithecus_bieti
ENSRROP00000035775	ENSRROG00000041349	Rhinopithecus_roxellana
ENSPTEP00000012028	ENSPTEG00000013516	Piliocolobus_tephrosceles
ENSCANP00000021408	ENSCANG00000034122	Colobus_angolensis_palliatus
ENSPPYP00000006173	ENSPPYG00000029901	Pongo_abelii
ENSMMUP00000004741	ENSMMUG00000003560	Macaca_mulatta
ENSCCAP00000018656	ENSCCAG00000027171	Cebus_capucinus_imitator
ENSSBOP00000025764	ENSSBOG00000029349	Saimiri_boliviensis_boliviensis
ENSSBOP00000012142	ENSSBOG00000022874	Saimiri_boliviensis_boliviensis
ENSCJAP00000075228	ENSCJAG00000046868	Callithrix_jacchus
ENSANAP00000020268	ENSANAG00000027922	Aotus_nancymaae
ENSTSYP00000032649	ENSTSYG00000010248	Carlito_syrichta
ENSPCOP00000004054	ENSPCOG00000012064	Propithecus_coquereli
ENSMICP00000025131	ENSMICG00000014333	Microcebus_murinus
ENSOGAP00000015328	ENSOGAG00000017114	Otolemur_garnettii
ENSEEUP00000005888	ENSEEUG00000006458	Erinaceus_europaeus
ENSSARP00000000012	ENSSARG00000000013	Sorex_araneus
ENSECAP00000032824	ENSECAG00000003783	Equus_caballus
ENSECAP00000021698	ENSECAG00000024190	Equus_caballus
ENSEASP00005022756	ENSEASG00005015511	Equus_asinus_asinus
ENSMLUP00000017579	ENSMLUG00000029518	Myotis_lucifugus
ENSMLUP00000003128	ENSMLUG00000003442	Myotis_lucifugus
ENSMLUP00000022690	ENSMLUG00000025999	Myotis_lucifugus
ENSPVAP00000011478	ENSPVAG00000012176	Pteropus_vampyrus
ENSTTRP00000003169	ENSTTRG00000003380	Tursiops_truncatus
ENSSSCP00000059821	ENSSSCG00000009466	Sus_scrofa_strain_reference
ENSVPAP00000010358	ENSVPAG00000011124	Vicugna_pacos
ENSOARP00000019214	ENSOARG00000017905	Ovis_aries
ENSOARP00000016868	ENSOARG00000015717	Ovis_aries
ENSCHIP00000018928	ENSCHIG00000018162	Capra_hircus
ENSBMUP00000027509	ENSBMUG00000020604	Bos_mutus
ENSBTAP00000065088	ENSBTAG00000008024	Bos_taurus
ENSBIXP00000017679	ENSBIXG00000021641	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000012812	ENSBBBG00000005532	Bison_bison_bison
ENSMPUP00000003169	ENSMPUG00000003202	Mustela_putorius_furo
ENSNVIP00000018674	ENSNVIG00000014646	Neovison_vison
ENSUMAP00000014748	ENSUMAG00000010846	Ursus_maritimus
ENSUAMP00000011894	ENSUAMG00000009645	Ursus_americanus
ENSAMEP00000012013	ENSAMEG00000011396	Ailuropoda_melanoleuca
ENSCAFP00020033093	ENSCAFG00020025692	Canis_lupus_dingo
ENSCAFP00000054418	ENSCAFG00000029050	Canis_lupus_familiaris
ENSVVUP00000024786	ENSVVUG00000018178	Vulpes_vulpes
ENSPPRP00000023402	ENSPPRG00000013693	Panthera_pardus
ENSPTIP00000020747	ENSPTIG00000018112	Panthera_tigris_altaica
ENSFCAP00000044792	ENSFCAG00000027839	Felis_catus
ENSPCAP00000000128	ENSPCAG00000000139	Procavia_capensis
ENSETEP00000006898	ENSETEG00000008487	Echinops_telfairi
ENSLAFP00000000485	ENSLAFG00000000580	Loxodonta_africana
ENSLACP00000012875	ENSLACG00000011335	Latimeria_chalumnae
ENSSFOP00015010167	ENSSFOG00015006539	Scleropages_formosus
ENSPKIP00000034232	ENSPKIG00000013632	Paramormyrops_kingsleyae
ENSDCDP00000025923	ENSDCDG00000019339	Denticeps_clupeoides
ENSCHAP00000023455	ENSCHAG00000011554	Clupea_harengus
ENSAMXP00005021079	ENSAMXG00005010908	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018029	ENSAMXG00000017512	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009818	ENSPNAG00000015387	Pygocentrus_nattereri
ENSEEEP00000011168	ENSEEEG00000005665	Electrophorus_electricus
ENSIPUP00000032921	ENSIPUG00000022130	Ictalurus_punctatus
ENSDARP00000095097	ENSDARG00000030177	Danio_rerio
ENSAOCP00000018077	ENSAOCG00000023314	Amphiprion_ocellaris
ENSAPEP00000006309	ENSAPEG00000004393	Amphiprion_percula
ENSAPOP00000017919	ENSAPOG00000021189	Acanthochromis_polyacanthus
ENSSPAP00000009247	ENSSPAG00000006919	Stegastes_partitus
ENSACLP00000039683	ENSACLG00000026701	Astatotilapia_calliptera
ENSMZEP00005029062	ENSMZEG00005021670	Maylandia_zebra
ENSPNYP00000016406	ENSPNYG00000012336	Pundamilia_nyererei
ENSHBUP00000006006	ENSHBUG00000001124	Haplochromis_burtoni
ENSNBRP00000002533	ENSNBRG00000001901	Neolamprologus_brichardi
ENSONIP00000008533	ENSONIG00000006758	Oreochromis_niloticus
ENSACIP00000027267	ENSACIG00000021040	Amphilophus_citrinellus
ENSCGOP00000033775	ENSCGOG00000015649	Cottoperca_gobio
ENSGACP00000002423	ENSGACG00000001846	Gasterosteus_aculeatus
ENSLBEP00000034843	ENSLBEG00000026181	Labrus_bergylta
ENSPFOP00000011351	ENSPFOG00000011340	Poecilia_formosa
ENSPLAP00000016074	ENSPLAG00000020131	Poecilia_latipinna
ENSPMEP00000026143	ENSPMEG00000009623	Poecilia_mexicana
ENSPREP00000009256	ENSPREG00000006257	Poecilia_reticulata
ENSXMAP00000011071	ENSXMAG00000011049	Xiphophorus_maculatus
ENSXCOP00000024942	ENSXCOG00000018624	Xiphophorus_couchianus
ENSGAFP00000031444	ENSGAFG00000021188	Gambusia_affinis
ENSFHEP00000009932	ENSFHEG00000011207	Fundulus_heteroclitus
ENSCVAP00000032210	ENSCVAG00000022234	Cyprinodon_variegatus
ENSKMAP00000004541	ENSKMAG00000003450	Kryptolebias_marmoratus
ENSORLP00020012418	ENSORLG00020013347	Oryzias_latipes_ASM223471v1
ENSORLP00000014213	ENSORLG00000011347	Oryzias_latipes_ASM223467v1
ENSORLP00015032084	ENSORLG00015016692	Oryzias_latipes_ASM223469v1
ENSOMEP00000012329	ENSOMEG00000013707	Oryzias_melastigma
ENSPRNP00000005987	ENSPRNG00000003594	Parambassis_ranga
ENSMMOP00000026061	ENSMMOG00000019769	Mola_mola
ENSTRUP00000026836	ENSTRUG00000019710	Takifugu_rubripes
ENSPMGP00000001169	ENSPMGG00000001050	Periophthalmus_magnuspinnatus
ENSMALP00000004489	ENSMALG00000003256	Monopterus_albus
ENSMAMP00000026561	ENSMAMG00000017833	Mastacembelus_armatus
ENSATEP00000010141	ENSATEG00000006977	Anabas_testudineus
ENSBSLP00000038041	ENSBSLG00000018543	Betta_splendens
ENSSDUP00000011882	ENSSDUG00000008647	Seriola_dumerili
ENSSLDP00000024087	ENSSLDG00000018771	Seriola_lalandi_dorsalis
ENSLCAP00010022786	ENSLCAG00010010680	Lates_calcarifer
ENSSMAP00000004562	ENSSMAG00000002832	Scophthalmus_maximus
ENSCSEP00000009535	ENSCSEG00000006102	Cynoglossus_semilaevis
ENSGWIP00000021475	ENSGWIG00000011584	Gouania_willdenowi
ENSHCOP00000016668	ENSHCOG00000020429	Hippocampus_comes
ENSGMOP00000021031	ENSGMOG00000019554	Gadus_morhua
ENSHHUP00000013094	ENSHHUG00000008010	Hucho_hucho
ENSELUP00000025979	ENSELUG00000001693	Esox_lucius
ENSLOCP00000014015	ENSLOCG00000011397	Lepisosteus_oculatus
ENSECRP00000026197	ENSECRG00000017705	Erpetoichthys_calabaricus
ENSCMIP00000021444	ENSCMIG00000009770	Callorhinchus_milii
ENSPMAP00000010826	ENSPMAG00000009850	Petromyzon_marinus
ENSEBUP00000003178	ENSEBUG00000002339	Eptatretus_burgeri
ENSCINP00000001241	ENSCING00000000673	Ciona_intestinalis
