ENSPTRP00000073102	ENSPTRG00000010682	Pan_troglodytes
ENSMEUP00000012228	ENSMEUG00000013397	Notamacropus_eugenii
ENSSLDP00000029304	ENSSLDG00000022619	Seriola_lalandi_dorsalis
ENSORLP00015011748	ENSORLG00015012579	Oryzias_latipes_ASM223469v1
ENSTTRP00000002347	ENSTTRG00000002504	Tursiops_truncatus
ENSAHAP00000020425	ENSAHAG00000014380	Apteryx_haastii	ENSAHAT00000022531
ENSACLP00000013891	ENSACLG00000009482	Astatotilapia_calliptera
ENSCABP00000005414	ENSCABG00000004073	Chelonoidis_abingdonii
ENSPANP00000010371	ENSPANG00000019796	Papio_anubis
ENSHCOP00000025394	ENSHCOG00000015706	Hippocampus_comes
ENSPMGP00000026536	ENSPMGG00000021403	Periophthalmus_magnuspinnatus
ENSNBRP00000028133	ENSNBRG00000021391	Neolamprologus_brichardi
ENSOANP00000011845	ENSOANG00000007438	Ornithorhynchus_anatinus
ENSEBUP00000018947	ENSEBUG00000011810	Eptatretus_burgeri
MGP_CAROLIEiJ_P0084851	MGP_CAROLIEiJ_G0031174	Mus_caroli_strain_CAROLI_EIJ
ENSPLAP00000023939	ENSPLAG00000009696	Poecilia_latipinna
ENSSDUP00000021286	ENSSDUG00000015491	Seriola_dumerili
ENSPREP00000015882	ENSPREG00000010707	Poecilia_reticulata
ENSAOWP00000020898	ENSAOWG00000014139	Apteryx_owenii	ENSAOWT00000023672
ENSCPUP00000024140	ENSCPUG00000016402	Calidris_pugnax	ENSCPUT00000028470
ENSDARP00000111239	ENSDARG00000060326	Danio_rerio
ENSPKIP00000017444	ENSPKIG00000003342	Paramormyrops_kingsleyae
ENSNGAP00000003412	ENSNGAG00000003824	Nannospalax_galili
ENSNMEP00000002694	ENSNMEG00000003342	Numida_meleagris
ENSFHEP00000008654	ENSFHEG00000009883	Fundulus_heteroclitus
ENSCPOP00000019073	ENSCPOG00000021897	Cavia_porcellus
ENSLCAP00010055078	ENSLCAG00010025704	Lates_calcarifer
ENSAPEP00000005550	ENSAPEG00000003964	Amphiprion_percula
ENSMNEP00000038172	ENSMNEG00000042105	Macaca_nemestrina
ENSTGUP00000015168	ENSTGUG00000014804	Taeniopygia_guttata
ENSLACP00000012025	ENSLACG00000010584	Latimeria_chalumnae
ENSOPRP00000009701	ENSOPRG00000010608	Ochotona_princeps
ENSCPBP00000016821	ENSCPBG00000012376	Chrysemys_picta_bellii
ENSXETP00000015417	ENSXETG00000000262	Xenopus_tropicalis
ENSXCOP00000010749	ENSXCOG00000008112	Xiphophorus_couchianus
ENSHGLP00000009473	ENSHGLG00000006800	Heterocephalus_glaber_HetGla_female_1.0
ENSMAMP00000024721	ENSMAMG00000016614	Mastacembelus_armatus
ENSCHAP00000013584	ENSCHAG00000007447	Clupea_harengus
ENSMODP00000023903	ENSMODG00000019153	Monodelphis_domestica
ENSCCAP00000035544	ENSCCAG00000035693	Cebus_capucinus_imitator
ENSECAP00000034977	ENSECAG00000000529	Equus_caballus
ENSPCIP00000036773	ENSPCIG00000027127	Phascolarctos_cinereus
ENSONIP00000005755	ENSONIG00000004571	Oreochromis_niloticus
ENSECRP00000019893	ENSECRG00000013348	Erpetoichthys_calabaricus
ENSEEEP00000013208	ENSEEEG00000006620	Electrophorus_electricus
ENSATEP00000009364	ENSATEG00000006590	Anabas_testudineus
ENSDCDP00000046343	ENSDCDG00000029052	Denticeps_clupeoides
ENSSSCP00000014764	ENSSSCG00000013884	Sus_scrofa_strain_reference
ENSMSIP00000038537	ENSMSIG00000032089	Mus_spicilegus
ENSAMXP00005046245	ENSAMXG00005021314	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000055045	ENSAMXG00000033838	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSABRP00000012856	ENSABRG00000011492	Anser_brachyrhynchus	ENSABRT00000018427
ENSBTAP00000019513	ENSBTAG00000020709	Bos_taurus
ENSMLUP00000002309	ENSMLUG00000002539	Myotis_lucifugus
