ENSSLDP00000017202	ENSSLDG00000013553	Seriola_lalandi_dorsalis
ENSDNOP00000002236	ENSDNOG00000002885	Dasypus_novemcinctus
ENSABRP00000004885	ENSABRG00000004359	Anser_brachyrhynchus
ENSFHEP00000026613	ENSFHEG00000009549	Fundulus_heteroclitus
ENSPNAP00000006731	ENSPNAG00000012765	Pygocentrus_nattereri
ENSPSMP00000013206	ENSPSMG00000009500	Prolemur_simus
ENSTGUP00000005650	ENSTGUG00000005428	Taeniopygia_guttata
ENSBBBP00000021202	ENSBBBG00000000997	Bison_bison_bison
ENSAOCP00000004926	ENSAOCG00000008436	Amphiprion_ocellaris
ENSMUNP00000000241	ENSMUNG00000000271	Melopsittacus_undulatus
ENSCPOP00000009748	ENSCPOG00000010852	Cavia_porcellus
ENSHCOP00000023763	ENSHCOG00000012639	Hippocampus_comes
ENSMLEP00000021088	ENSMLEG00000034728	Mandrillus_leucophaeus
ENSCGRP00015008815	ENSCGRG00015006752	Cricetulus_griseus_CriGri-PICR
ENSODEP00000021121	ENSODEG00000015567	Octodon_degus
ENSMMMP00000000098	ENSMMMG00000000043	Marmota_marmota_marmota
ENSHHUP00000056040	ENSHHUG00000033449	Hucho_hucho
ENSMICP00000021791	ENSMICG00000007753	Microcebus_murinus
ENSOARP00000003000	ENSOARG00000002821	Ovis_aries
ENSSFOP00015027828	ENSSFOG00015017838	Scleropages_formosus
ENSDCDP00000055630	ENSDCDG00000032606	Denticeps_clupeoides
ENSGWIP00000036050	ENSGWIG00000015206	Gouania_willdenowi
ENSEBUP00000007462	ENSEBUG00000004876	Eptatretus_burgeri
ENSACAP00000002183	ENSACAG00000001972	Anolis_carolinensis
ENSIPUP00000018380	ENSIPUG00000012450	Ictalurus_punctatus
ENSAOCP00000008306	ENSAOCG00000012321	Amphiprion_ocellaris
ENSSMRP00000014148	ENSSMRG00000011015	Salvator_merianae
ENSBSLP00000004029	ENSBSLG00000002075	Betta_splendens
ENSPKIP00000007321	ENSPKIG00000023256	Paramormyrops_kingsleyae
ENSXETP00000031593	ENSXETG00000010993	Xenopus_tropicalis
ENSMVIP00005016437	ENSMVIG00005011785	Manacus_vitellinus
ENSGAFP00000022990	ENSGAFG00000015526	Gambusia_affinis
ENSTRUP00000023970	ENSTRUG00000009537	Takifugu_rubripes
ENSTTRP00000009756	ENSTTRG00000010275	Tursiops_truncatus
ENSFDAP00000008748	ENSFDAG00000016944	Fukomys_damarensis
ENSMZEP00005021784	ENSMZEG00005016325	Maylandia_zebra
ENSACLP00000016770	ENSACLG00000011414	Astatotilapia_calliptera
ENSDNVP00000024497	ENSDNVG00000017014	Dromaius_novaehollandiae
ENSOCUP00000026605	ENSOCUG00000010030	Oryctolagus_cuniculus
ENSSSCP00000003005	ENSSSCG00000002786	Sus_scrofa_strain_reference
ENSPTRP00000056317	ENSPTRG00000008220	Pan_troglodytes
ENSAPOP00000020685	ENSAPOG00000024307	Acanthochromis_polyacanthus
MGP_SPRETEiJ_P0089287	MGP_SPRETEiJ_G0032592	Mus_spretus_strain_SPRET/EiJ
ENSBTAP00000001696	ENSBTAG00000001286	Bos_taurus
ENSBIXP00000009916	ENSBIXG00000002263	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGALP00000054619	ENSGALG00000030220	Gallus_gallus
ENSSTOP00000030734	ENSSTOG00000026655	Ictidomys_tridecemlineatus
ENSXETP00000053351	ENSXETG00000017670	Xenopus_tropicalis
ENSTSYP00000025144	ENSTSYG00000028878	Carlito_syrichta
ENSCSEP00000033206	ENSCSEG00000021316	Cynoglossus_semilaevis
ENSCGRP00001001403	ENSCGRG00001001125	Cricetulus_griseus_CHOK1GS_HDv1
ENSCAFP00000058156	ENSCAFG00000020374	Canis_lupus_familiaris
ENSCPUP00000015104	ENSCPUG00000010530	Calidris_pugnax
ENSRBIP00000018169	ENSRBIG00000033071	Rhinopithecus_bieti
ENSTNIP00000004253	ENSTNIG00000008815	Tetraodon_nigroviridis
ENSONIP00000012910	ENSONIG00000010266	Oreochromis_niloticus
ENSPPAP00000014710	ENSPPAG00000030509	Pan_paniscus
ENSCHIP00000032947	ENSCHIG00000026708	Capra_hircus
ENSMAUP00000020847	ENSMAUG00000018747	Mesocricetus_auratus
ENSCJAP00000030165	ENSCJAG00000016361	Callithrix_jacchus
ENSPCAP00000012477	ENSPCAG00000013300	Procavia_capensis
ENSKMAP00000028986	ENSKMAG00000021485	Kryptolebias_marmoratus
ENSSMAP00000019813	ENSSMAG00000012123	Scophthalmus_maximus
ENSMNEP00000027627	ENSMNEG00000037172	Macaca_nemestrina
ENSNMEP00000014636	ENSNMEG00000013105	Numida_meleagris
ENSOPRP00000013882	ENSOPRG00000015186	Ochotona_princeps
ENSAOWP00000026202	ENSAOWG00000017616	Apteryx_owenii
ENSLCOP00000021837	ENSLCOG00000015426	Lepidothrix_coronata
ENSCAPP00000006467	ENSCAPG00000008623	Cavia_aperea
ENSP00000498602	ENSG00000102890	Homo_sapiens
ENSMLUP00000001037	ENSMLUG00000001134	Myotis_lucifugus
ENSAPLP00000017911	ENSAPLG00000005842	Anas_platyrhynchos_platyrhynchos
ENSGACP00000018282	ENSGACG00000013830	Gasterosteus_aculeatus
ENSPPRP00000002698	ENSPPRG00000023242	Panthera_pardus
ENSAPOP00000015183	ENSAPOG00000018274	Acanthochromis_polyacanthus
ENSOANP00000023932	ENSOANG00000015197	Ornithorhynchus_anatinus
ENSOMEP00000018838	ENSOMEG00000020593	Oryzias_melastigma
ENSTGEP00000006489	ENSTGEG00000005318	Theropithecus_gelada
ENSSCAP00000007811	ENSSCAG00000005985	Serinus_canaria
ENSHHUP00000024903	ENSHHUG00000015520	Hucho_hucho
ENSSDAP00000018661	ENSSDAG00000017003	Spermophilus_dauricus
ENSNLEP00000005362	ENSNLEG00000004393	Nomascus_leucogenys
ENSMEUP00000011405	ENSMEUG00000012507	Notamacropus_eugenii
ENSCABP00000005141	ENSCABG00000003870	Chelonoidis_abingdonii	ENSCABT00000005599
ENSPMGP00000020973	ENSPMGG00000017004	Periophthalmus_magnuspinnatus
ENSGGOP00000011651	ENSGGOG00000011935	Gorilla_gorilla
ENSRNOP00000021362	ENSRNOG00000015800	Rattus_norvegicus
ENSAPEP00000000514	ENSAPEG00000000294	Amphiprion_percula
ENSECRP00000016310	ENSECRG00000010877	Erpetoichthys_calabaricus
ENSCATP00000022125	ENSCATG00000034679	Cercocebus_atys
ENSMMOP00000002790	ENSMMOG00000002239	Mola_mola
ENSCSAVP00000002205	ENSCSAVG00000001295	Ciona_savignyi
ENSANAP00000033407	ENSANAG00000034358	Aotus_nancymaae
ENSCAFP00020022901	ENSCAFG00020018084	Canis_lupus_dingo
ENSCPGP00000028479	ENSCPGG00000019584	Calidris_pygmaea
ENSCPGP00000028478	ENSCPGG00000019583	Calidris_pygmaea
ENSCCAP00000018377	ENSCCAG00000027018	Cebus_capucinus_imitator
ENSMSIP00000016691	ENSMSIG00000014196	Mus_spicilegus
ENSARWP00000027366	ENSARWG00000018455	Apteryx_rowi
ENSNVIP00000013277	ENSNVIG00000010475	Neovison_vison
ENSATEP00000022657	ENSATEG00000015694	Anabas_testudineus
ENSCINP00000027679	ENSCING00000000597	Ciona_intestinalis
ENSLOCP00000007566	ENSLOCG00000006255	Lepisosteus_oculatus
ENSMFAP00000039321	ENSMFAG00000038390	Macaca_fascicularis
ENSMOCP00000009757	ENSMOCG00000009955	Microtus_ochrogaster
ENSLCAP00010022529	ENSLCAG00010010566	Lates_calcarifer
ENSCLAP00000014152	ENSCLAG00000009770	Chinchilla_lanigera
ENSAHAP00000011587	ENSAHAG00000007680	Apteryx_haastii
ENSORLP00020028475	ENSORLG00020011993	Oryzias_latipes_ASM223471v1
ENSFALP00000007406	ENSFALG00000007082	Ficedula_albicollis
ENSELUP00000035350	ENSELUG00000014313	Esox_lucius
ENSSPAP00000006932	ENSSPAG00000005305	Stegastes_partitus
ENSSARP00000007516	ENSSARG00000008315	Sorex_araneus
ENSPVAP00000004993	ENSPVAG00000005275	Pteropus_vampyrus
ENSLACP00000014045	ENSLACG00000012363	Latimeria_chalumnae
ENSCGOP00000022310	ENSCGOG00000008680	Cottoperca_gobio
ENSMUGP00000019454	ENSMUGG00000016472	Meriones_unguiculatus
ENSXMAP00000002005	ENSXMAG00000001980	Xiphophorus_maculatus
ENSHHUP00000024687	ENSHHUG00000015510	Hucho_hucho
ENSMGAP00000002093	ENSMGAG00000002446	Meleagris_gallopavo
ENSCJPP00005014238	ENSCJPG00005011622	Coturnix_japonica
ENSNPEP00000019980	ENSNPEG00000014872	Nothoprocta_perdicaria
ENSHGLP00000019768	ENSHGLG00000014154	Heterocephalus_glaber_HetGla_female_1.0
ENSGMOP00000010114	ENSGMOG00000009455	Gadus_morhua
ENSCVAP00000025684	ENSCVAG00000010718	Cyprinodon_variegatus
ENSMMUP00000055839	ENSMMUG00000020259	Macaca_mulatta
ENSPLAP00000023740	ENSPLAG00000009331	Poecilia_latipinna
ENSPCIP00000023116	ENSPCIG00000017537	Phascolarctos_cinereus
ENSPFOP00000007066	ENSPFOG00000006816	Poecilia_formosa
ENSMZEP00005020817	ENSMZEG00005015616	Maylandia_zebra
ENSPTIP00000008465	ENSPTIG00000009736	Panthera_tigris_altaica
ENSSBOP00000006947	ENSSBOG00000020441	Saimiri_boliviensis_boliviensis
ENSUAMP00000020120	ENSUAMG00000015889	Ursus_americanus
ENSPVIP00000032976	ENSPVIG00000024139	Pogona_vitticeps
ENSCSAP00000000188	ENSCSAG00000003824	Chlorocebus_sabaeus
ENSFCAP00000048676	ENSFCAG00000009269	Felis_catus
ENSLBEP00000000197	ENSLBEG00000000163	Labrus_bergylta
ENSSHAP00000013288	ENSSHAG00000011361	Sarcophilus_harrisii
ENSDARP00000061737	ENSDARG00000042126	Danio_rerio
ENSDORP00000014247	ENSDORG00000015132	Dipodomys_ordii
ENSPCOP00000028139	ENSPCOG00000026658	Propithecus_coquereli
ENSMALP00000009872	ENSMALG00000006997	Monopterus_albus
ENSORLP00000045706	ENSORLG00000015675	Oryzias_latipes_ASM223467v1
