FBpp0312150	FBgn0035444	Drosophila_melanogaster
ENSSMAP00000022955	ENSSMAG00000014008	Scophthalmus_maximus
ENSPRNP00000033807	ENSPRNG00000017008	Parambassis_ranga
ENSSPAP00000011927	ENSSPAG00000009054	Stegastes_partitus
ENSATEP00000035821	ENSATEG00000024616	Anabas_testudineus
ENSHCOP00000021885	ENSHCOG00000009086	Hippocampus_comes
ENSSDUP00000010702	ENSSDUG00000007824	Seriola_dumerili
ENSTNIP00000000699	ENSTNIG00000011952	Tetraodon_nigroviridis
ENSPKIP00000017488	ENSPKIG00000003380	Paramormyrops_kingsleyae
ENSPKIP00000040188	ENSPKIG00000017255	Paramormyrops_kingsleyae
ENSHHUP00000035641	ENSHHUG00000022438	Hucho_hucho
ENSHHUP00000050720	ENSHHUG00000030590	Hucho_hucho
ENSELUP00000005869	ENSELUG00000006813	Esox_lucius
ENSCHAP00000021638	ENSCHAG00000010870	Clupea_harengus
ENSECRP00000030803	ENSECRG00000020903	Erpetoichthys_calabaricus
ENSMVIP00005004236	ENSMVIG00005003273	Manacus_vitellinus
ENSLCOP00000002811	ENSLCOG00000002160	Lepidothrix_coronata
ENSZALP00000002842	ENSZALG00000002961	Zonotrichia_albicollis
ENSGALP00000069881	ENSGALG00000041914	Gallus_gallus
ENSDNVP00000013369	ENSDNVG00000009441	Dromaius_novaehollandiae
ENSARWP00000026181	ENSARWG00000017768	Apteryx_rowi
ENSTGUP00000008917	ENSTGUG00000008663	Taeniopygia_guttata
ENSFALP00000014576	ENSFALG00000013968	Ficedula_albicollis
ENSCPRP00005007010	ENSCPRG00005004979	Crocodylus_porosus
ENSPSIP00000016946	ENSPSIG00000015097	Pelodiscus_sinensis
ENSPVIP00000006788	ENSPVIG00000005594	Pogona_vitticeps
ENSACAP00000001861	ENSACAG00000001948	Anolis_carolinensis
ENSNSUP00000028115	ENSNSUG00000020042	Notechis_scutatus
ENSSPUP00000000335	ENSSPUG00000000330	Sphenodon_punctatus
ENSSMRP00000025998	ENSSMRG00000020079	Salvator_merianae
ENSCABP00000003927	ENSCABG00000002964	Chelonoidis_abingdonii
ENSGAGP00000004952	ENSGAGG00000004054	Gopherus_agassizii
ENSCPBP00000028301	ENSCPBG00000020004	Chrysemys_picta_bellii
ENSMUNP00000008265	ENSMUNG00000006598	Melopsittacus_undulatus
ENSCPGP00000025116	ENSCPGG00000017299	Calidris_pygmaea
ENSLSDP00000005680	ENSLSDG00000004402	Lonchura_striata_domestica
ENSPMJP00000023340	ENSPMJG00000017242	Parus_major
ENSJHYP00000007516	ENSJHYG00000005988	Junco_hyemalis
ENSAPLP00000005735	ENSAPLG00000006151	Anas_platyrhynchos_platyrhynchos
ENSABRP00000012461	ENSABRG00000011161	Anser_brachyrhynchus
ENSNMEP00000008534	ENSNMEG00000008319	Numida_meleagris
ENSCJPP00005016549	ENSCJPG00005013582	Coturnix_japonica
ENSNPEP00000005177	ENSNPEG00000003922	Nothoprocta_perdicaria
ENSVURP00010022914	ENSVURG00010017562	Vombatus_ursinus
ENSVURP00010025627	ENSVURG00010019625	Vombatus_ursinus
ENSPCIP00000041454	ENSPCIG00000030298	Phascolarctos_cinereus
ENSMEUP00000014903	ENSMEUG00000016306	Notamacropus_eugenii
ENSMODP00000059464	ENSMODG00000041144	Monodelphis_domestica
ENSPCAP00000011098	ENSPCAG00000011948	Procavia_capensis
ENSLAFP00000025354	ENSLAFG00000031280	Loxodonta_africana
ENSBIXP00005010742	ENSBIXG00005015306	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000008813	ENSBIXG00000001774	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000019319	ENSBMUG00000014621	Bos_mutus
ENSBBBP00000017621	ENSBBBG00000010143	Bison_bison_bison
ENSCHIP00000002440	ENSCHIG00000005545	Capra_hircus
ENSSSCP00000056863	ENSSSCG00000037605	Sus_scrofa_strain_reference
ENSTTRP00000014880	ENSTTRG00000015705	Tursiops_truncatus
ENSEASP00005001561	ENSEASG00005001267	Equus_asinus_asinus
ENSECAP00000046365	ENSECAG00000031100	Equus_caballus
ENSCAFP00000022624	ENSCAFG00000015362	Canis_lupus_familiaris
ENSCAFP00020021249	ENSCAFG00020016791	Canis_lupus_dingo
ENSUAMP00000024073	ENSUAMG00000018829	Ursus_americanus
ENSPPRP00000003144	ENSPPRG00000022966	Panthera_pardus
ENSFCAP00000041901	ENSFCAG00000045373	Felis_catus
ENSMPUP00000016459	ENSMPUG00000016562	Mustela_putorius_furo
ENSNVIP00000008567	ENSNVIG00000006807	Neovison_vison
ENSAMEP00000009361	ENSAMEG00000008906	Ailuropoda_melanoleuca
ENSUMAP00000012235	ENSUMAG00000009119	Ursus_maritimus
ENSVVUP00000020523	ENSVVUG00000015104	Vulpes_vulpes
ENSOARP00000000820	ENSOARG00000000797	Ovis_aries
ENSBTAP00000063500	ENSBTAG00000022825	Bos_taurus
ENSMLUP00000017010	ENSMLUG00000029697	Myotis_lucifugus
ENSEEUP00000008980	ENSEEUG00000009880	Erinaceus_europaeus
ENSCPOP00000020651	ENSCPOG00000025281	Cavia_porcellus
ENSHGLP00000022403	ENSHGLG00000015979	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000014220	ENSODEG00000010514	Octodon_degus
ENSUPAP00010008551	ENSUPAG00010006894	Urocitellus_parryii
ENSMAUP00000000910	ENSMAUG00000000701	Mesocricetus_auratus
ENSCGRP00001002680	ENSCGRG00001003030	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000007253	ENSPEMG00000009259	Peromyscus_maniculatus_bairdii
ENSMOCP00000007774	ENSMOCG00000007653	Microtus_ochrogaster
ENSMUSP00000057263	ENSMUSG00000047843	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0074897	MGP_SPRETEiJ_G0029001	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0072081	MGP_CAROLIEiJ_G0027998	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060294	MGP_PahariEiJ_G0024569	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001336	ENSRNOG00000001009	Rattus_norvegicus
ENSMUGP00000018324	ENSMUGG00000015518	Meriones_unguiculatus
ENSNGAP00000011865	ENSNGAG00000013902	Nannospalax_galili
ENSSDAP00000021370	ENSSDAG00000019438	Spermophilus_dauricus
ENSSTOP00000020493	ENSSTOG00000021622	Ictidomys_tridecemlineatus
ENSMMMP00000007006	ENSMMMG00000006279	Marmota_marmota_marmota
ENSFDAP00000002880	ENSFDAG00000012465	Fukomys_damarensis
ENSCLAP00000017639	ENSCLAG00000012095	Chinchilla_lanigera
ENSHGLP00100009646	ENSHGLG00100007153	Heterocephalus_glaber_HetGla_1.0
ENSJJAP00000022412	ENSJJAG00000022483	Jaculus_jaculus
ENSMICP00000047141	ENSMICG00000043223	Microcebus_murinus
ENSMICP00000047864	ENSMICG00000046776	Microcebus_murinus
ENSPCOP00000000125	ENSPCOG00000000280	Propithecus_coquereli
ENSPSMP00000004350	ENSPSMG00000003477	Prolemur_simus
ENSOGAP00000000574	ENSOGAG00000000638	Otolemur_garnettii
ENSOGAP00000019904	ENSOGAG00000026020	Otolemur_garnettii
ENSMNEP00000000024	ENSMNEG00000000029	Macaca_nemestrina
ENSMFAP00000031869	ENSMFAG00000036994	Macaca_fascicularis
ENSCSAP00000013775	ENSCSAG00000017754	Chlorocebus_sabaeus
ENSTGEP00000017177	ENSTGEG00000013883	Theropithecus_gelada
ENSPANP00000018047	ENSPANG00000015667	Papio_anubis
ENSCATP00000033310	ENSCATG00000039656	Cercocebus_atys
ENSRBIP00000032529	ENSRBIG00000040061	Rhinopithecus_bieti
ENSRROP00000011735	ENSRROG00000030198	Rhinopithecus_roxellana
ENSPTEP00000019496	ENSPTEG00000020812	Piliocolobus_tephrosceles
ENSPTRP00000083910	ENSPTRG00000043928	Pan_troglodytes
ENSPTRP00000033245	ENSPTRG00000019436	Pan_troglodytes
ENSPPAP00000016961	ENSPPAG00000031565	Pan_paniscus
ENSGGOP00000009422	ENSGGOG00000009646	Gorilla_gorilla
ENSP00000297290	ENSG00000164713	Homo_sapiens
ENSPPYP00000023452	ENSPPYG00000025815	Pongo_abelii
ENSPPYP00000001296	ENSPPYG00000001118	Pongo_abelii
ENSPTRP00000086555	ENSPTRG00000052051	Pan_troglodytes
ENSCCAP00000008543	ENSCCAG00000022002	Cebus_capucinus_imitator
ENSCJAP00000060252	ENSCJAG00000031296	Callithrix_jacchus
ENSANAP00000019767	ENSANAG00000027654	Aotus_nancymaae
ENSMLEP00000028108	ENSMLEG00000038264	Mandrillus_leucophaeus
ENSCANP00000028957	ENSCANG00000038002	Colobus_angolensis_palliatus
ENSNLEP00000025045	ENSNLEG00000035321	Nomascus_leucogenys
ENSSBOP00000033374	ENSSBOG00000032858	Saimiri_boliviensis_boliviensis
ENSCCNP00000003687	ENSCCNG00000003922	Castor_canadensis
ENSXETP00000041507	ENSXETG00000002360	Xenopus_tropicalis
ENSLACP00000014267	ENSLACG00000012557	Latimeria_chalumnae
ENSCMIP00000012129	ENSCMIG00000006223	Callorhinchus_milii
