ENSMLUP00000014653	ENSMLUG00000016088	Myotis_lucifugus
ENSVURP00010003738	ENSVURG00010002989	Vombatus_ursinus	ENSVURT00010004235
ENSCHIP00000031444	ENSCHIG00000025792	Capra_hircus
ENSMMUP00000075136	ENSMMUG00000000075	Macaca_mulatta
ENSCPUP00000009166	ENSCPUG00000006533	Calidris_pugnax
ENSPVAP00000013988	ENSPVAG00000014842	Pteropus_vampyrus
ENSMZEP00005001951	ENSMZEG00005001574	Maylandia_zebra
ENSCAFP00000016423	ENSCAFG00000011160	Canis_lupus_familiaris
ENSSARP00000009044	ENSSARG00000010017	Sorex_araneus
ENSCHAP00000053523	ENSCHAG00000024333	Clupea_harengus
ENSHGLP00100017603	ENSHGLG00100012982	Heterocephalus_glaber_HetGla_1.0
ENSMOCP00000025544	ENSMOCG00000021625	Microtus_ochrogaster
ENSZALP00000023331	ENSZALG00000018045	Zonotrichia_albicollis
ENSPSMP00000001251	ENSPSMG00000000922	Prolemur_simus
ENSNLEP00000024705	ENSNLEG00000033297	Nomascus_leucogenys
ENSSTOP00000021536	ENSSTOG00000022670	Ictidomys_tridecemlineatus
ENSPMJP00000013959	ENSPMJG00000010597	Parus_major
ENSHGLP00100016415	ENSHGLG00100012120	Heterocephalus_glaber_HetGla_1.0
ENSVPAP00000003501	ENSVPAG00000003771	Vicugna_pacos
ENSSFOP00015015060	ENSSFOG00015009730	Scleropages_formosus
ENSAHAP00000018386	ENSAHAG00000013041	Apteryx_haastii
ENSORLP00000022461	ENSORLG00000017945	Oryzias_latipes_ASM223467v1
ENSMGAP00000015108	ENSMGAG00000014285	Meleagris_gallopavo
ENSFDAP00000008039	ENSFDAG00000016399	Fukomys_damarensis
ENSCGOP00000047551	ENSCGOG00000021314	Cottoperca_gobio
ENSCHOP00000008457	ENSCHOG00000009565	Choloepus_hoffmanni
ENSGMOP00000007750	ENSGMOG00000007256	Gadus_morhua
ENSHGLP00100000724	ENSHGLG00100000600	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000142	ENSHGLG00000000161	Heterocephalus_glaber_HetGla_female_1.0
ENSCABP00000024975	ENSCABG00000018383	Chelonoidis_abingdonii
ENSMUGP00000031413	ENSMUGG00000026130	Meriones_unguiculatus
ENSPANP00000008942	ENSPANG00000023829	Papio_anubis
ENSMUSP00000077779	ENSMUSG00000034158	Mus_musculus_strain_reference_(CL57BL6)
ENSMALP00000011298	ENSMALG00000008028	Monopterus_albus
ENSTNIP00000004711	ENSTNIG00000002251	Tetraodon_nigroviridis
ENSSBOP00000034724	ENSSBOG00000033532	Saimiri_boliviensis_boliviensis
Y42G9A.3a.3	WBGene00021533	Caenorhabditis_elegans_strain_N2
ENSMFAP00000033903	ENSMFAG00000003454	Macaca_fascicularis
ENSCJPP00005021738	ENSCJPG00005017363	Coturnix_japonica
ENSECRP00000008595	ENSECRG00000005763	Erpetoichthys_calabaricus
ENSMPUP00000008257	ENSMPUG00000008319	Mustela_putorius_furo
ENSXCOP00000025429	ENSXCOG00000018997	Xiphophorus_couchianus
ENSOGAP00000004139	ENSOGAG00000004634	Otolemur_garnettii
ENSAOWP00000020481	ENSAOWG00000013862	Apteryx_owenii
ENSBIXP00000038311	ENSBIXG00000022106	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSPUP00000022491	ENSSPUG00000017254	Sphenodon_punctatus
ENSPCIP00000025187	ENSPCIG00000018940	Phascolarctos_cinereus	ENSPCIT00000031002
ENSACAP00000011276	ENSACAG00000011532	Anolis_carolinensis
ENSSDUP00000006139	ENSSDUG00000004505	Seriola_dumerili
ENSMSIP00000021727	ENSMSIG00000018454	Mus_spicilegus
ENSCLAP00000020252	ENSCLAG00000013874	Chinchilla_lanigera
ENSTBEP00000013630	ENSTBEG00000015702	Tupaia_belangeri
ENSRROP00000028993	ENSRROG00000038299	Rhinopithecus_roxellana
ENSECAP00000000004	ENSECAG00000000010	Equus_caballus
ENSMICP00000051647	ENSMICG00000049536	Microcebus_murinus
ENSNBRP00000009292	ENSNBRG00000007254	Neolamprologus_brichardi
ENSPMGP00000001583	ENSPMGG00000001423	Periophthalmus_magnuspinnatus
ENSTRUP00000056565	ENSTRUG00000024251	Takifugu_rubripes
ENSBIXP00005006832	ENSBIXG00005012232	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSEEUP00000000636	ENSEEUG00000000718	Erinaceus_europaeus
ENSUAMP00000004426	ENSUAMG00000004058	Ursus_americanus
ENSHHUP00000044815	ENSHHUG00000027398	Hucho_hucho
ENSONIP00000018104	ENSONIG00000014400	Oreochromis_niloticus
ENSBSLP00000047984	ENSBSLG00000022827	Betta_splendens
ENSBBBP00000007606	ENSBBBG00000015618	Bison_bison_bison
ENSDNOP00000029754	ENSDNOG00000031178	Dasypus_novemcinctus
ENSPLAP00000030283	ENSPLAG00000021231	Poecilia_latipinna
ENSCGRP00015022123	ENSCGRG00015016856	Cricetulus_griseus_CriGri-PICR
ENSMUNP00000003994	ENSMUNG00000003345	Melopsittacus_undulatus
ENSLCOP00000001861	ENSLCOG00000001483	Lepidothrix_coronata
ENSOPRP00000015542	ENSOPRG00000017027	Ochotona_princeps
ENSAOCP00000007072	ENSAOCG00000010783	Amphiprion_ocellaris
ENSMMOP00000026342	ENSMMOG00000019968	Mola_mola
ENSPREP00000001093	ENSPREG00000000835	Poecilia_reticulata
ENSTGEP00000006325	ENSTGEG00000005190	Theropithecus_gelada
ENSLAFP00000014884	ENSLAFG00000017752	Loxodonta_africana
ENSMVIP00005016407	ENSMVIG00005011794	Manacus_vitellinus
ENSFCAP00000021627	ENSFCAG00000025394	Felis_catus
ENSCAFP00020008058	ENSCAFG00020006515	Canis_lupus_dingo
ENSTSYP00000000992	ENSTSYG00000001074	Carlito_syrichta
ENSMLEP00000039982	ENSMLEG00000044006	Mandrillus_leucophaeus
ENSPFOP00000026214	ENSPFOG00000022308	Poecilia_formosa
ENSCJAP00000016074	ENSCJAG00000008751	Callithrix_jacchus
ENSSCAP00000013091	ENSSCAG00000009753	Serinus_canaria
ENSATEP00000017281	ENSATEG00000012036	Anabas_testudineus
ENSOARP00000021343	ENSOARG00000019879	Ovis_aries
ENSSHAP00000002207	ENSSHAG00000001963	Sarcophilus_harrisii
ENSGWIP00000030145	ENSGWIG00000015699	Gouania_willdenowi
ENSMODP00000022720	ENSMODG00000018222	Monodelphis_domestica	ENSMODT00000023119
ENSPCOP00000001064	ENSPCOG00000003421	Propithecus_coquereli
ENSSFOP00015019080	ENSSFOG00015012285	Scleropages_formosus
ENSCANP00000017936	ENSCANG00000032417	Colobus_angolensis_palliatus
ENSECRP00000030811	ENSECRG00000020907	Erpetoichthys_calabaricus
ENSGAGP00000010000	ENSGAGG00000007851	Gopherus_agassizii
ENSABRP00000011549	ENSABRG00000010349	Anser_brachyrhynchus
ENSPEMP00000010535	ENSPEMG00000011494	Peromyscus_maniculatus_bairdii
ENSOMEP00000007246	ENSOMEG00000008345	Oryzias_melastigma
ENSETEP00000001586	ENSETEG00000001962	Echinops_telfairi
ENSLSDP00000008556	ENSLSDG00000006381	Lonchura_striata_domestica
ENSCPGP00000012273	ENSCPGG00000008721	Calidris_pygmaea
ENSACIP00000000912	ENSACIG00000000785	Amphilophus_citrinellus
ENSMAUP00000014923	ENSMAUG00000014544	Mesocricetus_auratus
ENSLBEP00000028629	ENSLBEG00000021687	Labrus_bergylta
ENSORLP00015027993	ENSORLG00015010377	Oryzias_latipes_ASM223469v1
ENSODEP00000006963	ENSODEG00000005193	Octodon_degus	ENSODET00000007069
FBpp0307841	FBgn0052687	Drosophila_melanogaster
ENSPTEP00000018728	ENSPTEG00000020134	Piliocolobus_tephrosceles
ENSNGAP00000025236	ENSNGAG00000023258	Nannospalax_galili
ENSCPRP00005004788	ENSCPRG00005003456	Crocodylus_porosus
ENSBTAP00000044349	ENSBTAG00000033170	Bos_taurus
ENSELUP00000040131	ENSELUG00000020505	Esox_lucius
ENSCVAP00000027542	ENSCVAG00000013956	Cyprinodon_variegatus
ENSFALP00000005538	ENSFALG00000005324	Ficedula_albicollis
ENSCCNP00000000310	ENSCCNG00000000365	Castor_canadensis
ENSDARP00000087316	ENSDARG00000063509	Danio_rerio
ENSEEEP00000050078	ENSEEEG00000023552	Electrophorus_electricus
ENSHGLP00100004534	ENSHGLG00100003425	Heterocephalus_glaber_HetGla_1.0
ENSLOCP00000008478	ENSLOCG00000007004	Lepisosteus_oculatus
ENSNPEP00000008794	ENSNPEG00000006611	Nothoprocta_perdicaria
ENSPNAP00000033069	ENSPNAG00000021464	Pygocentrus_nattereri
ENSXETP00000004577	ENSXETG00000003805	Xenopus_tropicalis
MGP_PahariEiJ_P0028937	MGP_PahariEiJ_G0016434	Mus_pahari_strain_PAHARI_EIJ
ENSCMIP00000000863	ENSCMIG00000000584	Callorhinchus_milii
ENSPMEP00000004788	ENSPMEG00000006077	Poecilia_mexicana
ENSNVIP00000015112	ENSNVIG00000011860	Neovison_vison
ENSKMAP00000029566	ENSKMAG00000021893	Kryptolebias_marmoratus
ENSUMAP00000035149	ENSUMAG00000025261	Ursus_maritimus
ENSPEMP00000031514	ENSPEMG00000025730	Peromyscus_maniculatus_bairdii
ENSEASP00005018127	ENSEASG00005012522	Equus_asinus_asinus
ENSCAPP00000010828	ENSCAPG00000012015	Cavia_aperea
ENSHGLP00000002829	ENSHGLG00000002120	Heterocephalus_glaber_HetGla_female_1.0
ENSGGOP00000006438	ENSGGOG00000006581	Gorilla_gorilla
ENSAMXP00000044993	ENSAMXG00000030089	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCGRP00000017073	ENSCGRG00000012420	Cricetulus_griseus_CriGri_1.0
ENSPSIP00000011471	ENSPSIG00000010373	Pelodiscus_sinensis
ENSRNOP00000037105	ENSRNOG00000027151	Rattus_norvegicus
ENSEASP00005012853	ENSEASG00005008986	Equus_asinus_asinus
ENSGACP00000004775	ENSGACG00000003643	Gasterosteus_aculeatus
ENSARWP00000009576	ENSARWG00000006685	Apteryx_rowi
ENSTTRP00000015789	ENSTTRG00000016655	Tursiops_truncatus
ENSEBUP00000014210	ENSEBUG00000008957	Eptatretus_burgeri
ENSCPOP00000006357	ENSCPOG00000007047	Cavia_porcellus	ENSCPOT00000007117
ENSDCDP00000002490	ENSDCDG00000001322	Denticeps_clupeoides
ENSVVUP00000030527	ENSVVUG00000022270	Vulpes_vulpes
ENSCCAP00000009058	ENSCCAG00000022283	Cebus_capucinus_imitator
ENSPPRP00000005100	ENSPPRG00000000972	Panthera_pardus
ENSDCDP00000034177	ENSDCDG00000023144	Denticeps_clupeoides
ENSXMAP00000027094	ENSXMAG00000029281	Xiphophorus_maculatus
ENSAMEP00000007320	ENSAMEG00000006946	Ailuropoda_melanoleuca
ENSP00000295628	ENSG00000163428	Homo_sapiens
ENSEEEP00000000866	ENSEEEG00000000593	Electrophorus_electricus
ENSANAP00000028277	ENSANAG00000031980	Aotus_nancymaae
ENSHCOP00000019719	ENSHCOG00000005255	Hippocampus_comes
ENSMNEP00000045226	ENSMNEG00000045148	Macaca_nemestrina
ENSGALP00000049936	ENSGALG00000033186	Gallus_gallus
ENSHGLP00000016034	ENSHGLG00000011467	Heterocephalus_glaber_HetGla_female_1.0
ENSTGUP00000013772	ENSTGUG00000013378	Taeniopygia_guttata
ENSCSAP00000003408	ENSCSAG00000007132	Chlorocebus_sabaeus
ENSSLDP00000000025	ENSSLDG00000000051	Seriola_lalandi_dorsalis
ENSPTRP00000026322	ENSPTRG00000015268	Pan_troglodytes
ENSPNYP00000027461	ENSPNYG00000020690	Pundamilia_nyererei
ENSFHEP00000015032	ENSFHEG00000016631	Fundulus_heteroclitus
ENSSSCP00000043559	ENSSSCG00000034616	Sus_scrofa_strain_reference
ENSHBUP00000002574	ENSHBUG00000003791	Haplochromis_burtoni
