ENSBIXP00005025946	ENSBIXG00005028363	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015009886	ENSORLG00015010702	Oryzias_latipes_ASM223469v1
ENSORLP00000000452	ENSORLG00000000368	Oryzias_latipes_ASM223467v1
ENSOMEP00000018637	ENSOMEG00000020373	Oryzias_melastigma
ENSCSEP00000024557	ENSCSEG00000015687	Cynoglossus_semilaevis
ENSSMAP00000007238	ENSSMAG00000004482	Scophthalmus_maximus
ENSGACP00000006511	ENSGACG00000004929	Gasterosteus_aculeatus
ENSTNIP00000014114	ENSTNIG00000011179	Tetraodon_nigroviridis
ENSTRUP00000005444	ENSTRUG00000002363	Takifugu_rubripes
ENSACLP00000016708	ENSACLG00000011389	Astatotilapia_calliptera
ENSPNYP00000012084	ENSPNYG00000009185	Pundamilia_nyererei
ENSHBUP00000015271	ENSHBUG00000017185	Haplochromis_burtoni
ENSMZEP00005033313	ENSMZEG00005024862	Maylandia_zebra
ENSONIP00000026256	ENSONIG00000020953	Oreochromis_niloticus
ENSNBRP00000006459	ENSNBRG00000005088	Neolamprologus_brichardi
ENSACIP00000027513	ENSACIG00000021329	Amphilophus_citrinellus
ENSPRNP00000013959	ENSPRNG00000007620	Parambassis_ranga
ENSPREP00000009939	ENSPREG00000006769	Poecilia_reticulata
ENSPLAP00000025811	ENSPLAG00000013103	Poecilia_latipinna
ENSPFOP00000020145	ENSPFOG00000020019	Poecilia_formosa
ENSPMEP00000032554	ENSPMEG00000020488	Poecilia_mexicana
ENSXMAP00000019632	ENSXMAG00000019585	Xiphophorus_maculatus
ENSXCOP00000017436	ENSXCOG00000013150	Xiphophorus_couchianus
ENSGAFP00000027639	ENSGAFG00000018682	Gambusia_affinis
ENSCVAP00000023854	ENSCVAG00000007528	Cyprinodon_variegatus
ENSLBEP00000030813	ENSLBEG00000023272	Labrus_bergylta
ENSLBEP00000030664	ENSLBEG00000023154	Labrus_bergylta
ENSMMOP00000012709	ENSMMOG00000009769	Mola_mola
ENSMALP00000025570	ENSMALG00000017788	Monopterus_albus
ENSMAMP00000029244	ENSMAMG00000019690	Mastacembelus_armatus
ENSSDUP00000020132	ENSSDUG00000014642	Seriola_dumerili
ENSSLDP00000010099	ENSSLDG00000008047	Seriola_lalandi_dorsalis
ENSLCAP00010049578	ENSLCAG00010023074	Lates_calcarifer
ENSBSLP00000025535	ENSBSLG00000012793	Betta_splendens
ENSHCOP00000003492	ENSHCOG00000004855	Hippocampus_comes
ENSPMGP00000025523	ENSPMGG00000020588	Periophthalmus_magnuspinnatus
ENSGMOP00000021213	ENSGMOG00000019726	Gadus_morhua
ENSPKIP00000008230	ENSPKIG00000023808	Paramormyrops_kingsleyae
ENSPKIP00000009964	ENSPKIG00000024861	Paramormyrops_kingsleyae
ENSSFOP00015026973	ENSSFOG00015017334	Scleropages_formosus
ENSLOCP00000004858	ENSLOCG00000004071	Lepisosteus_oculatus
ENSECRP00000027991	ENSECRG00000018949	Erpetoichthys_calabaricus
ENSGWIP00000011421	ENSGWIG00000006715	Gouania_willdenowi
ENSEBUP00000022449	ENSEBUG00000013834	Eptatretus_burgeri
