ENSACAP00000016541	ENSACAG00000016818	Anolis_carolinensis	ENSACAT00000016867
ENSHGLP00000016724	ENSHGLG00000011968	Heterocephalus_glaber_HetGla_female_1.0
ENSXMAP00000007433	ENSXMAG00000007407	Xiphophorus_maculatus
ENSBIXP00000027326	ENSBIXG00000008120	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCHOP00000009610	ENSCHOG00000010852	Choloepus_hoffmanni
ENSCGRP00000007064	ENSCGRG00000005137	Cricetulus_griseus_CriGri_1.0
ENSBTAP00000035652	ENSBTAG00000020612	Bos_taurus
ENSPFOP00000006089	ENSPFOG00000006078	Poecilia_formosa
ENSCSEP00000010910	ENSCSEG00000006988	Cynoglossus_semilaevis
ENSNBRP00000002167	ENSNBRG00000001766	Neolamprologus_brichardi
ENSAMEP00000012466	ENSAMEG00000011839	Ailuropoda_melanoleuca
ENSMODP00000053565	ENSMODG00000038768	Monodelphis_domestica
ENSVURP00010022869	ENSVURG00010017431	Vombatus_ursinus
ENSGAFP00000030180	ENSGAFG00000020330	Gambusia_affinis
ENSCCAP00000033064	ENSCCAG00000034558	Cebus_capucinus_imitator
ENSCLAP00000009409	ENSCLAG00000006532	Chinchilla_lanigera
ENSMZEP00005032226	ENSMZEG00005024007	Maylandia_zebra
ENSPREP00000021203	ENSPREG00000014339	Poecilia_reticulata
ENSIPUP00000031437	ENSIPUG00000021161	Ictalurus_punctatus
ENSTGEP00000008477	ENSTGEG00000006934	Theropithecus_gelada
ENSBBBP00000021876	ENSBBBG00000015553	Bison_bison_bison
ENSPTRP00000053489	ENSPTRG00000005899	Pan_troglodytes
ENSSDAP00000003865	ENSSDAG00000003627	Spermophilus_dauricus
ENSMOCP00000012738	ENSMOCG00000012736	Microtus_ochrogaster
ENSODEP00000001381	ENSODEG00000001087	Octodon_degus
ENSANAP00000020425	ENSANAG00000027992	Aotus_nancymaae
ENSNSUP00000004056	ENSNSUG00000003241	Notechis_scutatus
ENSAHAP00000019684	ENSAHAG00000013903	Apteryx_haastii
ENSMMOP00000000288	ENSMMOG00000000229	Mola_mola
ENSOANP00000025254	ENSOANG00000019905	Ornithorhynchus_anatinus
ENSATEP00000015558	ENSATEG00000010814	Anabas_testudineus
ENSORLP00000037897	ENSORLG00000025275	Oryzias_latipes_ASM223467v1
ENSLOCP00000010786	ENSLOCG00000008861	Lepisosteus_oculatus
ENSBMUP00000023362	ENSBMUG00000017521	Bos_mutus
ENSCGRP00001003763	ENSCGRG00001004635	Cricetulus_griseus_CHOK1GS_HDv1
ENSLCRP00005050753	ENSLCRG00005019143	Larimichthys_crocea
ENSARWP00000017135	ENSARWG00000011793	Apteryx_rowi
ENSTNIP00000022226	ENSTNIG00000019035	Tetraodon_nigroviridis
ENSMMMP00000026108	ENSMMMG00000022848	Marmota_marmota_marmota
ENSPCAP00000012765	ENSPCAG00000013654	Procavia_capensis
ENSNVIP00000015880	ENSNVIG00000012453	Neovison_vison
MGP_PahariEiJ_P0046821	MGP_PahariEiJ_G0021358	Mus_pahari_strain_PAHARI_EIJ
ENSAMXP00000010177	ENSAMXG00000009911	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPCIP00000008650	ENSPCIG00000007151	Phascolarctos_cinereus
ENSMICP00000004818	ENSMICG00000005281	Microcebus_murinus
ENSOMEP00000022319	ENSOMEG00000001827	Oryzias_melastigma
ENSCAPP00000010446	ENSCAPG00000011720	Cavia_aperea
ENSPKIP00000016058	ENSPKIG00000002547	Paramormyrops_kingsleyae
ENSPMGP00000004195	ENSPMGG00000002796	Periophthalmus_magnuspinnatus
ENSCJAP00000068165	ENSCJAG00000050860	Callithrix_jacchus
ENSACLP00000035292	ENSACLG00000023901	Astatotilapia_calliptera
ENSCGRP00015029492	ENSCGRG00015022182	Cricetulus_griseus_CriGri-PICR
ENSFCAP00000053568	ENSFCAG00000003712	Felis_catus
ENSCMIP00000044485	ENSCMIG00000018407	Callorhinchus_milii
ENSORLP00015034585	ENSORLG00015020664	Oryzias_latipes_ASM223469v1
ENSXETP00000031367	ENSXETG00000011430	Xenopus_tropicalis
ENSPSIP00000004006	ENSPSIG00000003785	Pelodiscus_sinensis
ENSOGAP00000007546	ENSOGAG00000008424	Otolemur_garnettii
ENSTSYP00000000925	ENSTSYG00000000998	Carlito_syrichta
ENSSDUP00000017813	ENSSDUG00000013013	Seriola_dumerili
ENSSTOP00000009321	ENSSTOG00000010383	Ictidomys_tridecemlineatus
ENSABRP00000005341	ENSABRG00000005006	Anser_brachyrhynchus
ENSSSCP00000050731	ENSSSCG00000009379	Sus_scrofa_strain_reference
ENSPVAP00000013097	ENSPVAG00000013890	Pteropus_vampyrus
ENSPPAP00000029048	ENSPPAG00000037532	Pan_paniscus
ENSHHUP00000027610	ENSHHUG00000017524	Hucho_hucho
ENSLCAP00010007745	ENSLCAG00010003776	Lates_calcarifer
ENSFALP00000008916	ENSFALG00000008551	Ficedula_albicollis
ENSSHAP00000011906	ENSSHAG00000010217	Sarcophilus_harrisii
ENSMVIP00005011587	ENSMVIG00005008449	Manacus_vitellinus
ENSSCAP00000017792	ENSSCAG00000012906	Serinus_canaria
ENSDNVP00000019901	ENSDNVG00000013930	Dromaius_novaehollandiae
ENSLSDP00000016243	ENSLSDG00000011710	Lonchura_striata_domestica
ENSAOCP00000025331	ENSAOCG00000012835	Amphiprion_ocellaris
ENSNPEP00000008275	ENSNPEG00000006210	Nothoprocta_perdicaria
ENSMLUP00000012127	ENSMLUG00000013322	Myotis_lucifugus
ENSNMEP00000009033	ENSNMEG00000008778	Numida_meleagris
ENSPMEP00000007664	ENSPMEG00000009318	Poecilia_mexicana
ENSMUSP00000106358	ENSMUSG00000031478	Mus_musculus_strain_reference_(CL57BL6)
ENSCHIP00000024496	ENSCHIG00000021662	Capra_hircus
ENSLACP00000003996	ENSLACG00000003559	Latimeria_chalumnae
ENSDARP00000076241	ENSDARG00000058869	Danio_rerio
ENSDNOP00000014417	ENSDNOG00000018570	Dasypus_novemcinctus
ENSBIXP00005015663	ENSBIXG00005019469	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMPUP00000017886	ENSMPUG00000017997	Mustela_putorius_furo
ENSDNOP00000027377	ENSDNOG00000038478	Dasypus_novemcinctus
ENSKMAP00000006284	ENSKMAG00000004780	Kryptolebias_marmoratus
ENSGACP00000015803	ENSGACG00000011936	Gasterosteus_aculeatus
ENSEEUP00000008130	ENSEEUG00000008906	Erinaceus_europaeus
ENSPMJP00000020040	ENSPMJG00000014965	Parus_major
ENSMGAP00000015943	ENSMGAG00000015037	Meleagris_gallopavo
ENSDCDP00000030251	ENSDCDG00000021287	Denticeps_clupeoides
ENSGALP00000027455	ENSGALG00000017024	Gallus_gallus
ENSSPAP00000018134	ENSSPAG00000013691	Stegastes_partitus
ENSSPUP00000011914	ENSSPUG00000009135	Sphenodon_punctatus	ENSSPUT00000012706
ENSJHYP00000021218	ENSJHYG00000016049	Junco_hyemalis
ENSUAMP00000029642	ENSUAMG00000022815	Ursus_americanus
ENSPLAP00000024655	ENSPLAG00000011034	Poecilia_latipinna
ENSOCUP00000015223	ENSOCUG00000017727	Oryctolagus_cuniculus
