ENSCSAVP00000016995	ENSCSAVG00000009998	Ciona_savignyi
ENSMUGP00000025385	ENSMUGG00000021162	Meriones_unguiculatus
ENSNGAP00000002352	ENSNGAG00000001986	Nannospalax_galili
ENSNGAP00000008581	ENSNGAG00000011514	Nannospalax_galili
ENSJJAP00000018878	ENSJJAG00000020004	Jaculus_jaculus
ENSODEP00000001881	ENSODEG00000001473	Octodon_degus	ENSODET00000001926
ENSODEP00000007183	ENSODEG00000005359	Octodon_degus	ENSODET00000007292
ENSCLAP00000004873	ENSCLAG00000003461	Chinchilla_lanigera	ENSCLAT00000004965
ENSCPOP00000010559	ENSCPOG00000011743	Cavia_porcellus	ENSCPOT00000011857
ENSCAPP00000000133	ENSCAPG00000000111	Cavia_aperea	ENSCAPT00000000136
ENSHGLP00000002254	ENSHGLG00000001710	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020786	ENSHGLG00100015323	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010778	ENSHGLG00000007736	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017193	ENSHGLG00100012676	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016545	ENSFDAG00000005136	Fukomys_damarensis
ENSDORP00000007653	ENSDORG00000008159	Dipodomys_ordii	ENSDORT00000008158
ENSCCNP00000032255	ENSCCNG00000030624	Castor_canadensis	ENSCCNT00000040514
ENSUPAP00010023566	ENSUPAG00010018670	Urocitellus_parryii
ENSSTOP00000013105	ENSSTOG00000014620	Ictidomys_tridecemlineatus
ENSSDAP00000011299	ENSSDAG00000010199	Spermophilus_dauricus
ENSMMMP00000015304	ENSMMMG00000013649	Marmota_marmota_marmota
ENSOCUP00000000407	ENSOCUG00000000466	Oryctolagus_cuniculus
ENSOPRP00000013857	ENSOPRG00000015175	Ochotona_princeps
ENSPTRP00000062122	ENSPTRG00000018926	Pan_troglodytes
ENSPPAP00000007887	ENSPPAG00000027157	Pan_paniscus
ENSP00000339881	ENSG00000164654	Homo_sapiens
ENSGGOP00000000641	ENSGGOG00000000652	Gorilla_gorilla
ENSPPYP00000019940	ENSPPYG00000017788	Pongo_abelii
ENSNLEP00000019574	ENSNLEG00000016134	Nomascus_leucogenys
ENSMFAP00000036485	ENSMFAG00000034560	Macaca_fascicularis
ENSMMUP00000047959	ENSMMUG00000000853	Macaca_mulatta
ENSMNEP00000025101	ENSMNEG00000036023	Macaca_nemestrina
ENSTGEP00000032049	ENSTGEG00000025639	Theropithecus_gelada
ENSCATP00000002565	ENSCATG00000011011	Cercocebus_atys
ENSPANP00000018370	ENSPANG00000022010	Papio_anubis
ENSMLEP00000027270	ENSMLEG00000037819	Mandrillus_leucophaeus
ENSCSAP00000009257	ENSCSAG00000013106	Chlorocebus_sabaeus
ENSRBIP00000022947	ENSRBIG00000035400	Rhinopithecus_bieti
ENSRROP00000018904	ENSRROG00000033461	Rhinopithecus_roxellana
ENSPTEP00000035563	ENSPTEG00000033535	Piliocolobus_tephrosceles
ENSCANP00000031681	ENSCANG00000039504	Colobus_angolensis_palliatus
ENSCCAP00000030385	ENSCCAG00000033208	Cebus_capucinus_imitator
ENSCJAP00000001203	ENSCJAG00000000686	Callithrix_jacchus
ENSSBOP00000003652	ENSSBOG00000017338	Saimiri_boliviensis_boliviensis
ENSANAP00000028128	ENSANAG00000031901	Aotus_nancymaae
ENSTSYP00000009802	ENSTSYG00000010697	Carlito_syrichta
ENSMICP00000016150	ENSMICG00000017738	Microcebus_murinus
ENSPCOP00000003827	ENSPCOG00000011418	Propithecus_coquereli
ENSPSMP00000011365	ENSPSMG00000008192	Prolemur_simus
ENSOGAP00000007358	ENSOGAG00000008217	Otolemur_garnettii
ENSTBEP00000009196	ENSTBEG00000010638	Tupaia_belangeri
ENSBIXP00000041346	ENSBIXG00000025588	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035544	ENSBIXG00005016685	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018305	ENSBTAG00000013781	Bos_taurus
ENSBMUP00000007933	ENSBMUG00000006235	Bos_mutus
ENSBBBP00000011765	ENSBBBG00000019669	Bison_bison_bison
ENSOARP00000006056	ENSOARG00000005643	Ovis_aries
ENSCHIP00000007812	ENSCHIG00000011181	Capra_hircus
ENSTTRP00000012929	ENSTTRG00000013624	Tursiops_truncatus
ENSSSCP00000024155	ENSSSCG00000015343	Sus_scrofa_strain_reference
ENSVPAP00000004680	ENSVPAG00000005046	Vicugna_pacos
ENSECAP00000019383	ENSECAG00000021834	Equus_caballus
ENSEASP00005030852	ENSEASG00005021021	Equus_asinus_asinus
ENSUMAP00000029763	ENSUMAG00000021553	Ursus_maritimus
ENSUAMP00000028971	ENSUAMG00000022341	Ursus_americanus
ENSAMEP00000017313	ENSAMEG00000016383	Ailuropoda_melanoleuca
ENSNVIP00000025778	ENSNVIG00000019915	Neovison_vison
ENSMPUP00000001426	ENSMPUG00000001438	Mustela_putorius_furo
ENSCAFP00000003259	ENSCAFG00000002238	Canis_lupus_familiaris
ENSCAFP00020013134	ENSCAFG00020010551	Canis_lupus_dingo
ENSVVUP00000021727	ENSVVUG00000015960	Vulpes_vulpes
ENSPPRP00000021297	ENSPPRG00000012147	Panthera_pardus
ENSPTIP00000025088	ENSPTIG00000020989	Panthera_tigris_altaica
ENSFCAP00000042688	ENSFCAG00000012070	Felis_catus
ENSSARP00000011449	ENSSARG00000012662	Sorex_araneus
ENSEEUP00000007817	ENSEEUG00000008578	Erinaceus_europaeus
ENSMLUP00000006630	ENSMLUG00000007258	Myotis_lucifugus
ENSCHOP00000007830	ENSCHOG00000008848	Choloepus_hoffmanni
ENSDNOP00000009069	ENSDNOG00000011703	Dasypus_novemcinctus
ENSLAFP00000004259	ENSLAFG00000005091	Loxodonta_africana
ENSPCAP00000015240	ENSPCAG00000016300	Procavia_capensis
ENSETEP00000012364	ENSETEG00000015252	Echinops_telfairi
ENSPCIP00000027868	ENSPCIG00000020823	Phascolarctos_cinereus
ENSVURP00010028241	ENSVURG00010021627	Vombatus_ursinus
ENSMEUP00000014601	ENSMEUG00000015979	Notamacropus_eugenii
ENSSHAP00000006318	ENSSHAG00000005501	Sarcophilus_harrisii
ENSOANP00000015605	ENSOANG00000009841	Ornithorhynchus_anatinus
ENSXETP00000022087	ENSXETG00000005976	Xenopus_tropicalis
ENSLACP00000009539	ENSLACG00000008411	Latimeria_chalumnae
ENSAMXP00005044142	ENSAMXG00005020485	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025343	ENSAMXG00000024638	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022121	ENSPNAG00000029423	Pygocentrus_nattereri
ENSEEEP00000010766	ENSEEEG00000005450	Electrophorus_electricus
ENSIPUP00000008395	ENSIPUG00000005746	Ictalurus_punctatus
ENSDARP00000132748	ENSDARG00000102587	Danio_rerio
ENSCHAP00000036264	ENSCHAG00000017007	Clupea_harengus
ENSDCDP00000032316	ENSDCDG00000022223	Denticeps_clupeoides
ENSHCOP00000004649	ENSHCOG00000006161	Hippocampus_comes
ENSPMGP00000008326	ENSPMGG00000006894	Periophthalmus_magnuspinnatus
ENSGACP00000017053	ENSGACG00000012908	Gasterosteus_aculeatus
ENSMMOP00000003165	ENSMMOG00000002534	Mola_mola
ENSCSEP00000006260	ENSCSEG00000004036	Cynoglossus_semilaevis
ENSFHEP00000008653	ENSFHEG00000009877	Fundulus_heteroclitus
ENSCVAP00000011626	ENSCVAG00000013935	Cyprinodon_variegatus
ENSXMAP00000018875	ENSXMAG00000018827	Xiphophorus_maculatus
ENSXCOP00000009561	ENSXCOG00000007282	Xiphophorus_couchianus
ENSGAFP00000011378	ENSGAFG00000007719	Gambusia_affinis
ENSPLAP00000000011	ENSPLAG00000024020	Poecilia_latipinna
ENSPMEP00000027849	ENSPMEG00000012526	Poecilia_mexicana
ENSPFOP00000006137	ENSPFOG00000006102	Poecilia_formosa
ENSPREP00000001738	ENSPREG00000001271	Poecilia_reticulata
ENSKMAP00000026971	ENSKMAG00000020001	Kryptolebias_marmoratus
ENSORLP00020010883	ENSORLG00020011822	Oryzias_latipes_ASM223471v1
ENSORLP00000020716	ENSORLG00000016548	Oryzias_latipes_ASM223467v1
ENSORLP00015016504	ENSORLG00015017496	Oryzias_latipes_ASM223469v1
ENSOMEP00000023395	ENSOMEG00000003487	Oryzias_melastigma
ENSLCRP00005014333	ENSLCRG00005006140	Larimichthys_crocea
ENSLBEP00000008933	ENSLBEG00000006899	Labrus_bergylta
ENSCGOP00000025523	ENSCGOG00000012012	Cottoperca_gobio
ENSSDUP00000016430	ENSSDUG00000011993	Seriola_dumerili
ENSSLDP00000019749	ENSSLDG00000015478	Seriola_lalandi_dorsalis
ENSLCAP00010057920	ENSLCAG00010027014	Lates_calcarifer
ENSSMAP00000024335	ENSSMAG00000014850	Scophthalmus_maximus
ENSMALP00000008891	ENSMALG00000006328	Monopterus_albus
ENSMAMP00000016930	ENSMAMG00000011453	Mastacembelus_armatus
ENSATEP00000005688	ENSATEG00000003988	Anabas_testudineus
ENSBSLP00000038749	ENSBSLG00000018765	Betta_splendens
ENSAOCP00000010171	ENSAOCG00000014397	Amphiprion_ocellaris
ENSAPEP00000033831	ENSAPEG00000024031	Amphiprion_percula
ENSAPOP00000032641	ENSAPOG00000020699	Acanthochromis_polyacanthus
ENSSPAP00000019055	ENSSPAG00000014368	Stegastes_partitus
ENSPRNP00000030288	ENSPRNG00000015104	Parambassis_ranga
ENSACLP00000010488	ENSACLG00000007159	Astatotilapia_calliptera
ENSMZEP00005020798	ENSMZEG00005015599	Maylandia_zebra
ENSPNYP00000028620	ENSPNYG00000021553	Pundamilia_nyererei
ENSHBUP00000028674	ENSHBUG00000012628	Haplochromis_burtoni
ENSONIP00000008210	ENSONIG00000006511	Oreochromis_niloticus
ENSNBRP00000020155	ENSNBRG00000015517	Neolamprologus_brichardi
ENSACIP00000012131	ENSACIG00000009453	Amphilophus_citrinellus
ENSTNIP00000014605	ENSTNIG00000011654	Tetraodon_nigroviridis
ENSTRUP00000021399	ENSTRUG00000008541	Takifugu_rubripes
ENSGWIP00000005956	ENSGWIG00000003465	Gouania_willdenowi
ENSGMOP00000006938	ENSGMOG00000006523	Gadus_morhua
ENSHHUP00000046786	ENSHHUG00000028454	Hucho_hucho
ENSHHUP00000046101	ENSHHUG00000028096	Hucho_hucho
ENSELUP00000035356	ENSELUG00000014330	Esox_lucius
ENSPKIP00000029964	ENSPKIG00000011000	Paramormyrops_kingsleyae
ENSSFOP00015032541	ENSSFOG00015020801	Scleropages_formosus
ENSLOCP00000013638	ENSLOCG00000011101	Lepisosteus_oculatus
ENSECRP00000018854	ENSECRG00000012584	Erpetoichthys_calabaricus
ENSCMIP00000017396	ENSCMIG00000008293	Callorhinchus_milii
ENSEBUP00000003262	ENSEBUG00000002341	Eptatretus_burgeri
ENSLCRP00005014300	ENSLCRG00005006136	Larimichthys_crocea
FBpp0077507	FBgn0031399	Drosophila_melanogaster	FBtr0077835
F39C12.1.1	WBGene00018193	Caenorhabditis_elegans_strain_N2	F39C12.1.1
YBL104C_mRNA	YBL104C	Saccharomyces_cerevisiae_strain_S288C
