ENSTRUP00000052373	ENSTRUG00000005982	Takifugu_rubripes
ENSMZEP00005021199	ENSMZEG00005015903	Maylandia_zebra
ENSACLP00000039177	ENSACLG00000026429	Astatotilapia_calliptera
ENSHBUP00000028644	ENSHBUG00000012552	Haplochromis_burtoni
ENSPNYP00000025319	ENSPNYG00000019104	Pundamilia_nyererei
ENSONIP00000016443	ENSONIG00000013074	Oreochromis_niloticus
ENSNBRP00000015172	ENSNBRG00000011733	Neolamprologus_brichardi
ENSACIP00000001761	ENSACIG00000001424	Amphilophus_citrinellus
ENSKMAP00000022502	ENSKMAG00000016691	Kryptolebias_marmoratus
ENSHCOP00000010645	ENSHCOG00000013287	Hippocampus_comes
ENSPMGP00000029132	ENSPMGG00000023444	Periophthalmus_magnuspinnatus
ENSCSEP00000007986	ENSCSEG00000005130	Cynoglossus_semilaevis
ENSGMOP00000015491	ENSGMOG00000014479	Gadus_morhua
ENSAPEP00000033300	ENSAPEG00000023481	Amphiprion_percula
ENSAOCP00000009893	ENSAOCG00000014546	Amphiprion_ocellaris
ENSSPAP00000024121	ENSSPAG00000018205	Stegastes_partitus
ENSPRNP00000026426	ENSPRNG00000013287	Parambassis_ranga
ENSMALP00000003163	ENSMALG00000002309	Monopterus_albus
ENSATEP00000022787	ENSATEG00000015802	Anabas_testudineus
ENSSDUP00000026256	ENSSDUG00000019036	Seriola_dumerili
ENSSLDP00000007221	ENSSLDG00000005696	Seriola_lalandi_dorsalis
ENSLCAP00010051833	ENSLCAG00010024092	Lates_calcarifer
ENSMAMP00000028833	ENSMAMG00000019389	Mastacembelus_armatus
ENSLBEP00000011426	ENSLBEG00000008771	Labrus_bergylta
ENSBSLP00000008861	ENSBSLG00000004366	Betta_splendens
ENSBSLP00000009617	ENSBSLG00000004665	Betta_splendens
ENSMMOP00000027787	ENSMMOG00000021007	Mola_mola
ENSCSEP00000012582	ENSCSEG00000008139	Cynoglossus_semilaevis	ENSCSET00000012734
ENSGMOP00000017672	ENSGMOG00000016463	Gadus_morhua
ENSAMXP00000028595	ENSAMXG00000007741	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005009480	ENSAMXG00005005353	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019141	ENSPNAG00000025678	Pygocentrus_nattereri
ENSEEEP00000051451	ENSEEEG00000024152	Electrophorus_electricus
ENSSFOP00015017317	ENSSFOG00015011138	Scleropages_formosus
ENSPKIP00000025932	ENSPKIG00000008600	Paramormyrops_kingsleyae
ENSCHAP00000058207	ENSCHAG00000026230	Clupea_harengus
ENSGWIP00000019081	ENSGWIG00000010475	Gouania_willdenowi
ENSAMXP00000048899	ENSAMXG00000031828	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054618	ENSAMXG00005024393	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017810	ENSPNAG00000024152	Pygocentrus_nattereri
ENSEEEP00000008107	ENSEEEG00000004129	Electrophorus_electricus
ENSIPUP00000018479	ENSIPUG00000012532	Ictalurus_punctatus
ENSDARP00000017859	ENSDARG00000016903	Danio_rerio
ENSDCDP00000001442	ENSDCDG00000000781	Denticeps_clupeoides
ENSHHUP00000009197	ENSHHUG00000005551	Hucho_hucho
ENSHHUP00000047151	ENSHHUG00000028670	Hucho_hucho
ENSELUP00000037582	ENSELUG00000017301	Esox_lucius
ENSSFOP00015023115	ENSSFOG00015014856	Scleropages_formosus
ENSPKIP00000011345	ENSPKIG00000018481	Paramormyrops_kingsleyae
ENSLOCP00000005474	ENSLOCG00000004568	Lepisosteus_oculatus
ENSECRP00000022291	ENSECRG00000014875	Erpetoichthys_calabaricus
ENSGALP00000004180	ENSGALG00000002659	Gallus_gallus
ENSCJPP00005009197	ENSCJPG00005008116	Coturnix_japonica
ENSMGAP00000007047	ENSMGAG00000006913	Meleagris_gallopavo
ENSNMEP00000009751	ENSNMEG00000009366	Numida_meleagris
ENSCPGP00000009963	ENSCPGG00000007100	Calidris_pygmaea
ENSCPUP00000021512	ENSCPUG00000014655	Calidris_pugnax
ENSCCEP00000005960	ENSCCEG00000006474	Cyanistes_caeruleus
ENSPMJP00000007828	ENSPMJG00000006434	Parus_major
ENSFALP00000001703	ENSFALG00000001624	Ficedula_albicollis
ENSJHYP00000007367	ENSJHYG00000005896	Junco_hyemalis
ENSZALP00000001830	ENSZALG00000002205	Zonotrichia_albicollis
ENSSCAP00000004186	ENSSCAG00000003449	Serinus_canaria
ENSLSDP00000003933	ENSLSDG00000003062	Lonchura_striata_domestica
ENSTGUP00000005956	ENSTGUG00000005765	Taeniopygia_guttata
ENSMVIP00005016569	ENSMVIG00005011901	Manacus_vitellinus
ENSLCOP00000019974	ENSLCOG00000014141	Lepidothrix_coronata
ENSMUNP00000014612	ENSMUNG00000011360	Melopsittacus_undulatus
ENSABRP00000025860	ENSABRG00000021673	Anser_brachyrhynchus
ENSAPLP00000014600	ENSAPLG00000014714	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000010865	ENSAHAG00000007860	Apteryx_haastii
ENSAOWP00000007219	ENSAOWG00000004967	Apteryx_owenii
ENSARWP00000012193	ENSARWG00000008421	Apteryx_rowi
ENSDNVP00000017653	ENSDNVG00000012342	Dromaius_novaehollandiae
ENSNPEP00000018140	ENSNPEG00000013508	Nothoprocta_perdicaria
ENSCPRP00005010717	ENSCPRG00005007663	Crocodylus_porosus
ENSGAGP00000013220	ENSGAGG00000010128	Gopherus_agassizii
ENSCABP00000006059	ENSCABG00000004566	Chelonoidis_abingdonii
ENSCPBP00000029942	ENSCPBG00000021091	Chrysemys_picta_bellii
ENSPSIP00000013184	ENSPSIG00000011864	Pelodiscus_sinensis
ENSPVIP00000006257	ENSPVIG00000005199	Pogona_vitticeps
ENSACAP00000003083	ENSACAG00000003103	Anolis_carolinensis
ENSNSUP00000019253	ENSNSUG00000014065	Notechis_scutatus
ENSSMRP00000022346	ENSSMRG00000017103	Salvator_merianae
ENSSPUP00000022922	ENSSPUG00000017582	Sphenodon_punctatus
ENSVURP00010017969	ENSVURG00010013728	Vombatus_ursinus
ENSVURP00010009224	ENSVURG00010007153	Vombatus_ursinus
ENSVURP00010031237	ENSVURG00010023899	Vombatus_ursinus
ENSVURP00010018600	ENSVURG00010014156	Vombatus_ursinus
ENSPCIP00000004725	ENSPCIG00000003893	Phascolarctos_cinereus
ENSMEUP00000014751	ENSMEUG00000016134	Notamacropus_eugenii
ENSSHAP00000016400	ENSSHAG00000013955	Sarcophilus_harrisii
ENSMODP00000016434	ENSMODG00000013131	Monodelphis_domestica
ENSMODP00000038099	ENSMODG00000025415	Monodelphis_domestica
ENSPCIP00000033902	ENSPCIG00000025131	Phascolarctos_cinereus
ENSVURP00010023795	ENSVURG00010018234	Vombatus_ursinus
ENSMEUP00000003538	ENSMEUG00000003879	Notamacropus_eugenii
ENSSHAP00000014590	ENSSHAG00000012454	Sarcophilus_harrisii
ENSMODP00000032384	ENSMODG00000023955	Monodelphis_domestica
ENSSHAP00000021818	ENSSHAG00000018472	Sarcophilus_harrisii
ENSVURP00010024743	ENSVURG00010018974	Vombatus_ursinus
ENSMODP00000001065	ENSMODG00000000893	Monodelphis_domestica
ENSCGRP00000025595	ENSCGRG00000018576	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015024226	ENSCGRG00015018446	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011685	ENSCGRG00001013271	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000005421	ENSMAUG00000007468	Mesocricetus_auratus
ENSPEMP00000003223	ENSPEMG00000004447	Peromyscus_maniculatus_bairdii
ENSMSIP00000005706	ENSMSIG00000005134	Mus_spicilegus
MGP_SPRETEiJ_P0043336	MGP_SPRETEiJ_G0021608	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000040852	ENSMUSG00000034379	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0041459	MGP_CAROLIEiJ_G0020710	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028844	MGP_PahariEiJ_G0016413	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003068	ENSRNOG00000002253	Rattus_norvegicus
ENSMUGP00000000642	ENSMUGG00000000621	Meriones_unguiculatus
ENSNGAP00000011679	ENSNGAG00000013754	Nannospalax_galili
ENSJJAP00000000323	ENSJJAG00000000297	Jaculus_jaculus
ENSSDAP00000007607	ENSSDAG00000006963	Spermophilus_dauricus
ENSSTOP00000015199	ENSSTOG00000027025	Ictidomys_tridecemlineatus
ENSUPAP00010026009	ENSUPAG00010020556	Urocitellus_parryii
ENSMMMP00000015124	ENSMMMG00000013487	Marmota_marmota_marmota
ENSCCNP00000022854	ENSCCNG00000022484	Castor_canadensis
ENSDORP00000002965	ENSDORG00000003169	Dipodomys_ordii
ENSHGLP00100020227	ENSHGLG00100014917	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002261	ENSHGLG00000001717	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011694	ENSFDAG00000019178	Fukomys_damarensis
ENSCLAP00000025759	ENSCLAG00000017883	Chinchilla_lanigera
ENSODEP00000026100	ENSODEG00000019471	Octodon_degus
ENSCPOP00000020324	ENSCPOG00000005713	Cavia_porcellus
ENSCPOP00000025354	ENSCPOG00000031984	Cavia_porcellus
ENSOCUP00000028229	ENSOCUG00000030198	Oryctolagus_cuniculus
ENSOPRP00000015372	ENSOPRG00000016841	Ochotona_princeps
ENSETEP00000014305	ENSETEG00000017615	Echinops_telfairi
ENSPSMP00000007969	ENSPSMG00000005910	Prolemur_simus
ENSPCOP00000000957	ENSPCOG00000003115	Propithecus_coquereli
ENSMICP00000051495	ENSMICG00000049311	Microcebus_murinus
ENSOGAP00000021605	ENSOGAG00000033502	Otolemur_garnettii
ENSPTRP00000044148	ENSPTRG00000030152	Pan_troglodytes
ENSPPAP00000005853	ENSPPAG00000023737	Pan_paniscus
ENSP00000330381	ENSG00000196981	Homo_sapiens
ENSGGOP00000003209	ENSGGOG00000003266	Gorilla_gorilla
ENSPPYP00000015083	ENSPPYG00000013484	Pongo_abelii
ENSNLEP00000022530	ENSNLEG00000018651	Nomascus_leucogenys
ENSRROP00000003427	ENSRROG00000013553	Rhinopithecus_roxellana
ENSRBIP00000003984	ENSRBIG00000018771	Rhinopithecus_bieti
ENSPTEP00000015743	ENSPTEG00000017379	Piliocolobus_tephrosceles
ENSCANP00000005553	ENSCANG00000018938	Colobus_angolensis_palliatus
ENSMMUP00000021505	ENSMMUG00000016378	Macaca_mulatta
ENSMNEP00000004070	ENSMNEG00000018966	Macaca_nemestrina
ENSMFAP00000012799	ENSMFAG00000026379	Macaca_fascicularis
ENSPANP00000010822	ENSPANG00000015873	Papio_anubis
ENSCATP00000000547	ENSCATG00000002794	Cercocebus_atys
ENSTGEP00000008981	ENSTGEG00000007399	Theropithecus_gelada
ENSMLEP00000006632	ENSMLEG00000027036	Mandrillus_leucophaeus
ENSCSAP00000018238	ENSCSAG00000018716	Chlorocebus_sabaeus
ENSCCAP00000000021	ENSCCAG00000000075	Cebus_capucinus_imitator
ENSSBOP00000001754	ENSSBOG00000009156	Saimiri_boliviensis_boliviensis
ENSCJAP00000040789	ENSCJAG00000022130	Callithrix_jacchus
ENSANAP00000027332	ENSANAG00000031504	Aotus_nancymaae
ENSTBEP00000003158	ENSTBEG00000003659	Tupaia_belangeri
ENSEASP00005022683	ENSEASG00005015470	Equus_asinus_asinus
ENSMLUP00000000861	ENSMLUG00000000949	Myotis_lucifugus
ENSUMAP00000035081	ENSUMAG00000025222	Ursus_maritimus
ENSUAMP00000024456	ENSUAMG00000019107	Ursus_americanus
ENSAMEP00000020827	ENSAMEG00000019768	Ailuropoda_melanoleuca
ENSNVIP00000018315	ENSNVIG00000014350	Neovison_vison
ENSMPUP00000018776	ENSMPUG00000018896	Mustela_putorius_furo
ENSCAFP00020007091	ENSCAFG00020005756	Canis_lupus_dingo
ENSCAFP00000017508	ENSCAFG00000011894	Canis_lupus_familiaris
ENSPTIP00000008368	ENSPTIG00000009752	Panthera_tigris_altaica
ENSPPRP00000027275	ENSPPRG00000018618	Panthera_pardus
ENSFCAP00000005363	ENSFCAG00000005778	Felis_catus
ENSOARP00000002083	ENSOARG00000001983	Ovis_aries
ENSCHIP00000014244	ENSCHIG00000015357	Capra_hircus
ENSBIXP00005004657	ENSBIXG00005006775	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000038529	ENSBIXG00000002811	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000061985	ENSBTAG00000054326	Bos_taurus
ENSBMUP00000018919	ENSBMUG00000014333	Bos_mutus
ENSBBBP00000018824	ENSBBBG00000011900	Bison_bison_bison
ENSTTRP00000012716	ENSTTRG00000013402	Tursiops_truncatus
ENSVPAP00000001989	ENSVPAG00000002152	Vicugna_pacos
ENSEEUP00000002728	ENSEEUG00000002990	Erinaceus_europaeus
ENSCHOP00000003992	ENSCHOG00000004523	Choloepus_hoffmanni
ENSDNOP00000004304	ENSDNOG00000005558	Dasypus_novemcinctus
ENSLAFP00000013477	ENSLAFG00000016063	Loxodonta_africana
ENSOANP00000006195	ENSOANG00000003913	Ornithorhynchus_anatinus
ENSLACP00000021466	ENSLACG00000018863	Latimeria_chalumnae
ENSCHOP00000005667	ENSCHOG00000006405	Choloepus_hoffmanni
ENSDNOP00000017584	ENSDNOG00000025013	Dasypus_novemcinctus
ENSLAFP00000009364	ENSLAFG00000011192	Loxodonta_africana
ENSPCAP00000012605	ENSPCAG00000013476	Procavia_capensis
ENSPPAP00000014928	ENSPPAG00000030638	Pan_paniscus
ENSPTRP00000071941	ENSPTRG00000023653	Pan_troglodytes
ENSP00000351446	ENSG00000196363	Homo_sapiens
ENSGGOP00000004898	ENSGGOG00000004997	Gorilla_gorilla
ENSPPYP00000022146	ENSPPYG00000019747	Pongo_abelii
ENSNLEP00000016316	ENSNLEG00000013472	Nomascus_leucogenys
ENSRBIP00000013031	ENSRBIG00000030357	Rhinopithecus_bieti
ENSRROP00000039828	ENSRROG00000043200	Rhinopithecus_roxellana
ENSPTEP00000030772	ENSPTEG00000029907	Piliocolobus_tephrosceles
ENSCANP00000034733	ENSCANG00000041019	Colobus_angolensis_palliatus
ENSMFAP00000043977	ENSMFAG00000039367	Macaca_fascicularis
ENSMMUP00000018601	ENSMMUG00000014159	Macaca_mulatta
ENSMNEP00000043885	ENSMNEG00000044571	Macaca_nemestrina
ENSTGEP00000012498	ENSTGEG00000010193	Theropithecus_gelada
ENSCATP00000029748	ENSCATG00000038092	Cercocebus_atys
ENSMLEP00000016283	ENSMLEG00000032338	Mandrillus_leucophaeus
ENSPANP00000002888	ENSPANG00000026103	Papio_anubis
ENSCSAP00000011668	ENSCSAG00000015584	Chlorocebus_sabaeus
ENSPPAP00000008503	ENSPPAG00000027490	Pan_paniscus
ENSPTRP00000066334	ENSPTRG00000048813	Pan_troglodytes
ENSGGOP00000038029	ENSGGOG00000040886	Gorilla_gorilla
ENSMFAP00000035461	ENSMFAG00000034689	Macaca_fascicularis
ENSMNEP00000035391	ENSMNEG00000040854	Macaca_nemestrina
ENSPANP00000046095	ENSPANG00000033601	Papio_anubis
ENSCATP00000027844	ENSCATG00000037258	Cercocebus_atys
ENSMLEP00000004885	ENSMLEG00000022091	Mandrillus_leucophaeus
ENSCCAP00000018884	ENSCCAG00000027270	Cebus_capucinus_imitator
ENSSBOP00000018382	ENSSBOG00000025822	Saimiri_boliviensis_boliviensis
ENSCJAP00000018651	ENSCJAG00000010123	Callithrix_jacchus
ENSANAP00000002026	ENSANAG00000015577	Aotus_nancymaae
ENSTSYP00000021336	ENSTSYG00000030519	Carlito_syrichta
ENSPCOP00000028364	ENSPCOG00000026797	Propithecus_coquereli
ENSMICP00000007367	ENSMICG00000008085	Microcebus_murinus
ENSPSMP00000025630	ENSPSMG00000017986	Prolemur_simus
ENSOGAP00000008034	ENSOGAG00000008960	Otolemur_garnettii
ENSMLUP00000002037	ENSMLUG00000002236	Myotis_lucifugus
ENSPVAP00000001571	ENSPVAG00000001666	Pteropus_vampyrus
ENSBIXP00000028569	ENSBIXG00000009828	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000507	ENSBIXG00005030137	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000061141	ENSBTAG00000047031	Bos_taurus
ENSCHIP00000027845	ENSCHIG00000023578	Capra_hircus
ENSOARP00000017104	ENSOARG00000015927	Ovis_aries
ENSSSCP00000069934	ENSSSCG00000024912	Sus_scrofa_strain_reference
ENSBMUP00000001003	ENSBMUG00000000841	Bos_mutus
ENSTTRP00000005042	ENSTTRG00000005344	Tursiops_truncatus
ENSEASP00005015283	ENSEASG00005010670	Equus_asinus_asinus
ENSECAP00000035370	ENSECAG00000017389	Equus_caballus
ENSUAMP00000010367	ENSUAMG00000008521	Ursus_americanus
ENSUMAP00000032784	ENSUMAG00000023623	Ursus_maritimus
ENSAMEP00000011784	ENSAMEG00000011179	Ailuropoda_melanoleuca
ENSCAFP00020031876	ENSCAFG00020024847	Canis_lupus_dingo
ENSCAFP00000065698	ENSCAFG00000019830	Canis_lupus_familiaris
ENSVVUP00000038586	ENSVVUG00000027514	Vulpes_vulpes
ENSMPUP00000012088	ENSMPUG00000012184	Mustela_putorius_furo
ENSNVIP00000023939	ENSNVIG00000018567	Neovison_vison
ENSPTIP00000010505	ENSPTIG00000011250	Panthera_tigris_altaica
ENSPPRP00000006366	ENSPPRG00000001820	Panthera_pardus
ENSFCAP00000005304	ENSFCAG00000005712	Felis_catus
ENSEEUP00000011029	ENSEEUG00000012082	Erinaceus_europaeus
ENSSDAP00000010310	ENSSDAG00000009369	Spermophilus_dauricus
ENSMMMP00000014539	ENSMMMG00000012940	Marmota_marmota_marmota
ENSUPAP00010010630	ENSUPAG00010008588	Urocitellus_parryii
ENSSTOP00000030906	ENSSTOG00000015899	Ictidomys_tridecemlineatus
ENSODEP00000021195	ENSODEG00000015612	Octodon_degus
ENSODEP00000027027	ENSODEG00000020543	Octodon_degus
ENSCPOP00000027356	ENSCPOG00000014790	Cavia_porcellus
ENSCAPP00000003966	ENSCAPG00000006599	Cavia_aperea
ENSCLAP00000009890	ENSCLAG00000006850	Chinchilla_lanigera
ENSHGLP00000018703	ENSHGLG00000013396	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013868	ENSHGLG00100010259	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022171	ENSFDAG00000007174	Fukomys_damarensis
ENSPEMP00000021437	ENSPEMG00000019087	Peromyscus_maniculatus_bairdii
ENSMOCP00000014271	ENSMOCG00000013826	Microtus_ochrogaster
ENSCGRP00001020231	ENSCGRG00001019447	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000278	ENSCGRG00000000270	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015015534	ENSCGRG00015011921	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012996	ENSMAUG00000013154	Mesocricetus_auratus
ENSMUSP00000109585	ENSMUSG00000026917	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0050522	MGP_CAROLIEiJ_G0023343	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0052550	MGP_SPRETEiJ_G0024260	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023522	ENSMSIG00000019932	Mus_spicilegus
MGP_PahariEiJ_P0061548	MGP_PahariEiJ_G0024800	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011556	ENSRNOG00000008212	Rattus_norvegicus
ENSMUGP00000005452	ENSMUGG00000005026	Meriones_unguiculatus
ENSNGAP00000011325	ENSNGAG00000013503	Nannospalax_galili
ENSJJAP00000024850	ENSJJAG00000024197	Jaculus_jaculus
ENSCCNP00000014198	ENSCCNG00000014696	Castor_canadensis
ENSDORP00000014127	ENSDORG00000015010	Dipodomys_ordii
ENSTBEP00000006580	ENSTBEG00000007604	Tupaia_belangeri
ENSETEP00000012760	ENSETEG00000015731	Echinops_telfairi
ENSXETP00000041797	ENSXETG00000002442	Xenopus_tropicalis
ENSCMIP00000035165	ENSCMIG00000014900	Callorhinchus_milii
ENSEBUP00000006783	ENSEBUG00000004448	Eptatretus_burgeri
ENSCSAVP00000005541	ENSCSAVG00000003310	Ciona_savignyi
ENSCINP00000014310	ENSCING00000006958	Ciona_intestinalis
FBpp0300790	FBgn0040066	Drosophila_melanogaster
FBpp0088514	FBgn0034274	Drosophila_melanogaster
