ENSEBUP00000021865	ENSEBUG00000013485	Eptatretus_burgeri
ENSRNOP00000062898	ENSRNOG00000003468	Rattus_norvegicus
ENSMUGP00000030347	ENSMUGG00000025192	Meriones_unguiculatus
ENSCGRP00000016775	ENSCGRG00000012189	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001008199	ENSCGRG00001010502	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015012445	ENSCGRG00015009501	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013607	ENSMAUG00000013583	Mesocricetus_auratus
ENSMOCP00000008008	ENSMOCG00000007896	Microtus_ochrogaster
ENSPEMP00000025739	ENSPEMG00000022069	Peromyscus_maniculatus_bairdii
ENSNGAP00000018632	ENSNGAG00000018681	Nannospalax_galili
ENSJJAP00000014985	ENSJJAG00000017277	Jaculus_jaculus
ENSDORP00000021459	ENSDORG00000012143	Dipodomys_ordii
ENSUPAP00010013518	ENSUPAG00010010898	Urocitellus_parryii
ENSSTOP00000009402	ENSSTOG00000010479	Ictidomys_tridecemlineatus
ENSSDAP00000000498	ENSSDAG00000000507	Spermophilus_dauricus
ENSMMMP00000027671	ENSMMMG00000024165	Marmota_marmota_marmota
ENSHGLP00000006112	ENSHGLG00000004466	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016109	ENSHGLG00100011889	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002352	ENSFDAG00000012085	Fukomys_damarensis
ENSCLAP00000003253	ENSCLAG00000002333	Chinchilla_lanigera
ENSODEP00000020757	ENSODEG00000015314	Octodon_degus
ENSCAPP00000011876	ENSCAPG00000012853	Cavia_aperea
ENSCPOP00000017332	ENSCPOG00000024119	Cavia_porcellus
ENSOCUP00000007097	ENSOCUG00000008207	Oryctolagus_cuniculus
ENSOPRP00000014144	ENSOPRG00000015491	Ochotona_princeps
ENSUAMP00000028149	ENSUAMG00000021754	Ursus_americanus
ENSCHIP00000009125	ENSCHIG00000012089	Capra_hircus
ENSOARP00000015711	ENSOARG00000014644	Ovis_aries
ENSBIXP00000016724	ENSBIXG00000020822	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005026969	ENSBIXG00005005137	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000011676	ENSBTAG00000003600	Bos_taurus
ENSBMUP00000008903	ENSBMUG00000006928	Bos_mutus
ENSBBBP00000003850	ENSBBBG00000002515	Bison_bison_bison
ENSSSCP00000051578	ENSSSCG00000034746	Sus_scrofa_strain_reference
ENSUMAP00000022462	ENSUMAG00000016422	Ursus_maritimus
ENSUAMP00000027802	ENSUAMG00000021496	Ursus_americanus
ENSAMEP00000016403	ENSAMEG00000015498	Ailuropoda_melanoleuca
ENSNVIP00000020450	ENSNVIG00000016004	Neovison_vison
ENSMPUP00000003922	ENSMPUG00000003953	Mustela_putorius_furo
ENSCAFP00000024188	ENSCAFG00000016432	Canis_lupus_familiaris
ENSCAFP00020004538	ENSCAFG00020003741	Canis_lupus_dingo
ENSVVUP00000005013	ENSVVUG00000003937	Vulpes_vulpes
ENSPPRP00000026947	ENSPPRG00000018078	Panthera_pardus
ENSPTIP00000014105	ENSPTIG00000013625	Panthera_tigris_altaica
ENSFCAP00000009907	ENSFCAG00000010669	Felis_catus
ENSECAP00000016851	ENSECAG00000018301	Equus_caballus
ENSEASP00005019889	ENSEASG00005013672	Equus_asinus_asinus
ENSPVAP00000012033	ENSPVAG00000012756	Pteropus_vampyrus
ENSMLUP00000021062	ENSMLUG00000001718	Myotis_lucifugus
ENSTTRP00000004245	ENSTTRG00000004489	Tursiops_truncatus
ENSEEUP00000014364	ENSEEUG00000015733	Erinaceus_europaeus
ENSETEP00000004010	ENSETEG00000004915	Echinops_telfairi
ENSETEP00000004012	ENSETEG00000004919	Echinops_telfairi
ENSPCAP00000006432	ENSPCAG00000006810	Procavia_capensis
ENSCHOP00000003050	ENSCHOG00000003438	Choloepus_hoffmanni
ENSLAFP00000001216	ENSLAFG00000001457	Loxodonta_africana
ENSDNOP00000002293	ENSDNOG00000002966	Dasypus_novemcinctus
ENSPCIP00000021694	ENSPCIG00000016425	Phascolarctos_cinereus
ENSMEUP00000007901	ENSMEUG00000008628	Notamacropus_eugenii
ENSVURP00010021694	ENSVURG00010016633	Vombatus_ursinus
ENSVURP00010012258	ENSVURG00010009483	Vombatus_ursinus
ENSSHAP00000017273	ENSSHAG00000014684	Sarcophilus_harrisii
ENSMODP00000006154	ENSMODG00000005003	Monodelphis_domestica
ENSOANP00000002295	ENSOANG00000001449	Ornithorhynchus_anatinus
ENSAMXP00000014125	ENSAMXG00000013724	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005043210	ENSAMXG00005020131	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
