ENSPTIP00000023628	ENSPTIG00000019645	Panthera_tigris_altaica
ENSSPAP00000030915	ENSSPAG00000023181	Stegastes_partitus
ENSORLP00020007236	ENSORLG00020008147	Oryzias_latipes_ASM223471v1
MGP_SPRETEiJ_P0072038	MGP_SPRETEiJ_G0028462	Mus_spretus_strain_SPRET/EiJ
ENSMICP00000027656	ENSMICG00000006997	Microcebus_murinus
ENSHGLP00000002186	ENSHGLG00000001658	Heterocephalus_glaber_HetGla_female_1.0
ENSTGEP00000009840	ENSTGEG00000008019	Theropithecus_gelada
ENSCGRP00000001207	ENSCGRG00000000941	Cricetulus_griseus_CriGri_1.0
ENSCPGP00000026289	ENSCPGG00000018128	Calidris_pygmaea
ENSPPRP00000009661	ENSPPRG00000004716	Panthera_pardus
ENSSDAP00000011696	ENSSDAG00000010002	Spermophilus_dauricus
ENSMEUP00000000874	ENSMEUG00000000947	Notamacropus_eugenii
ENSLCAP00010048298	ENSLCAG00010022430	Lates_calcarifer
ENSXETP00000030521	ENSXETG00000006646	Xenopus_tropicalis
ENSPANP00000038655	ENSPANG00000021440	Papio_anubis
ENSLAFP00000024645	ENSLAFG00000030236	Loxodonta_africana
ENSAOCP00000008308	ENSAOCG00000012313	Amphiprion_ocellaris
ENSCPOP00000024414	ENSCPOG00000038234	Cavia_porcellus
ENSLBEP00000022269	ENSLBEG00000017081	Labrus_bergylta
ENSMVIP00005024279	ENSMVIG00005017037	Manacus_vitellinus
ENSNBRP00000013296	ENSNBRG00000010308	Neolamprologus_brichardi
ENSPMGP00000000262	ENSPMGG00000000260	Periophthalmus_magnuspinnatus
ENSCPRP00005025910	ENSCPRG00005017980	Crocodylus_porosus
ENSSDUP00000023234	ENSSDUG00000016864	Seriola_dumerili
MGP_PahariEiJ_P0032528	MGP_PahariEiJ_G0017243	Mus_pahari_strain_PAHARI_EIJ
ENSUPAP00010009662	ENSUPAG00010007510	Urocitellus_parryii
ENSCMIP00000007698	ENSCMIG00000003993	Callorhinchus_milii
ENSCHIP00000031031	ENSCHIG00000025521	Capra_hircus
ENSPCAP00000013417	ENSPCAG00000014365	Procavia_capensis
ENSCVAP00000013699	ENSCVAG00000016276	Cyprinodon_variegatus
ENSPNAP00000023176	ENSPNAG00000007719	Pygocentrus_nattereri
ENSSDUP00000031962	ENSSDUG00000022954	Seriola_dumerili
ENSDNOP00000001855	ENSDNOG00000002388	Dasypus_novemcinctus
ENSCJPP00005011701	ENSCJPG00005010037	Coturnix_japonica
ENSAOCP00000029290	ENSAOCG00000019529	Amphiprion_ocellaris
ENSONIP00000024855	ENSONIG00000019745	Oreochromis_niloticus
ENSHHUP00000013202	ENSHHUG00000007419	Hucho_hucho
ENSLBEP00000000204	ENSLBEG00000000152	Labrus_bergylta
ENSHHUP00000073589	ENSHHUG00000042079	Hucho_hucho
ENSNLEP00000046032	ENSNLEG00000033138	Nomascus_leucogenys
ENSCCEP00000023960	ENSCCEG00000021361	Cyanistes_caeruleus
ENSFDAP00000020395	ENSFDAG00000008476	Fukomys_damarensis
ENSEBUP00000010950	ENSEBUG00000007037	Eptatretus_burgeri
ENSKMAP00000027534	ENSKMAG00000020403	Kryptolebias_marmoratus
ENSPKIP00000038772	ENSPKIG00000016402	Paramormyrops_kingsleyae
ENSGMOP00000004185	ENSGMOG00000003943	Gadus_morhua
ENSVPAP00000002541	ENSVPAG00000002744	Vicugna_pacos
ENSSDUP00000009071	ENSSDUG00000006660	Seriola_dumerili
ENSNPEP00000013135	ENSNPEG00000009807	Nothoprocta_perdicaria
ENSPMAP00000004116	ENSPMAG00000003756	Petromyzon_marinus
ENSVURP00010020893	ENSVURG00010015987	Vombatus_ursinus
ENSPVAP00000002999	ENSPVAG00000003177	Pteropus_vampyrus
ENSCABP00000020459	ENSCABG00000014735	Chelonoidis_abingdonii
ENSAOWP00000016901	ENSAOWG00000011542	Apteryx_owenii
ENSCPRP00005019201	ENSCPRG00005013428	Crocodylus_porosus
ENSBSLP00000054012	ENSBSLG00000025317	Betta_splendens
ENSACLP00000006047	ENSACLG00000004065	Astatotilapia_calliptera
ENSEEUP00000013129	ENSEEUG00000014380	Erinaceus_europaeus
ENSZALP00000021312	ENSZALG00000016697	Zonotrichia_albicollis
ENSVVUP00000018188	ENSVVUG00000013277	Vulpes_vulpes
ENSAMXP00005051312	ENSAMXG00005023019	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDORP00000009480	ENSDORG00000010086	Dipodomys_ordii
ENSCSAP00000006385	ENSCSAG00000010148	Chlorocebus_sabaeus
ENSDARP00000134326	ENSDARG00000102730	Danio_rerio
ENSTNIP00000005893	ENSTNIG00000007532	Tetraodon_nigroviridis
ENSMSIP00000015526	ENSMSIG00000013256	Mus_spicilegus
ENSTGUP00000002837	ENSTGUG00000002750	Taeniopygia_guttata
ENSMUSP00000127193	ENSMUSG00000046709	Mus_musculus_strain_reference_(CL57BL6)
ENSFALP00000007802	ENSFALG00000007475	Ficedula_albicollis
ENSECRP00000019741	ENSECRG00000013179	Erpetoichthys_calabaricus
ENSUPAP00010013256	ENSUPAG00010010527	Urocitellus_parryii
ENSBTAP00000026712	ENSBTAG00000020048	Bos_taurus
ENSCLAP00000011222	ENSCLAG00000007752	Chinchilla_lanigera
ENSAMXP00000027259	ENSAMXG00000034990	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSUAMP00000009301	ENSUAMG00000006046	Ursus_americanus
ENSAPEP00000025293	ENSAPEG00000017981	Amphiprion_percula
ENSMOCP00000024325	ENSMOCG00000020789	Microtus_ochrogaster
ENSXMAP00000004516	ENSXMAG00000004480	Xiphophorus_maculatus
ENSPCAP00000010754	ENSPCAG00000011526	Procavia_capensis
ENSCPBP00000017447	ENSCPBG00000012785	Chrysemys_picta_bellii
ENSZALP00000015790	ENSZALG00000012894	Zonotrichia_albicollis
ENSBSLP00000050552	ENSBSLG00000023946	Betta_splendens
ENSCAFP00020012466	ENSCAFG00020009946	Canis_lupus_dingo
ENSPSIP00000018100	ENSPSIG00000016027	Pelodiscus_sinensis
ENSSMRP00000029104	ENSSMRG00000022382	Salvator_merianae
ENSCCEP00000019040	ENSCCEG00000017319	Cyanistes_caeruleus
ENSMODP00000002668	ENSMODG00000002193	Monodelphis_domestica
ENSAOCP00000005498	ENSAOCG00000000536	Amphiprion_ocellaris
ENSACLP00000026173	ENSACLG00000017778	Astatotilapia_calliptera
ENSNPEP00000017672	ENSNPEG00000013128	Nothoprocta_perdicaria
ENSMMOP00000004857	ENSMMOG00000003874	Mola_mola
ENSBSLP00000018632	ENSBSLG00000009592	Betta_splendens
ENSPLAP00000015923	ENSPLAG00000019997	Poecilia_latipinna
ENSCSEP00000011706	ENSCSEG00000007525	Cynoglossus_semilaevis
ENSBIXP00000020984	ENSBIXG00000024212	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGGOP00000051388	ENSGGOG00000003141	Gorilla_gorilla
ENSRNOP00000075846	ENSRNOG00000002079	Rattus_norvegicus
ENSIPUP00000020228	ENSIPUG00000013682	Ictalurus_punctatus
ENSGWIP00000023877	ENSGWIG00000012659	Gouania_willdenowi
ENSSPUP00000022135	ENSSPUG00000016960	Sphenodon_punctatus
ENSOGAP00000013344	ENSOGAG00000014897	Otolemur_garnettii
ENSPPAP00000001249	ENSPPAG00000004364	Pan_paniscus
ENSDARP00000146032	ENSDARG00000031888	Danio_rerio
ENSECAP00000048978	ENSECAG00000017280	Equus_caballus
ENSCPGP00000027920	ENSCPGG00000019246	Calidris_pygmaea
ENSDARP00000012611	ENSDARG00000009870	Danio_rerio
ENSPFOP00000004733	ENSPFOG00000004657	Poecilia_formosa
ENSMMMP00000022028	ENSMMMG00000019321	Marmota_marmota_marmota
ENSNSUP00000011201	ENSNSUG00000008455	Notechis_scutatus
ENSFHEP00000003238	ENSFHEG00000004109	Fundulus_heteroclitus
ENSBIXP00005046350	ENSBIXG00005031206	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015009975	ENSORLG00015010839	Oryzias_latipes_ASM223469v1
ENSCATP00000002330	ENSCATG00000009935	Cercocebus_atys
ENSGWIP00000042750	ENSGWIG00000019511	Gouania_willdenowi
ENSSBOP00000025715	ENSSBOG00000029248	Saimiri_boliviensis_boliviensis
ENSCGOP00000029663	ENSCGOG00000010208	Cottoperca_gobio
ENSPMEP00000004458	ENSPMEG00000005743	Poecilia_mexicana
ENSMMOP00000014263	ENSMMOG00000010914	Mola_mola
ENSHGLP00100010991	ENSHGLG00100008165	Heterocephalus_glaber_HetGla_1.0
ENSORLP00015005651	ENSORLG00015006447	Oryzias_latipes_ASM223469v1
ENSLSDP00000009909	ENSLSDG00000007323	Lonchura_striata_domestica
ENSMAMP00000023209	ENSMAMG00000015614	Mastacembelus_armatus
ENSEASP00005028592	ENSEASG00005019438	Equus_asinus_asinus
ENSIPUP00000000359	ENSIPUG00000000278	Ictalurus_punctatus
ENSAHAP00000022609	ENSAHAG00000015566	Apteryx_haastii
ENSCPBP00000006922	ENSCPBG00000005448	Chrysemys_picta_bellii
ENSPMJP00000011441	ENSPMJG00000008874	Parus_major
ENSHCOP00000008750	ENSHCOG00000011085	Hippocampus_comes
ENSOMEP00000022772	ENSOMEG00000002466	Oryzias_melastigma
ENSCMIP00000013667	ENSCMIG00000006833	Callorhinchus_milii
ENSMMUP00000005430	ENSMMUG00000004060	Macaca_mulatta
MGP_PahariEiJ_P0084302	MGP_PahariEiJ_G0030120	Mus_pahari_strain_PAHARI_EIJ
ENSMALP00000023472	ENSMALG00000016366	Monopterus_albus
ENSMALP00000023470	ENSMALG00000016348	Monopterus_albus
ENSELUP00000029211	ENSELUG00000006089	Esox_lucius
ENSANAP00000004293	ENSANAG00000020152	Aotus_nancymaae
ENSAHAP00000010358	ENSAHAG00000007517	Apteryx_haastii
ENSSARP00000006689	ENSSARG00000007367	Sorex_araneus
ENSLCRP00005050401	ENSLCRG00005018648	Larimichthys_crocea
ENSPMEP00000016906	ENSPMEG00000019686	Poecilia_mexicana
ENSETEP00000002504	ENSETEG00000003049	Echinops_telfairi
ENSOMEP00000025532	ENSOMEG00000006819	Oryzias_melastigma
ENSFCAP00000002062	ENSFCAG00000002234	Felis_catus
ENSECRP00000033291	ENSECRG00000022512	Erpetoichthys_calabaricus
ENSPPAP00000040509	ENSPPAG00000042829	Pan_paniscus
ENSPREP00000031358	ENSPREG00000021237	Poecilia_reticulata
ENSBIXP00005013459	ENSBIXG00005018360	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGMOP00000005758	ENSGMOG00000005421	Gadus_morhua
ENSSMRP00000016581	ENSSMRG00000012926	Salvator_merianae
ENSPSMP00000037324	ENSPSMG00000025601	Prolemur_simus
ENSPANP00000033605	ENSPANG00000022627	Papio_anubis
ENSPSMP00000025318	ENSPSMG00000017774	Prolemur_simus
ENSCPUP00000017316	ENSCPUG00000011926	Calidris_pugnax
ENSPLAP00000011836	ENSPLAG00000015051	Poecilia_latipinna
ENSORLP00000029633	ENSORLG00000006276	Oryzias_latipes_ASM223467v1
ENSCHAP00000045542	ENSCHAG00000020156	Clupea_harengus	ENSCHAT00000049246
ENSCAFP00020032144	ENSCAFG00020025053	Canis_lupus_dingo
ENSSTOP00000011309	ENSSTOG00000012617	Ictidomys_tridecemlineatus
ENSDORP00000025573	ENSDORG00000025546	Dipodomys_ordii
ENSPFOP00000005933	ENSPFOG00000005841	Poecilia_formosa
ENSPCOP00000028317	ENSPCOG00000026756	Propithecus_coquereli
ENSEEEP00000003480	ENSEEEG00000001743	Electrophorus_electricus
ENSTGUP00000016876	ENSTGUG00000016564	Taeniopygia_guttata
ENSLCRP00005018000	ENSLCRG00005007318	Larimichthys_crocea
ENSMMMP00000010453	ENSMMMG00000009314	Marmota_marmota_marmota
ENSSBOP00000037602	ENSSBOG00000034824	Saimiri_boliviensis_boliviensis
ENSCVAP00000002448	ENSCVAG00000003581	Cyprinodon_variegatus
ENSMODP00000025978	ENSMODG00000020770	Monodelphis_domestica
MGP_CAROLIEiJ_P0036195	MGP_CAROLIEiJ_G0019102	Mus_caroli_strain_CAROLI_EIJ
ENSPKIP00000023301	ENSPKIG00000006972	Paramormyrops_kingsleyae	ENSPKIT00000003981
ENSMLUP00000013492	ENSMLUG00000014822	Myotis_lucifugus
ENSMUNP00000018325	ENSMUNG00000014022	Melopsittacus_undulatus
ENSCCNP00000005360	ENSCCNG00000005692	Castor_canadensis
ENSMUGP00000004071	ENSMUGG00000003780	Meriones_unguiculatus
ENSRBIP00000031476	ENSRBIG00000039562	Rhinopithecus_bieti
ENSGMOP00000002993	ENSGMOG00000002833	Gadus_morhua
ENSSHAP00000020720	ENSSHAG00000017573	Sarcophilus_harrisii
ENSLCOP00000009187	ENSLCOG00000006714	Lepidothrix_coronata
ENSCCNP00000028335	ENSCCNG00000027287	Castor_canadensis
ENSXCOP00000015874	ENSXCOG00000011991	Xiphophorus_couchianus
ENSETEP00000001071	ENSETEG00000001333	Echinops_telfairi
ENSPMAP00000000728	ENSPMAG00000000656	Petromyzon_marinus
ENSAPEP00000023327	ENSAPEG00000016602	Amphiprion_percula
ENSHCOP00000007455	ENSHCOG00000009511	Hippocampus_comes
ENSMAMP00000004250	ENSMAMG00000002853	Mastacembelus_armatus
ENSDNOP00000006618	ENSDNOG00000008538	Dasypus_novemcinctus
ENSOANP00000032525	ENSOANG00000031763	Ornithorhynchus_anatinus
ENSAPOP00000010988	ENSAPOG00000013538	Acanthochromis_polyacanthus
ENSFHEP00000015778	ENSFHEG00000017471	Fundulus_heteroclitus
ENSMGAP00000008003	ENSMGAG00000007800	Meleagris_gallopavo
ENSMOCP00000015072	ENSMOCG00000014375	Microtus_ochrogaster
ENSAOCP00000011979	ENSAOCG00000016393	Amphiprion_ocellaris
ENSPMJP00000021583	ENSPMJG00000016034	Parus_major
ENSORLP00020001429	ENSORLG00020002135	Oryzias_latipes_ASM223471v1
ENSBIXP00000019229	ENSBIXG00000004065	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSJHYP00000016292	ENSJHYG00000012470	Junco_hyemalis
ENSLCRP00005014284	ENSLCRG00005005309	Larimichthys_crocea
ENSMUNP00000017640	ENSMUNG00000013542	Melopsittacus_undulatus
ENSMLEP00000015652	ENSMLEG00000031823	Mandrillus_leucophaeus
ENSHHUP00000027074	ENSHHUG00000016931	Hucho_hucho
ENSNBRP00000012458	ENSNBRG00000009718	Neolamprologus_brichardi
ENSNMEP00000019563	ENSNMEG00000016174	Numida_meleagris
ENSBMUP00000026869	ENSBMUG00000020139	Bos_mutus
ENSPNAP00000014206	ENSPNAG00000020204	Pygocentrus_nattereri
ENSTSYP00000005462	ENSTSYG00000005950	Carlito_syrichta
ENSSMAP00000009196	ENSSMAG00000005641	Scophthalmus_maximus
ENSSFOP00015034590	ENSSFOG00015022045	Scleropages_formosus	ENSSFOT00015034970
ENSCAPP00000000166	ENSCAPG00000000131	Cavia_aperea
ENSECAP00000006681	ENSECAG00000008480	Equus_caballus
ENSPVIP00000004406	ENSPVIG00000003584	Pogona_vitticeps
ENSKMAP00000018498	ENSKMAG00000013746	Kryptolebias_marmoratus
ENSPEMP00000010163	ENSPEMG00000011205	Peromyscus_maniculatus_bairdii
ENSMZEP00005026890	ENSMZEG00005020062	Maylandia_zebra
ENSCAPP00000009479	ENSCAPG00000010912	Cavia_aperea
ENSTGUP00000008391	ENSTGUG00000008103	Taeniopygia_guttata
ENSP00000493435	ENSG00000109339	Homo_sapiens
ENSPNYP00000012994	ENSPNYG00000009838	Pundamilia_nyererei
ENSOARP00000001531	ENSOARG00000001468	Ovis_aries
ENSTNIP00000019627	ENSTNIG00000016527	Tetraodon_nigroviridis
ENSSSCP00000011068	ENSSSCG00000010380	Sus_scrofa_strain_reference
ENSPPYP00000002621	ENSPPYG00000002246	Pongo_abelii
ENSHBUP00000020878	ENSHBUG00000023155	Haplochromis_burtoni
ENSPMGP00000025132	ENSPMGG00000020305	Periophthalmus_magnuspinnatus
ENSATEP00000008422	ENSATEG00000005885	Anabas_testudineus
ENSJJAP00000022335	ENSJJAG00000022409	Jaculus_jaculus
ENSLBEP00000019657	ENSLBEG00000015079	Labrus_bergylta
ENSEEEP00000006399	ENSEEEG00000002902	Electrophorus_electricus
ENSELUP00000032363	ENSELUG00000010249	Esox_lucius
ENSSPAP00000029803	ENSSPAG00000022402	Stegastes_partitus
ENSNSUP00000022047	ENSNSUG00000015856	Notechis_scutatus
ENSCGRP00015025710	ENSCGRG00015019352	Cricetulus_griseus_CriGri-PICR
ENSACIP00000029604	ENSACIG00000022906	Amphilophus_citrinellus
ENSCGRP00000021103	ENSCGRG00000015333	Cricetulus_griseus_CriGri_1.0
ENSMFAP00000003757	ENSMFAG00000001537	Macaca_fascicularis
ENSVURP00010029217	ENSVURG00010021558	Vombatus_ursinus
ENSCCAP00000034721	ENSCCAG00000035195	Cebus_capucinus_imitator
ENSDCDP00000011092	ENSDCDG00000004179	Denticeps_clupeoides
ENSPCOP00000021992	ENSPCOG00000023059	Propithecus_coquereli
ENSLCOP00000014617	ENSLCOG00000010473	Lepidothrix_coronata
ENSPSIP00000005641	ENSPSIG00000005233	Pelodiscus_sinensis
ENSSPAP00000020500	ENSSPAG00000015443	Stegastes_partitus
ENSPCIP00000036680	ENSPCIG00000027049	Phascolarctos_cinereus
ENSCSAP00000000688	ENSCSAG00000004343	Chlorocebus_sabaeus
ENSXCOP00000001533	ENSXCOG00000001235	Xiphophorus_couchianus
ENSMGAP00000008218	ENSMGAG00000008028	Meleagris_gallopavo
ENSLOCP00000004744	ENSLOCG00000003968	Lepisosteus_oculatus
ENSSHAP00000002282	ENSSHAG00000002029	Sarcophilus_harrisii
ENSPKIP00000039291	ENSPKIG00000016683	Paramormyrops_kingsleyae
ENSUMAP00000021351	ENSUMAG00000015606	Ursus_maritimus
ENSMNEP00000013003	ENSMNEG00000030681	Macaca_nemestrina
ENSLCAP00010008896	ENSLCAG00010004236	Lates_calcarifer
ENSMUGP00000001898	ENSMUGG00000001772	Meriones_unguiculatus
ENSDNVP00000014281	ENSDNVG00000010031	Dromaius_novaehollandiae
ENSSDAP00000011748	ENSSDAG00000010557	Spermophilus_dauricus
ENSANAP00000004165	ENSANAG00000016888	Aotus_nancymaae
ENSSSCP00000029707	ENSSSCG00000009228	Sus_scrofa_strain_reference
ENSLSDP00000023751	ENSLSDG00000016723	Lonchura_striata_domestica
ENSGAGP00000005662	ENSGAGG00000004598	Gopherus_agassizii
ENSBMUP00000029216	ENSBMUG00000021832	Bos_mutus
ENSPCIP00000010034	ENSPCIG00000030585	Phascolarctos_cinereus
ENSONIP00000012015	ENSONIG00000009562	Oreochromis_niloticus
ENSOANP00000009964	ENSOANG00000006227	Ornithorhynchus_anatinus
ENSCHOP00000003059	ENSCHOG00000003449	Choloepus_hoffmanni
ENSPMEP00000022501	ENSPMEG00000003451	Poecilia_mexicana
ENSEASP00005019025	ENSEASG00005012811	Equus_asinus_asinus
ENSPVIP00000017527	ENSPVIG00000013469	Pogona_vitticeps
ENSOANP00000019156	ENSOANG00000012095	Ornithorhynchus_anatinus
ENSHGLP00000001147	ENSHGLG00000000901	Heterocephalus_glaber_HetGla_female_1.0
ENSMAUP00000018462	ENSMAUG00000017023	Mesocricetus_auratus
ENSTTRP00000012944	ENSTTRG00000013643	Tursiops_truncatus
ENSCGRP00001014081	ENSCGRG00001015025	Cricetulus_griseus_CHOK1GS_HDv1
ENSNLEP00000026226	ENSNLEG00000009285	Nomascus_leucogenys
ENSNVIP00000014019	ENSNVIG00000010737	Neovison_vison
ENSPRNP00000054653	ENSPRNG00000025223	Parambassis_ranga
ENSATEP00000032689	ENSATEG00000022510	Anabas_testudineus
ENSSFOP00015002263	ENSSFOG00015001533	Scleropages_formosus	ENSSFOT00015002307
ENSNGAP00000022087	ENSNGAG00000021076	Nannospalax_galili
ENSEEUP00000000028	ENSEEUG00000000032	Erinaceus_europaeus
ENSCANP00000018892	ENSCANG00000032777	Colobus_angolensis_palliatus
ENSUAMP00000022794	ENSUAMG00000017893	Ursus_americanus
ENSCGOP00000016003	ENSCGOG00000007640	Cottoperca_gobio
ENSAPEP00000030581	ENSAPEG00000021730	Amphiprion_percula
ENSIPUP00000023488	ENSIPUG00000015786	Ictalurus_punctatus
ENSFALP00000005815	ENSFALG00000005585	Ficedula_albicollis
ENSACIP00000026905	ENSACIG00000020826	Amphilophus_citrinellus
ENSGAFP00000013243	ENSGAFG00000008910	Gambusia_affinis
ENSORLP00000043689	ENSORLG00000002370	Oryzias_latipes_ASM223467v1
ENSCPOP00000033007	ENSCPOG00000013605	Cavia_porcellus
ENSEBUP00000008307	ENSEBUG00000005389	Eptatretus_burgeri
ENSOGAP00000007309	ENSOGAG00000008164	Otolemur_garnettii
ENSMUGP00000014766	ENSMUGG00000012562	Meriones_unguiculatus
ENSTSYP00000026264	ENSTSYG00000030731	Carlito_syrichta
ENSPREP00000027709	ENSPREG00000018715	Poecilia_reticulata
ENSCCAP00000006998	ENSCCAG00000020883	Cebus_capucinus_imitator
ENSGGOP00000049273	ENSGGOG00000011771	Gorilla_gorilla
ENSAMXP00005020270	ENSAMXG00005008108	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTEP00000017092	ENSPTEG00000017562	Piliocolobus_tephrosceles
ENSMLEP00000006358	ENSMLEG00000025936	Mandrillus_leucophaeus
MGP_SPRETEiJ_P0037905	MGP_SPRETEiJ_G0019988	Mus_spretus_strain_SPRET/EiJ
ENSGALP00000066941	ENSGALG00000006109	Gallus_gallus
ENSAMXP00000011822	ENSAMXG00000030412	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSRBIP00000003315	ENSRBIG00000013381	Rhinopithecus_bieti
ENSCANP00000020367	ENSCANG00000033418	Colobus_angolensis_palliatus
ENSPRNP00000028413	ENSPRNG00000011026	Parambassis_ranga
ENSCJPP00005023893	ENSCJPG00005018881	Coturnix_japonica
ENSPLAP00000025858	ENSPLAG00000013212	Poecilia_latipinna
ENSARWP00000009469	ENSARWG00000006575	Apteryx_rowi
ENSABRP00000014502	ENSABRG00000012593	Anser_brachyrhynchus
ENSAMEP00000017999	ENSAMEG00000017017	Ailuropoda_melanoleuca
ENSMZEP00005009147	ENSMZEG00005006929	Maylandia_zebra
ENSGAFP00000017927	ENSGAFG00000012138	Gambusia_affinis
ENSODEP00000003980	ENSODEG00000003037	Octodon_degus
ENSHHUP00000080909	ENSHHUG00000045800	Hucho_hucho
ENSMAUP00000004792	ENSMAUG00000006379	Mesocricetus_auratus
ENSNVIP00000007145	ENSNVIG00000005563	Neovison_vison
ENSMNEP00000040834	ENSMNEG00000043177	Macaca_nemestrina
ENSCJAP00000064394	ENSCJAG00000005621	Callithrix_jacchus
ENSORLP00020003621	ENSORLG00020004437	Oryzias_latipes_ASM223471v1
ENSDNVP00000019319	ENSDNVG00000012869	Dromaius_novaehollandiae
ENSOCUP00000018933	ENSOCUG00000002873	Oryctolagus_cuniculus
ENSBTAP00000073182	ENSBTAG00000007876	Bos_taurus
ENSELUP00000025951	ENSELUG00000001656	Esox_lucius
ENSMSIP00000000950	ENSMSIG00000000530	Mus_spicilegus
ENSCHAP00000003216	ENSCHAG00000001292	Clupea_harengus
ENSGAGP00000032263	ENSGAGG00000023095	Gopherus_agassizii
ENSXETP00000043082	ENSXETG00000010211	Xenopus_tropicalis
ENSSARP00000012633	ENSSARG00000013973	Sorex_araneus
ENSSMAP00000010832	ENSSMAG00000006620	Scophthalmus_maximus
ENSEEEP00000034640	ENSEEEG00000016475	Electrophorus_electricus
ENSCVAP00000003733	ENSCVAG00000004954	Cyprinodon_variegatus
ENSGACP00000007566	ENSGACG00000005706	Gasterosteus_aculeatus
ENSORLP00000026386	ENSORLG00000008884	Oryzias_latipes_ASM223467v1
ENSCAFP00000047940	ENSCAFG00000006551	Canis_lupus_familiaris
ENSSFOP00015013695	ENSSFOG00015008818	Scleropages_formosus
ENSHBUP00000000308	ENSHBUG00000001463	Haplochromis_burtoni
ENSTNIP00000007658	ENSTNIG00000004992	Tetraodon_nigroviridis
ENSBBBP00000011153	ENSBBBG00000021242	Bison_bison_bison
ENSAMEP00000003739	ENSAMEG00000003514	Ailuropoda_melanoleuca
ENSACAP00000011352	ENSACAG00000011361	Anolis_carolinensis
ENSABRP00000008508	ENSABRG00000007217	Anser_brachyrhynchus
ENSJHYP00000024038	ENSJHYG00000018078	Junco_hyemalis
ENSNMEP00000001881	ENSNMEG00000001818	Numida_meleagris
ENSAPLP00000018438	ENSAPLG00000016448	Anas_platyrhynchos_platyrhynchos
ENSTRUP00000033127	ENSTRUG00000013056	Takifugu_rubripes
ENSSLDP00000005361	ENSSLDG00000004260	Seriola_lalandi_dorsalis
ENSJJAP00000021962	ENSJJAG00000022148	Jaculus_jaculus
ENSCHAP00000021600	ENSCHAG00000009439	Clupea_harengus
ENSHGLP00100012221	ENSHGLG00100009052	Heterocephalus_glaber_HetGla_1.0
ENSNSUP00000015466	ENSNSUG00000011436	Notechis_scutatus
ENSP00000378974	ENSG00000107643	Homo_sapiens
ENSPPYP00000016644	ENSPPYG00000014907	Pongo_abelii
ENSNBRP00000004393	ENSNBRG00000003479	Neolamprologus_brichardi
ENSCAFP00000013847	ENSCAFG00000009396	Canis_lupus_familiaris
ENSOPRP00000009534	ENSOPRG00000010438	Ochotona_princeps
ENSPRNP00000015598	ENSPRNG00000006814	Parambassis_ranga
ENSPFOP00000017722	ENSPFOG00000017631	Poecilia_formosa
