ENSCINP00000021425	ENSCING00000010863	Ciona_intestinalis	ENSCINT00000021425
ENSCINP00000006094	ENSCING00000002994	Ciona_intestinalis	ENSCINT00000006094
ENSCGOP00000038422	ENSCGOG00000017608	Cottoperca_gobio
ENSPMGP00000013132	ENSPMGG00000010830	Periophthalmus_magnuspinnatus
ENSPMGP00000013130	ENSPMGG00000010828	Periophthalmus_magnuspinnatus
ENSMALP00000018889	ENSMALG00000013187	Monopterus_albus
ENSSPAP00000022419	ENSSPAG00000016930	Stegastes_partitus
ENSHCOP00000011006	ENSHCOG00000013769	Hippocampus_comes
ENSGMOP00000002246	ENSGMOG00000002019	Gadus_morhua
ENSHHUP00000076424	ENSHHUG00000044716	Hucho_hucho
ENSELUP00000015834	ENSELUG00000015761	Esox_lucius
ENSHHUP00000049561	ENSHHUG00000029997	Hucho_hucho
ENSIPUP00000021578	ENSIPUG00000014629	Ictalurus_punctatus
ENSEEEP00000037634	ENSEEEG00000017905	Electrophorus_electricus
ENSAMXP00005052225	ENSAMXG00005023523	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000020881	ENSAMXG00000020275	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000028001	ENSPNAG00000013558	Pygocentrus_nattereri
ENSEEEP00000016716	ENSEEEG00000008286	Electrophorus_electricus
ENSEEEP00000037636	ENSEEEG00000017906	Electrophorus_electricus
ENSDARP00000153311	ENSDARG00000112136	Danio_rerio
ENSCHAP00000054339	ENSCHAG00000024628	Clupea_harengus
ENSDCDP00000031483	ENSDCDG00000021885	Denticeps_clupeoides
ENSSFOP00015028034	ENSSFOG00015017989	Scleropages_formosus
ENSSFOP00015027966	ENSSFOG00015017948	Scleropages_formosus
ENSPKIP00000013407	ENSPKIG00000000861	Paramormyrops_kingsleyae
ENSPKIP00000013373	ENSPKIG00000000833	Paramormyrops_kingsleyae
ENSLOCP00000013912	ENSLOCG00000011318	Lepisosteus_oculatus
ENSECRP00000027048	ENSECRG00000018240	Erpetoichthys_calabaricus
ENSLACP00000008755	ENSLACG00000007739	Latimeria_chalumnae
ENSCMIP00000005855	ENSCMIG00000003360	Callorhinchus_milii
ENSEBUP00000024107	ENSEBUG00000014849	Eptatretus_burgeri
ENSCPGP00000002093	ENSCPGG00000001568	Calidris_pygmaea
ENSCPGP00000002182	ENSCPGG00000001625	Calidris_pygmaea
ENSCPUP00000025993	ENSCPUG00000017514	Calidris_pugnax
ENSPMJP00000018528	ENSPMJG00000013907	Parus_major
ENSPMJP00000018530	ENSPMJG00000013908	Parus_major
ENSCCEP00000025294	ENSCCEG00000022327	Cyanistes_caeruleus
ENSFALP00000001775	ENSFALG00000001703	Ficedula_albicollis
ENSSCAP00000002502	ENSSCAG00000002176	Serinus_canaria
ENSLSDP00000010918	ENSLSDG00000008032	Lonchura_striata_domestica
ENSLSDP00000020233	ENSLSDG00000014334	Lonchura_striata_domestica
ENSTGUP00000013620	ENSTGUG00000013226	Taeniopygia_guttata
ENSZALP00000017618	ENSZALG00000014224	Zonotrichia_albicollis
ENSJHYP00000013029	ENSJHYG00000010120	Junco_hyemalis
ENSSCAP00000023533	ENSSCAG00000016856	Serinus_canaria
ENSMVIP00005012190	ENSMVIG00005008909	Manacus_vitellinus
ENSMUNP00000016787	ENSMUNG00000012925	Melopsittacus_undulatus
ENSABRP00000027759	ENSABRG00000023112	Anser_brachyrhynchus
ENSAPLP00000027475	ENSAPLG00000011095	Anas_platyrhynchos_platyrhynchos
ENSGALP00000070244	ENSGALG00000031182	Gallus_gallus
ENSMGAP00000014606	ENSMGAG00000013815	Meleagris_gallopavo
ENSCJPP00005014686	ENSCJPG00005012231	Coturnix_japonica
ENSNMEP00000023437	ENSNMEG00000019970	Numida_meleagris
ENSAOWP00000004472	ENSAOWG00000003145	Apteryx_owenii
ENSAHAP00000027024	ENSAHAG00000018833	Apteryx_haastii
ENSARWP00000010839	ENSARWG00000007516	Apteryx_rowi
ENSDNVP00000005649	ENSDNVG00000004060	Dromaius_novaehollandiae
ENSNPEP00000020508	ENSNPEG00000015238	Nothoprocta_perdicaria
ENSCPRP00005016047	ENSCPRG00005011216	Crocodylus_porosus
ENSCABP00000001325	ENSCABG00000001096	Chelonoidis_abingdonii
ENSGAGP00000019449	ENSGAGG00000014344	Gopherus_agassizii
ENSGAGP00000008938	ENSGAGG00000007068	Gopherus_agassizii
ENSCABP00000028776	ENSCABG00000021147	Chelonoidis_abingdonii
ENSCPBP00000021009	ENSCPBG00000015089	Chrysemys_picta_bellii
ENSPSIP00000016345	ENSPSIG00000014451	Pelodiscus_sinensis
ENSSPUP00000005407	ENSSPUG00000004160	Sphenodon_punctatus
ENSNSUP00000020952	ENSNSUG00000015233	Notechis_scutatus
ENSPVIP00000020413	ENSPVIG00000015557	Pogona_vitticeps
ENSPVIP00000020409	ENSPVIG00000015554	Pogona_vitticeps
ENSACAP00000004068	ENSACAG00000004149	Anolis_carolinensis
ENSSMRP00000009886	ENSSMRG00000007860	Salvator_merianae
ENSSPUP00000005473	ENSSPUG00000004196	Sphenodon_punctatus
ENSCCNP00000027048	ENSCCNG00000026176	Castor_canadensis
ENSDORP00000009488	ENSDORG00000010095	Dipodomys_ordii
ENSMSIP00000010655	ENSMSIG00000009251	Mus_spicilegus
ENSMUSP00000054797	ENSMUSG00000055884	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0033873	MGP_SPRETEiJ_G0018636	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0032380	MGP_CAROLIEiJ_G0017791	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082492	MGP_PahariEiJ_G0029547	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074177	ENSRNOG00000056721	Rattus_norvegicus
ENSMUGP00000016894	ENSMUGG00000014383	Meriones_unguiculatus
ENSMUGP00000016679	ENSMUGG00000014222	Meriones_unguiculatus
ENSPEMP00000036366	ENSPEMG00000027540	Peromyscus_maniculatus_bairdii
ENSPEMP00000003830	ENSPEMG00000005619	Peromyscus_maniculatus_bairdii
ENSCGRP00001026188	ENSCGRG00001023573	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021194	ENSCGRG00015016163	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007647	ENSCGRG00000005570	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016243	ENSMAUG00000015450	Mesocricetus_auratus
ENSMOCP00000008749	ENSMOCG00000008775	Microtus_ochrogaster
ENSNGAP00000016489	ENSNGAG00000017199	Nannospalax_galili
ENSHGLP00100008559	ENSHGLG00100006377	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019213	ENSHGLG00000013787	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019590	ENSFDAG00000009043	Fukomys_damarensis
ENSCPOP00000001306	ENSCPOG00000001446	Cavia_porcellus
ENSMMMP00000003463	ENSMMMG00000003184	Marmota_marmota_marmota
ENSMMMP00000003480	ENSMMMG00000003194	Marmota_marmota_marmota
ENSUPAP00010007826	ENSUPAG00010006314	Urocitellus_parryii
ENSUPAP00010007816	ENSUPAG00010006300	Urocitellus_parryii
ENSSDAP00000022901	ENSSDAG00000020807	Spermophilus_dauricus
ENSSDAP00000022914	ENSSDAG00000020838	Spermophilus_dauricus
ENSOCUP00000006526	ENSOCUG00000007539	Oryctolagus_cuniculus
ENSOPRP00000010189	ENSOPRG00000011142	Ochotona_princeps
ENSTBEP00000005538	ENSTBEG00000006386	Tupaia_belangeri
ENSP00000267430	ENSG00000187790	Homo_sapiens
ENSGGOP00000008369	ENSGGOG00000008546	Gorilla_gorilla
ENSPPAP00000011489	ENSPPAG00000028944	Pan_paniscus
ENSPTRP00000010694	ENSPTRG00000006307	Pan_troglodytes
ENSPPYP00000006571	ENSPPYG00000005781	Pongo_abelii
ENSNLEP00000048241	ENSNLEG00000004432	Nomascus_leucogenys
ENSPTEP00000001995	ENSPTEG00000002228	Piliocolobus_tephrosceles
ENSCANP00000012257	ENSCANG00000029498	Colobus_angolensis_palliatus
ENSRROP00000008984	ENSRROG00000028917	Rhinopithecus_roxellana
ENSRBIP00000002373	ENSRBIG00000011451	Rhinopithecus_bieti
ENSMFAP00000045343	ENSMFAG00000000383	Macaca_fascicularis
ENSMNEP00000030411	ENSMNEG00000038659	Macaca_nemestrina
ENSMMUP00000021700	ENSMMUG00000016513	Macaca_mulatta
ENSMLEP00000023084	ENSMLEG00000035743	Mandrillus_leucophaeus
ENSPANP00000016793	ENSPANG00000023200	Papio_anubis
ENSTGEP00000007913	ENSTGEG00000006483	Theropithecus_gelada
ENSCATP00000014720	ENSCATG00000031379	Cercocebus_atys
ENSCSAP00000011403	ENSCSAG00000015308	Chlorocebus_sabaeus
ENSCCAP00000017600	ENSCCAG00000026593	Cebus_capucinus_imitator
ENSSBOP00000029071	ENSSBOG00000030882	Saimiri_boliviensis_boliviensis
ENSCJAP00000045447	ENSCJAG00000015945	Callithrix_jacchus
ENSANAP00000014352	ENSANAG00000025075	Aotus_nancymaae
ENSTSYP00000021072	ENSTSYG00000036497	Carlito_syrichta
ENSPSMP00000008349	ENSPSMG00000006139	Prolemur_simus
ENSPCOP00000006447	ENSPCOG00000014388	Propithecus_coquereli
ENSMICP00000020454	ENSMICG00000005811	Microcebus_murinus
ENSOGAP00000002701	ENSOGAG00000003015	Otolemur_garnettii
ENSMLUP00000006111	ENSMLUG00000006671	Myotis_lucifugus
ENSPVAP00000014908	ENSPVAG00000015802	Pteropus_vampyrus
ENSSARP00000002394	ENSSARG00000002618	Sorex_araneus
ENSEEUP00000005163	ENSEEUG00000005607	Erinaceus_europaeus
ENSUMAP00000010245	ENSUMAG00000007704	Ursus_maritimus
ENSUMAP00000010238	ENSUMAG00000007697	Ursus_maritimus
ENSUAMP00000029985	ENSUAMG00000023047	Ursus_americanus
ENSAMEP00000002260	ENSAMEG00000002114	Ailuropoda_melanoleuca
ENSMPUP00000004809	ENSMPUG00000004849	Mustela_putorius_furo
ENSNVIP00000000354	ENSNVIG00000000308	Neovison_vison
ENSCAFP00020028118	ENSCAFG00020022058	Canis_lupus_dingo
ENSCAFP00020028129	ENSCAFG00020022069	Canis_lupus_dingo
ENSCAFP00000041513	ENSCAFG00000014062	Canis_lupus_familiaris
ENSVVUP00000000411	ENSVVUG00000000357	Vulpes_vulpes
ENSPPRP00000021842	ENSPPRG00000012540	Panthera_pardus
ENSPPRP00000021036	ENSPPRG00000011952	Panthera_pardus
ENSPTIP00000023400	ENSPTIG00000019875	Panthera_tigris_altaica
ENSPTIP00000021487	ENSPTIG00000018621	Panthera_tigris_altaica
ENSFCAP00000060976	ENSFCAG00000022146	Felis_catus
ENSECAP00000016328	ENSECAG00000018694	Equus_caballus
ENSEASP00005011080	ENSEASG00005007781	Equus_asinus_asinus
ENSCHIP00000013958	ENSCHIG00000015176	Capra_hircus
ENSOARP00000010127	ENSOARG00000009429	Ovis_aries
ENSBIXP00005019276	ENSBIXG00005003848	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000009192	ENSBIXG00000006212	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000073359	ENSBTAG00000002612	Bos_taurus
ENSBMUP00000026512	ENSBMUG00000019916	Bos_mutus
ENSBBBP00000001164	ENSBBBG00000010273	Bison_bison_bison
ENSTTRP00000006317	ENSTTRG00000006669	Tursiops_truncatus
ENSSSCP00000021205	ENSSSCG00000005000	Sus_scrofa_strain_reference
ENSVPAP00000005351	ENSVPAG00000005763	Vicugna_pacos
ENSDNOP00000005969	ENSDNOG00000007697	Dasypus_novemcinctus
ENSCHOP00000000167	ENSCHOG00000000190	Choloepus_hoffmanni
ENSLAFP00000000957	ENSLAFG00000001136	Loxodonta_africana
ENSPCAP00000010722	ENSPCAG00000011363	Procavia_capensis
ENSETEP00000002761	ENSETEG00000003360	Echinops_telfairi
ENSVURP00010025895	ENSVURG00010019802	Vombatus_ursinus
ENSVURP00010014609	ENSVURG00010011172	Vombatus_ursinus
ENSPCIP00000046034	ENSPCIG00000005354	Phascolarctos_cinereus
ENSMEUP00000004571	ENSMEUG00000004977	Notamacropus_eugenii
ENSSHAP00000000566	ENSSHAG00000000507	Sarcophilus_harrisii
ENSOANP00000022071	ENSOANG00000013997	Ornithorhynchus_anatinus
ENSCINP00000031075	ENSCING00000024365	Ciona_intestinalis	ENSCINT00000036046
ENSXETP00000028604	ENSXETG00000008216	Xenopus_tropicalis
ENSPMAP00000003635	ENSPMAG00000003340	Petromyzon_marinus
ENSPMAP00000003224	ENSPMAG00000002957	Petromyzon_marinus
ENSPMAP00000005287	ENSPMAG00000004801	Petromyzon_marinus
ENSEBUP00000007071	ENSEBUG00000004624	Eptatretus_burgeri
FBpp0306724	FBgn0038889	Drosophila_melanogaster
YIR002C_mRNA	YIR002C	Saccharomyces_cerevisiae_strain_S288C
