ENSEBUP00000017078	ENSEBUG00000010682	Eptatretus_burgeri
ENSFDAP00000001333	ENSFDAG00000011332	Fukomys_damarensis
ENSSTOP00000006575	ENSSTOG00000007361	Ictidomys_tridecemlineatus
ENSUPAP00010002244	ENSUPAG00010001895	Urocitellus_parryii
ENSMMMP00000006873	ENSMMMG00000006169	Marmota_marmota_marmota
ENSSDAP00000023088	ENSSDAG00000020973	Spermophilus_dauricus
ENSMUSP00000021512	ENSMUSG00000021094	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000029658	ENSMSIG00000024915	Mus_spicilegus
MGP_SPRETEiJ_P0034017	MGP_SPRETEiJ_G0018683	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0032510	MGP_CAROLIEiJ_G0017837	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000007645	ENSRNOG00000005589	Rattus_norvegicus
ENSMUGP00000023433	ENSMUGG00000019638	Meriones_unguiculatus
ENSPEMP00000026229	ENSPEMG00000022404	Peromyscus_maniculatus_bairdii
ENSMOCP00000020047	ENSMOCG00000017844	Microtus_ochrogaster
ENSCGRP00015035988	ENSCGRG00015027006	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023678	ENSCGRG00001021840	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022288	ENSCGRG00000016151	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000010985	ENSMAUG00000011707	Mesocricetus_auratus
ENSNGAP00000020116	ENSNGAG00000019713	Nannospalax_galili
ENSJJAP00000019091	ENSJJAG00000020161	Jaculus_jaculus
ENSCCNP00000017457	ENSCCNG00000017768	Castor_canadensis
ENSOCUP00000001940	ENSOCUG00000002249	Oryctolagus_cuniculus
ENSTSYP00000013113	ENSTSYG00000026475	Carlito_syrichta
ENSOGAP00000005684	ENSOGAG00000006360	Otolemur_garnettii
ENSTBEP00000000791	ENSTBEG00000000909	Tupaia_belangeri
ENSTTRP00000005200	ENSTTRG00000005511	Tursiops_truncatus
ENSVPAP00000004863	ENSVPAG00000005239	Vicugna_pacos
ENSSARP00000004141	ENSSARG00000004554	Sorex_araneus
ENSCHOP00000006340	ENSCHOG00000007153	Choloepus_hoffmanni
ENSOPRP00000001657	ENSOPRG00000001797	Ochotona_princeps
ENSEEUP00000001406	ENSEEUG00000001552	Erinaceus_europaeus
ENSETEP00000012640	ENSETEG00000015589	Echinops_telfairi
ENSETEP00000014704	ENSETEG00000018098	Echinops_telfairi
ENSETEP00000015929	ENSETEG00000019613	Echinops_telfairi
ENSSSCP00000061136	ENSSSCG00000005083	Sus_scrofa_strain_reference
ENSMMMP00000006901	ENSMMMG00000006186	Marmota_marmota_marmota
ENSSDAP00000023194	ENSSDAG00000021027	Spermophilus_dauricus
ENSCLAP00000006268	ENSCLAG00000004431	Chinchilla_lanigera
ENSCPOP00000005198	ENSCPOG00000005765	Cavia_porcellus
ENSMUSP00000146943	ENSMUSG00000109482	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000029683	ENSMSIG00000024922	Mus_spicilegus
ENSRNOP00000036519	ENSRNOG00000025648	Rattus_norvegicus
ENSMUGP00000023448	ENSMUGG00000019642	Meriones_unguiculatus
ENSCGRP00000022213	ENSCGRG00000016092	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026551	ENSCGRG00001023826	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006656	ENSMAUG00000008532	Mesocricetus_auratus
ENSMOCP00000024983	ENSMOCG00000021237	Microtus_ochrogaster
ENSCGRP00015035983	ENSCGRG00015026990	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000009129	ENSPEMG00000010519	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0034016	MGP_SPRETEiJ_G0018682	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0082621	MGP_PahariEiJ_G0029593	Mus_pahari_strain_PAHARI_EIJ
ENSJJAP00000016207	ENSJJAG00000018132	Jaculus_jaculus
ENSNGAP00000012405	ENSNGAG00000014268	Nannospalax_galili
ENSPVAP00000002627	ENSPVAG00000002782	Pteropus_vampyrus
ENSPCAP00000005629	ENSPCAG00000006040	Procavia_capensis
ENSCHIP00000032312	ENSCHIG00000026336	Capra_hircus
ENSOARP00000022705	ENSOARG00000021125	Ovis_aries
ENSBIXP00000021143	ENSBIXG00000024300	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003603	ENSBIXG00005009756	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000027623	ENSBTAG00000020729	Bos_taurus
ENSBMUP00000033815	ENSBMUG00000025204	Bos_mutus
ENSBBBP00000012858	ENSBBBG00000020509	Bison_bison_bison
MGP_PahariEiJ_P0082622	MGP_PahariEiJ_G0029594	Mus_pahari_strain_PAHARI_EIJ
ENSVURP00010023619	ENSVURG00010018100	Vombatus_ursinus
ENSPCIP00000027359	ENSPCIG00000020432	Phascolarctos_cinereus
ENSMEUP00000001561	ENSMEUG00000001704	Notamacropus_eugenii
ENSSHAP00000016365	ENSSHAG00000013927	Sarcophilus_harrisii
ENSMODP00000010680	ENSMODG00000008587	Monodelphis_domestica
ENSXETP00000042992	ENSXETG00000021373	Xenopus_tropicalis
ENSLACP00000021203	ENSLACG00000018627	Latimeria_chalumnae
ENSDCDP00000000147	ENSDCDG00000000093	Denticeps_clupeoides	ENSDCDT00000000160
ENSDCDP00000000132	ENSDCDG00000000081	Denticeps_clupeoides	ENSDCDT00000000143
ENSCHAP00000000961	ENSCHAG00000000718	Clupea_harengus	ENSCHAT00000001126
ENSAMXP00000053405	ENSAMXG00000035013	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000031217
ENSAMXP00005024349	ENSAMXG00005012433	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022805	ENSPNAG00000007363	Pygocentrus_nattereri
ENSEEEP00000009439	ENSEEEG00000004824	Electrophorus_electricus
ENSIPUP00000003746	ENSIPUG00000002640	Ictalurus_punctatus
ENSDARP00000004163	ENSDARG00000003444	Danio_rerio
ENSHCOP00000028387	ENSHCOG00000021010	Hippocampus_comes
ENSPMGP00000004523	ENSPMGG00000003833	Periophthalmus_magnuspinnatus
ENSORLP00020008818	ENSORLG00020009705	Oryzias_latipes_ASM223471v1
ENSORLP00000019763	ENSORLG00000015780	Oryzias_latipes_ASM223467v1
ENSOMEP00000025332	ENSOMEG00000006492	Oryzias_melastigma
ENSBSLP00000048173	ENSBSLG00000022950	Betta_splendens
ENSTNIP00000020487	ENSTNIG00000017349	Tetraodon_nigroviridis
ENSTRUP00000053309	ENSTRUG00000010385	Takifugu_rubripes
ENSCSEP00000002232	ENSCSEG00000001501	Cynoglossus_semilaevis
ENSCGOP00000018120	ENSCGOG00000008692	Cottoperca_gobio
ENSGACP00000011125	ENSGACG00000008408	Gasterosteus_aculeatus
ENSLBEP00000030481	ENSLBEG00000023004	Labrus_bergylta
ENSLCRP00005034313	ENSLCRG00005013466	Larimichthys_crocea
ENSMMOP00000015963	ENSMMOG00000012176	Mola_mola
ENSMALP00000013276	ENSMALG00000009401	Monopterus_albus
ENSMAMP00000002668	ENSMAMG00000001868	Mastacembelus_armatus
ENSATEP00000022603	ENSATEG00000015683	Anabas_testudineus
ENSLCAP00010051046	ENSLCAG00010023780	Lates_calcarifer
ENSLCAP00010060449	ENSLCAG00010028149	Lates_calcarifer
ENSSLDP00000015582	ENSSLDG00000012373	Seriola_lalandi_dorsalis
ENSSDUP00000027419	ENSSDUG00000019842	Seriola_dumerili
ENSSMAP00000002691	ENSSMAG00000001679	Scophthalmus_maximus
ENSFHEP00000025779	ENSFHEG00000008182	Fundulus_heteroclitus
ENSCVAP00000006021	ENSCVAG00000007514	Cyprinodon_variegatus
ENSPFOP00000003760	ENSPFOG00000003816	Poecilia_formosa
ENSPLAP00000002857	ENSPLAG00000004263	Poecilia_latipinna
ENSPMEP00000010845	ENSPMEG00000012875	Poecilia_mexicana
ENSPREP00000022857	ENSPREG00000015404	Poecilia_reticulata
ENSXCOP00000011343	ENSXCOG00000008566	Xiphophorus_couchianus
ENSXMAP00000013525	ENSXMAG00000013493	Xiphophorus_maculatus
ENSGAFP00000006208	ENSGAFG00000004235	Gambusia_affinis
ENSKMAP00000007831	ENSKMAG00000005878	Kryptolebias_marmoratus
ENSPNYP00000029425	ENSPNYG00000022151	Pundamilia_nyererei
ENSHBUP00000035009	ENSHBUG00000022921	Haplochromis_burtoni
ENSMZEP00005009952	ENSMZEG00005007541	Maylandia_zebra
ENSACLP00000030068	ENSACLG00000020365	Astatotilapia_calliptera
ENSNBRP00000012061	ENSNBRG00000009415	Neolamprologus_brichardi
ENSONIP00000025347	ENSONIG00000020121	Oreochromis_niloticus
ENSACLP00000030173	ENSACLG00000020389	Astatotilapia_calliptera
ENSMZEP00005010041	ENSMZEG00005007563	Maylandia_zebra
ENSHBUP00000020634	ENSHBUG00000022902	Haplochromis_burtoni
ENSONIP00000025348	ENSONIG00000020122	Oreochromis_niloticus
ENSNBRP00000012040	ENSNBRG00000009342	Neolamprologus_brichardi
ENSACIP00000031358	ENSACIG00000024234	Amphilophus_citrinellus
ENSGWIP00000012511	ENSGWIG00000007273	Gouania_willdenowi
ENSAPEP00000032174	ENSAPEG00000022850	Amphiprion_percula
ENSAOCP00000004236	ENSAOCG00000000420	Amphiprion_ocellaris
ENSAPOP00000029487	ENSAPOG00000015382	Acanthochromis_polyacanthus
ENSSPAP00000017029	ENSSPAG00000012853	Stegastes_partitus
ENSPRNP00000028118	ENSPRNG00000014048	Parambassis_ranga
ENSGMOP00000011555	ENSGMOG00000010802	Gadus_morhua
ENSHHUP00000085567	ENSHHUG00000049564	Hucho_hucho
ENSELUP00000033020	ENSELUG00000011143	Esox_lucius
ENSSFOP00015020173	ENSSFOG00015012969	Scleropages_formosus
ENSPKIP00000041502	ENSPKIG00000018017	Paramormyrops_kingsleyae
ENSLOCP00000012308	ENSLOCG00000010060	Lepisosteus_oculatus
ENSECRP00000024012	ENSECRG00000016268	Erpetoichthys_calabaricus
ENSCMIP00000006559	ENSCMIG00000003708	Callorhinchus_milii
FBpp0077552	FBgn0031360	Drosophila_melanogaster
