FBpp0292147	FBgn0038057	Drosophila_melanogaster
ENSAMEP00000018525	ENSAMEG00000017531	Ailuropoda_melanoleuca
ENSMPUP00000000651	ENSMPUG00000000656	Mustela_putorius_furo
ENSNVIP00000031455	ENSNVIG00000024183	Neovison_vison
ENSCAFP00000016575	ENSCAFG00000011257	Canis_lupus_familiaris
ENSCAFP00020025465	ENSCAFG00020020066	Canis_lupus_dingo
ENSVVUP00000010033	ENSVVUG00000007421	Vulpes_vulpes
ENSPPRP00000016558	ENSPPRG00000008809	Panthera_pardus
ENSPTIP00000008610	ENSPTIG00000009916	Panthera_tigris_altaica
ENSFCAP00000012390	ENSFCAG00000013360	Felis_catus
ENSECAP00000021276	ENSECAG00000023713	Equus_caballus
ENSEASP00005010455	ENSEASG00005007417	Equus_asinus_asinus
ENSPVAP00000013653	ENSPVAG00000014483	Pteropus_vampyrus
ENSBIXP00005041427	ENSBIXG00005024477	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000040477	ENSBIXG00000024556	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000028832	ENSBTAG00000021637	Bos_taurus
ENSBMUP00000008605	ENSBMUG00000006719	Bos_mutus
ENSBBBP00000024127	ENSBBBG00000019021	Bison_bison_bison
ENSCHIP00000025880	ENSCHIG00000022431	Capra_hircus
ENSOARP00000022125	ENSOARG00000020588	Ovis_aries
ENSSSCP00000007135	ENSSSCG00000006691	Sus_scrofa_strain_reference
ENSTTRP00000008737	ENSTTRG00000009216	Tursiops_truncatus
ENSSARP00000013007	ENSSARG00000014380	Sorex_araneus
ENSCCNP00000026811	ENSCCNG00000025975	Castor_canadensis
ENSDORP00000012628	ENSDORG00000013430	Dipodomys_ordii
ENSMAUP00000001938	ENSMAUG00000001454	Mesocricetus_auratus
ENSMAUP00000024780	ENSMAUG00000021521	Mesocricetus_auratus
ENSCGRP00000023179	ENSCGRG00000016787	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004331	ENSCGRG00001005471	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032785	ENSCGRG00015024724	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000001344	ENSMOCG00000000997	Microtus_ochrogaster
ENSPEMP00000017382	ENSPEMG00000016322	Peromyscus_maniculatus_bairdii
ENSMSIP00000025869	ENSMSIG00000021829	Mus_spicilegus
ENSMUSP00000122435	ENSMUSG00000028099	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0061751	MGP_SPRETEiJ_G0026337	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0059366	MGP_CAROLIEiJ_G0025390	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070329	MGP_PahariEiJ_G0026835	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028815	ENSRNOG00000033560	Rattus_norvegicus
ENSMUGP00000014689	ENSMUGG00000012683	Meriones_unguiculatus
ENSNGAP00000010762	ENSNGAG00000013090	Nannospalax_galili
ENSJJAP00000006930	ENSJJAG00000011447	Jaculus_jaculus
ENSSDAP00000023279	ENSSDAG00000021211	Spermophilus_dauricus
ENSCPOP00000004192	ENSCPOG00000004654	Cavia_porcellus
ENSCAPP00000010287	ENSCAPG00000011559	Cavia_aperea
ENSCLAP00000002283	ENSCLAG00000001652	Chinchilla_lanigera
ENSODEP00000000345	ENSODEG00000000304	Octodon_degus
ENSHGLP00100021217	ENSHGLG00100015620	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020958	ENSHGLG00000014978	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022762	ENSFDAG00000021078	Fukomys_damarensis
ENSOCUP00000002653	ENSOCUG00000003050	Oryctolagus_cuniculus
ENSOPRP00000003913	ENSOPRG00000004244	Ochotona_princeps
ENSTBEP00000013552	ENSTBEG00000015610	Tupaia_belangeri
ENSMLUP00000003699	ENSMLUG00000004060	Myotis_lucifugus
ENSLAFP00000025241	ENSLAFG00000029485	Loxodonta_africana
ENSPCAP00000009821	ENSPCAG00000010501	Procavia_capensis
ENSETEP00000014377	ENSETEG00000017696	Echinops_telfairi
ENSDNOP00000009433	ENSDNOG00000012149	Dasypus_novemcinctus
ENSCHOP00000006131	ENSCHOG00000006911	Choloepus_hoffmanni
ENSEEUP00000010149	ENSEEUG00000011124	Erinaceus_europaeus
ENSMUNP00000014246	ENSMUNG00000011069	Melopsittacus_undulatus
ENSOANP00000000888	ENSOANG00000000559	Ornithorhynchus_anatinus
ENSXETP00000023293	ENSXETG00000005142	Xenopus_tropicalis
ENSLACP00000019577	ENSLACG00000017216	Latimeria_chalumnae
ENSGALP00000068057	ENSGALG00000047532	Gallus_gallus
ENSPMAP00000007712	ENSPMAG00000006993	Petromyzon_marinus
ENSEBUP00000024708	ENSEBUG00000015243	Eptatretus_burgeri
ENSCSAVP00000014693	ENSCSAVG00000008586	Ciona_savignyi
ENSCINP00000014424	ENSCING00000007024	Ciona_intestinalis
YPR190C_mRNA	YPR190C	Saccharomyces_cerevisiae_strain_S288C
