ENSSPUP00000015902	ENSSPUG00000012252	Sphenodon_punctatus	ENSSPUT00000016952
ENSACAP00000022525	ENSACAG00000028935	Anolis_carolinensis	ENSACAT00000029942
ENSPSIP00000007902	ENSPSIG00000007253	Pelodiscus_sinensis	ENSPSIT00000007943
ENSGAGP00000031054	ENSGAGG00000022304	Gopherus_agassizii	ENSGAGT00000035206
ENSAPLP00000011642	ENSAPLG00000011893	Anas_platyrhynchos_platyrhynchos
ENSNBRP00000031487	ENSNBRG00000023930	Neolamprologus_brichardi
ENSONIP00000025538	ENSONIG00000020268	Oreochromis_niloticus
ENSACIP00000027665	ENSACIG00000021422	Amphilophus_citrinellus
ENSCSEP00000013311	ENSCSEG00000008593	Cynoglossus_semilaevis
ENSPREP00000000953	ENSPREG00000000737	Poecilia_reticulata
ENSPFOP00000000531	ENSPFOG00000000540	Poecilia_formosa
ENSXMAP00000024218	ENSXMAG00000028801	Xiphophorus_maculatus
ENSFHEP00000016231	ENSFHEG00000017918	Fundulus_heteroclitus
ENSCVAP00000030996	ENSCVAG00000019960	Cyprinodon_variegatus
ENSKMAP00000015342	ENSKMAG00000011479	Kryptolebias_marmoratus
ENSORLP00000033721	ENSORLG00000003095	Oryzias_latipes_ASM223467v1
ENSORLP00020035317	ENSORLG00020022166	Oryzias_latipes_ASM223471v1
ENSORLP00015018021	ENSORLG00015019070	Oryzias_latipes_ASM223469v1
ENSOMEP00000002432	ENSOMEG00000003392	Oryzias_melastigma
ENSAPEP00000030925	ENSAPEG00000021963	Amphiprion_percula
ENSAOCP00000032360	ENSAOCG00000024696	Amphiprion_ocellaris
ENSAPOP00000028519	ENSAPOG00000013829	Acanthochromis_polyacanthus
ENSSPAP00000028149	ENSSPAG00000021191	Stegastes_partitus
ENSATEP00000012593	ENSATEG00000008772	Anabas_testudineus
ENSBSLP00000043634	ENSBSLG00000020737	Betta_splendens
ENSMAMP00000034865	ENSMAMG00000023417	Mastacembelus_armatus
ENSLCRP00005000456	ENSLCRG00005000288	Larimichthys_crocea
ENSMMOP00000013844	ENSMMOG00000010596	Mola_mola
ENSCGOP00000046845	ENSCGOG00000021042	Cottoperca_gobio
ENSGACP00000015696	ENSGACG00000011845	Gasterosteus_aculeatus
ENSSDUP00000016630	ENSSDUG00000012153	Seriola_dumerili
ENSSLDP00000017314	ENSSLDG00000013673	Seriola_lalandi_dorsalis
ENSLCAP00010056334	ENSLCAG00010026285	Lates_calcarifer
ENSSMAP00000026121	ENSSMAG00000015942	Scophthalmus_maximus
ENSPRNP00000034763	ENSPRNG00000017446	Parambassis_ranga
ENSLBEP00000025766	ENSLBEG00000019640	Labrus_bergylta
ENSCSEP00000013308	ENSCSEG00000008589	Cynoglossus_semilaevis
ENSPMEP00000012527	ENSPMEG00000014717	Poecilia_mexicana
ENSATEP00000012541	ENSATEG00000008721	Anabas_testudineus
ENSGWIP00000051137	ENSGWIG00000024797	Gouania_willdenowi
ENSPMGP00000010715	ENSPMGG00000008872	Periophthalmus_magnuspinnatus
ENSGMOP00000007916	ENSGMOG00000007404	Gadus_morhua
ENSHHUP00000027363	ENSHHUG00000017316	Hucho_hucho
ENSELUP00000027399	ENSELUG00000003610	Esox_lucius
ENSSFOP00015025645	ENSSFOG00015016449	Scleropages_formosus
ENSLOCP00000012279	ENSLOCG00000010041	Lepisosteus_oculatus
ENSHHUP00000071189	ENSHHUG00000041849	Hucho_hucho
